Выборы Президента Российской Федерации																																																				
																																																				
Наименование Избирательной комиссии:    Арзамасская городская																																																				
																																																				
Итоги голосования 																																																				
																																																				
		Сумма	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152					
11	Число полученных открепительных  удостоверений	905	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	25	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	Число выданных открепительных удостоверений	478	9	9	13	12	16	13	13	4	14	11	17	12	15	6	3	8	15	20	13	19	15	9	13	13	15	7	5	8	7	12	16	4	8	9	2	15	2	4	13	5	13	4	17	17	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	384	10	13	3	9	11	9	57	2	14	0	2	5	10	2	1	9	4	7	17	3	7	12	4	7	7	7	5	49	6	8	12	4	13	8	7	6	4	3	10	2	3	0	7	3	2					
14	Число неиспользованных открепительных удостоверений	427	11	11	7	8	4	7	7	16	6	9	3	8	5	14	17	12	5	5	7	1	5	11	7	7	5	13	15	12	13	8	4	16	12	11	18	5	18	16	7	15	7	16	3	3	17					
15	"Число открепительных удостоверений, выданных в ТИК"	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																				
18	. Глазьев Сергей Юрьевич	2156	31	31	58	43	70	52	75	25	76	41	38	59	70	62	31	40	50	69	55	50	91	63	35	59	49	26	36	38	12	69	67	15	54	21	13	66	23	20	38	31	110	13	79	78	24					
		4.68%	3.37%	3.19%	4.26%	4.45%	4.86%	4.92%	5.22%	5.88%	5.34%	4.38%	3.87%	5.46%	5.89%	7.88%	4.48%	3.57%	3.82%	5.18%	4.62%	4.30%	6.11%	5.47%	3.16%	4.70%	4.12%	3.43%	4.35%	5.01%	3.21%	4.91%	4.98%	2.21%	5.90%	3.95%	4.05%	4.93%	4.74%	3.11%	3.25%	3.31%	6.81%	2.94%	5.54%	5.06%	4.29%					
19	. Малышкин Олег Александрович	1185	32	37	24	16	40	35	24	20	42	22	25	24	22	32	13	30	26	32	24	22	34	21	33	25	26	18	22	13	6	24	33	23	18	8	17	34	20	18	37	39	34	25	44	45	26					
		2.57%	3.47%	3.81%	1.76%	1.66%	2.78%	3.31%	1.67%	4.71%	2.95%	2.35%	2.55%	2.22%	1.85%	4.07%	1.88%	2.68%	1.99%	2.40%	2.02%	1.89%	2.28%	1.82%	2.98%	1.99%	2.19%	2.37%	2.66%	1.72%	1.60%	1.71%	2.45%	3.39%	1.97%	1.51%	5.30%	2.54%	4.12%	2.80%	3.16%	4.16%	2.11%	5.66%	3.08%	2.92%	4.65%					
20	. Миронов Сергей Михайлович	372	6	7	7	7	14	7	12	3	13	9	9	8	15	2	6	6	3	16	11	9	9	10	10	7	8	11	10	6	1	16	11	6	13	6	3	5	3	6	8	9	12	5	8	12	7					
		0.81%	0.65%	0.72%	0.51%	0.72%	0.97%	0.66%	0.84%	0.71%	0.91%	0.96%	0.92%	0.74%	1.26%	0.25%	0.87%	0.54%	0.23%	1.20%	0.92%	0.77%	0.60%	0.87%	0.90%	0.56%	0.67%	1.45%	1.21%	0.79%	0.27%	1.14%	0.82%	0.88%	1.42%	1.13%	0.93%	0.37%	0.62%	0.93%	0.68%	0.96%	0.74%	1.13%	0.56%	0.78%	1.25%					
21	. Путин Владимир Владимирович	27418	602	608	810	553	855	643	898	257	817	524	589	613	660	462	407	694	801	756	645	705	837	631	640	722	671	466	504	434	223	839	748	471	506	344	204	791	300	446	752	591	986	249	878	966	320					
		59.54%	65.36%	62.55%	59.56%	57.25%	59.33%	60.89%	62.49%	60.47%	57.41%	55.92%	59.98%	56.76%	55.51%	58.70%	58.82%	61.96%	61.19%	56.80%	54.16%	60.57%	56.17%	54.77%	57.87%	57.48%	56.43%	61.40%	60.87%	57.26%	59.63%	59.72%	55.57%	69.37%	55.24%	64.78%	63.55%	59.07%	61.86%	69.36%	64.27%	63.07%	61.05%	56.33%	61.53%	62.65%	57.25%					
22	. Хакамада Ирина Муцуовна	1635	38	43	44	25	47	36	60	11	42	30	28	38	46	22	26	29	37	39	35	54	65	58	41	58	50	24	28	31	23	59	53	13	50	14	7	58	15	16	18	18	53	19	54	54	26					
		3.55%	4.13%	4.42%	3.24%	2.59%	3.26%	3.41%	4.18%	2.59%	2.95%	3.20%	2.85%	3.52%	3.87%	2.80%	3.76%	2.59%	2.83%	2.93%	2.94%	4.64%	4.36%	5.03%	3.71%	4.62%	4.21%	3.16%	3.38%	4.09%	6.15%	4.20%	3.94%	1.91%	5.46%	2.64%	2.18%	4.33%	3.09%	2.49%	1.54%	1.92%	3.28%	4.30%	3.78%	3.50%	4.65%					
23	. Харитонов Николай Михайлович	10759	151	197	341	269	311	229	288	94	346	232	236	280	316	171	177	276	341	359	359	250	339	323	292	333	308	177	174	196	88	314	350	115	216	114	57	325	102	106	256	218	341	104	271	298	119					
		23.36%	16.40%	20.27%	25.07%	27.85%	21.58%	21.69%	20.04%	22.12%	24.31%	24.76%	24.03%	25.93%	26.58%	21.73%	25.58%	24.64%	26.05%	26.97%	30.14%	21.48%	22.75%	28.04%	26.40%	26.51%	25.90%	23.32%	21.01%	25.86%	23.53%	22.35%	26.00%	16.94%	23.58%	21.47%	17.76%	24.27%	21.03%	16.49%	21.88%	23.27%	21.11%	23.53%	18.99%	19.33%	21.29%					
																																																				
24	Против всех	2243	48	40	73	48	88	48	69	14	80	68	49	55	46	29	26	38	46	53	55	71	105	41	45	43	70	34	50	39	20	72	72	34	55	15	18	52	18	23	58	30	74	23	90	81	37					
		4.87%	5.21%	4.12%	5.37%	4.97%	6.11%	4.55%	4.80%	3.29%	5.62%	7.26%	4.99%	5.09%	3.87%	3.68%	3.76%	3.39%	3.51%	3.98%	4.62%	6.10%	7.05%	3.56%	4.07%	3.42%	5.89%	4.48%	6.04%	5.15%	5.35%	5.12%	5.35%	5.01%	6.00%	2.82%	5.61%	3.88%	3.71%	3.58%	4.96%	3.20%	4.58%	5.20%	6.31%	5.25%	6.62%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
