Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Камско-Устьинская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662									
		0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	2.86%	0.00%	0.20%	0.37%	0.26%	0.19%	0.48%	0.00%	0.40%	0.00%	0.82%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	70	0	2	3	2	0	0	1	1	0	0	2	2	1	4	0	0	0	0	0	1	2	1	0	5	5	2	5	3	20	1	4	2	0	0	0	1	0	0	0									
		0.55%	0.00%	0.61%	1.62%	1.48%	0.00%	0.00%	0.78%	0.76%	0.00%	0.00%	0.33%	0.30%	0.63%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	1.32%	1.43%	0.00%	0.50%	0.62%	0.26%	0.48%	0.48%	3.28%	0.13%	0.60%	0.55%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	46	0	3	0	0	0	0	0	0	0	0	3	2	1	4	0	0	0	1	0	0	0	1	0	2	4	2	6	2	0	3	10	2	0	0	0	0	0	0	0									
		0.36%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.30%	0.63%	1.19%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	1.43%	0.00%	0.20%	0.50%	0.26%	0.57%	0.32%	0.00%	0.40%	1.50%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12051	138	313	181	128	268	148	127	123	114	108	570	606	152	308	141	89	154	124	117	136	147	65	58	918	727	698	969	577	568	707	635	337	55	483	186	331	122	302	121									
		93.96%	100.00%	95.14%	97.84%	94.81%	96.06%	98.67%	98.45%	93.89%	96.61%	96.43%	92.68%	92.10%	96.20%	91.94%	93.38%	94.68%	100.00%	99.20%	96.69%	97.84%	97.35%	92.86%	100.00%	92.08%	90.31%	91.72%	92.29%	92.03%	93.27%	93.27%	95.20%	92.08%	100.00%	94.89%	98.41%	96.22%	96.06%	99.02%	100.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	1	0	1	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.13%	0.38%	0.00%	0.00%	0.13%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	188	0	0	0	0	2	0	0	3	0	1	11	19	2	5	6	0	0	0	0	1	0	1	0	15	16	15	13	6	21	18	9	7	0	13	1	1	2	0	0									
		1.47%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	2.29%	0.00%	0.89%	1.79%	2.89%	1.27%	1.49%	3.97%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	1.43%	0.00%	1.50%	1.99%	1.97%	1.24%	0.96%	3.45%	2.37%	1.35%	1.91%	0.00%	2.55%	0.53%	0.29%	1.57%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.19%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.13%	0.00%	0.16%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	0	5	0	0	0	0	0	1	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.25%	0.13%	0.10%	0.32%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	319	0	7	1	5	7	2	1	3	4	3	16	26	1	9	4	5	0	0	4	1	0	0	0	42	39	26	40	22	0	17	6	4	0	9	2	7	3	3	0									
		2.49%	0.00%	2.13%	0.54%	3.70%	2.51%	1.33%	0.78%	2.29%	3.39%	2.68%	2.60%	3.95%	0.63%	2.69%	2.65%	5.32%	0.00%	0.00%	3.31%	0.72%	0.00%	0.00%	0.00%	4.21%	4.84%	3.42%	3.81%	3.51%	0.00%	2.24%	0.90%	1.09%	0.00%	1.77%	1.06%	2.03%	2.36%	0.98%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	48	0	0	0	0	2	0	0	0	0	0	5	1	1	1	0	0	0	0	0	0	0	0	0	8	3	8	5	2	0	3	2	2	0	4	0	1	0	0	0									
		0.37%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.15%	0.63%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.37%	1.05%	0.48%	0.32%	0.00%	0.40%	0.30%	0.55%	0.00%	0.79%	0.00%	0.29%	0.00%	0.00%	0.00%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
