Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Балаганская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117					
		0.06%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	55	10	20	5	3	7	1	4	1	2	2	0					
		1.75%	0.96%	8.51%	4.46%	1.22%	2.68%	0.97%	3.84%	0.30%	2.59%	0.97%	0.0%					
30	"13. ""Демократическая партия России"""	8	1	1	0	0	2	0	0	4	0	0	0					
		0.25%	0.09%	0.42%	0.0%	0.0%	0.76%	0.0%	0.0%	1.20%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	2	0	1	0	0	0	0	0	0	0	1	0					
		0.06%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%					
32	"15. ""Партия СЛОН"""	5	1	0	0	0	0	0	0	2	0	0	2					
		0.15%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.47%					
33	"16. ""Родина"" (народно-патриотический союз)"""	171	99	9	0	26	6	3	2	11	2	5	8					
		5.45%	9.51%	3.82%	0.0%	10.65%	2.29%	2.91%	1.92%	3.30%	2.59%	2.42%	1.91%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	2	1	0	3	0	2	0	0	1	1	1					
		0.35%	0.19%	0.42%	0.0%	1.22%	0.0%	1.94%	0.0%	0.0%	1.29%	0.48%	0.23%					
35	"18. ""ЛДПР"""	401	149	28	12	24	21	13	9	24	18	28	75					
		12.79%	14.32%	11.91%	10.71%	9.83%	8.04%	12.62%	8.65%	7.20%	23.37%	13.59%	17.94%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	72	18	13	0	4	9	2	4	9	0	4	9					
		2.29%	1.73%	5.53%	0.0%	1.63%	3.44%	1.94%	3.84%	2.70%	0.0%	1.94%	2.15%					
37	"20. ""Политическая партия ""Единая Россия"""	1215	382	61	32	104	85	56	36	129	23	93	214					
		38.78%	36.73%	25.95%	28.57%	42.62%	32.56%	54.36%	34.61%	38.73%	29.87%	45.14%	51.19%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	6	0	0	0	0	0	0	2	0	0	0					
		0.25%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	9	5	1	0	1	0	0	0	0	0	2	0					
		0.28%	0.48%	0.42%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	488	189	30	14	22	42	18	25	67	16	11	54					
		15.57%	18.17%	12.76%	12.49%	9.01%	16.09%	17.47%	24.03%	20.12%	20.77%	5.33%	12.91%					
																		
41	Против всех	75	25	7	3	8	5	1	1	10	0	6	9					
		2.39%	2.40%	2.97%	2.67%	3.27%	1.91%	0.97%	0.96%	3.00%	0.0%	2.91%	2.15%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
