Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Балаклавская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	950	200	20	25	25	25	25	20	20	25	20	20	20	100	25	25	20	20	20	25	25	20	20	20	25	20	20	20	20	20	20	20	20	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	98	10	1	4	1	8	4	1	1	6	0	0	0	43	1	1	0	0	0	3	0	2	0	0	4	0	1	0	1	0	2	1	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	14	9	0	7	6	7	2	3	4	1	3	5	3	2	2	4	3	2	2	1	0	4	3	8	4	1	1	0	2	2	0	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	852	190	19	21	24	17	21	19	19	19	20	20	20	57	24	24	20	20	20	22	25	18	20	20	21	20	19	20	19	20	18	19	17	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	37	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	330	19	11	22	20	15	11	8	6	26	5	6	10	22	3	3	5	19	9	11	20	15	5	5	18	2	8	5	1	1	8	4	7	0									
		1.89%	2.62%	2.03%	2.72%	2.18%	2.14%	1.25%	1.67%	2.06%	3.47%	2.10%	2.40%	3.37%	2.11%	0.47%	0.74%	1.18%	3.88%	1.97%	1.55%	2.80%	2.28%	1.34%	1.71%	1.94%	0.96%	2.23%	1.42%	0.27%	0.37%	0.98%	1.34%	0.99%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	351	9	11	21	22	14	14	11	7	13	8	5	7	26	18	6	11	9	10	8	17	9	1	7	18	4	9	8	6	2	20	7	9	4									
		2.01%	1.24%	2.03%	2.59%	2.39%	1.99%	1.59%	2.30%	2.41%	1.73%	3.36%	2.00%	2.36%	2.49%	2.84%	1.48%	2.61%	1.84%	2.19%	1.13%	2.38%	1.37%	0.27%	2.40%	1.94%	1.91%	2.51%	2.27%	1.63%	0.74%	2.44%	2.34%	1.27%	5.26%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	189	5	5	10	6	5	9	4	3	7	2	1	3	12	7	4	8	7	5	2	6	5	3	3	12	3	9	6	9	4	10	8	5	1									
		1.08%	0.69%	0.92%	1.23%	0.65%	0.71%	1.03%	0.84%	1.03%	0.93%	0.84%	0.40%	1.01%	1.15%	1.10%	0.99%	1.90%	1.43%	1.09%	0.28%	0.84%	0.76%	0.80%	1.03%	1.30%	1.44%	2.51%	1.70%	2.45%	1.49%	1.22%	2.68%	0.71%	1.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10067	444	322	416	518	365	490	264	184	414	147	149	150	594	413	249	250	287	267	425	385	351	241	176	525	133	220	221	184	155	489	145	451	43									
		57.62%	61.16%	59.30%	51.36%	56.37%	51.99%	55.81%	55.11%	63.23%	55.20%	61.76%	59.60%	50.51%	56.95%	65.14%	61.48%	59.24%	58.57%	58.42%	59.77%	53.85%	53.26%	64.44%	60.27%	56.70%	63.64%	61.45%	62.61%	50.14%	57.62%	59.63%	48.49%	63.61%	56.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	121	7	3	3	3	7	4	4	0	5	1	1	4	10	3	4	5	6	3	6	4	1	0	0	7	3	8	0	4	0	7	5	2	1									
		0.69%	0.96%	0.55%	0.37%	0.33%	0.99%	0.46%	0.84%	0.00%	0.67%	0.42%	0.40%	1.35%	0.96%	0.47%	0.99%	1.18%	1.22%	0.66%	0.84%	0.56%	0.15%	0.00%	0.00%	0.76%	1.44%	2.23%	0.00%	1.09%	0.00%	0.85%	1.67%	0.28%	1.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	2	0	1	1	0	2	0	0	0	0	0	0	3	0	1	1	0	0	0	2	1	0	1	4	1	1	2	2	0	1	0	0	0									
		0.15%	0.28%	0.00%	0.12%	0.11%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.25%	0.24%	0.00%	0.00%	0.00%	0.28%	0.15%	0.00%	0.34%	0.43%	0.48%	0.28%	0.57%	0.54%	0.00%	0.12%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2416	112	68	123	135	121	122	71	36	103	35	49	49	181	79	54	49	82	90	108	108	100	49	34	84	9	30	41	38	25	90	39	92	10									
		13.83%	15.43%	12.52%	15.19%	14.69%	17.24%	13.90%	14.82%	12.37%	13.73%	14.71%	19.60%	16.50%	17.35%	12.46%	13.33%	11.61%	16.73%	19.69%	15.19%	15.10%	15.17%	13.10%	11.64%	9.07%	4.31%	8.38%	11.61%	10.35%	9.29%	10.98%	13.04%	12.98%	13.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	77	5	5	1	0	1	5	1	0	4	0	0	0	8	4	2	0	2	2	3	4	0	0	2	4	2	0	0	3	0	6	8	4	1									
		0.44%	0.69%	0.92%	0.12%	0.00%	0.14%	0.57%	0.21%	0.00%	0.53%	0.00%	0.00%	0.00%	0.77%	0.63%	0.49%	0.00%	0.41%	0.44%	0.42%	0.56%	0.00%	0.00%	0.68%	0.43%	0.96%	0.00%	0.00%	0.82%	0.00%	0.73%	2.68%	0.56%	1.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	408	14	20	25	21	21	13	9	10	14	4	0	6	33	15	11	7	7	2	18	13	9	15	4	17	5	12	17	17	16	6	10	14	3									
		2.34%	1.93%	3.68%	3.09%	2.29%	2.99%	1.48%	1.88%	3.44%	1.87%	1.68%	0.00%	2.02%	3.16%	2.37%	2.72%	1.66%	1.43%	0.44%	2.53%	1.82%	1.37%	4.01%	1.37%	1.84%	2.39%	3.35%	4.82%	4.63%	5.95%	0.73%	3.34%	1.97%	3.95%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	2	0	1	1	0	0	0	0	0	2	1	0	0									
		0.08%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.40%	0.00%	0.00%	0.00%	0.25%	0.24%	0.00%	0.22%	0.00%	0.14%	0.30%	0.00%	0.34%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.33%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	94	5	2	3	2	3	4	3	1	7	1	2	0	7	6	2	0	1	0	1	2	1	0	1	19	0	9	2	1	0	7	2	0	0									
		0.54%	0.69%	0.37%	0.37%	0.22%	0.43%	0.46%	0.63%	0.34%	0.93%	0.42%	0.80%	0.00%	0.67%	0.95%	0.49%	0.00%	0.20%	0.00%	0.14%	0.28%	0.15%	0.00%	0.34%	2.05%	0.00%	2.51%	0.57%	0.27%	0.00%	0.85%	0.67%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1962	57	67	131	125	113	124	72	33	109	27	14	39	81	50	44	42	38	25	62	95	95	36	42	97	16	29	15	44	24	104	28	77	7									
		11.23%	7.85%	12.34%	16.17%	13.60%	16.10%	14.12%	15.03%	11.34%	14.53%	11.34%	5.60%	13.13%	7.77%	7.89%	10.86%	9.95%	7.76%	5.47%	8.72%	13.29%	14.42%	9.63%	14.38%	10.48%	7.66%	8.10%	4.25%	11.99%	8.92%	12.68%	9.36%	10.86%	9.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	3	1	3	5	1	0	1	0	4	1	0	2	3	4	0	0	0	1	1	1	2	0	0	3	1	1	1	1	1	1	4	0	0									
		0.26%	0.41%	0.18%	0.37%	0.54%	0.14%	0.00%	0.21%	0.00%	0.53%	0.42%	0.00%	0.67%	0.29%	0.63%	0.00%	0.00%	0.00%	0.22%	0.14%	0.14%	0.30%	0.00%	0.00%	0.32%	0.48%	0.28%	0.28%	0.27%	0.37%	0.12%	1.34%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	823	22	11	30	35	20	47	18	9	25	2	11	18	32	20	17	28	17	31	35	36	45	13	10	77	22	12	26	32	29	39	14	35	5									
		4.71%	3.03%	2.03%	3.70%	3.81%	2.85%	5.35%	3.76%	3.09%	3.33%	0.84%	4.40%	6.06%	3.07%	3.15%	4.20%	6.64%	3.47%	6.78%	4.92%	5.03%	6.83%	3.48%	3.42%	8.32%	10.53%	3.35%	7.37%	8.72%	10.78%	4.76%	4.68%	4.94%	6.58%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
