Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Полевская городская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444									
		2.99%	4.07%	2.85%	3.01%	2.74%	2.40%	2.94%	3.41%	2.75%	3.63%	3.23%	2.17%	3.00%	3.04%	3.01%	2.63%	2.84%	2.76%	3.26%	2.06%	4.57%	3.73%	2.61%	4.54%	3.58%	3.12%	3.73%	4.39%	3.98%	3.24%	3.79%	1.12%	4.09%	1.59%	1.01%	1.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	792	12	19	38	30	36	26	20	13	32	27	26	20	32	7	46	36	44	41	21	31	20	26	27	32	26	9	19	5	6	10	8	7	16	11	13									
		3.26%	2.87%	3.01%	4.24%	2.74%	3.93%	3.06%	5.25%	4.47%	3.23%	4.15%	2.82%	2.86%	4.23%	1.32%	4.49%	3.65%	3.91%	3.82%	1.49%	3.37%	3.11%	4.84%	4.23%	4.58%	3.53%	1.97%	3.21%	1.17%	2.16%	1.99%	1.50%	2.60%	3.63%	2.77%	2.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9892	189	273	378	451	409	344	147	119	381	295	318	265	287	220	383	438	459	426	603	370	250	205	241	254	270	187	247	170	118	228	163	106	189	195	314									
		40.66%	45.22%	43.20%	42.19%	41.26%	44.70%	40.42%	38.58%	40.89%	38.45%	45.31%	34.49%	37.86%	37.96%	41.43%	37.37%	44.47%	40.80%	39.66%	42.86%	40.22%	38.82%	38.18%	37.72%	36.39%	36.64%	41.01%	41.72%	39.81%	42.45%	45.51%	30.47%	39.41%	42.86%	49.12%	51.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	311	5	8	8	14	8	9	4	4	14	5	12	14	10	4	14	14	17	15	25	13	6	8	8	12	12	9	5	6	5	7	0	2	4	2	8									
		1.28%	1.20%	1.27%	0.89%	1.28%	0.87%	1.06%	1.05%	1.37%	1.41%	0.77%	1.30%	2.00%	1.32%	0.75%	1.37%	1.42%	1.51%	1.40%	1.78%	1.41%	0.93%	1.49%	1.25%	1.72%	1.63%	1.97%	0.84%	1.41%	1.80%	1.40%	0.00%	0.74%	0.91%	0.50%	1.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	87	2	3	2	4	2	6	2	0	2	0	4	2	4	7	3	1	0	5	5	1	0	2	1	0	1	2	1	0	1	5	0	0	9	3	7									
		0.36%	0.48%	0.47%	0.22%	0.37%	0.22%	0.71%	0.52%	0.00%	0.20%	0.00%	0.43%	0.29%	0.53%	1.32%	0.29%	0.10%	0.00%	0.47%	0.36%	0.11%	0.00%	0.37%	0.16%	0.00%	0.14%	0.44%	0.17%	0.00%	0.36%	0.99%	0.00%	0.00%	2.04%	0.76%	1.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3932	66	86	141	151	148	135	56	36	135	83	105	96	123	74	166	157	204	168	252	158	116	97	112	131	123	86	119	102	28	103	55	52	83	74	111									
		16.16%	15.79%	13.61%	15.74%	13.82%	16.17%	15.86%	14.70%	12.37%	13.62%	12.75%	11.39%	13.71%	16.27%	13.94%	16.20%	15.94%	18.13%	15.64%	17.91%	17.17%	18.01%	18.06%	17.53%	18.77%	16.69%	18.86%	20.10%	23.89%	10.07%	20.56%	10.28%	19.33%	18.82%	18.64%	18.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	179	7	8	3	5	9	7	0	2	6	4	5	3	3	7	6	4	11	9	13	7	10	6	5	2	5	2	10	4	4	1	2	0	0	2	7									
		0.74%	1.67%	1.27%	0.33%	0.46%	0.98%	0.82%	0.00%	0.69%	0.61%	0.61%	0.54%	0.43%	0.40%	1.32%	0.59%	0.41%	0.98%	0.84%	0.92%	0.76%	1.55%	1.12%	0.78%	0.29%	0.68%	0.44%	1.69%	0.94%	1.44%	0.20%	0.37%	0.00%	0.00%	0.50%	1.14%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	209	3	6	11	10	9	11	4	3	7	4	3	5	6	2	15	7	10	8	16	7	6	6	7	5	3	5	5	2	5	3	1	3	4	2	5									
		0.86%	0.72%	0.95%	1.23%	0.91%	0.98%	1.29%	1.05%	1.03%	0.71%	0.61%	0.33%	0.71%	0.79%	0.38%	1.46%	0.71%	0.89%	0.74%	1.14%	0.76%	0.93%	1.12%	1.10%	0.72%	0.41%	1.10%	0.84%	0.47%	1.80%	0.60%	0.19%	1.12%	0.91%	0.50%	0.81%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	3	1	1	3	0	0	1	1	1	0	1	0	4	0	2	0	1	2	2	3	0	0	2	1	0	2	0	0	0	1	0	2	0	0	1									
		0.14%	0.72%	0.16%	0.11%	0.27%	0.00%	0.00%	0.26%	0.34%	0.10%	0.00%	0.11%	0.00%	0.53%	0.00%	0.20%	0.00%	0.09%	0.19%	0.14%	0.33%	0.00%	0.00%	0.31%	0.14%	0.00%	0.44%	0.00%	0.00%	0.00%	0.20%	0.00%	0.74%	0.00%	0.00%	0.16%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	408	11	14	13	23	20	16	3	8	10	10	20	3	17	9	17	14	11	22	33	10	5	6	11	6	22	4	9	3	15	5	12	8	4	4	10									
		1.68%	2.63%	2.22%	1.45%	2.10%	2.19%	1.88%	0.79%	2.75%	1.01%	1.54%	2.17%	0.43%	2.25%	1.69%	1.66%	1.42%	0.98%	2.05%	2.35%	1.09%	0.78%	1.12%	1.72%	0.86%	2.99%	0.88%	1.52%	0.70%	5.40%	0.99%	2.24%	2.97%	0.91%	1.01%	1.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2291	43	69	96	93	95	74	34	28	87	46	60	56	79	38	94	78	103	80	118	118	86	58	65	77	72	47	69	53	28	44	33	32	48	38	52									
		9.42%	10.29%	10.92%	10.71%	8.51%	10.38%	8.70%	8.92%	9.62%	8.78%	7.07%	6.51%	8.00%	10.45%	7.16%	9.17%	7.92%	9.16%	7.45%	8.39%	12.83%	13.35%	10.80%	10.17%	11.03%	9.77%	10.31%	11.66%	12.41%	10.07%	8.78%	6.17%	11.90%	10.88%	9.57%	8.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	109	1	6	4	5	4	1	2	3	2	7	1	1	5	3	8	0	4	5	7	5	1	8	5	2	5	2	2	1	0	0	3	1	1	1	3									
		0.45%	0.24%	0.95%	0.45%	0.46%	0.44%	0.12%	0.52%	1.03%	0.20%	1.08%	0.11%	0.14%	0.66%	0.56%	0.78%	0.00%	0.36%	0.47%	0.50%	0.54%	0.16%	1.49%	0.78%	0.29%	0.68%	0.44%	0.34%	0.23%	0.00%	0.00%	0.56%	0.37%	0.23%	0.25%	0.49%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4408	45	99	139	223	121	150	77	56	231	122	305	183	135	124	199	182	189	211	236	129	92	79	101	119	142	68	60	53	50	63	233	28	62	37	65									
		18.12%	10.77%	15.66%	15.51%	20.40%	13.22%	17.63%	20.21%	19.24%	23.31%	18.74%	33.08%	26.14%	17.86%	23.35%	19.41%	18.48%	16.80%	19.65%	16.77%	14.02%	14.29%	14.71%	15.81%	17.05%	19.27%	14.91%	10.14%	12.41%	17.99%	12.57%	43.55%	10.41%	14.06%	9.32%	10.57%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
