Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																				
Дата голосования: 02.12.2007																																																																				
																																																																				
Наименование Избирательной комиссии:    Щекинская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	844	19	22	21	31	27	30	24	35	39	5	7	20	7	30	25	24	17	44	36	17	8	31	2	20	18	17	6	21	15	15	10	4	8	6	14	4	8	2	6	6	5	5	4	4	10	4	19	37	5	2	2	2	2	4	2	2	6	20	4	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	791	18	22	21	31	25	30	24	35	30	5	7	20	7	27	21	21	16	37	33	17	8	28	2	20	18	16	5	18	15	15	10	4	8	6	14	4	8	1	6	6	5	4	4	4	10	4	15	37	5	2	2	0	0	4	2	0	6	20	4	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	960	3	9	0	50	7	20	7	20	28	4	5	29	257	7	16	21	13	5	18	20	8	22	7	41	128	14	17	10	18	0	6	1	33	2	6	6	6	2	1	3	4	6	3	1	9	3	5	3	7	1	2	7	2	3	5	6	2	5	5	6	5					
14	Число погашенных неиспользованных открепительных удостоверений	53	1	0	0	0	2	0	0	0	9	0	0	0	0	3	4	3	1	7	3	0	0	3	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	2	2	0	0	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	124	6	3	2	2	3	4	4	4	3	2	4	7	1	3	5	8	5	2	11	2	5	12	0	6	1	1	2	0	0	0	1	0	1	0	0	5	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	1.Политическая партия «Аграрная партия России»	1058	38	43	21	28	26	47	33	29	30	0	5	25	9	35	31	32	20	21	24	34	17	26	6	33	30	27	14	24	49	40	10	2	13	6	6	12	9	1	10	19	7	4	19	6	20	8	19	15	7	5	10	1	1	3	5	5	5	15	15	2	1					
		1.98%	2.46%	2.54%	1.49%	1.62%	1.52%	2.73%	2.05%	1.76%	2.08%	0.00%	0.75%	1.77%	0.79%	1.98%	2.33%	2.16%	1.79%	2.13%	1.97%	2.37%	2.36%	1.68%	1.75%	1.90%	1.75%	2.02%	1.46%	2.16%	3.41%	3.63%	1.18%	0.50%	1.80%	1.56%	1.29%	2.91%	1.43%	0.50%	1.64%	3.76%	1.53%	1.72%	3.88%	2.51%	2.34%	1.94%	2.14%	1.32%	4.73%	1.65%	4.93%	0.61%	1.04%	2.19%	1.72%	2.69%	1.08%	1.26%	2.26%	1.34%	0.56%					
19	2.Всероссийская политическая партия «Гражданская Сила»	448	16	15	11	19	17	17	13	13	12	2	3	11	13	19	20	9	19	8	11	10	10	14	1	12	18	21	9	11	16	7	2	3	10	2	7	1	9	0	4	1	0	2	4	1	4	2	3	5	0	0	1	0	0	0	0	0	2	4	4	0	0					
		0.84%	1.04%	0.88%	0.78%	1.10%	0.99%	0.99%	0.81%	0.79%	0.83%	0.92%	0.45%	0.78%	1.14%	1.07%	1.50%	0.61%	1.70%	0.81%	0.90%	0.70%	1.39%	0.90%	0.29%	0.69%	1.05%	1.57%	0.94%	0.99%	1.11%	0.64%	0.24%	0.74%	1.38%	0.52%	1.51%	0.24%	1.43%	0.00%	0.65%	0.20%	0.00%	0.86%	0.82%	0.42%	0.47%	0.49%	0.34%	0.44%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.34%	0.60%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	57	2	2	2	0	3	2	2	3	3	0	0	3	1	1	0	1	1	2	3	1	0	4	1	2	0	3	2	0	5	1	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0					
		0.11%	0.13%	0.12%	0.14%	0.00%	0.18%	0.12%	0.12%	0.18%	0.21%	0.00%	0.00%	0.21%	0.09%	0.06%	0.00%	0.07%	0.09%	0.20%	0.25%	0.07%	0.00%	0.26%	0.29%	0.12%	0.00%	0.22%	0.21%	0.00%	0.35%	0.09%	0.00%	0.00%	0.28%	0.26%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.08%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7006	257	292	214	262	220	237	249	200	208	23	70	200	179	290	196	232	172	114	188	226	113	205	41	235	179	164	140	170	153	170	58	56	140	44	52	42	81	9	38	53	76	10	43	29	118	40	65	83	16	29	16	21	7	5	18	15	26	126	62	18	11					
		13.13%	16.63%	17.23%	15.16%	15.14%	12.84%	13.78%	15.50%	12.14%	14.41%	10.60%	10.48%	14.14%	15.76%	16.39%	14.73%	15.64%	15.41%	11.55%	15.41%	15.76%	15.69%	13.21%	11.95%	13.52%	10.42%	12.27%	14.61%	15.32%	10.66%	15.43%	6.82%	13.90%	19.36%	11.46%	11.21%	10.17%	12.84%	4.50%	6.22%	10.50%	16.63%	4.29%	8.78%	12.13%	13.83%	9.71%	7.31%	7.29%	10.81%	9.57%	7.88%	12.88%	7.29%	3.65%	6.19%	8.06%	5.63%	10.58%	9.35%	12.08%	6.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	421	20	11	15	15	17	4	11	27	10	0	3	17	8	13	18	11	4	21	15	21	11	10	1	3	8	3	5	7	8	2	4	2	4	3	5	4	6	1	4	4	5	1	11	2	5	5	17	6	1	0	6	0	2	1	0	0	1	1	1	0	0					
		0.79%	1.29%	0.65%	1.06%	0.87%	0.99%	0.23%	0.68%	1.64%	0.69%	0.00%	0.45%	1.20%	0.70%	0.73%	1.35%	0.74%	0.36%	2.13%	1.23%	1.46%	1.53%	0.64%	0.29%	0.17%	0.47%	0.22%	0.52%	0.63%	0.56%	0.18%	0.47%	0.50%	0.55%	0.78%	1.08%	0.97%	0.95%	0.50%	0.65%	0.79%	1.09%	0.43%	2.24%	0.84%	0.59%	1.21%	1.91%	0.53%	0.68%	0.00%	2.96%	0.00%	2.08%	0.73%	0.00%	0.00%	0.22%	0.08%	0.15%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	128	4	0	2	2	5	5	5	5	6	0	2	2	5	5	2	7	6	0	0	3	2	2	0	4	5	6	3	2	8	2	1	0	2	0	1	2	0	1	1	1	1	0	0	0	1	2	1	2	0	0	0	2	0	0	0	0	0	6	4	0	0					
		0.24%	0.26%	0.00%	0.14%	0.12%	0.29%	0.29%	0.31%	0.30%	0.42%	0.00%	0.30%	0.14%	0.44%	0.28%	0.15%	0.47%	0.54%	0.00%	0.00%	0.21%	0.28%	0.13%	0.00%	0.23%	0.29%	0.45%	0.31%	0.18%	0.56%	0.18%	0.12%	0.00%	0.28%	0.00%	0.22%	0.48%	0.00%	0.50%	0.16%	0.20%	0.22%	0.00%	0.00%	0.00%	0.12%	0.49%	0.11%	0.18%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.60%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3946	125	130	100	141	121	125	128	131	125	15	67	120	122	112	97	122	70	69	105	99	41	121	6	143	128	107	52	84	139	75	48	25	38	33	40	42	53	17	34	20	27	10	23	16	49	24	67	68	6	20	24	11	4	13	22	12	30	77	57	11	5					
		7.39%	8.09%	7.67%	7.08%	8.15%	7.06%	7.27%	7.97%	7.95%	8.66%	6.91%	10.03%	8.49%	10.74%	6.33%	7.29%	8.23%	6.27%	6.99%	8.61%	6.90%	5.69%	7.80%	1.75%	8.23%	7.45%	8.00%	5.43%	7.57%	9.69%	6.81%	5.65%	6.20%	5.26%	8.59%	8.62%	10.17%	8.40%	8.50%	5.56%	3.96%	5.91%	4.29%	4.69%	6.69%	5.74%	5.83%	7.54%	5.97%	4.05%	6.60%	11.82%	6.75%	4.17%	9.49%	7.56%	6.45%	6.49%	6.47%	8.60%	7.38%	2.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4707	127	118	112	151	162	142	143	129	109	15	67	157	122	164	147	169	148	97	135	131	88	119	16	148	199	155	91	110	143	122	41	41	60	24	59	25	62	16	36	25	28	19	27	9	74	40	43	102	8	22	11	5	5	6	18	10	33	62	41	6	13					
		8.82%	8.22%	6.96%	7.93%	8.73%	9.46%	8.26%	8.90%	7.83%	7.55%	6.91%	10.03%	11.10%	10.74%	9.27%	11.04%	11.40%	13.26%	9.83%	11.07%	9.14%	12.22%	7.67%	4.66%	8.52%	11.58%	11.59%	9.50%	9.91%	9.97%	11.07%	4.82%	10.17%	8.30%	6.25%	12.72%	6.05%	9.83%	8.00%	5.89%	4.95%	6.13%	8.15%	5.51%	3.77%	8.68%	9.71%	4.84%	8.96%	5.41%	7.26%	5.42%	3.07%	5.21%	4.38%	6.19%	5.38%	7.14%	5.21%	6.18%	4.03%	7.22%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	414	14	11	16	21	13	13	12	9	4	1	5	4	9	13	6	18	8	10	11	16	9	11	1	9	12	9	7	7	24	13	10	4	4	6	1	2	1	1	1	6	4	2	3	1	3	5	7	8	1	2	0	0	1	2	1	0	8	6	4	3	1					
		0.78%	0.91%	0.65%	1.13%	1.21%	0.76%	0.76%	0.75%	0.55%	0.28%	0.46%	0.75%	0.28%	0.79%	0.73%	0.45%	1.21%	0.72%	1.01%	0.90%	1.12%	1.25%	0.71%	0.29%	0.52%	0.70%	0.67%	0.73%	0.63%	1.67%	1.18%	1.18%	0.99%	0.55%	1.56%	0.22%	0.48%	0.16%	0.50%	0.16%	1.19%	0.88%	0.86%	0.61%	0.42%	0.35%	1.21%	0.79%	0.70%	0.68%	0.66%	0.00%	0.00%	1.04%	1.46%	0.34%	0.00%	1.73%	0.50%	0.60%	2.01%	0.56%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33852	905	1009	870	1061	1089	1076	976	1072	920	156	430	831	645	1064	782	845	643	609	684	858	404	991	269	1105	1081	797	605	671	847	646	612	264	425	260	280	275	394	149	473	368	300	182	356	174	568	270	655	832	109	223	132	117	74	105	223	140	352	878	466	108	147					
		63.43%	58.58%	59.53%	61.61%	61.33%	63.57%	62.56%	60.77%	65.05%	63.76%	71.89%	64.37%	58.77%	56.78%	60.15%	58.75%	56.98%	57.62%	61.70%	56.07%	59.83%	56.11%	63.85%	78.43%	63.58%	62.92%	59.61%	63.15%	60.45%	59.02%	58.62%	72.00%	65.51%	58.78%	67.71%	60.34%	66.59%	62.44%	74.50%	77.41%	72.87%	65.65%	78.11%	72.65%	72.80%	66.59%	65.53%	73.68%	73.05%	73.65%	73.60%	65.02%	71.78%	77.08%	76.64%	76.63%	75.27%	76.19%	73.72%	70.29%	72.48%	81.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	783	23	47	26	23	29	37	19	17	16	5	8	25	10	26	23	20	13	24	36	19	18	29	1	25	37	31	15	9	19	17	10	4	21	4	7	5	14	1	4	6	2	3	2	1	5	12	5	7	0	0	2	0	0	2	1	2	0	10	5	1	0					
		1.47%	1.49%	2.77%	1.84%	1.33%	1.69%	2.15%	1.18%	1.03%	1.11%	2.30%	1.20%	1.77%	0.88%	1.47%	1.73%	1.35%	1.16%	2.43%	2.95%	1.32%	2.50%	1.87%	0.29%	1.44%	2.15%	2.32%	1.57%	0.81%	1.32%	1.54%	1.18%	0.99%	2.90%	1.04%	1.51%	1.21%	2.22%	0.50%	0.65%	1.19%	0.44%	1.29%	0.41%	0.42%	0.59%	2.91%	0.56%	0.61%	0.00%	0.00%	0.99%	0.00%	0.00%	1.46%	0.34%	1.08%	0.00%	0.84%	0.75%	0.67%	0.00%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
