Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																									
Дата голосования: 18.09.2016																									
																									
Наименование Избирательной комиссии:    Жирятинская																									
																									
Сводная таблица итогов голосования по федеральному избирательному округу																									
																									
		Сумма	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377									
		11.10%	9.75%	11.24%	13.08%	18.18%	12.16%	11.38%	1.47%	11.38%	9.95%	16.27%	9.91%	14.29%	3.37%	5.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0									
		0.11%	0.35%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	7	0	1	2	0	0	0	1	0	0	0	1	0	0									
		0.34%	1.24%	0.00%	0.31%	0.43%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	0	2	0	1	0	0	0	1	0	0	0	0	0									
		0.14%	0.18%	0.00%	0.62%	0.00%	0.68%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	2	0	2	2	4	0	0	2	2	0	0	2	0	0									
		0.46%	0.35%	0.00%	0.62%	0.43%	2.70%	0.00%	0.00%	1.20%	1.05%	0.00%	0.00%	0.99%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	311	36	13	35	49	10	14	19	10	31	16	22	28	12	16									
		8.89%	6.38%	5.22%	10.90%	10.61%	6.76%	11.38%	13.97%	5.99%	16.23%	7.66%	9.48%	13.79%	4.49%	7.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	1	1	1	2	0	0	0	0	0	0	0	1	0	0									
		0.17%	0.18%	0.40%	0.31%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	73	6	3	12	14	6	4	1	4	7	0	3	7	2	4									
		2.09%	1.06%	1.20%	3.74%	3.03%	4.05%	3.25%	0.74%	2.40%	3.66%	0.00%	1.29%	3.45%	0.75%	1.78%									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
