Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Фрязинская городская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	384	9	14	22	21	16	15	13	19	36	15	12	12	10	12	19	18	12	13	11	21	15	14	10	22	3									
		1.99%	1.22%	1.94%	2.46%	2.58%	2.44%	1.84%	1.42%	2.47%	4.71%	1.92%	1.68%	1.44%	1.24%	1.48%	2.10%	2.18%	1.55%	1.56%	1.42%	2.49%	1.85%	1.85%	1.36%	3.06%	1.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	503	14	19	20	27	18	20	16	18	16	32	11	38	23	16	24	21	26	19	17	24	22	21	20	17	4									
		2.61%	1.89%	2.64%	2.23%	3.32%	2.74%	2.45%	1.75%	2.34%	2.09%	4.10%	1.54%	4.55%	2.85%	1.97%	2.65%	2.55%	3.36%	2.28%	2.20%	2.84%	2.71%	2.77%	2.72%	2.37%	1.61%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6519	246	288	329	231	209	305	309	267	240	284	231	227	290	304	306	263	210	288	263	268	261	271	272	260	97									
		33.84%	33.24%	39.94%	36.76%	28.41%	31.81%	37.42%	33.73%	34.77%	31.37%	36.36%	32.26%	27.19%	35.98%	37.44%	33.81%	31.88%	27.17%	34.53%	34.07%	31.75%	32.10%	35.80%	37.06%	36.21%	38.96%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	291	14	11	18	10	16	11	16	10	8	10	7	16	14	8	10	14	4	16	15	9	10	10	14	14	6									
		1.51%	1.89%	1.53%	2.01%	1.23%	2.44%	1.35%	1.75%	1.30%	1.05%	1.28%	0.98%	1.92%	1.74%	0.99%	1.10%	1.70%	0.52%	1.92%	1.94%	1.07%	1.23%	1.32%	1.91%	1.95%	2.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	2	2	2	4	1	1	5	0	1	1	3	2	1	0	0	2	1	3	1	0	0	0	1	1	0									
		0.18%	0.27%	0.28%	0.22%	0.49%	0.15%	0.12%	0.55%	0.00%	0.13%	0.13%	0.42%	0.24%	0.12%	0.00%	0.00%	0.24%	0.13%	0.36%	0.13%	0.00%	0.00%	0.00%	0.14%	0.14%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2646	115	102	157	94	90	124	106	106	98	106	109	102	98	130	120	89	98	100	99	114	121	101	109	108	50									
		13.74%	15.54%	14.15%	17.54%	11.56%	13.70%	15.21%	11.57%	13.80%	12.81%	13.57%	15.22%	12.22%	12.16%	16.01%	13.26%	10.79%	12.68%	11.99%	12.82%	13.51%	14.88%	13.34%	14.85%	15.04%	20.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	274	15	11	13	13	13	10	9	10	12	10	8	26	9	8	10	7	13	6	11	11	13	7	16	11	2									
		1.42%	2.03%	1.53%	1.45%	1.60%	1.98%	1.23%	0.98%	1.30%	1.57%	1.28%	1.12%	3.11%	1.12%	0.99%	1.10%	0.85%	1.68%	0.72%	1.42%	1.30%	1.60%	0.92%	2.18%	1.53%	0.80%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	482	29	7	26	27	18	20	36	28	17	13	20	26	24	11	26	17	18	18	25	12	11	17	19	16	1									
		2.50%	3.92%	0.97%	2.91%	3.32%	2.74%	2.45%	3.93%	3.65%	2.22%	1.66%	2.79%	3.11%	2.98%	1.35%	2.87%	2.06%	2.33%	2.16%	3.24%	1.42%	1.35%	2.25%	2.59%	2.23%	0.40%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	1	3	0	1	2	0	3	1	0	0	2	1	0	2	3	2	2	1	0	0	1	0	0	0	1									
		0.13%	0.14%	0.42%	0.00%	0.12%	0.30%	0.00%	0.33%	0.13%	0.00%	0.00%	0.28%	0.12%	0.00%	0.25%	0.33%	0.24%	0.26%	0.12%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.40%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1069	45	23	44	75	39	50	75	42	36	29	30	60	40	31	53	26	44	54	38	41	41	51	50	44	8									
		5.55%	6.08%	3.19%	4.92%	9.23%	5.94%	6.13%	8.19%	5.47%	4.71%	3.71%	4.19%	7.19%	4.96%	3.82%	5.86%	3.15%	5.69%	6.47%	4.92%	4.86%	5.04%	6.74%	6.81%	6.13%	3.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4428	147	160	147	202	152	164	196	163	171	183	163	217	200	183	226	208	234	197	197	218	198	163	149	142	48									
		22.99%	19.86%	22.19%	16.42%	24.85%	23.14%	20.12%	21.40%	21.22%	22.35%	23.43%	22.77%	25.99%	24.81%	22.54%	24.97%	25.21%	30.27%	23.62%	25.52%	25.83%	24.35%	21.53%	20.30%	19.78%	19.28%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	128	4	4	2	4	4	8	5	5	9	2	17	9	5	3	5	2	5	4	5	10	3	4	4	4	1									
		0.66%	0.54%	0.55%	0.22%	0.49%	0.61%	0.98%	0.55%	0.65%	1.18%	0.26%	2.37%	1.08%	0.62%	0.37%	0.55%	0.24%	0.65%	0.48%	0.65%	1.18%	0.37%	0.53%	0.54%	0.56%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1206	46	49	50	49	35	34	55	38	57	44	43	43	40	56	55	72	58	48	49	56	70	54	35	57	13									
		6.26%	6.22%	6.80%	5.59%	6.03%	5.33%	4.17%	6.00%	4.95%	7.45%	5.63%	6.01%	5.15%	4.96%	6.90%	6.08%	8.73%	7.50%	5.76%	6.35%	6.64%	8.61%	7.13%	4.77%	7.94%	5.22%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
