Выборы Президента Российской Федерации																																																																						
																																																																						
Наименование Избирательной комиссии:    Белореченская городская																																																																						
																																																																						
Итоги голосования 																																																																						
																																																																						
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663					
19	. Малышкин Олег Александрович	937	19	23	28	25	15	35	9	5	16	29	27	28	27	23	14	18	22	5	18	23	40	12	33	6	22	23	2	10	5	5	20	17	14	9	1	22	11	19	5	5	25	2	13	5	36	12	4	5	12	5	3	8	21	12	2	12	7	18	0	1	27	10	7					
		1.97%	2.04%	2.13%	2.41%	2.24%	1.51%	3.19%	1.45%	0.43%	1.21%	2.17%	2.29%	2.51%	2.25%	2.39%	1.01%	1.70%	2.03%	0.87%	1.68%	1.72%	3.36%	3.21%	1.84%	1.67%	2.49%	2.12%	0.66%	3.28%	2.28%	1.45%	2.70%	2.36%	2.64%	5.56%	0.47%	2.67%	1.08%	2.28%	2.02%	2.12%	3.29%	1.22%	3.74%	4.90%	2.43%	0.95%	1.61%	2.11%	1.05%	1.93%	1.95%	1.10%	2.52%	3.37%	0.76%	1.88%	0.94%	2.25%	0.00%	0.71%	2.33%	0.99%	1.93%					
20	. Миронов Сергей Михайлович	298	5	7	8	6	11	5	3	8	3	5	14	4	8	6	3	7	3	2	5	5	5	0	11	1	6	14	3	2	0	1	1	4	3	2	0	5	7	6	2	0	2	0	4	0	8	9	4	0	5	0	5	9	8	4	6	4	8	10	0	2	11	6	2					
		0.63%	0.54%	0.65%	0.69%	0.54%	1.11%	0.46%	0.48%	0.68%	0.23%	0.37%	1.19%	0.36%	0.67%	0.62%	0.22%	0.66%	0.28%	0.35%	0.47%	0.37%	0.42%	0.00%	0.61%	0.28%	0.68%	1.29%	1.00%	0.66%	0.00%	0.29%	0.14%	0.56%	0.56%	1.23%	0.00%	0.61%	0.69%	0.72%	0.81%	0.00%	0.26%	0.00%	1.15%	0.00%	0.54%	0.71%	1.61%	0.00%	0.44%	0.00%	3.25%	1.24%	0.96%	1.12%	2.27%	0.62%	1.08%	1.25%	0.00%	1.43%	0.95%	0.60%	0.55%					
21	. Путин Владимир Владимирович	33156	642	774	861	734	714	769	419	866	971	893	794	705	849	641	1081	773	777	376	716	996	775	244	1357	268	618	774	185	220	145	181	496	379	285	108	158	561	723	544	178	167	508	127	243	83	1061	809	146	189	818	191	75	495	547	291	181	471	546	551	127	56	891	795	238					
		69.75%	68.88%	71.67%	74.22%	65.89%	71.90%	70.04%	67.47%	74.02%	73.56%	66.79%	67.35%	63.29%	70.75%	66.56%	77.99%	72.92%	71.75%	65.39%	66.73%	74.55%	65.02%	65.24%	75.73%	74.65%	69.99%	71.27%	61.46%	72.13%	66.21%	52.62%	67.03%	52.71%	53.67%	66.67%	73.49%	68.08%	71.02%	65.38%	72.06%	70.76%	66.84%	77.44%	69.83%	81.37%	71.69%	63.75%	58.87%	79.75%	71.63%	73.75%	48.70%	68.18%	65.59%	81.74%	68.56%	73.59%	73.58%	68.88%	74.71%	40.00%	77.01%	78.87%	65.75%					
22	. Хакамада Ирина Муцуовна	1070	25	33	20	31	46	37	20	42	33	38	26	20	25	12	30	29	29	25	23	12	24	3	23	5	18	25	3	6	4	3	13	9	5	2	7	11	36	12	8	5	7	2	7	0	22	23	2	8	19	3	2	45	28	3	25	15	19	15	4	2	24	11	6					
		2.25%	2.68%	3.06%	1.72%	2.78%	4.63%	3.37%	3.22%	3.59%	2.50%	2.84%	2.21%	1.80%	2.08%	1.25%	2.16%	2.74%	2.68%	4.35%	2.14%	0.90%	2.01%	0.80%	1.28%	1.39%	2.04%	2.30%	1.00%	1.97%	1.83%	0.87%	1.76%	1.25%	0.94%	1.23%	3.26%	1.33%	3.54%	1.44%	3.24%	2.12%	0.92%	1.22%	2.01%	0.00%	1.49%	1.81%	0.81%	3.38%	1.66%	1.16%	1.30%	6.20%	3.36%	0.84%	9.47%	2.34%	2.56%	1.88%	2.35%	1.43%	2.07%	1.09%	1.66%					
23	. Харитонов Николай Михайлович	8907	164	165	158	236	122	152	104	144	224	251	225	262	200	199	191	169	191	106	237	219	261	84	225	48	163	173	89	51	49	129	175	261	207	38	45	191	182	177	39	53	166	23	62	6	285	296	89	27	242	46	64	127	146	35	44	112	129	150	36	71	158	142	92					
		18.74%	17.60%	15.28%	13.62%	21.18%	12.29%	13.84%	16.75%	12.31%	16.97%	18.77%	19.08%	23.52%	16.67%	20.66%	13.78%	15.94%	17.64%	18.43%	22.09%	16.39%	21.90%	22.46%	12.56%	13.37%	18.46%	15.93%	29.57%	16.72%	22.37%	37.50%	23.65%	36.30%	38.98%	23.46%	20.93%	23.18%	17.88%	21.27%	15.79%	22.46%	21.84%	14.02%	17.82%	5.88%	19.26%	23.33%	35.89%	11.39%	21.19%	17.76%	41.56%	17.49%	17.51%	9.83%	16.67%	17.50%	17.39%	18.75%	21.18%	50.71%	13.66%	14.09%	25.41%					
																																																																						
24	Против всех	1102	27	30	34	43	40	47	30	44	12	38	34	33	28	26	18	20	17	20	31	11	36	11	35	9	8	29	5	12	5	9	8	28	6	2	2	12	12	11	6	1	27	6	11	6	31	38	1	3	21	2	4	16	25	7	2	10	5	13	2	5	21	13	3					
		2.32%	2.90%	2.78%	2.93%	3.86%	4.03%	4.28%	4.83%	3.76%	0.91%	2.84%	2.88%	2.96%	2.33%	2.70%	1.30%	1.89%	1.57%	3.48%	2.89%	0.82%	3.02%	2.94%	1.95%	2.51%	0.91%	2.67%	1.66%	3.93%	2.28%	2.62%	1.08%	3.89%	1.13%	1.23%	0.93%	1.46%	1.18%	1.32%	2.43%	0.42%	3.55%	3.66%	3.16%	5.88%	2.09%	2.99%	0.40%	1.27%	1.84%	0.77%	2.60%	2.20%	3.00%	1.97%	0.76%	1.56%	0.67%	1.62%	1.18%	3.57%	1.82%	1.29%	0.83%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
