Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Пижанская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	30	7	0	5	2	1	7	2	1	1	0	1	1	2					
		0.46%	0.34%	0.0%	0.63%	0.56%	0.86%	0.85%	0.62%	0.48%	0.35%	0.0%	0.21%	0.57%	0.65%					
30	"13. ""Демократическая партия России"""	28	8	0	4	1	0	3	2	1	0	0	7	2	0					
		0.43%	0.39%	0.0%	0.50%	0.28%	0.0%	0.36%	0.62%	0.48%	0.0%	0.0%	1.53%	1.15%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	5	1	1	1	0	2	3	0	0	0	1	0	0					
		0.21%	0.24%	0.38%	0.12%	0.28%	0.0%	0.24%	0.93%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	7	4	0	0	0	0	0	1	0	1	1	0	0	0					
		0.10%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.35%	0.27%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	308	120	6	44	26	6	36	15	6	11	10	16	8	4					
		4.74%	5.88%	2.29%	5.54%	7.38%	5.21%	4.42%	4.65%	2.89%	3.90%	2.73%	3.50%	4.62%	1.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	25	7	0	2	0	1	2	0	0	3	4	1	4	1					
		0.38%	0.34%	0.0%	0.25%	0.0%	0.86%	0.24%	0.0%	0.0%	1.06%	1.09%	0.21%	2.31%	0.32%					
35	"18. ""ЛДПР"""	761	280	23	83	36	8	67	36	27	27	45	54	17	58					
		11.72%	13.72%	8.77%	10.46%	10.22%	6.95%	8.23%	11.18%	13.04%	9.57%	12.32%	11.81%	9.82%	18.95%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	205	94	7	17	7	2	22	16	2	8	15	10	1	4					
		3.15%	4.60%	2.67%	2.14%	1.98%	1.73%	2.70%	4.96%	0.96%	2.83%	4.10%	2.18%	0.57%	1.30%					
37	"20. ""Политическая партия ""Единая Россия"""	2511	888	116	231	126	41	259	140	104	109	113	187	64	133					
		38.70%	43.52%	44.27%	29.12%	35.79%	35.65%	31.81%	43.47%	50.24%	38.65%	30.95%	40.91%	36.99%	43.46%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	5	1	0	0	0	2	1	1	0	0	2	0	1					
		0.20%	0.24%	0.38%	0.0%	0.0%	0.0%	0.24%	0.31%	0.48%	0.0%	0.0%	0.43%	0.0%	0.32%					
39	"22. ""Развитие предпринимательства"""	14	10	0	0	0	0	1	0	0	0	0	1	0	2					
		0.21%	0.49%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.65%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	689	175	24	146	39	12	81	25	9	41	46	36	37	18					
		10.61%	8.57%	9.16%	18.41%	11.07%	10.43%	9.95%	7.76%	4.34%	14.53%	12.60%	7.87%	21.38%	5.88%					
																				
41	Против всех	120	32	2	12	14	7	19	9	7	1	6	4	1	6					
		1.84%	1.56%	0.76%	1.51%	3.97%	6.08%	2.33%	2.79%	3.38%	0.35%	1.64%	0.87%	0.57%	1.96%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
