Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Волгодонская городская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №2456					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1435	61	37	32	43	36	42	18	39	20	56	27	27	25	16	31	19	20	30	23	24	19	36	25	21	29	30	24	33	47	34	20	20	12	20	27	54	13	24	12	32	24	22	23	28	23	21	23	11	30	16	15	15	26					
14	Число погашенных неиспользованных открепительных удостоверений	315	0	2	5	0	10	4	6	0	10	2	2	6	7	12	1	4	16	8	7	3	10	0	14	1	19	9	7	13	6	6	3	11	4	5	3	2	6	4	7	11	4	3	7	16	0	0	1	4	10	6	6	6	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	0	0	0	0	0	0	0	0	0	2	1	0	4	1	0	0	2	0	0	0	0	1	3	2	4	0	0	0	4	1	0	1	1	0	2	0	1	1	3	0	1	0	1	0	0	1	1	0	2	1	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	15294	371	260	361	100	309	313	279	379	385	26	248	215	289	276	300	361	288	328	172	208	161	393	362	57	413	300	319	302	138	370	352	344	164	239	435	283	147	201	424	364	391	371	322	371	385	382	348	255	142	161	333	340	257					
		20.25%	22.61%	18.48%	24.15%	5.59%	24.35%	24.80%	23.10%	23.76%	21.62%	2.34%	25.81%	13.69%	19.77%	16.96%	19.93%	26.86%	25.26%	25.31%	23.63%	18.04%	14.11%	24.23%	23.58%	3.31%	23.31%	21.72%	24.13%	18.75%	9.26%	23.75%	23.69%	22.99%	11.77%	20.05%	26.84%	21.15%	8.79%	13.08%	25.06%	20.52%	21.28%	24.52%	25.04%	25.99%	25.28%	25.92%	25.85%	25.73%	13.77%	14.81%	23.57%	21.56%	19.48%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7958	114	177	164	150	147	163	21	67	114	194	144	102	146	214	145	54	64	193	111	139	139	197	235	211	271	171	207	60	164	13	162	232	124	98	208	191	129	50	203	247	215	251	200	233	258	236	204	144	47	57	42	44	92					
		10.54%	6.95%	12.58%	10.97%	8.39%	11.58%	12.92%	1.74%	4.20%	6.40%	17.49%	14.98%	6.49%	9.99%	13.15%	9.63%	4.02%	5.61%	14.89%	15.25%	12.06%	12.18%	12.15%	15.31%	12.27%	15.29%	12.38%	15.66%	3.72%	11.01%	0.83%	10.90%	15.51%	8.90%	8.22%	12.83%	14.28%	7.72%	3.25%	11.99%	13.92%	11.70%	16.59%	15.55%	16.33%	16.94%	16.01%	15.16%	14.53%	4.56%	5.24%	2.97%	2.79%	6.97%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	278	17	1	1	0	16	20	1	2	8	0	15	0	16	2	1	2	0	1	11	9	0	25	15	0	0	3	18	0	0	0	0	0	0	4	0	1	0	3	1	0	20	1	14	21	1	18	0	0	6	3	1	0	0					
		0.37%	1.04%	0.07%	0.07%	0.00%	1.26%	1.58%	0.08%	0.13%	0.45%	0.00%	1.56%	0.00%	1.09%	0.12%	0.07%	0.15%	0.00%	0.08%	1.51%	0.78%	0.00%	1.54%	0.98%	0.00%	0.00%	0.22%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.07%	0.00%	0.20%	0.06%	0.00%	1.09%	0.07%	1.09%	1.47%	0.07%	1.22%	0.00%	0.00%	0.58%	0.28%	0.07%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13124	358	249	332	300	330	280	278	326	335	142	181	150	305	280	344	119	115	303	144	252	236	347	329	248	367	217	265	121	140	26	331	170	129	240	357	298	200	202	376	386	334	325	292	306	324	335	257	179	148	106	76	57	277					
		17.38%	21.82%	17.70%	22.21%	16.78%	26.00%	22.19%	23.01%	20.44%	18.81%	12.80%	18.83%	9.55%	20.86%	17.21%	22.86%	8.85%	10.09%	23.38%	19.78%	21.86%	20.68%	21.39%	21.43%	14.42%	20.71%	15.71%	20.05%	7.51%	9.40%	1.67%	22.27%	11.36%	9.26%	20.13%	22.02%	22.27%	11.96%	13.14%	22.22%	21.76%	18.18%	21.48%	22.71%	21.44%	21.27%	22.73%	19.09%	18.06%	14.35%	9.75%	5.38%	3.61%	21.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	783	22	1	1	0	50	37	1	2	16	0	19	0	45	2	1	0	0	1	18	23	12	95	74	0	0	3	54	0	0	0	0	0	0	16	0	1	0	3	1	0	75	1	45	55	1	56	0	0	6	9	30	0	7					
		1.04%	1.34%	0.07%	0.07%	0.00%	3.94%	2.93%	0.08%	0.13%	0.90%	0.00%	1.98%	0.00%	3.08%	0.12%	0.07%	0.00%	0.00%	0.08%	2.47%	1.99%	1.05%	5.86%	4.82%	0.00%	0.00%	0.22%	4.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.34%	0.00%	0.07%	0.00%	0.20%	0.06%	0.00%	4.08%	0.07%	3.50%	3.85%	0.07%	3.80%	0.00%	0.00%	0.58%	0.83%	2.12%	0.00%	0.53%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	37170	725	704	615	1238	377	424	603	817	895	747	326	1104	635	825	691	806	646	452	245	500	587	519	476	1204	721	664	419	1128	1048	1149	616	750	976	572	621	545	1167	1076	663	770	757	544	395	401	528	426	537	413	670	723	918	1136	676					
		49.22%	44.18%	50.04%	41.14%	69.24%	29.71%	33.60%	49.92%	51.22%	50.25%	67.36%	33.92%	70.27%	43.43%	50.71%	45.91%	59.97%	56.67%	34.88%	33.65%	43.37%	51.45%	31.99%	31.01%	70.00%	40.69%	48.08%	31.69%	70.02%	70.34%	73.75%	41.45%	50.13%	70.06%	47.99%	38.31%	40.73%	69.80%	70.01%	39.18%	43.40%	41.21%	35.96%	30.72%	28.10%	34.67%	28.90%	39.90%	41.68%	64.99%	66.51%	64.97%	72.04%	51.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	225	12	1	1	0	13	6	1	2	3	0	8	0	7	1	1	2	0	1	9	5	2	17	23	0	0	2	19	0	0	0	0	0	0	5	0	1	0	2	1	0	17	1	9	12	1	21	0	0	5	5	8	0	1					
		0.30%	0.73%	0.07%	0.07%	0.00%	1.02%	0.48%	0.08%	0.13%	0.17%	0.00%	0.83%	0.00%	0.48%	0.06%	0.07%	0.15%	0.00%	0.08%	1.24%	0.43%	0.18%	1.05%	1.50%	0.00%	0.00%	0.14%	1.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.07%	0.00%	0.13%	0.06%	0.00%	0.93%	0.07%	0.70%	0.84%	0.07%	1.42%	0.00%	0.00%	0.48%	0.46%	0.57%	0.00%	0.08%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
