Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Волгодонская городская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №2456					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2350	25	50	33	44	32	19	27	19	56	28	44	28	33	50	24	23	29	29	22	54	50	76	54	47	91	38	50	36	43	50	70	58	52	38	26	34	37	46	36	16	33	18	35	33	46	50	38	114	74	70	110	58	54					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1034	31	31	14	22	19	24	22	29	0	7	10	17	29	14	18	17	9	36	27	11	15	24	23	23	16	29	17	11	31	28	21	17	21	15	12	20	15	27	10	45	19	14	29	30	20	21	12	23	11	8	15	7	18					
14	Число погашенных неиспользованных открепительных удостоверений	1017	25	0	17	6	18	31	23	31	44	22	6	22	17	0	26	27	21	21	28	21	0	24	6	28	9	12	20	14	7	0	30	42	23	12	24	16	13	4	14	34	17	32	15	17	4	0	12	36	26	30	40	4	46					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	1	1	0	1	1	3	1	1	1	2	2	0	0	0	0	1	1	0	0	0	0	8	1	1	1	0	1	2	1	1	5	1	0	1	2	0	1	5	0	0	2	0	1	0	2	0	1	0	0	0	0	1	9					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	1595	59	32	44	33	29	39	30	30	37	34	25	24	28	24	35	32	22	40	32	2	25	38	35	33	5	34	28	44	40	32	45	38	35	30	19	10	28	24	31	36	60	39	33	41	37	38	38	5	20	16	9	7	11					
		1.85%	3.32%	2.00%	2.72%	1.68%	2.08%	2.75%	1.72%	1.65%	1.89%	2.61%	1.71%	1.99%	1.66%	1.45%	2.30%	1.88%	1.66%	2.53%	2.64%	0.17%	2.12%	2.10%	2.11%	1.85%	0.26%	2.11%	1.98%	2.74%	2.17%	1.72%	2.65%	1.89%	2.04%	1.72%	1.77%	1.20%	1.65%	1.43%	1.71%	2.06%	3.13%	2.10%	2.02%	2.45%	2.21%	2.01%	2.63%	0.35%	1.55%	0.89%	0.51%	0.32%	0.56%					
19	2.Всероссийская политическая партия «Гражданская Сила»	686	15	10	7	14	11	13	8	12	16	7	11	6	4	11	16	5	10	9	10	2	5	35	16	16	34	17	13	19	13	18	15	0	19	16	16	5	15	16	10	18	19	16	16	10	20	21	28	3	8	15	6	4	7					
		0.79%	0.85%	0.63%	0.43%	0.71%	0.79%	0.92%	0.46%	0.66%	0.82%	0.54%	0.75%	0.50%	0.24%	0.66%	1.05%	0.29%	0.75%	0.57%	0.82%	0.17%	0.42%	1.93%	0.97%	0.90%	1.74%	1.06%	0.92%	1.18%	0.71%	0.97%	0.88%	0.00%	1.11%	0.92%	1.49%	0.60%	0.88%	0.95%	0.55%	1.03%	0.99%	0.86%	0.98%	0.60%	1.19%	1.11%	1.94%	0.21%	0.62%	0.83%	0.34%	0.18%	0.36%					
20	3.Политическая партия «Демократическая партия России»	61	2	1	2	1	0	0	1	0	1	0	1	1	2	0	1	1	1	1	2	1	0	0	2	1	2	1	0	1	2	1	1	0	0	4	2	0	2	0	1	3	1	8	0	0	1	0	0	3	0	2	1	0	3					
		0.07%	0.11%	0.06%	0.12%	0.05%	0.00%	0.00%	0.06%	0.00%	0.05%	0.00%	0.07%	0.08%	0.12%	0.00%	0.07%	0.06%	0.08%	0.06%	0.16%	0.09%	0.00%	0.00%	0.12%	0.06%	0.10%	0.06%	0.00%	0.06%	0.11%	0.05%	0.06%	0.00%	0.00%	0.23%	0.19%	0.00%	0.12%	0.00%	0.06%	0.17%	0.05%	0.43%	0.00%	0.00%	0.06%	0.00%	0.00%	0.21%	0.00%	0.11%	0.06%	0.00%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7371	201	146	230	234	98	180	103	120	189	133	108	138	177	124	204	161	101	153	120	112	84	166	114	176	181	151	135	165	148	164	134	112	125	129	112	61	115	156	141	156	186	167	155	156	155	147	99	83	103	117	83	57	106					
		8.53%	11.32%	9.13%	14.20%	11.91%	7.02%	12.71%	5.91%	6.59%	9.64%	10.19%	7.37%	11.49%	10.47%	7.49%	13.42%	9.47%	7.62%	9.67%	9.89%	9.74%	7.12%	9.17%	6.88%	9.88%	9.28%	9.39%	9.55%	10.29%	8.03%	8.81%	7.90%	5.57%	7.27%	7.41%	10.42%	7.34%	6.78%	9.27%	7.79%	8.94%	9.72%	8.99%	9.50%	9.32%	9.26%	7.79%	6.85%	5.74%	7.98%	6.48%	4.66%	2.59%	5.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	458	9	10	9	11	8	3	6	6	6	4	8	4	5	9	19	4	8	10	4	3	4	17	11	18	17	10	12	10	14	3	8	0	11	8	3	12	8	8	12	17	10	4	7	9	10	14	16	8	4	5	7	10	5					
		0.53%	0.51%	0.63%	0.56%	0.56%	0.57%	0.21%	0.34%	0.33%	0.31%	0.31%	0.55%	0.33%	0.30%	0.54%	1.25%	0.24%	0.60%	0.63%	0.33%	0.26%	0.34%	0.94%	0.66%	1.01%	0.87%	0.62%	0.85%	0.62%	0.76%	0.16%	0.47%	0.00%	0.64%	0.46%	0.28%	1.44%	0.47%	0.48%	0.66%	0.97%	0.52%	0.22%	0.43%	0.54%	0.60%	0.74%	1.11%	0.55%	0.31%	0.28%	0.39%	0.45%	0.25%					
23	6.Политическая партия «Партия социальной справедливости»	204	5	3	2	2	2	8	1	4	6	0	0	0	4	2	4	6	4	2	1	2	1	4	8	11	3	4	4	1	3	7	5	5	4	6	4	0	5	5	1	2	5	9	1	3	9	5	7	1	5	7	3	2	6					
		0.24%	0.28%	0.19%	0.12%	0.10%	0.14%	0.56%	0.06%	0.22%	0.31%	0.00%	0.00%	0.00%	0.24%	0.12%	0.26%	0.35%	0.30%	0.13%	0.08%	0.17%	0.08%	0.22%	0.48%	0.62%	0.15%	0.25%	0.28%	0.06%	0.16%	0.38%	0.29%	0.25%	0.23%	0.34%	0.37%	0.00%	0.29%	0.30%	0.06%	0.11%	0.26%	0.48%	0.06%	0.18%	0.54%	0.26%	0.48%	0.07%	0.39%	0.39%	0.17%	0.09%	0.30%					
24	7.Политическая партия «Либерально-демократическая партия России»	5882	143	102	105	125	90	91	33	110	132	103	104	84	52	70	108	57	114	123	112	79	76	148	143	121	145	136	124	108	58	117	94	108	136	130	64	73	138	110	113	158	144	137	140	139	140	144	105	88	85	113	126	170	114					
		6.81%	8.06%	6.38%	6.48%	6.36%	6.45%	6.43%	1.89%	6.04%	6.73%	7.89%	7.09%	6.99%	3.08%	4.23%	7.11%	3.35%	8.60%	7.77%	9.23%	6.87%	6.44%	8.18%	8.63%	6.79%	7.43%	8.46%	8.77%	6.73%	3.15%	6.29%	5.54%	5.37%	7.91%	7.46%	5.95%	8.78%	8.14%	6.54%	6.25%	9.06%	7.52%	7.38%	8.58%	8.30%	8.36%	7.63%	7.27%	6.09%	6.59%	6.26%	7.08%	7.73%	5.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	11097	233	185	292	288	91	181	193	280	300	212	174	195	114	119	240	123	187	215	165	131	84	237	244	294	277	212	191	275	132	259	267	204	292	290	157	83	108	267	263	246	251	204	213	240	254	255	154	135	168	204	240	278	201					
		12.85%	13.13%	11.57%	18.02%	14.66%	6.52%	12.78%	11.08%	15.38%	15.31%	16.25%	11.87%	16.24%	6.74%	7.19%	15.79%	7.23%	14.11%	13.59%	13.60%	11.39%	7.12%	13.09%	14.73%	16.50%	14.20%	13.18%	13.51%	17.14%	7.17%	13.92%	15.73%	10.15%	16.99%	16.65%	14.60%	9.99%	6.37%	15.87%	14.54%	14.11%	13.11%	10.99%	13.05%	14.34%	15.17%	13.51%	10.66%	9.34%	13.02%	11.30%	13.48%	12.65%	10.20%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	522	8	5	14	7	11	14	6	11	9	19	7	6	15	13	17	10	8	8	5	3	5	9	18	10	9	14	13	14	10	14	3	5	13	7	6	5	13	12	7	12	14	12	9	8	17	17	11	4	8	11	7	5	4					
		0.60%	0.45%	0.31%	0.86%	0.36%	0.79%	0.99%	0.34%	0.60%	0.46%	1.46%	0.48%	0.50%	0.89%	0.79%	1.12%	0.59%	0.60%	0.51%	0.41%	0.26%	0.42%	0.50%	1.09%	0.56%	0.46%	0.87%	0.92%	0.87%	0.54%	0.75%	0.18%	0.25%	0.76%	0.40%	0.56%	0.60%	0.77%	0.71%	0.39%	0.69%	0.73%	0.65%	0.55%	0.48%	1.02%	0.90%	0.76%	0.28%	0.62%	0.61%	0.39%	0.23%	0.20%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	56719	1062	1067	889	1229	1026	872	1349	1204	1238	713	1003	716	1272	1264	838	1294	837	996	743	808	881	1098	1025	1059	1228	973	863	918	1385	1216	1090	1494	1047	1069	661	572	1210	1042	1185	1049	1176	1214	1026	1029	997	1214	963	1092	865	1277	1261	1639	1481					
		65.66%	59.83%	66.73%	54.88%	62.54%	73.50%	61.58%	77.44%	66.15%	63.16%	54.64%	68.42%	59.62%	75.22%	76.33%	55.13%	76.07%	63.17%	62.96%	61.25%	70.26%	74.66%	60.66%	61.86%	59.43%	62.94%	60.51%	61.03%	57.23%	75.19%	65.34%	64.23%	74.33%	60.91%	61.37%	61.49%	68.83%	71.34%	61.95%	65.51%	60.15%	61.44%	65.41%	62.87%	61.47%	59.56%	64.33%	66.64%	75.57%	67.05%	70.71%	70.84%	74.57%	75.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1119	26	24	13	21	14	11	12	23	15	18	7	15	18	11	32	8	17	14	11	4	7	42	26	24	26	36	17	26	26	24	23	30	27	33	17	4	34	28	23	22	36	38	19	19	26	32	17	13	21	21	32	20	16					
		1.30%	1.46%	1.50%	0.80%	1.07%	1.00%	0.78%	0.69%	1.26%	0.77%	1.38%	0.48%	1.25%	1.06%	0.66%	2.11%	0.47%	1.28%	0.88%	0.91%	0.35%	0.59%	2.32%	1.57%	1.35%	1.33%	2.24%	1.20%	1.62%	1.41%	1.29%	1.36%	1.49%	1.57%	1.89%	1.58%	0.48%	2.00%	1.66%	1.27%	1.26%	1.88%	2.05%	1.16%	1.14%	1.55%	1.70%	1.18%	0.90%	1.63%	1.16%	1.80%	0.91%	0.81%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
