Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Суксунская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	82	9	8	5	12	3	6	2	1	3	0	1	2	2	0	3	1	2	7	2	5	2	5	1					
		0.83%	0.86%	0.98%	0.58%	0.97%	0.57%	0.91%	1.12%	0.20%	0.96%	0.00%	0.52%	1.03%	1.03%	0.00%	1.02%	0.43%	0.53%	1.89%	0.64%	1.75%	0.80%	2.23%	0.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1676	159	137	128	236	66	60	23	106	47	68	44	37	72	36	62	67	77	75	56	20	35	29	36					
		16.92%	15.11%	16.71%	14.97%	19.00%	12.45%	9.08%	12.92%	21.72%	15.02%	14.20%	23.04%	19.07%	36.92%	19.46%	21.02%	28.51%	20.42%	20.27%	18.01%	7.02%	14.00%	12.95%	20.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	139	19	10	24	25	7	6	1	4	5	6	0	0	4	1	2	0	3	2	3	1	0	2	14					
		1.40%	1.81%	1.22%	2.81%	2.01%	1.32%	0.91%	0.56%	0.82%	1.60%	1.25%	0.00%	0.00%	2.05%	0.54%	0.68%	0.00%	0.80%	0.54%	0.96%	0.35%	0.00%	0.89%	7.87%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4496	451	358	372	488	275	422	95	180	124	177	72	95	68	112	143	97	167	170	167	146	152	118	47					
		45.38%	42.87%	43.66%	43.51%	39.29%	51.89%	63.84%	53.37%	36.89%	39.62%	36.95%	37.70%	48.97%	34.87%	60.54%	48.47%	41.28%	44.30%	45.95%	53.70%	51.23%	60.80%	52.68%	26.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	46	6	1	5	7	1	2	0	5	0	3	0	0	0	1	4	0	3	2	1	2	1	0	2					
		0.46%	0.57%	0.12%	0.58%	0.56%	0.19%	0.30%	0.00%	1.02%	0.00%	0.63%	0.00%	0.00%	0.00%	0.54%	1.36%	0.00%	0.80%	0.54%	0.32%	0.70%	0.40%	0.00%	1.12%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
