Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																				
Дата голосования: 04.12.2011																																																																				
																																																																				
"Наименование Избирательной комиссии:    Самара, Советская"																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1496	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	300	20	20	20	20	20	20	20	23	20	20	50	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22	20	20	20	20	20	21	20	20	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1426	20	20	20	20	20	20	20	19	20	20	20	20	20	20	18	20	20	273	13	20	20	16	20	20	20	23	20	20	50	20	20	20	19	20	15	20	16	20	20	19	20	20	20	20	20	20	20	20	20	22	20	20	18	20	8	21	19	17	20	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	4971	25	12	7	12	11	24	4	21	19	15	6	17	18	25	14	63	26	83	199	190	240	151	331	112	145	27	156	95	127	84	165	128	106	110	130	71	102	104	90	119	203	75	62	63	37	58	10	22	109	53	50	52	56	12	8	13	6	122	8	563	5					
14	Число погашенных неиспользованных открепительных удостоверений	70	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	27	7	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	5	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	1	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	491	12	7	8	4	5	7	3	6	4	6	6	8	2	3	4	8	5	93	1	7	7	6	8	6	4	12	8	6	8	10	10	9	11	11	11	7	6	4	4	8	4	9	5	3	2	10	13	10	7	7	10	5	12	6	5	15	3	7	3	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7169	107	151	139	128	31	139	70	52	62	201	62	33	43	128	135	114	150	172	15	149	179	96	177	197	169	167	50	166	141	178	204	215	187	199	160	174	115	151	24	181	158	180	166	167	147	29	50	132	39	222	15	157	193	12	70	32	13	101	26	14	35					
		11.39%	9.70%	14.85%	11.37%	10.92%	3.55%	15.17%	6.55%	5.33%	6.42%	17.34%	6.19%	3.10%	4.30%	12.38%	15.17%	14.02%	19.40%	17.95%	2.23%	14.67%	13.20%	12.05%	12.73%	15.63%	15.49%	14.71%	5.60%	12.56%	14.51%	13.99%	14.54%	15.21%	14.41%	15.20%	12.80%	15.86%	11.43%	14.80%	2.48%	16.06%	13.31%	15.72%	14.85%	15.94%	16.03%	2.34%	4.42%	14.39%	3.06%	17.18%	1.24%	16.17%	15.92%	1.66%	14.52%	2.93%	1.86%	12.24%	7.32%	1.72%	18.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10353	65	153	131	112	104	166	110	145	89	98	67	112	71	198	159	158	124	170	98	189	259	165	252	203	170	240	204	295	181	234	268	301	211	226	233	189	210	171	151	207	184	198	217	195	158	225	140	154	203	229	246	182	212	154	99	173	132	160	101	64	38					
		16.46%	5.89%	15.04%	10.72%	9.56%	11.91%	18.12%	10.30%	14.86%	9.21%	8.46%	6.69%	10.52%	7.11%	19.15%	17.87%	19.43%	16.04%	17.75%	14.56%	18.60%	19.10%	20.70%	18.13%	16.11%	15.58%	21.15%	22.84%	22.31%	18.62%	18.40%	19.10%	21.29%	16.26%	17.27%	18.64%	17.23%	20.87%	16.76%	15.58%	18.37%	15.50%	17.29%	19.41%	18.61%	17.23%	18.15%	12.37%	16.79%	15.93%	17.72%	20.41%	18.74%	17.49%	21.33%	20.54%	15.83%	18.88%	19.39%	28.45%	7.84%	19.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	854	8	14	28	12	4	15	12	5	10	19	12	8	17	14	11	17	12	13	10	9	15	16	18	27	15	17	15	16	8	17	18	37	18	17	21	10	9	18	16	13	13	22	17	16	26	19	14	12	13	17	6	10	17	3	5	22	11	3	10	4	3					
		1.36%	0.73%	1.38%	2.29%	1.02%	0.46%	1.64%	1.12%	0.51%	1.04%	1.64%	1.20%	0.75%	1.70%	1.35%	1.24%	2.09%	1.55%	1.36%	1.49%	0.89%	1.11%	2.01%	1.29%	2.14%	1.37%	1.50%	1.68%	1.21%	0.82%	1.34%	1.28%	2.62%	1.39%	1.30%	1.68%	0.91%	0.89%	1.76%	1.65%	1.15%	1.10%	1.92%	1.52%	1.53%	2.84%	1.53%	1.24%	1.31%	1.02%	1.32%	0.50%	1.03%	1.40%	0.42%	1.04%	2.01%	1.57%	0.36%	2.82%	0.49%	1.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12174	105	158	251	153	150	242	115	107	117	86	133	183	172	285	250	242	189	250	47	245	311	158	310	329	286	275	191	329	219	321	323	325	334	359	314	300	272	269	43	274	330	283	308	271	236	34	73	213	40	320	17	252	308	14	125	41	25	132	66	17	47					
		19.35%	9.52%	15.54%	20.54%	13.05%	17.18%	26.42%	10.77%	10.96%	12.11%	7.42%	13.29%	17.18%	17.22%	27.56%	28.09%	29.77%	24.45%	26.10%	6.98%	24.11%	22.94%	19.82%	22.30%	26.11%	26.21%	24.23%	21.39%	24.89%	22.53%	25.24%	23.02%	22.98%	25.73%	27.43%	25.12%	27.35%	27.04%	26.37%	4.44%	24.31%	27.80%	24.72%	27.55%	25.86%	25.74%	2.74%	6.45%	23.23%	3.14%	24.77%	1.41%	25.95%	25.41%	1.94%	25.93%	3.75%	3.58%	16.00%	18.59%	2.08%	24.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3437	34	40	89	40	8	50	31	17	25	30	45	21	12	84	40	44	54	56	33	62	81	48	69	71	79	92	52	62	61	93	99	115	92	84	110	54	62	51	59	62	67	51	55	97	75	85	72	63	68	116	72	48	79	37	16	49	41	21	5	3	6					
		5.46%	3.08%	3.93%	7.28%	3.41%	0.92%	5.46%	2.90%	1.74%	2.59%	2.59%	4.50%	1.97%	1.20%	8.12%	4.49%	5.41%	6.99%	5.85%	4.90%	6.10%	5.97%	6.02%	4.96%	5.63%	7.24%	8.11%	5.82%	4.69%	6.28%	7.31%	7.06%	8.13%	7.09%	6.42%	8.80%	4.92%	6.16%	5.00%	6.09%	5.50%	5.64%	4.45%	4.92%	9.26%	8.18%	6.85%	6.36%	6.87%	5.34%	8.98%	5.98%	4.94%	6.52%	5.12%	3.32%	4.48%	5.87%	2.55%	1.41%	0.37%	3.13%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	27313	762	486	565	688	574	278	709	630	644	716	658	664	661	293	279	219	223	279	456	335	467	294	523	390	331	326	357	414	332	394	455	382	409	389	376	336	318	323	652	363	404	384	325	272	244	809	750	315	873	347	810	301	381	487	153	752	457	391	138	711	59					
		43.41%	69.08%	47.79%	46.24%	58.70%	65.75%	30.35%	66.39%	64.55%	66.67%	61.78%	65.73%	62.35%	66.17%	28.34%	31.35%	26.94%	28.85%	29.12%	67.76%	32.97%	34.44%	36.89%	37.63%	30.95%	30.34%	28.72%	39.98%	31.32%	34.16%	30.97%	32.43%	27.02%	31.51%	29.72%	30.08%	30.63%	31.61%	31.67%	67.29%	32.21%	34.04%	33.54%	29.07%	25.95%	26.61%	65.24%	66.25%	34.35%	68.52%	26.86%	67.22%	30.99%	31.44%	67.45%	31.74%	68.80%	65.38%	47.39%	38.87%	87.13%	30.73%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	300	5	2	3	11	2	3	4	3	0	4	5	2	5	3	2	4	5	6	2	2	12	3	8	8	10	6	6	10	4	5	8	8	9	4	8	5	0	4	2	6	5	9	8	6	7	4	4	3	7	11	8	8	3	4	1	6	3	0	2	2	0					
		0.48%	0.45%	0.20%	0.25%	0.94%	0.23%	0.33%	0.37%	0.31%	0.00%	0.35%	0.50%	0.19%	0.50%	0.29%	0.22%	0.49%	0.65%	0.63%	0.30%	0.20%	0.88%	0.38%	0.58%	0.63%	0.92%	0.53%	0.67%	0.76%	0.41%	0.39%	0.57%	0.57%	0.69%	0.31%	0.64%	0.46%	0.00%	0.39%	0.21%	0.53%	0.42%	0.79%	0.72%	0.57%	0.76%	0.32%	0.35%	0.33%	0.55%	0.85%	0.66%	0.82%	0.25%	0.55%	0.21%	0.55%	0.43%	0.00%	0.56%	0.25%	0.00%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
