Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Болховская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	157	0	5	6	2	2	1	4	8	1	2	13	4	6	6	11	3	10	0	4	25	14	14	16					
		1.41%	0.00%	1.12%	1.71%	0.85%	1.53%	0.37%	1.92%	2.20%	0.56%	1.14%	6.81%	2.13%	1.85%	1.70%	3.20%	2.08%	3.66%	0.00%	1.47%	1.56%	0.82%	1.01%	0.92%					
19	2.Всероссийская политическая партия «Гражданская Сила»	68	0	4	0	0	0	0	3	3	0	0	0	0	1	1	2	0	0	0	0	17	11	10	16					
		0.61%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	1.44%	0.82%	0.00%	0.00%	0.00%	0.00%	0.31%	0.28%	0.58%	0.00%	0.00%	0.00%	0.00%	1.06%	0.65%	0.72%	0.92%					
20	3.Политическая партия «Демократическая партия России»	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	4	0	1					
		0.12%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.37%	0.31%	0.24%	0.00%	0.06%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1476	5	35	29	21	8	5	37	47	5	16	10	17	47	40	56	26	40	9	13	248	266	220	276					
		13.23%	3.94%	7.81%	8.26%	8.90%	6.11%	1.83%	17.79%	12.91%	2.78%	9.14%	5.24%	9.04%	14.51%	11.36%	16.28%	18.06%	14.65%	6.08%	4.78%	15.52%	15.67%	15.82%	15.86%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	37	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	9	7	4	12					
		0.33%	0.79%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.27%	0.00%	0.00%	0.52%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.41%	0.29%	0.69%					
23	6.Политическая партия «Партия социальной справедливости»	28	0	0	0	0	0	1	1	1	0	0	0	1	1	2	0	0	0	0	2	5	5	5	4					
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.48%	0.27%	0.00%	0.00%	0.00%	0.53%	0.31%	0.57%	0.00%	0.00%	0.00%	0.00%	0.74%	0.31%	0.29%	0.36%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	760	8	15	7	10	10	5	12	24	5	11	9	15	23	29	24	6	15	5	17	121	138	117	134					
		6.81%	6.30%	3.35%	1.99%	4.24%	7.63%	1.83%	5.77%	6.59%	2.78%	6.29%	4.71%	7.98%	7.10%	8.24%	6.98%	4.17%	5.49%	3.38%	6.25%	7.57%	8.13%	8.41%	7.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	702	8	20	2	7	10	10	11	20	8	14	8	7	34	11	25	7	18	9	10	123	136	99	105					
		6.29%	6.30%	4.46%	0.57%	2.97%	7.63%	3.66%	5.29%	5.49%	4.44%	8.00%	4.19%	3.72%	10.49%	3.13%	7.27%	4.86%	6.59%	6.08%	3.68%	7.70%	8.01%	7.12%	6.03%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	79	0	1	1	9	0	1	1	2	9	1	0	2	1	4	5	2	1	0	0	11	9	8	11					
		0.71%	0.00%	0.22%	0.28%	3.81%	0.00%	0.37%	0.48%	0.55%	5.00%	0.57%	0.00%	1.06%	0.31%	1.14%	1.45%	1.39%	0.37%	0.00%	0.00%	0.69%	0.53%	0.58%	0.63%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7718	104	367	294	184	100	250	133	256	152	129	150	140	205	259	217	99	186	125	224	1019	1094	882	1149					
		69.19%	81.89%	81.92%	83.76%	77.97%	76.34%	91.58%	63.94%	70.33%	84.44%	73.71%	78.53%	74.47%	63.27%	73.58%	63.08%	68.75%	68.13%	84.46%	82.35%	63.77%	64.47%	63.41%	66.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	31	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	3	0	0	6	6	6	5					
		0.28%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.53%	0.31%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.38%	0.35%	0.43%	0.29%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
