Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Кинель-Черкасская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307					
19	2.Всероссийская политическая партия «Гражданская Сила»	83	1	0	4	0	1	1	0	0	0	1	0	7	2	2	4	0	0	4	0	1	5	5	0	6	2	0	1	1	1	3	2	3	4	0	0	0	3	0	0	1	2	2	4	4	1	5	0					
		0.38%	0.24%	0.00%	0.88%	0.00%	0.32%	0.52%	0.00%	0.00%	0.00%	0.28%	0.00%	0.72%	0.24%	0.35%	0.93%	0.00%	0.00%	0.48%	0.00%	0.09%	1.07%	0.74%	0.00%	0.52%	0.39%	0.00%	0.29%	0.27%	0.19%	0.51%	0.33%	0.57%	0.97%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.40%	1.47%	0.37%	0.51%	0.60%	0.25%	0.69%	0.00%					
20	3.Политическая партия «Демократическая партия России»	19	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	3	0	0	0	0	2	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	2	0					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.10%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	1.10%	0.29%	0.27%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.28%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2984	64	22	105	44	34	17	22	35	36	17	45	142	96	102	45	20	17	100	35	145	66	95	95	120	70	11	34	90	90	105	100	90	46	23	35	31	102	19	164	31	8	55	139	77	40	76	29					
		13.77%	15.38%	25.29%	23.13%	23.16%	11.04%	8.81%	17.74%	20.96%	5.35%	4.83%	16.73%	14.67%	11.55%	18.05%	10.42%	12.50%	14.17%	11.88%	12.20%	13.72%	14.16%	14.05%	14.73%	10.43%	13.67%	12.09%	9.80%	24.19%	17.01%	17.71%	16.45%	16.98%	11.14%	14.74%	13.67%	14.22%	14.03%	8.12%	16.72%	12.25%	5.88%	10.30%	17.57%	11.56%	10.13%	10.56%	16.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	288	12	10	7	6	0	8	2	3	1	2	5	10	18	9	0	0	4	4	21	19	2	7	4	21	3	1	1	3	2	3	20	6	11	6	2	3	8	0	10	5	11	2	3	2	5	6	0					
		1.33%	2.88%	11.49%	1.54%	3.16%	0.00%	4.15%	1.61%	1.80%	0.15%	0.57%	1.86%	1.03%	2.17%	1.59%	0.00%	0.00%	3.33%	0.48%	7.32%	1.80%	0.43%	1.04%	0.62%	1.82%	0.59%	1.10%	0.29%	0.81%	0.38%	0.51%	3.29%	1.13%	2.66%	3.85%	0.78%	1.38%	1.10%	0.00%	1.02%	1.98%	8.09%	0.37%	0.38%	0.30%	1.27%	0.83%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	33	2	0	1	0	0	0	0	2	1	0	0	1	3	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	2	0	0	0	1	0	1	1	2	1	0	2	2	0	1	2	0					
		0.15%	0.48%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	1.20%	0.15%	0.00%	0.00%	0.10%	0.36%	0.00%	0.23%	0.00%	0.00%	0.12%	0.00%	0.00%	0.21%	0.00%	0.16%	0.09%	0.20%	0.00%	0.29%	0.27%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.39%	0.00%	0.14%	0.43%	0.20%	0.40%	0.00%	0.37%	0.25%	0.00%	0.25%	0.28%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1906	25	1	18	11	30	11	9	4	48	32	21	94	85	51	39	20	10	93	35	87	32	55	45	172	61	7	30	28	48	37	56	45	36	12	18	21	59	17	113	12	7	51	61	77	35	39	8					
		8.80%	6.01%	1.15%	3.96%	5.79%	9.74%	5.70%	7.26%	2.40%	7.13%	9.09%	7.81%	9.71%	10.23%	9.03%	9.03%	12.50%	8.33%	11.05%	12.20%	8.23%	6.87%	8.14%	6.98%	14.94%	11.91%	7.69%	8.65%	7.53%	9.07%	6.24%	9.21%	8.49%	8.72%	7.69%	7.03%	9.63%	8.12%	7.26%	11.52%	4.74%	5.15%	9.55%	7.71%	11.56%	8.86%	5.42%	4.62%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1800	26	1	54	12	16	8	1	6	63	38	19	117	83	56	36	8	6	90	9	125	52	98	66	90	74	5	21	23	41	39	50	36	14	7	4	5	41	14	83	33	4	39	68	45	24	36	14					
		8.31%	6.25%	1.15%	11.89%	6.32%	5.19%	4.15%	0.81%	3.59%	9.36%	10.80%	7.06%	12.09%	9.99%	9.91%	8.33%	5.00%	5.00%	10.69%	3.14%	11.83%	11.16%	14.50%	10.23%	7.82%	14.45%	5.49%	6.05%	6.18%	7.75%	6.58%	8.22%	6.79%	3.39%	4.49%	1.56%	2.29%	5.64%	5.98%	8.46%	13.04%	2.94%	7.30%	8.60%	6.76%	6.08%	5.00%	8.09%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	138	0	0	3	2	1	0	0	0	4	0	0	7	7	2	4	2	0	6	3	11	4	3	1	4	3	0	4	1	1	6	5	1	2	1	0	0	8	4	7	0	2	5	8	9	3	3	1					
		0.64%	0.00%	0.00%	0.66%	1.05%	0.32%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.72%	0.84%	0.35%	0.93%	1.25%	0.00%	0.71%	1.05%	1.04%	0.86%	0.44%	0.16%	0.35%	0.59%	0.00%	1.15%	0.27%	0.19%	1.01%	0.82%	0.19%	0.48%	0.64%	0.00%	0.00%	1.10%	1.71%	0.71%	0.00%	1.47%	0.94%	1.01%	1.35%	0.76%	0.42%	0.58%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13742	272	53	253	110	209	138	87	107	507	255	168	552	524	327	299	103	82	509	168	630	283	394	411	702	281	61	253	204	331	390	360	338	296	100	181	153	461	170	565	160	97	366	480	435	272	528	117					
		63.42%	65.38%	60.92%	55.73%	57.89%	67.86%	71.50%	70.16%	64.07%	75.33%	72.44%	62.45%	57.02%	63.06%	57.88%	69.21%	64.38%	68.33%	60.45%	58.54%	59.60%	60.73%	58.28%	63.72%	60.99%	54.88%	67.03%	72.91%	54.84%	62.57%	65.77%	59.21%	63.77%	71.67%	64.10%	70.70%	70.18%	63.41%	72.65%	57.59%	63.24%	71.32%	68.54%	60.68%	65.32%	68.86%	73.33%	67.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	94	1	0	2	0	1	0	0	0	2	1	2	11	1	1	0	0	1	12	2	5	4	1	5	4	2	0	0	1	2	4	2	1	0	2	1	0	8	0	2	0	0	2	5	1	2	3	0					
		0.43%	0.24%	0.00%	0.44%	0.00%	0.32%	0.00%	0.00%	0.00%	0.30%	0.28%	0.74%	1.14%	0.12%	0.18%	0.00%	0.00%	0.83%	1.43%	0.70%	0.47%	0.86%	0.15%	0.78%	0.35%	0.39%	0.00%	0.00%	0.27%	0.38%	0.67%	0.33%	0.19%	0.00%	1.28%	0.39%	0.00%	1.10%	0.00%	0.20%	0.00%	0.00%	0.37%	0.63%	0.15%	0.51%	0.42%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
