Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Приморская - 72																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №745	УИК №746	УИК №748	УИК №749	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №777	УИК №779	УИК №780	УИК №781	УИК №783	УИК №869									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	3	10	2	8	2	0	3	0	0	0	0	1	2	2	1	4									
		1.18%	1.44%	1.52%	1.42%	1.28%	1.79%	0.00%	2.44%	0.00%	0.00%	0.00%	0.00%	0.52%	1.28%	0.91%	0.76%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	54	5	8	2	8	2	1	3	0	0	5	4	3	2	2	3	6									
		1.68%	2.39%	1.21%	1.42%	1.28%	1.79%	1.56%	2.44%	0.00%	0.00%	23.81%	8.16%	1.55%	1.28%	0.91%	2.29%	1.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	75	6	13	8	13	1	1	4	2	2	1	0	2	5	4	3	10									
		2.33%	2.87%	1.97%	5.67%	2.08%	0.89%	1.56%	3.25%	3.51%	2.08%	4.76%	0.00%	1.04%	3.21%	1.83%	2.29%	2.73%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1686	100	316	65	294	78	32	56	27	67	9	25	124	81	140	69	203									
		52.33%	47.85%	47.88%	46.10%	47.04%	69.64%	50.00%	45.53%	47.37%	69.79%	42.86%	51.02%	64.25%	51.92%	63.93%	52.67%	55.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	13	2	1	0	4	0	0	0	0	0	0	0	1	1	2	0	2									
		0.40%	0.96%	0.15%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.64%	0.91%	0.00%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1									
		0.09%	0.00%	0.00%	0.71%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	623	31	126	29	129	10	21	31	18	21	1	10	22	38	43	26	67									
		19.34%	14.83%	19.09%	20.57%	20.64%	8.93%	32.81%	25.20%	31.58%	21.88%	4.76%	20.41%	11.40%	24.36%	19.63%	19.85%	18.31%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	3	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0									
		0.28%	1.44%	0.45%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.04%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	3	7	1	13	3	0	1	1	0	0	0	0	1	0	0	10									
		1.24%	1.44%	1.06%	0.71%	2.08%	2.68%	0.00%	0.81%	1.75%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	2.73%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	4	0	1	0	0	1	0	0	0	0	0	1	0	0	1									
		0.25%	0.00%	0.61%	0.00%	0.16%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	2	15	2	9	0	0	1	0	0	0	1	2	0	2	2	3									
		1.21%	0.96%	2.27%	1.42%	1.44%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	2.04%	1.04%	0.00%	0.91%	1.53%	0.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	272	14	53	9	67	7	6	18	7	3	3	3	16	7	10	11	38									
		8.44%	6.70%	8.03%	6.38%	10.72%	6.25%	9.38%	14.63%	12.28%	3.13%	14.29%	6.12%	8.29%	4.49%	4.57%	8.40%	10.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	3	1	0	0	1	0	0	0	0	0	0	3	2	1	1	4									
		0.50%	1.44%	0.15%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.55%	1.28%	0.46%	0.76%	1.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	287	30	82	18	64	8	2	5	2	2	2	5	15	16	12	13	11									
		8.91%	14.35%	12.42%	12.77%	10.24%	7.14%	3.13%	4.07%	3.51%	2.08%	9.52%	10.20%	7.77%	10.26%	5.48%	9.92%	3.01%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
