7	Число избирательных бюллетеней в переносных ящиках для голосования	4078	21	63	21	45	25	102	34	45	48	26	17	60	21	12	26	55	41	68	40	21	34	50	21	18	25	89	50	20	53	10	36	13	44	173	95	45	51	67	48	36	49	34	83	456	8	9	50	19	11	17	71	29	54	76	258	26	55	54	8	56	65	0	0	221	0	0	0	0	0	600	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	81692	1092	1013	1175	780	1123	1014	947	1034	1073	1065	1408	1225	1224	1109	987	1731	1308	1060	1078	1023	1163	1053	976	1103	1240	986	932	549	1099	953	1157	1216	1788	1235	999	941	757	1062	927	1110	1014	1102	1526	1165	851	794	1558	1422	1193	1003	1436	1203	1277	1293	1007	1408	920	793	1134	742	956	1038	664	0	2174	2075	1487	1459	468	400	2218	2197									
9	Число недействительных избирательных бюллетеней	1317	15	14	18	7	17	20	12	24	21	24	36	22	18	25	27	32	23	20	26	23	20	14	23	19	23	20	12	33	22	20	18	24	23	17	16	21	14	17	10	16	18	16	34	25	10	20	36	39	27	8	22	17	16	20	19	24	9	8	15	3	13	16	80	5	4	0	0	0	7	0	0	0									
10	Число действительных избирательных бюллетеней	84453	1098	1062	1178	818	1131	1096	969	1055	1100	1067	1389	1263	1227	1096	986	1754	1326	1108	1092	1021	1177	1089	974	1102	1242	1055	970	536	1130	943	1175	1205	1809	1391	1078	965	794	1112	965	1130	1045	1120	1575	1596	849	783	1572	1402	1177	1012	1485	1215	1315	1349	1246	1410	966	839	1127	795	1008	1022	584	216	2170	2075	1487	1459	461	1000	2218	2197									
11	Число полученных открепительных  удостоверений	3172	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	60	50	50	50	50	50	50	50	50	50	50	40	50	50	40	70	82	50	50	50	40	60	70	70	50	50	50	50	70	50	70	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2140	21	23	36	35	39	31	18	34	31	27	33	31	49	31	30	46	43	31	38	41	41	28	43	26	36	30	34	19	38	18	38	59	65	43	34	49	18	47	48	55	27	30	44	19	53	16	49	31	30	32	42	32	31	46	33	30	46	29	32	21	30	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3235	31	45	32	27	53	35	33	42	34	32	48	61	31	35	33	50	64	37	86	36	35	110	47	98	67	34	22	47	62	45	36	45	47	44	150	58	24	27	11	53	82	58	121	37	70	42	53	36	59	15	51	187	57	62	69	38	59	50	31	42	58	26	1	6	0	0	0	0	0	18	0	0									
14	Число неиспользованных открепительных удостоверений	1032	29	27	14	15	11	19	32	16	19	23	17	19	1	19	20	4	17	19	12	9	9	22	7	24	14	20	16	21	12	32	2	11	17	7	16	1	22	13	22	15	23	20	6	31	17	34	21	19	20	18	8	18	19	4	17	20	4	21	18	29	20	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	408	10	0	9	3	7	4	3	4	3	2	2	3	9	5	3	1	5	5	2	3	5	5	1	3	10	4	5	0	6	5	94	2	4	6	3	2	4	4	6	2	2	1	3	4	2	6	7	11	7	4	4	2	7	4	7	4	69	2	3	3	2	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																			
19	Жириновский Владимир Вольфович	3400	46	45	66	33	57	44	40	38	41	37	49	31	36	62	43	64	66	33	43	64	28	44	51	33	37	42	53	21	38	35	69	37	55	54	48	54	36	58	46	66	53	39	106	58	26	53	63	104	71	54	47	55	65	42	81	117	51	27	62	25	65	58	49	24	33	30	35	15	12	1	25	11									
		3.96%	4.13%	4.18%	5.52%	4.00%	4.97%	3.94%	4.08%	3.52%	3.66%	3.39%	3.44%	2.41%	2.89%	5.53%	4.24%	3.58%	4.89%	2.93%	3.85%	6.13%	2.34%	3.99%	5.12%	2.94%	2.92%	3.91%	5.40%	3.69%	3.30%	3.63%	5.78%	3.01%	3.00%	3.84%	4.39%	5.48%	4.46%	5.14%	4.72%	5.76%	4.99%	3.43%	6.59%	3.58%	3.03%	6.60%	3.92%	7.22%	5.90%	5.29%	3.12%	4.46%	4.88%	3.07%	6.40%	8.16%	5.23%	3.19%	5.43%	3.13%	6.37%	5.59%	7.38%	10.86%	1.52%	1.45%	2.35%	1.03%	2.56%	0.10%	1.13%	0.50%									
20	Зюганов Геннадий Андреевич	6770	112	85	67	78	79	146	47	114	128	91	97	47	62	79	90	90	82	45	55	105	58	60	116	54	68	127	83	30	61	41	144	62	92	124	106	76	113	84	127	166	104	93	174	173	120	110	229	195	135	81	78	163	178	67	151	191	44	76	158	50	93	144	44	22	91	85	70	43	12	10	67	28									
		7.89%	10.06%	7.90%	5.60%	9.45%	6.88%	13.08%	4.79%	10.57%	11.42%	8.34%	6.81%	3.66%	4.98%	7.05%	8.88%	5.04%	6.08%	3.99%	4.92%	10.06%	4.85%	5.44%	11.63%	4.82%	5.38%	11.81%	8.45%	5.27%	5.30%	4.26%	12.07%	5.04%	5.02%	8.81%	9.69%	7.71%	13.99%	7.44%	13.03%	14.49%	9.78%	8.19%	10.81%	10.67%	13.97%	13.70%	14.24%	13.53%	11.21%	7.94%	5.18%	13.23%	13.37%	4.89%	11.94%	13.32%	4.51%	8.97%	13.84%	6.27%	9.11%	13.87%	6.63%	9.95%	4.19%	4.10%	4.71%	2.95%	2.56%	1.00%	3.02%	1.27%									
21	Миронов Сергей Михайлович	4942	86	83	94	59	158	70	77	77	84	58	70	78	59	70	76	112	61	57	84	77	89	78	79	99	89	91	74	43	91	66	72	72	106	69	74	82	53	91	63	106	27	83	78	93	61	47	128	110	74	74	100	117	81	76	75	74	65	47	77	61	53	66	17	13	6	5	6	6	21	4	2	18									
		5.76%	7.73%	7.71%	7.86%	7.15%	13.76%	6.27%	7.85%	7.14%	7.49%	5.32%	4.91%	6.07%	4.74%	6.24%	7.50%	6.27%	4.52%	5.05%	7.51%	7.38%	7.44%	7.07%	7.92%	8.83%	7.04%	8.47%	7.54%	7.56%	7.90%	6.85%	6.04%	5.86%	5.79%	4.90%	6.76%	8.32%	6.56%	8.06%	6.46%	9.25%	2.54%	7.31%	4.85%	5.74%	7.10%	5.85%	7.96%	7.63%	6.15%	7.25%	6.64%	9.50%	6.09%	5.55%	5.93%	5.16%	6.67%	5.55%	6.74%	7.64%	5.19%	6.36%	2.56%	5.88%	0.28%	0.24%	0.40%	0.41%	4.49%	0.40%	0.09%	0.82%									
22	Прохоров Михаил Дмитриевич	10038	215	129	168	79	34	245	62	150	130	143	33	41	48	137	97	297	83	161	83	196	238	134	277	171	201	255	167	88	198	198	248	49	73	231	127	114	187	121	171	227	66	53	220	272	124	148	352	249	119	102	61	291	259	54	205	277	100	50	226	32	103	374	59	24	43	45	21	9	35	9	20	30									
		11.70%	19.32%	11.99%	14.05%	9.58%	2.96%	21.95%	6.32%	13.90%	11.60%	13.11%	2.32%	3.19%	3.86%	12.22%	9.58%	16.63%	6.15%	14.27%	7.42%	18.77%	19.88%	12.15%	27.78%	15.25%	15.89%	23.72%	17.01%	15.47%	17.19%	20.56%	20.79%	3.99%	3.98%	16.41%	11.61%	11.56%	23.14%	10.72%	17.54%	19.81%	6.21%	4.67%	13.67%	16.78%	14.44%	18.43%	21.89%	17.28%	9.88%	10.00%	4.05%	23.62%	19.46%	3.94%	16.21%	19.32%	10.26%	5.90%	19.79%	4.01%	10.09%	36.03%	8.89%	10.86%	1.98%	2.17%	1.41%	0.62%	7.48%	0.90%	0.90%	1.37%									
23	Путин Владимир Владимирович	59303	639	720	783	569	803	591	743	676	717	738	1140	1066	1022	748	680	1191	1034	812	827	579	764	773	451	745	847	540	593	354	742	603	642	985	1483	913	723	639	405	758	558	565	795	852	997	1000	518	425	800	744	778	701	1199	589	732	1110	734	751	706	639	604	627	694	380	415	133	1997	1910	1355	1386	381	976	2104	2110									
		69.14%	57.41%	66.91%	65.47%	68.97%	69.95%	52.96%	75.74%	62.65%	63.96%	67.64%	80.00%	82.96%	82.09%	66.73%	67.13%	66.69%	76.65%	71.99%	73.97%	55.46%	63.83%	70.08%	45.24%	66.46%	66.96%	50.23%	60.39%	62.21%	64.41%	62.62%	53.81%	80.15%	80.95%	64.84%	66.09%	64.81%	50.12%	67.14%	57.23%	49.30%	74.79%	75.00%	61.96%	61.69%	60.30%	52.93%	49.75%	51.63%	64.62%	68.73%	79.56%	47.81%	54.99%	81.08%	58.02%	52.37%	72.41%	75.44%	52.89%	78.57%	67.97%	36.61%	62.50%	60.18%	91.86%	92.05%	91.12%	94.99%	81.41%	97.60%	94.86%	96.04%									
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
