Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
"Наименование Избирательной комиссии:    Новороссийск, Пригородная"																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №5901	УИК №5902	УИК №5903	УИК №5904	УИК №5905	УИК №5906	УИК №5907	УИК №5908	УИК №5909	УИК №5910	УИК №5911	УИК №5912	УИК №5913	УИК №5914	УИК №5915	УИК №5916	УИК №5917	УИК №5918	УИК №5919	УИК №5920	УИК №5921	УИК №5922	УИК №5923	УИК №5924	УИК №5925	УИК №5926	УИК №5927									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	822	17	30	17	15	10	20	10	50	40	47	20	38	32	37	12	7	28	30	51	5	38	40	40	47	47	55	39									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	693	3	30	17	15	0	8	0	50	40	47	20	34	32	23	12	7	28	30	51	5	38	40	35	43	17	29	39									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	235	0	18	0	5	0	17	1	6	4	0	6	5	11	4	0	0	1	2	10	2	23	4	6	46	16	46	2									
14	Число погашенных неиспользованных открепительных удостоверений	129	14	0	0	0	10	12	10	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	5	4	30	26	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	106	2	1	0	1	0	0	1	1	0	5	2	3	2	0	0	0	3	1	1	0	3	2	3	5	68	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	180	1	17	0	1	4	0	6	14	9	2	0	3	6	7	3	0	9	8	7	2	2	8	7	19	15	13	17									
		0.58%	0.14%	1.35%	0.00%	0.15%	0.86%	0.00%	1.42%	0.86%	0.69%	0.12%	0.00%	0.21%	0.51%	0.57%	1.28%	0.00%	0.75%	0.65%	0.32%	1.02%	0.12%	0.47%	0.49%	0.92%	1.18%	0.64%	1.41%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	253	1	10	0	1	0	0	0	10	19	0	0	14	2	21	5	0	17	30	21	5	1	20	20	12	13	12	19									
		0.82%	0.14%	0.80%	0.00%	0.15%	0.00%	0.00%	0.00%	0.61%	1.46%	0.00%	0.00%	0.99%	0.17%	1.71%	2.14%	0.00%	1.41%	2.45%	0.97%	2.54%	0.06%	1.18%	1.41%	0.58%	1.03%	0.59%	1.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	227	2	21	0	0	6	0	0	3	10	2	0	29	11	7	3	0	10	20	9	1	2	10	24	23	14	9	11									
		0.73%	0.28%	1.67%	0.00%	0.00%	1.29%	0.00%	0.00%	0.18%	0.77%	0.12%	0.00%	2.05%	0.94%	0.57%	1.28%	0.00%	0.83%	1.63%	0.42%	0.51%	0.12%	0.59%	1.69%	1.11%	1.11%	0.44%	0.91%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	23514	537	800	526	526	371	786	305	1142	928	1272	550	1125	892	953	177	298	952	907	1928	163	1281	1385	1069	1522	927	1325	867									
		75.79%	75.10%	63.69%	76.79%	80.18%	79.96%	85.06%	71.93%	70.02%	71.38%	77.09%	74.93%	79.56%	75.98%	77.73%	75.64%	90.30%	79.14%	74.10%	88.97%	82.74%	74.91%	81.61%	75.39%	73.38%	73.22%	64.79%	71.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	127	1	7	0	2	0	0	0	0	6	0	0	10	8	9	0	0	4	4	6	1	1	7	10	25	10	8	8									
		0.41%	0.14%	0.56%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.71%	0.68%	0.73%	0.00%	0.00%	0.33%	0.33%	0.28%	0.51%	0.06%	0.41%	0.71%	1.21%	0.79%	0.39%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	42	0	1	0	2	0	0	0	4	2	0	0	0	1	0	0	0	1	1	2	1	1	1	2	16	4	3	0									
		0.14%	0.00%	0.08%	0.00%	0.30%	0.00%	0.00%	0.00%	0.25%	0.15%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.08%	0.08%	0.09%	0.51%	0.06%	0.06%	0.14%	0.77%	0.32%	0.15%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2883	21	168	21	42	33	37	36	151	174	197	92	124	94	87	32	14	86	120	92	13	200	126	134	254	133	245	157									
		9.29%	2.94%	13.38%	3.07%	6.40%	7.11%	4.00%	8.49%	9.26%	13.38%	11.94%	12.53%	8.77%	8.01%	7.10%	13.68%	4.24%	7.15%	9.80%	4.25%	6.60%	11.70%	7.42%	9.45%	12.25%	10.51%	11.98%	12.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	74	0	3	0	0	0	0	5	1	3	0	0	2	2	3	0	0	5	11	3	0	2	2	2	22	1	7	0									
		0.24%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	1.18%	0.06%	0.23%	0.00%	0.00%	0.14%	0.17%	0.24%	0.00%	0.00%	0.42%	0.90%	0.14%	0.00%	0.12%	0.12%	0.14%	1.06%	0.08%	0.34%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	921	129	95	113	51	22	83	34	95	23	20	16	7	10	28	0	0	11	9	6	1	19	17	14	20	13	75	10									
		2.97%	18.04%	7.56%	16.50%	7.77%	4.74%	8.98%	8.02%	5.82%	1.77%	1.21%	2.18%	0.50%	0.85%	2.28%	0.00%	0.00%	0.91%	0.74%	0.28%	0.51%	1.11%	1.00%	0.99%	0.96%	1.03%	3.67%	0.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	2	1	1	0	2	17	2	1	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.17%	0.16%	0.09%	0.51%	0.06%	0.00%	0.14%	0.82%	0.16%	0.05%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	154	3	19	0	3	4	0	10	3	3	0	0	4	16	4	2	0	9	8	8	0	2	3	6	15	4	16	12									
		0.50%	0.42%	1.51%	0.00%	0.46%	0.86%	0.00%	2.36%	0.18%	0.23%	0.00%	0.00%	0.28%	1.36%	0.33%	0.85%	0.00%	0.75%	0.65%	0.37%	0.00%	0.12%	0.18%	0.42%	0.72%	0.32%	0.78%	0.99%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1868	20	88	8	21	21	18	14	139	83	118	54	63	102	66	8	18	72	83	19	6	168	83	90	88	118	224	76									
		6.02%	2.80%	7.01%	1.17%	3.20%	4.53%	1.95%	3.30%	8.52%	6.38%	7.15%	7.36%	4.46%	8.69%	5.38%	3.42%	5.45%	5.99%	6.78%	0.88%	3.05%	9.82%	4.89%	6.35%	4.24%	9.32%	10.95%	6.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	0	0	0	0	0	0	0	3	0	0	0	5	1	5	0	0	2	5	4	0	3	1	3	9	7	5	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.35%	0.09%	0.41%	0.00%	0.00%	0.17%	0.41%	0.18%	0.00%	0.18%	0.06%	0.21%	0.43%	0.55%	0.24%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	508	0	18	10	5	3	0	9	61	35	39	22	9	20	25	4	0	11	10	12	3	27	16	20	18	4	102	25									
		1.64%	0.00%	1.43%	1.46%	0.76%	0.65%	0.00%	2.12%	3.74%	2.69%	2.36%	2.99%	0.64%	1.70%	2.04%	1.71%	0.00%	0.91%	0.82%	0.55%	1.52%	1.58%	0.94%	1.41%	0.87%	0.32%	4.99%	2.07%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
