Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Хотынецкая																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724									
		0.41%	0.24%	0.67%	0.00%	0.83%	0.22%	0.46%	0.36%	0.00%	0.27%	0.28%	0.00%	1.08%	0.42%	0.34%	1.28%	0.13%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	64	20	0	0	4	0	1	16	2	0	0	1	13	0	5	2	0									
		1.05%	4.72%	0.00%	0.00%	1.66%	0.00%	0.46%	5.76%	1.04%	0.00%	0.00%	0.39%	4.68%	0.00%	0.42%	0.36%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	42	7	1	1	2	1	0	7	1	1	1	1	9	2	3	2	3									
		0.69%	1.65%	0.67%	0.76%	0.83%	0.22%	0.00%	2.52%	0.52%	0.27%	0.28%	0.39%	3.24%	0.84%	0.25%	0.36%	0.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3589	266	91	82	137	277	126	132	128	225	232	156	166	133	734	315	389									
		59.05%	62.74%	60.67%	62.12%	56.85%	61.42%	57.80%	47.48%	66.67%	61.64%	64.99%	61.18%	59.71%	56.12%	61.73%	57.38%	51.05%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	8	0	0	0	0	1	0	1	0	0	0	0	3	1	2	0	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	1.08%	0.42%	0.17%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	2	1	0	1	0	0	0	1	0	2	0	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.44%	0.46%	0.00%	0.52%	0.00%	0.00%	0.00%	0.36%	0.00%	0.17%	0.00%	0.13%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	362	55	8	4	30	19	16	32	7	24	14	18	34	16	15	42	28									
		5.96%	12.97%	5.33%	3.03%	12.45%	4.21%	7.34%	11.51%	3.65%	6.58%	3.92%	7.06%	12.23%	6.75%	1.26%	7.65%	3.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	3									
		0.15%	0.00%	0.67%	0.00%	0.41%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.39%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	14	1	1	1	1	2	0	1	0	0	0	0	2	2	0	2	1									
		0.23%	0.24%	0.67%	0.76%	0.41%	0.44%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.72%	0.84%	0.00%	0.36%	0.13%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	1	0	2	0	1	0	1	0	0	1	0	0	0	1									
		0.12%	0.00%	0.00%	0.76%	0.00%	0.44%	0.00%	0.36%	0.00%	0.27%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	0	1	0	1	2	0	2	0	0	0	0	0	1	3	0	3									
		0.21%	0.00%	0.67%	0.00%	0.41%	0.44%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.25%	0.00%	0.39%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1794	63	45	40	56	136	67	72	52	111	108	78	36	74	380	172	304									
		29.52%	14.86%	30.00%	30.30%	23.24%	30.16%	30.73%	25.90%	27.08%	30.41%	30.25%	30.59%	12.95%	31.22%	31.96%	31.33%	39.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	0	1	1	3	0	0	0	0	0	0	1	0	2	1	1									
		0.16%	0.00%	0.00%	0.76%	0.41%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.17%	0.18%	0.13%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	59	7	1	1	2	2	3	5	1	2	1	1	4	3	20	3	3									
		0.97%	1.65%	0.67%	0.76%	0.83%	0.44%	1.38%	1.80%	0.52%	0.55%	0.28%	0.39%	1.44%	1.27%	1.68%	0.55%	0.39%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
