Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Оренбургская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	630	20	6	4	15	10	8	3	3	20	10	3	15	2	4	10	4	30	5	20	8	20	3	3	4	4	8	6	8	9	4	15	15	5	3	7	10	25	7	4	10	20	20	10	8	6	13	15	25	20	40	18	18	15	5	12	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	130	10	3	0	5	1	2	0	0	0	6	0	1	0	1	1	0	9	1	3	2	10	0	0	0	0	0	1	3	5	2	0	0	0	0	3	0	2	0	4	0	4	4	1	0	1	1	4	9	8	0	1	0	6	0	12	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	216	9	2	0	3	3	3	3	3	3	3	2	1	0	0	4	0	9	1	4	3	4	0	0	0	6	2	4	2	0	1	3	2	1	2	1	3	9	6	3	3	4	4	7	10	2	5	0	7	4	0	2	0	9	38	3	2	11					
14	Число погашенных открепительных удостоверений	500	10	3	4	10	9	6	3	3	20	4	3	14	2	3	9	4	21	4	17	6	10	3	3	4	4	8	5	5	4	2	15	15	5	3	4	10	23	7	0	10	16	16	9	8	5	12	11	16	12	40	17	18	9	5	0	3	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	379	7	3	0	17	4	5	6	1	5	9	4	7	1	6	9	4	16	2	11	5	11	5	1	8	1	4	9	6	7	0	7	9	7	0	8	5	19	5	4	11	8	9	8	8	8	5	3	13	12	12	5	7	10	3	11	2	6					
		1.53%	0.72%	1.76%	0.0%	2.18%	1.04%	1.47%	4.16%	1.17%	0.65%	2.32%	2.87%	1.51%	0.94%	3.24%	2.25%	1.48%	1.27%	2.10%	1.86%	1.37%	1.14%	3.54%	0.99%	4.79%	0.43%	1.33%	3.18%	1.63%	1.74%	0.0%	1.60%	1.82%	3.28%	0.0%	1.97%	1.07%	1.63%	3.40%	1.48%	2.77%	1.53%	1.52%	1.71%	1.90%	3.11%	0.93%	0.32%	1.12%	1.37%	2.38%	2.04%	5.30%	1.25%	1.02%	1.27%	0.44%	1.11%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	896	22	0	1	27	11	13	4	9	19	27	8	21	4	11	17	7	55	6	11	8	34	8	0	3	7	8	5	13	14	1	7	19	11	10	18	22	47	13	7	13	17	26	16	11	9	30	21	37	16	18	14	1	44	2	30	46	17					
		3.62%	2.28%	0.0%	1.31%	3.47%	2.88%	3.83%	2.77%	10.58%	2.50%	6.97%	5.75%	4.54%	3.77%	5.94%	4.25%	2.59%	4.37%	6.31%	1.86%	2.20%	3.53%	5.67%	0.0%	1.79%	3.01%	2.66%	1.76%	3.53%	3.49%	0.90%	1.60%	3.84%	5.16%	6.09%	4.44%	4.72%	4.03%	8.84%	2.59%	3.27%	3.25%	4.39%	3.43%	2.61%	3.50%	5.63%	2.30%	3.19%	1.83%	3.57%	5.71%	0.75%	5.52%	0.68%	3.48%	10.33%	3.17%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	739	18	5	2	25	10	17	6	2	17	4	1	15	0	6	12	20	28	2	12	10	28	3	1	6	7	7	4	12	14	8	11	13	8	5	23	20	37	10	6	10	14	21	12	19	4	18	36	24	21	13	4	7	30	6	27	13	25					
		2.99%	1.87%	2.94%	2.63%	3.21%	2.62%	5.01%	4.16%	2.35%	2.24%	1.03%	0.71%	3.24%	0.0%	3.24%	3.0%	7.40%	2.22%	2.10%	2.03%	2.75%	2.91%	2.12%	0.99%	3.59%	3.01%	2.33%	1.41%	3.26%	3.49%	7.27%	2.52%	2.63%	3.75%	3.04%	5.67%	4.29%	3.17%	6.80%	2.22%	2.51%	2.68%	3.54%	2.57%	4.51%	1.55%	3.38%	3.94%	2.07%	2.40%	2.58%	1.63%	5.30%	3.76%	2.04%	3.13%	2.92%	4.66%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	643	8	1	0	10	11	7	3	0	19	13	3	5	4	3	6	1	48	3	21	13	16	0	2	10	3	5	4	7	0	2	4	13	2	8	5	25	53	10	9	11	14	12	8	11	4	12	23	29	21	15	1	1	19	4	49	40	12					
		2.60%	0.83%	0.58%	0.0%	1.28%	2.88%	2.06%	2.08%	0.0%	2.50%	3.35%	2.15%	1.08%	3.77%	1.62%	1.5%	0.37%	3.82%	3.15%	3.55%	3.58%	1.66%	0.0%	1.98%	5.98%	1.29%	1.66%	1.41%	1.90%	0.0%	1.81%	0.91%	2.63%	0.93%	4.87%	1.23%	5.36%	4.54%	6.80%	3.33%	2.77%	2.68%	2.02%	1.71%	2.61%	1.55%	2.25%	2.51%	2.50%	2.40%	2.98%	0.40%	0.75%	2.38%	1.36%	5.69%	8.98%	2.23%					
22	"5. ""За Русь Святую"""	117	2	0	0	3	1	0	1	1	1	3	3	1	0	2	1	7	1	2	4	5	8	0	0	0	1	2	1	1	0	1	2	5	0	0	2	1	9	0	0	2	0	3	4	5	0	1	6	4	4	0	0	0	6	1	4	2	4					
		0.47%	0.20%	0.0%	0.0%	0.38%	0.26%	0.0%	0.69%	1.17%	0.13%	0.77%	2.15%	0.21%	0.0%	1.08%	0.25%	2.59%	0.07%	2.10%	0.67%	1.37%	0.83%	0.0%	0.0%	0.0%	0.43%	0.66%	0.35%	0.27%	0.0%	0.90%	0.45%	1.01%	0.0%	0.0%	0.49%	0.21%	0.77%	0.0%	0.0%	0.50%	0.0%	0.50%	0.85%	1.18%	0.0%	0.18%	0.65%	0.34%	0.45%	0.0%	0.0%	0.0%	0.75%	0.34%	0.46%	0.44%	0.74%					
23	"6. ""Объединенная Российская партия ""Русь"""	86	2	0	0	3	2	1	1	0	5	1	1	1	1	0	1	0	2	0	2	6	4	0	0	0	0	0	1	0	5	1	0	0	3	0	1	2	0	2	3	1	4	1	3	0	0	1	3	6	4	1	2	1	1	0	3	1	3					
		0.34%	0.20%	0.0%	0.0%	0.38%	0.52%	0.29%	0.69%	0.0%	0.65%	0.25%	0.71%	0.21%	0.94%	0.0%	0.25%	0.0%	0.15%	0.0%	0.33%	1.65%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	1.24%	0.90%	0.0%	0.0%	1.40%	0.0%	0.24%	0.42%	0.0%	1.36%	1.11%	0.25%	0.76%	0.16%	0.64%	0.0%	0.0%	0.18%	0.32%	0.51%	0.45%	0.19%	0.81%	0.75%	0.12%	0.0%	0.34%	0.22%	0.55%					
24	"7. ""Новый курс - Автомобильная Россия"""	147	0	0	0	7	2	3	1	0	1	1	1	1	1	0	0	2	14	0	6	2	5	0	0	0	0	0	0	0	2	0	0	7	1	0	2	2	7	2	0	6	4	4	1	0	2	4	6	17	2	2	3	0	8	1	7	7	3					
		0.59%	0.0%	0.0%	0.0%	0.89%	0.52%	0.88%	0.69%	0.0%	0.13%	0.25%	0.71%	0.21%	0.94%	0.0%	0.0%	0.74%	1.11%	0.0%	1.01%	0.55%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	1.41%	0.46%	0.0%	0.49%	0.42%	0.60%	1.36%	0.0%	1.51%	0.76%	0.67%	0.21%	0.0%	0.77%	0.75%	0.65%	1.46%	0.22%	0.39%	1.22%	0.0%	1.00%	0.34%	0.81%	1.57%	0.55%					
25	"8. ""Народно-республиканская партия России"""	45	1	0	0	1	1	0	0	0	2	1	5	1	0	0	1	1	0	0	3	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	3	1	2	2	0	1	1	1	0	3	0	0	0	2	1	4	0	0					
		0.18%	0.10%	0.0%	0.0%	0.12%	0.26%	0.0%	0.0%	0.0%	0.26%	0.25%	3.59%	0.21%	0.0%	0.0%	0.25%	0.37%	0.0%	0.0%	0.50%	0.0%	0.20%	0.0%	0.99%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.75%	0.19%	0.33%	0.42%	0.0%	0.38%	0.18%	0.10%	0.0%	0.34%	0.0%	0.0%	0.0%	0.25%	0.34%	0.46%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	78	2	0	0	1	3	0	1	0	1	2	0	2	0	0	0	1	8	1	4	0	4	0	0	0	0	0	2	1	0	0	2	1	1	2	2	1	2	0	1	1	1	1	4	6	0	0	2	4	3	3	0	1	3	0	2	2	0					
		0.31%	0.20%	0.0%	0.0%	0.12%	0.78%	0.0%	0.69%	0.0%	0.13%	0.51%	0.0%	0.43%	0.0%	0.0%	0.0%	0.37%	0.63%	1.05%	0.67%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.27%	0.0%	0.0%	0.45%	0.20%	0.46%	1.21%	0.49%	0.21%	0.17%	0.0%	0.37%	0.25%	0.19%	0.16%	0.85%	1.42%	0.0%	0.0%	0.21%	0.34%	0.34%	0.59%	0.0%	0.75%	0.37%	0.0%	0.23%	0.44%	0.0%					
27	"10. ""Аграрная партия России"""	1465	35	5	1	86	36	13	7	2	111	33	3	20	11	12	26	40	48	0	20	11	81	17	9	15	7	13	41	64	35	8	24	29	14	9	25	12	97	6	16	20	52	65	36	15	4	34	13	13	18	48	12	10	21	2	40	10	10					
		5.92%	3.63%	2.94%	1.31%	11.05%	9.44%	3.83%	4.86%	2.35%	14.64%	8.52%	2.15%	4.32%	10.37%	6.48%	6.5%	14.81%	3.82%	0.0%	3.38%	3.03%	8.42%	12.05%	8.91%	8.98%	3.01%	4.33%	14.48%	17.39%	8.72%	7.27%	5.50%	5.87%	6.57%	5.48%	6.17%	2.57%	8.32%	4.08%	5.92%	5.03%	9.96%	10.97%	7.72%	3.56%	1.55%	6.39%	1.42%	1.12%	2.05%	9.54%	4.89%	7.57%	2.63%	0.68%	4.65%	2.24%	1.86%					
28	"11. ""Истинные патриоты России"""	61	1	0	0	2	2	0	0	0	1	0	0	1	1	2	2	0	0	0	0	0	8	0	0	5	0	6	4	1	3	0	0	0	2	0	0	0	1	0	0	0	7	2	0	0	0	0	0	3	2	1	2	0	1	0	1	0	0					
		0.24%	0.10%	0.0%	0.0%	0.25%	0.52%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.21%	0.94%	1.08%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.0%	2.99%	0.0%	2.0%	1.41%	0.27%	0.74%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	1.34%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.22%	0.19%	0.81%	0.0%	0.12%	0.0%	0.11%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	233	19	0	0	3	5	4	1	0	5	1	6	1	5	1	5	0	12	1	5	1	11	0	1	2	5	4	0	6	7	0	6	7	4	1	2	5	16	0	2	2	1	3	6	7	2	2	10	4	14	4	0	0	12	1	4	4	3					
		0.94%	1.97%	0.0%	0.0%	0.38%	1.31%	1.17%	0.69%	0.0%	0.65%	0.25%	4.31%	0.21%	4.71%	0.54%	1.25%	0.0%	0.95%	1.05%	0.84%	0.27%	1.14%	0.0%	0.99%	1.19%	2.15%	1.33%	0.0%	1.63%	1.74%	0.0%	1.37%	1.41%	1.87%	0.60%	0.49%	1.07%	1.37%	0.0%	0.74%	0.50%	0.19%	0.50%	1.28%	1.66%	0.77%	0.37%	1.09%	0.34%	1.60%	0.79%	0.0%	0.0%	1.50%	0.34%	0.46%	0.89%	0.55%					
30	"13. ""Демократическая партия России"""	79	1	1	0	4	0	2	0	2	2	0	0	2	0	2	2	0	4	1	5	1	4	1	0	0	1	0	1	2	1	0	0	1	4	0	2	0	5	0	1	0	1	6	0	0	1	0	2	6	2	0	0	0	3	1	4	0	1					
		0.31%	0.10%	0.58%	0.0%	0.51%	0.0%	0.58%	0.0%	2.35%	0.26%	0.0%	0.0%	0.43%	0.0%	1.08%	0.5%	0.0%	0.31%	1.05%	0.84%	0.27%	0.41%	0.70%	0.0%	0.0%	0.43%	0.0%	0.35%	0.54%	0.24%	0.0%	0.0%	0.20%	1.87%	0.0%	0.49%	0.0%	0.42%	0.0%	0.37%	0.0%	0.19%	1.01%	0.0%	0.0%	0.38%	0.0%	0.21%	0.51%	0.22%	0.0%	0.0%	0.0%	0.37%	0.34%	0.46%	0.0%	0.18%					
31	"14. ""Великая Россия - Евразийский Союз"""	66	1	1	0	6	1	0	0	0	2	0	0	0	1	1	1	1	3	0	5	0	1	1	0	5	0	0	3	1	1	0	1	0	0	1	0	0	1	0	0	0	1	3	0	1	1	0	4	3	1	0	1	2	3	1	6	0	1					
		0.26%	0.10%	0.58%	0.0%	0.77%	0.26%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.94%	0.54%	0.25%	0.37%	0.23%	0.0%	0.84%	0.0%	0.10%	0.70%	0.0%	2.99%	0.0%	0.0%	1.06%	0.27%	0.24%	0.0%	0.22%	0.0%	0.0%	0.60%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.19%	0.50%	0.0%	0.23%	0.38%	0.0%	0.43%	0.25%	0.11%	0.0%	0.40%	1.51%	0.37%	0.34%	0.69%	0.0%	0.18%					
32	"15. ""Партия СЛОН"""	47	1	0	0	2	0	1	0	0	0	8	0	6	0	0	0	1	1	0	0	1	2	0	1	1	0	0	0	1	0	2	0	0	0	0	1	1	1	0	1	1	1	2	0	0	1	0	0	6	0	0	0	0	1	0	0	2	1					
		0.19%	0.10%	0.0%	0.0%	0.25%	0.0%	0.29%	0.0%	0.0%	0.0%	2.06%	0.0%	1.29%	0.0%	0.0%	0.0%	0.37%	0.07%	0.0%	0.0%	0.27%	0.20%	0.0%	0.99%	0.59%	0.0%	0.0%	0.0%	0.27%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%	0.24%	0.21%	0.08%	0.0%	0.37%	0.25%	0.19%	0.33%	0.0%	0.0%	0.38%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.44%	0.18%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1780	25	6	2	44	21	16	8	6	55	39	3	24	13	11	24	16	121	2	44	28	88	5	0	8	5	11	16	14	9	1	29	32	3	14	13	32	77	9	13	26	43	56	41	37	15	37	114	126	70	36	21	4	78	19	79	72	19					
		7.20%	2.59%	3.52%	2.63%	5.65%	5.51%	4.71%	5.55%	7.05%	7.25%	10.07%	2.15%	5.19%	12.26%	5.94%	6.0%	5.92%	9.63%	2.10%	7.44%	7.71%	9.15%	3.54%	0.0%	4.79%	2.15%	3.66%	5.65%	3.80%	2.24%	0.90%	6.65%	6.47%	1.40%	8.53%	3.20%	6.86%	6.60%	6.12%	4.81%	6.54%	8.23%	9.45%	8.79%	8.78%	5.83%	6.95%	12.48%	10.87%	8.00%	7.15%	8.57%	3.03%	9.78%	6.48%	9.18%	16.17%	3.54%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	77	5	1	0	1	3	1	1	0	0	0	2	3	1	1	1	1	3	0	0	0	4	1	0	0	1	4	3	1	2	0	1	0	0	1	1	3	4	0	0	0	2	0	4	0	1	2	2	8	3	1	0	0	1	0	1	0	2					
		0.31%	0.51%	0.58%	0.0%	0.12%	0.78%	0.29%	0.69%	0.0%	0.0%	0.0%	1.43%	0.64%	0.94%	0.54%	0.25%	0.37%	0.23%	0.0%	0.0%	0.0%	0.41%	0.70%	0.0%	0.0%	0.43%	1.33%	1.06%	0.27%	0.49%	0.0%	0.22%	0.0%	0.0%	0.60%	0.24%	0.64%	0.34%	0.0%	0.0%	0.0%	0.38%	0.0%	0.85%	0.0%	0.38%	0.37%	0.21%	0.69%	0.34%	0.19%	0.0%	0.0%	0.12%	0.0%	0.11%	0.0%	0.37%					
35	"18. ""ЛДПР"""	4262	113	9	2	109	62	51	13	1	129	64	27	62	2	24	87	68	261	21	102	64	129	6	2	2	35	39	40	64	106	21	88	120	30	26	60	87	223	31	42	99	80	117	94	95	71	89	134	220	156	93	56	13	136	56	164	33	134					
		17.24%	11.74%	5.29%	2.63%	14.01%	16.27%	15.04%	9.02%	1.17%	17.01%	16.53%	19.42%	13.41%	1.88%	12.97%	21.75%	25.18%	20.78%	22.10%	17.25%	17.63%	13.42%	4.25%	1.98%	1.19%	15.08%	13.0%	14.13%	17.39%	26.43%	19.09%	20.18%	24.29%	14.08%	15.85%	14.81%	18.66%	19.14%	21.08%	15.55%	24.93%	15.32%	19.76%	20.17%	22.56%	27.62%	16.72%	14.67%	18.98%	17.84%	18.48%	22.85%	9.84%	17.06%	19.11%	19.06%	7.41%	25.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	400	17	1	0	11	7	7	2	1	10	4	3	8	1	5	4	2	18	8	12	11	19	4	2	0	0	2	3	6	8	3	12	10	8	4	5	6	10	1	8	4	6	9	13	16	7	8	8	17	17	4	4	1	15	7	7	7	7					
		1.61%	1.76%	0.58%	0.0%	1.41%	1.83%	2.06%	1.38%	1.17%	1.31%	1.03%	2.15%	1.73%	0.94%	2.70%	1.0%	0.74%	1.43%	8.42%	2.03%	3.03%	1.97%	2.83%	1.98%	0.0%	0.0%	0.66%	1.06%	1.63%	1.99%	2.72%	2.75%	2.02%	3.75%	2.43%	1.23%	1.28%	0.85%	0.68%	2.96%	1.00%	1.14%	1.52%	2.78%	3.80%	2.72%	1.50%	0.87%	1.46%	1.94%	0.79%	1.63%	0.75%	1.88%	2.38%	0.81%	1.57%	1.30%					
37	"20. ""Политическая партия ""Единая Россия"""	6732	238	20	3	204	106	91	55	20	192	97	40	124	27	43	108	46	320	19	140	69	189	29	24	58	70	53	62	70	96	17	121	118	51	45	112	111	286	36	104	104	152	136	119	116	90	187	306	404	309	131	76	58	211	144	260	143	172					
		27.23%	24.74%	11.76%	3.94%	26.22%	27.82%	26.84%	38.19%	23.52%	25.32%	25.06%	28.77%	26.83%	25.47%	23.24%	27.0%	17.03%	25.47%	20.0%	23.68%	19.00%	19.66%	20.56%	23.76%	34.73%	30.17%	17.66%	21.90%	19.02%	23.94%	15.45%	27.75%	23.88%	23.94%	27.43%	27.65%	23.81%	24.54%	24.48%	38.51%	26.19%	29.11%	22.97%	25.53%	27.55%	35.01%	35.15%	33.51%	34.85%	35.35%	26.04%	31.02%	43.93%	26.47%	49.14%	30.23%	32.13%	32.08%					
38	"21. ""Российская Конституционно-демократическая партия"""	41	2	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	1	0	0	1	0	1	2	1	1	0	0	0	0	1	1	0	0	0	3	0	3	3	1	2	0	0	0	1	0	1	1	2	1	0	0					
		0.16%	0.20%	0.58%	0.0%	0.25%	0.26%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.33%	0.27%	0.0%	1.41%	0.99%	0.0%	0.0%	0.33%	0.0%	0.27%	0.49%	0.90%	0.22%	0.0%	0.0%	0.0%	0.0%	0.21%	0.08%	0.0%	0.0%	0.0%	0.57%	0.0%	0.64%	0.71%	0.38%	0.37%	0.0%	0.0%	0.0%	0.19%	0.0%	0.75%	0.12%	0.68%	0.11%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	61	0	0	0	3	1	1	0	1	1	0	0	5	1	1	0	0	3	0	5	1	2	0	0	0	1	0	0	1	0	2	2	1	1	1	1	1	2	0	0	0	0	0	1	0	0	0	0	7	0	1	1	0	0	1	4	4	4					
		0.24%	0.0%	0.0%	0.0%	0.38%	0.26%	0.29%	0.0%	1.17%	0.13%	0.0%	0.0%	1.08%	0.94%	0.54%	0.0%	0.0%	0.23%	0.0%	0.84%	0.27%	0.20%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.27%	0.0%	1.81%	0.45%	0.20%	0.46%	0.60%	0.24%	0.21%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.19%	0.40%	0.0%	0.0%	0.34%	0.46%	0.89%	0.74%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4435	390	102	58	123	70	61	26	22	138	43	14	94	25	34	68	33	212	15	128	87	242	47	42	37	68	110	51	69	59	35	91	69	36	28	79	75	152	12	25	59	82	66	70	55	16	70	175	140	158	87	29	13	124	15	104	37	65					
		17.94%	40.54%	60.0%	76.31%	15.80%	18.37%	17.99%	18.05%	25.88%	18.20%	11.11%	10.07%	20.34%	23.58%	18.37%	17.0%	12.22%	16.87%	15.78%	21.65%	23.96%	25.18%	33.33%	41.58%	22.15%	29.31%	36.66%	18.02%	18.75%	14.71%	31.81%	20.87%	13.96%	16.90%	17.07%	19.50%	16.09%	13.04%	8.16%	9.25%	14.86%	15.70%	11.14%	15.02%	13.06%	6.22%	13.15%	19.16%	12.07%	18.07%	17.29%	11.83%	9.84%	15.55%	5.11%	12.09%	8.31%	12.12%					
																																																																
41	Против всех	1220	34	2	6	53	9	20	2	6	31	29	7	36	4	11	17	10	62	6	35	22	47	7	10	6	11	20	15	18	15	5	12	29	12	7	32	42	84	10	20	16	19	39	15	14	16	18	27	50	28	16	9	7	45	18	42	20	17					
