Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																								
Дата голосования: 02.12.2007																																																																								
																																																																								
Наименование Избирательной комиссии:    Красносулинская районная																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №2225	УИК №2236	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2434	УИК №2537					
		0.40%	0.21%	0.20%	0.22%	0.54%	0.00%	0.00%	0.70%	1.54%	0.85%	0.58%	0.00%	0.40%	0.39%	0.20%	0.36%	0.16%	0.74%	0.38%	0.94%	0.60%	0.55%	0.68%	0.89%	0.85%	0.61%	0.40%	0.12%	0.77%	0.74%	0.78%	0.00%	0.00%	0.13%	0.08%	0.00%	0.15%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.18%	0.90%	0.00%	0.68%	0.21%	0.23%	0.00%	0.34%	0.00%	0.00%	0.41%	1.38%	0.43%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.51%	0.93%	0.00%	0.00%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
