Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Южская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	80	10	5	7	8	8	8	3	1	0	2	7	3	0	5	9	0	0	0	4	0									
		0.88%	0.69%	0.77%	1.02%	1.44%	0.82%	1.14%	0.64%	0.61%	0.00%	0.77%	0.84%	0.98%	0.00%	1.96%	2.28%	0.00%	0.00%	0.00%	1.27%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	227	36	21	13	17	19	17	13	5	2	8	22	13	9	4	17	2	1	2	4	2									
		2.50%	2.49%	3.22%	1.90%	3.06%	1.94%	2.43%	2.78%	3.05%	2.06%	3.07%	2.65%	4.26%	2.76%	1.57%	4.30%	1.45%	0.88%	2.06%	1.27%	0.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	212	23	19	19	15	14	18	19	6	5	8	24	5	8	4	10	1	6	3	2	3									
		2.33%	1.59%	2.91%	2.78%	2.70%	1.43%	2.57%	4.07%	3.66%	5.15%	3.07%	2.89%	1.64%	2.45%	1.57%	2.53%	0.72%	5.26%	3.09%	0.63%	0.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4821	807	329	373	223	572	347	199	102	48	162	314	104	238	113	187	87	72	54	237	253									
		52.99%	55.77%	50.38%	54.61%	40.18%	58.31%	49.50%	42.61%	62.20%	49.48%	62.07%	37.79%	34.10%	73.01%	44.31%	47.34%	63.04%	63.16%	55.67%	75.00%	81.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	72	19	6	4	7	8	3	8	1	0	0	7	1	2	0	4	0	0	1	1	0									
		0.79%	1.31%	0.92%	0.59%	1.26%	0.82%	0.43%	1.71%	0.61%	0.00%	0.00%	0.84%	0.33%	0.61%	0.00%	1.01%	0.00%	0.00%	1.03%	0.32%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	2	3	1	0	0	0	0	1	0	0	1	3	0	4	2	0	0	0	1	0									
		0.20%	0.14%	0.46%	0.15%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.12%	0.98%	0.00%	1.57%	0.51%	0.00%	0.00%	0.00%	0.32%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1733	237	130	120	130	133	136	96	19	29	45	260	108	34	53	72	30	23	21	26	31									
		19.05%	16.38%	19.91%	17.57%	23.42%	13.56%	19.40%	20.56%	11.59%	29.90%	17.24%	31.29%	35.41%	10.43%	20.78%	18.23%	21.74%	20.18%	21.65%	8.23%	9.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	46	11	2	3	3	3	3	7	0	0	2	4	0	0	0	4	0	0	2	0	2									
		0.51%	0.76%	0.31%	0.44%	0.54%	0.31%	0.43%	1.50%	0.00%	0.00%	0.77%	0.48%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	2.06%	0.00%	0.64%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	6	0	1	3	0	1	2	0	0	1	9	2	1	0	2	0	0	0	0	0									
		0.31%	0.41%	0.00%	0.15%	0.54%	0.00%	0.14%	0.43%	0.00%	0.00%	0.38%	1.08%	0.66%	0.31%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	3	0	0	2	1	1	0	0	0	0	2	2	0	0	0	1	0	1	0	0									
		0.14%	0.21%	0.00%	0.00%	0.36%	0.10%	0.14%	0.00%	0.00%	0.00%	0.00%	0.24%	0.66%	0.00%	0.00%	0.00%	0.72%	0.00%	1.03%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	12	5	4	5	8	12	2	0	0	2	9	3	0	7	4	1	0	2	0	0									
		0.84%	0.83%	0.77%	0.59%	0.90%	0.82%	1.71%	0.43%	0.00%	0.00%	0.77%	1.08%	0.98%	0.00%	2.75%	1.01%	0.72%	0.00%	2.06%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1115	196	73	82	90	138	84	59	19	6	17	112	32	24	48	57	16	9	9	29	15									
		12.26%	13.55%	11.18%	12.01%	16.22%	14.07%	11.98%	12.63%	11.59%	6.19%	6.51%	13.48%	10.49%	7.36%	18.82%	14.43%	11.59%	7.89%	9.28%	9.18%	4.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	2	1	4	2	4	6	0	0	0	5	6	6	4	2	1	0	1	0	2	0									
		0.51%	0.14%	0.15%	0.59%	0.36%	0.41%	0.86%	0.00%	0.00%	0.00%	1.92%	0.72%	1.97%	1.23%	0.78%	0.25%	0.00%	0.88%	0.00%	0.63%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	446	67	39	36	38	52	55	47	8	4	6	32	17	3	11	14	0	2	2	9	4									
		4.90%	4.63%	5.97%	5.27%	6.85%	5.30%	7.85%	10.06%	4.88%	4.12%	2.30%	3.85%	5.57%	0.92%	4.31%	3.54%	0.00%	1.75%	2.06%	2.85%	1.29%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
