Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Кировская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4037	339	266	205	500	193	404	540	152	314	424	453	162	85									
		21.69%	25.07%	25.05%	22.70%	24.63%	9.70%	18.33%	25.02%	17.59%	23.40%	24.91%	24.99%	20.22%	21.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	439	0	42	6	21	10	41	45	24	68	77	89	16	0									
		2.36%	0.00%	3.95%	0.66%	1.03%	0.50%	1.86%	2.09%	2.78%	5.07%	4.52%	4.91%	1.99%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	224	0	0	26	53	7	21	43	23	20	0	0	24	7									
		1.20%	0.00%	0.00%	2.88%	2.61%	0.35%	0.95%	1.99%	2.66%	1.49%	0.00%	0.00%	2.99%	1.79%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
