Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Рыбинская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №2290					
		18.82%	17.03%	14.68%	15.48%	18.31%	20.69%	18.57%	22.95%	23.71%	21.65%	19.60%	14.04%	19.24%	17.78%	17.82%	18.59%	8.22%	20.81%	14.19%	17.27%	19.79%	23.46%	15.97%	21.40%	33.70%	28.13%	29.09%	29.17%	10.73%	18.56%	22.64%	9.80%	17.65%	8.00%	5.26%	22.58%	18.28%	8.86%	16.15%	30.00%	30.94%	0.00%	13.33%	29.27%	18.54%	15.87%	17.79%	19.47%	19.48%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	125	11	11	6	5	0	4	4	4	3	6	3	3	0	1	1	2	5	0	0	5	0	8	0	1	0	0	0	1	1	1	1	2	1	0	3	0	0	3	0	4	0	0	0	6	2	1	10	6					
		0.99%	1.42%	1.52%	0.82%	1.45%	0.00%	0.95%	0.91%	1.37%	0.67%	0.74%	0.86%	0.95%	0.00%	0.99%	0.50%	2.74%	1.45%	0.00%	0.00%	5.21%	0.00%	1.15%	0.00%	1.09%	0.00%	0.00%	0.00%	0.38%	0.34%	1.89%	1.96%	2.35%	4.00%	0.00%	0.60%	0.00%	0.00%	1.86%	0.00%	1.30%	0.00%	0.00%	0.00%	1.18%	0.96%	0.61%	1.32%	0.86%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3038	150	183	198	73	29	89	117	61	95	222	103	54	14	20	48	20	73	41	20	4	28	196	38	11	3	10	4	59	68	10	5	10	5	10	112	30	21	32	16	81	4	19	22	139	28	42	198	223					
		23.96%	19.35%	25.35%	27.12%	21.22%	20.00%	21.19%	26.59%	20.96%	21.21%	27.54%	29.51%	17.03%	31.11%	19.80%	24.12%	27.40%	21.10%	27.70%	18.18%	4.17%	34.57%	28.20%	14.79%	11.96%	9.38%	18.18%	8.33%	22.61%	23.37%	18.87%	9.80%	11.76%	20.00%	26.32%	22.58%	32.26%	26.58%	19.88%	16.00%	26.38%	28.57%	42.22%	26.83%	27.42%	13.46%	25.77%	26.05%	31.95%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	186	18	20	22	3	0	8	4	3	4	12	3	5	0	3	2	0	10	3	1	1	0	10	2	0	0	0	0	4	1	0	0	0	0	0	5	0	1	2	0	5	0	0	0	5	3	0	15	11					
		1.47%	2.32%	2.77%	3.01%	0.87%	0.00%	1.90%	0.91%	1.03%	0.89%	1.49%	0.86%	1.58%	0.00%	2.97%	1.01%	0.00%	2.89%	2.03%	0.91%	1.04%	0.00%	1.44%	0.78%	0.00%	0.00%	0.00%	0.00%	1.53%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	1.27%	1.24%	0.00%	1.63%	0.00%	0.00%	0.00%	0.99%	1.44%	0.00%	1.97%	1.58%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4951	335	277	281	150	64	188	157	115	175	282	139	147	22	56	89	43	140	56	54	48	14	213	104	43	18	26	18	138	103	22	37	52	12	22	169	36	46	76	46	76	6	16	27	178	103	73	249	210					
		39.04%	43.23%	38.37%	38.49%	43.60%	44.14%	44.76%	35.68%	39.52%	39.06%	34.99%	39.83%	46.37%	48.89%	55.45%	44.72%	58.90%	40.46%	37.84%	49.09%	50.00%	17.28%	30.65%	40.47%	46.74%	56.25%	47.27%	37.50%	52.87%	35.40%	41.51%	72.55%	61.18%	48.00%	57.89%	34.07%	38.71%	58.23%	47.20%	46.00%	24.76%	42.86%	35.56%	32.93%	35.11%	49.52%	44.79%	32.76%	30.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	48	1	5	8	1	2	0	2	1	3	3	1	3	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	2	1	2	0	3	1					
		0.38%	0.13%	0.69%	1.10%	0.29%	1.38%	0.00%	0.45%	0.34%	0.67%	0.37%	0.29%	0.95%	0.00%	0.00%	0.00%	0.00%	0.29%	0.68%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	1.89%	0.00%	0.00%	4.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	0.20%	0.96%	0.00%	0.39%	0.14%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
