Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Пышминская 																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №721	УИК №722	УИК №723									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	376	41	29	35	41	29	9	14	20	4	19	0	14	3	6	14	12	11	2	12	22	6	19	5	5	4									
		4.77%	4.76%	5.00%	3.92%	4.54%	4.18%	6.04%	7.41%	5.62%	4.12%	6.15%	0.00%	7.49%	2.14%	6.45%	6.01%	6.06%	4.01%	1.83%	5.61%	4.99%	4.11%	6.53%	1.84%	3.40%	6.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	208	13	16	20	33	11	3	5	4	2	15	0	4	11	5	3	6	16	8	2	8	3	12	5	2	1									
		2.64%	1.51%	2.76%	2.24%	3.65%	1.59%	2.01%	2.65%	1.12%	2.06%	4.85%	0.00%	2.14%	7.86%	5.38%	1.29%	3.03%	5.84%	7.34%	0.93%	1.81%	2.05%	4.12%	1.84%	1.36%	1.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3327	307	216	353	346	279	79	101	183	49	135	18	103	52	39	71	88	127	55	107	190	69	105	152	75	28									
		42.18%	35.66%	37.24%	39.53%	38.27%	40.20%	53.02%	53.44%	51.40%	50.52%	43.69%	36.00%	55.08%	37.14%	41.94%	30.47%	44.44%	46.35%	50.46%	50.00%	43.08%	47.26%	36.08%	55.88%	51.02%	46.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	51	7	1	4	5	8	1	1	2	0	1	1	1	0	1	1	0	1	0	1	3	0	4	3	2	3									
		0.65%	0.81%	0.17%	0.45%	0.55%	1.15%	0.67%	0.53%	0.56%	0.00%	0.32%	2.00%	0.53%	0.00%	1.08%	0.43%	0.00%	0.36%	0.00%	0.47%	0.68%	0.00%	1.37%	1.10%	1.36%	5.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	3	1	0	2	1	0	1	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0									
		0.16%	0.35%	0.17%	0.00%	0.22%	0.14%	0.00%	0.53%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.92%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1522	183	108	159	151	151	27	30	80	17	54	11	24	36	26	45	42	60	16	27	75	46	66	48	30	10									
		19.30%	21.25%	18.62%	17.81%	16.70%	21.76%	18.12%	15.87%	22.47%	17.53%	17.48%	22.00%	12.83%	25.71%	27.96%	19.31%	21.21%	21.90%	14.68%	12.62%	17.01%	31.51%	22.68%	17.65%	20.41%	16.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	4	5	5	3	1	0	1	2	0	0	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0									
		0.34%	0.46%	0.86%	0.56%	0.33%	0.14%	0.00%	0.53%	0.56%	0.00%	0.00%	0.00%	0.00%	1.43%	2.15%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	53	12	6	8	10	6	0	0	1	0	1	0	0	0	0	0	0	1	0	1	5	0	1	1	0	0									
		0.67%	1.39%	1.03%	0.90%	1.11%	0.86%	0.00%	0.00%	0.28%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.47%	1.13%	0.00%	0.34%	0.37%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	2	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.23%	0.00%	0.11%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	6	3	2	8	7	0	0	1	0	3	0	0	0	0	2	1	2	1	0	3	1	1	2	1	1									
		0.57%	0.70%	0.52%	0.22%	0.88%	1.01%	0.00%	0.00%	0.28%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.86%	0.51%	0.73%	0.92%	0.00%	0.68%	0.68%	0.34%	0.74%	0.68%	1.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1610	206	147	211	223	140	21	22	39	8	55	12	32	17	6	87	33	40	19	49	94	12	56	43	25	13									
		20.41%	23.93%	25.34%	23.63%	24.67%	20.17%	14.09%	11.64%	10.96%	8.25%	17.80%	24.00%	17.11%	12.14%	6.45%	37.34%	16.67%	14.60%	17.43%	22.90%	21.32%	8.22%	19.24%	15.81%	17.01%	21.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	5	2	6	4	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	3	0	2	0	0	0									
		0.33%	0.58%	0.34%	0.67%	0.44%	0.00%	0.00%	0.53%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	1.08%	0.00%	0.51%	0.00%	0.00%	0.00%	0.68%	0.00%	0.69%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	339	42	31	56	53	33	5	5	7	5	15	2	3	10	3	5	5	8	2	4	25	5	9	6	0	0									
		4.30%	4.88%	5.34%	6.27%	5.86%	4.76%	3.36%	2.65%	1.97%	5.15%	4.85%	4.00%	1.60%	7.14%	3.23%	2.15%	2.53%	2.92%	1.83%	1.87%	5.67%	3.42%	3.09%	2.21%	0.00%	0.00%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
