Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Муслюмовская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	497	39	36	38	40	43	12	7	9	15	11	6	8	14	11	11	17	16	12	15	9	15	10	12	9	6	24	18	9	10	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	224	18	10	14	10	34	10	2	2	15	11	1	5	7	4	11	9	11	5	0	1	2	3	4	0	0	14	5	5	4	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	70	5	9	6	5	4	2	0	2	2	0	0	0	0	3	0	5	3	2	4	2	0	1	0	0	0	5	2	6	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	273	21	26	24	30	9	2	5	7	0	0	5	3	7	7	0	8	5	7	15	8	13	7	8	9	6	10	13	4	6	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	3	2	3	3	2	0	0	1	2	0	0	2	2	1	0	0	1	5	1	1	1	1	0	0	0	3	1	1	1	0									
		0.23%	0.25%	0.17%	0.24%	0.24%	0.15%	0.00%	0.00%	0.33%	0.41%	0.00%	0.00%	0.74%	0.41%	0.27%	0.00%	0.00%	0.20%	1.27%	0.20%	0.34%	0.20%	0.30%	0.00%	0.00%	0.00%	0.37%	0.16%	0.31%	0.30%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	79	6	5	5	4	2	4	3	2	15	0	3	1	2	0	1	0	1	8	2	1	1	1	2	0	0	4	2	1	3	0									
		0.49%	0.50%	0.43%	0.41%	0.32%	0.15%	1.06%	1.30%	0.67%	3.11%	0.00%	1.43%	0.37%	0.41%	0.00%	0.28%	0.00%	0.20%	2.03%	0.39%	0.34%	0.20%	0.30%	0.54%	0.00%	0.00%	0.49%	0.32%	0.31%	0.91%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	31	1	1	2	1	1	1	0	0	13	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	2	1	0	0	1									
		0.19%	0.08%	0.09%	0.16%	0.08%	0.08%	0.26%	0.00%	0.00%	2.69%	0.28%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.25%	0.20%	0.34%	0.20%	0.30%	0.00%	0.00%	0.00%	0.25%	0.16%	0.00%	0.00%	0.21%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15529	1152	1098	1182	1207	1274	369	226	290	427	350	205	258	473	361	351	528	497	334	497	291	484	322	363	280	208	777	611	319	318	477									
		96.15%	95.60%	94.57%	95.86%	96.64%	96.22%	97.36%	97.84%	96.99%	88.41%	97.77%	97.62%	95.20%	96.53%	97.04%	99.15%	97.78%	98.22%	84.77%	97.45%	97.65%	96.61%	96.12%	98.37%	97.90%	97.65%	95.69%	97.76%	98.15%	96.36%	97.95%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	4	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.08%	0.08%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	82	7	5	3	3	2	1	2	2	8	2	2	2	2	2	1	2	2	12	2	2	1	2	2	2	1	1	2	1	2	4									
		0.51%	0.58%	0.43%	0.24%	0.24%	0.15%	0.26%	0.87%	0.67%	1.66%	0.56%	0.95%	0.74%	0.41%	0.54%	0.28%	0.37%	0.40%	3.05%	0.39%	0.67%	0.20%	0.60%	0.54%	0.70%	0.47%	0.12%	0.32%	0.31%	0.61%	0.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.09%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0									
		0.03%	0.00%	0.09%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.08%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	3	3	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	2	1	0	0	0									
		0.12%	0.25%	0.26%	0.16%	0.08%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.20%	0.00%	0.00%	0.00%	0.00%	0.25%	0.20%	0.00%	0.20%	0.30%	0.00%	0.00%	0.00%	0.25%	0.16%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	239	25	24	17	16	23	4	0	2	12	4	0	5	8	8	1	8	5	21	6	2	6	7	0	4	2	15	3	3	4	4									
		1.48%	2.07%	2.07%	1.38%	1.28%	1.74%	1.06%	0.00%	0.67%	2.48%	1.12%	0.00%	1.85%	1.63%	2.15%	0.28%	1.48%	0.99%	5.33%	1.18%	0.67%	1.20%	2.09%	0.00%	1.40%	0.94%	1.85%	0.48%	0.92%	1.21%	0.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	1	1	12	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0									
		0.14%	0.08%	0.09%	0.97%	0.08%	0.15%	0.00%	0.00%	0.33%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.16%	0.00%	0.30%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	70	3	13	2	9	15	0	0	1	1	1	0	2	0	0	0	2	0	3	0	0	6	0	2	0	2	3	3	0	1	1									
		0.43%	0.25%	1.12%	0.16%	0.72%	1.13%	0.00%	0.00%	0.33%	0.21%	0.28%	0.00%	0.74%	0.00%	0.00%	0.00%	0.37%	0.00%	0.76%	0.00%	0.00%	1.20%	0.00%	0.54%	0.00%	0.94%	0.37%	0.48%	0.00%	0.30%	0.21%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
