Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
Наименование Избирательной комиссии:    Анжеро-Судженская городская																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	650	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	40	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	224	1	0	1	1	5	2	5	2	2	6	3	1	1	1	5	6	1	4	5	4	3	0	3	1	4	2	40	4	0	3	1	0	0	3	3	4	5	0	3	0	5	2	3	1	0	1	0	4	0	1	30	5	8	3	5	4	6	4	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	145	3	3	1	5	4	2	4	1	2	0	0	2	3	5	6	3	3	3	0	1	3	3	1	4	1	0	4	2	10	1	3	2	2	0	2	4	2	1	2	0	1	0	2	2	2	0	3	6	0	2	3	5	10	0	2	3	1	1	2	2					
14	Число погашенных открепительных удостоверений	426	9	10	9	9	5	8	5	8	8	4	7	9	9	9	5	4	9	6	5	6	7	10	7	9	6	8	0	6	10	7	9	10	10	7	7	6	5	10	7	10	5	8	7	9	10	9	10	6	10	9	0	5	2	7	5	6	4	6	7	6					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	"1. ""ЕДИНЕНИЕ"""	424	6	6	8	5	10	11	11	9	4	10	4	13	7	7	4	5	6	4	6	10	2	17	7	15	5	10	9	19	2	3	12	10	2	10	3	7	7	1	6	5	10	3	2	12	1	4	10	8	4	1	6	3	7	10	8	11	10	2	3	11					
		1.19%	1.22%	1.47%	1.20%	1.08%	1.98%	1.54%	1.15%	1.28%	0.76%	1.13%	0.63%	1.53%	1.27%	1.59%	0.69%	0.8%	1.57%	0.84%	0.96%	1.09%	0.38%	2.35%	0.91%	1.55%	0.70%	2.01%	2.12%	2.48%	1.14%	0.90%	2.85%	2.33%	0.48%	1.48%	0.60%	1.01%	1.22%	0.24%	1.63%	1.97%	1.98%	0.73%	0.38%	2.08%	0.57%	0.75%	1.72%	0.86%	1.08%	0.40%	0.61%	0.37%	0.86%	1.05%	1.30%	1.01%	1.07%	0.65%	0.45%	1.72%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	962	42	9	27	3	3	13	15	15	21	18	12	24	26	26	33	24	11	5	9	6	16	13	26	15	24	31	9	26	2	8	17	10	3	19	18	13	17	12	16	2	11	6	9	30	7	12	6	18	3	3	29	27	24	22	22	26	27	10	7	24					
		2.70%	8.57%	2.20%	4.06%	0.65%	0.59%	1.83%	1.58%	2.13%	4.00%	2.04%	1.90%	2.83%	4.73%	5.90%	5.73%	3.84%	2.87%	1.06%	1.44%	0.65%	3.08%	1.80%	3.38%	1.55%	3.38%	6.23%	2.12%	3.40%	1.14%	2.40%	4.04%	2.33%	0.72%	2.82%	3.61%	1.88%	2.97%	2.96%	4.34%	0.79%	2.17%	1.46%	1.73%	5.21%	4.02%	2.25%	1.03%	1.94%	0.81%	1.21%	2.98%	3.36%	2.96%	2.33%	3.57%	2.39%	2.89%	3.27%	1.05%	3.75%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	697	7	8	12	9	16	10	24	7	17	16	18	17	12	12	16	7	10	14	18	18	13	6	9	9	15	2	13	10	5	10	18	7	3	16	8	10	12	11	6	5	12	2	10	12	2	7	9	28	9	1	21	24	14	24	7	28	19	0	7	5					
		1.96%	1.42%	1.96%	1.80%	1.96%	3.16%	1.40%	2.52%	0.99%	3.24%	1.81%	2.86%	2.00%	2.18%	2.72%	2.78%	1.12%	2.61%	2.97%	2.89%	1.96%	2.50%	0.83%	1.17%	0.93%	2.11%	0.40%	3.06%	1.30%	2.87%	3.00%	4.28%	1.63%	0.72%	2.37%	1.60%	1.45%	2.10%	2.71%	1.63%	1.97%	2.37%	0.48%	1.92%	2.08%	1.14%	1.31%	1.55%	3.02%	2.43%	0.40%	2.16%	2.98%	1.73%	2.54%	1.13%	2.58%	2.03%	0.0%	1.05%	0.78%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1604	17	3	16	14	16	14	53	26	17	37	32	22	20	20	24	19	19	33	30	29	16	42	56	64	47	25	12	39	12	14	7	17	7	38	20	45	38	9	2	5	31	21	18	18	8	17	35	58	14	2	59	53	62	45	40	43	52	14	19	19					
		4.51%	3.46%	0.73%	2.40%	3.05%	3.16%	1.97%	5.58%	3.69%	3.24%	4.19%	5.08%	2.59%	3.64%	4.54%	4.17%	3.04%	4.97%	7.00%	4.83%	3.17%	3.08%	5.82%	7.28%	6.63%	6.63%	5.03%	2.83%	5.10%	6.89%	4.20%	1.66%	3.97%	1.69%	5.64%	4.01%	6.53%	6.65%	2.22%	0.54%	1.97%	6.13%	5.12%	3.46%	3.13%	4.59%	3.18%	6.03%	6.27%	3.78%	0.80%	6.07%	6.60%	7.66%	4.76%	6.50%	3.96%	5.57%	4.59%	2.87%	2.97%					
22	"5. ""За Русь Святую"""	148	2	3	2	7	4	5	4	5	2	4	4	3	0	1	1	0	1	2	5	7	1	3	5	1	7	0	2	2	0	2	2	3	0	2	0	4	1	6	2	1	0	3	3	1	0	0	3	2	2	0	2	2	2	5	3	1	4	1	4	4					
		0.41%	0.40%	0.73%	0.30%	1.52%	0.79%	0.70%	0.42%	0.71%	0.38%	0.45%	0.63%	0.35%	0.0%	0.22%	0.17%	0.0%	0.26%	0.42%	0.80%	0.76%	0.19%	0.41%	0.65%	0.10%	0.98%	0.0%	0.47%	0.26%	0.0%	0.60%	0.47%	0.70%	0.0%	0.29%	0.0%	0.58%	0.17%	1.48%	0.54%	0.39%	0.0%	0.73%	0.57%	0.17%	0.0%	0.0%	0.51%	0.21%	0.54%	0.0%	0.20%	0.24%	0.24%	0.52%	0.48%	0.09%	0.42%	0.32%	0.60%	0.62%					
23	"6. ""Объединенная Российская партия ""Русь"""	77	2	1	3	3	0	0	1	0	1	2	1	1	1	0	2	1	0	2	1	2	0	2	1	0	0	1	0	1	1	0	1	2	1	2	2	1	2	2	0	0	4	3	2	1	1	2	2	1	1	0	2	2	2	1	0	4	3	0	0	3					
		0.21%	0.40%	0.24%	0.45%	0.65%	0.0%	0.0%	0.10%	0.0%	0.19%	0.22%	0.15%	0.11%	0.18%	0.0%	0.34%	0.16%	0.0%	0.42%	0.16%	0.21%	0.0%	0.27%	0.13%	0.0%	0.0%	0.20%	0.0%	0.13%	0.57%	0.0%	0.23%	0.46%	0.24%	0.29%	0.40%	0.14%	0.35%	0.49%	0.0%	0.0%	0.79%	0.73%	0.38%	0.17%	0.57%	0.37%	0.34%	0.10%	0.27%	0.0%	0.20%	0.24%	0.24%	0.10%	0.0%	0.36%	0.32%	0.0%	0.0%	0.46%					
24	"7. ""Новый курс - Автомобильная Россия"""	227	4	1	1	2	5	5	9	4	2	4	5	4	3	2	5	4	3	5	3	2	1	8	7	7	3	8	2	4	0	3	4	2	0	7	3	6	5	5	2	4	3	1	5	2	1	4	5	5	3	0	2	0	9	11	3	5	2	4	4	4					
		0.63%	0.81%	0.24%	0.15%	0.43%	0.99%	0.70%	0.94%	0.56%	0.38%	0.45%	0.79%	0.47%	0.54%	0.45%	0.86%	0.64%	0.78%	1.06%	0.48%	0.21%	0.19%	1.10%	0.91%	0.72%	0.42%	1.60%	0.47%	0.52%	0.0%	0.90%	0.95%	0.46%	0.0%	1.04%	0.60%	0.87%	0.87%	1.23%	0.54%	1.58%	0.59%	0.24%	0.96%	0.34%	0.57%	0.75%	0.86%	0.54%	0.81%	0.0%	0.20%	0.0%	1.11%	1.16%	0.48%	0.46%	0.21%	1.31%	0.60%	0.62%					
25	"8. ""Народно-республиканская партия России"""	40	1	0	0	0	1	1	0	0	1	3	0	0	0	1	1	0	1	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	1	0	1	0	1	2	2	2	1	0	3	2	0	0	0	0	3	2	1	0	0	0	0					
		0.11%	0.20%	0.0%	0.0%	0.0%	0.19%	0.14%	0.0%	0.0%	0.19%	0.34%	0.0%	0.0%	0.0%	0.22%	0.17%	0.0%	0.26%	0.0%	0.16%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.57%	0.0%	0.0%	0.0%	0.0%	0.29%	0.20%	0.0%	0.0%	0.24%	0.0%	0.39%	0.0%	0.24%	0.38%	0.34%	1.14%	0.18%	0.0%	0.32%	0.54%	0.0%	0.0%	0.0%	0.0%	0.31%	0.32%	0.09%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	84	0	0	4	3	0	6	0	0	0	0	1	1	2	0	0	2	4	2	3	8	0	0	0	2	1	0	0	2	0	0	0	1	1	2	2	1	2	2	0	1	2	2	0	1	0	2	0	8	1	1	4	1	0	0	3	4	0	2	0	0					
		0.23%	0.0%	0.0%	0.60%	0.65%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.15%	0.11%	0.36%	0.0%	0.0%	0.32%	1.04%	0.42%	0.48%	0.87%	0.0%	0.0%	0.0%	0.20%	0.14%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.23%	0.24%	0.29%	0.40%	0.14%	0.35%	0.49%	0.0%	0.39%	0.39%	0.48%	0.0%	0.17%	0.0%	0.37%	0.0%	0.86%	0.27%	0.40%	0.41%	0.12%	0.0%	0.0%	0.48%	0.36%	0.0%	0.65%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	544	11	7	5	6	4	5	20	13	3	15	11	10	11	6	6	13	5	11	5	7	7	5	10	19	15	5	5	4	1	7	11	7	6	19	10	14	10	7	2	3	15	5	10	7	2	4	5	11	8	5	19	20	11	15	5	14	12	8	14	13					
		1.53%	2.24%	1.71%	0.75%	1.30%	0.79%	0.70%	2.10%	1.84%	0.57%	1.70%	1.74%	1.17%	2.00%	1.36%	1.04%	2.08%	1.30%	2.33%	0.80%	0.76%	1.34%	0.69%	1.30%	1.97%	2.11%	1.00%	1.17%	0.52%	0.57%	2.10%	2.61%	1.63%	1.44%	2.82%	2.00%	2.03%	1.75%	1.72%	0.54%	1.18%	2.97%	1.21%	1.92%	1.21%	1.14%	0.75%	0.86%	1.18%	2.16%	2.02%	1.95%	2.49%	1.35%	1.58%	0.81%	1.29%	1.28%	2.62%	2.11%	2.03%					
28	"11. ""Истинные патриоты России"""	24	0	0	1	0	1	0	0	0	0	2	1	0	2	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	2	1	1	0	0	0	0	0	1	0	0	1	0	0	0					
		0.06%	0.0%	0.0%	0.15%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.22%	0.15%	0.0%	0.36%	0.0%	0.0%	0.48%	0.0%	0.0%	0.32%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.57%	0.37%	0.17%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	226	4	2	1	4	2	1	7	0	5	6	3	7	2	4	3	5	5	4	3	2	3	11	7	4	2	3	2	8	2	4	4	2	2	3	3	4	4	2	5	2	5	1	3	2	4	5	3	6	1	0	3	11	10	5	0	8	4	2	4	2					
		0.63%	0.81%	0.49%	0.15%	0.87%	0.39%	0.14%	0.73%	0.0%	0.95%	0.68%	0.47%	0.82%	0.36%	0.90%	0.52%	0.8%	1.30%	0.84%	0.48%	0.21%	0.57%	1.52%	0.91%	0.41%	0.28%	0.60%	0.47%	1.04%	1.14%	1.20%	0.95%	0.46%	0.48%	0.44%	0.60%	0.58%	0.70%	0.49%	1.35%	0.79%	0.99%	0.24%	0.57%	0.34%	2.29%	0.93%	0.51%	0.64%	0.27%	0.0%	0.30%	1.36%	1.23%	0.52%	0.0%	0.73%	0.42%	0.65%	0.60%	0.31%					
30	"13. ""Демократическая партия России"""	32	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	1	0	1	1	0	1	1	0	0	2	0	0	0	2	0	0	0	0	0	2	0	1	0	0	2	0	2	0	3	1	0	1	0					
		0.09%	0.0%	0.0%	0.0%	0.21%	0.19%	0.14%	0.0%	0.0%	0.0%	0.0%	0.15%	0.11%	0.0%	0.22%	0.0%	0.16%	0.26%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.13%	0.0%	0.30%	0.23%	0.0%	0.24%	0.14%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.27%	0.0%	0.0%	0.24%	0.0%	0.21%	0.0%	0.27%	0.10%	0.0%	0.15%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	49	2	0	0	0	1	1	0	2	1	3	1	0	1	0	4	0	0	1	0	3	2	1	0	1	0	0	1	2	0	0	1	0	0	0	0	2	3	0	2	1	0	0	0	1	0	1	0	2	1	0	0	0	2	0	1	2	2	0	1	0					
		0.13%	0.40%	0.0%	0.0%	0.0%	0.19%	0.14%	0.0%	0.28%	0.19%	0.34%	0.15%	0.0%	0.18%	0.0%	0.69%	0.0%	0.0%	0.21%	0.0%	0.32%	0.38%	0.13%	0.0%	0.10%	0.0%	0.0%	0.23%	0.26%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.29%	0.52%	0.0%	0.54%	0.39%	0.0%	0.0%	0.0%	0.17%	0.0%	0.18%	0.0%	0.21%	0.27%	0.0%	0.0%	0.0%	0.24%	0.0%	0.16%	0.18%	0.21%	0.0%	0.15%	0.0%					
32	"15. ""Партия СЛОН"""	47	0	1	0	1	0	1	0	0	0	1	0	4	1	4	1	1	0	0	0	0	4	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	2	0	1	0	1	0	0	1	0	1	1	4	0	0	3	1	0	0	0	1	2	0	2	3					
		0.13%	0.0%	0.24%	0.0%	0.21%	0.0%	0.14%	0.0%	0.0%	0.0%	0.11%	0.0%	0.47%	0.18%	0.90%	0.17%	0.16%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.13%	0.10%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.14%	0.35%	0.0%	0.27%	0.0%	0.19%	0.0%	0.0%	0.17%	0.0%	0.18%	0.17%	0.43%	0.0%	0.0%	0.30%	0.12%	0.0%	0.0%	0.0%	0.09%	0.21%	0.0%	0.30%	0.46%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2596	31	9	22	15	54	43	77	42	38	62	56	55	46	39	49	53	30	19	45	68	34	58	67	76	72	19	24	50	6	15	24	35	24	46	32	81	44	28	20	21	35	30	31	54	4	32	21	57	27	21	98	90	73	65	47	80	84	27	38	53					
		7.30%	6.32%	2.20%	3.31%	3.26%	10.69%	6.05%	8.11%	5.97%	7.25%	7.02%	8.90%	6.48%	8.37%	8.86%	8.52%	8.48%	7.85%	4.03%	7.24%	7.43%	6.55%	8.04%	8.71%	7.88%	10.16%	3.82%	5.66%	6.54%	3.44%	4.50%	5.71%	8.17%	5.79%	6.83%	6.42%	11.75%	7.70%	6.91%	5.43%	8.30%	6.93%	7.31%	5.96%	9.39%	2.29%	6.00%	3.62%	6.16%	7.29%	8.50%	10.09%	11.20%	9.02%	6.88%	7.64%	7.37%	9.01%	8.85%	5.74%	8.29%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	62	0	0	3	0	3	1	0	2	2	3	0	1	1	0	1	1	0	0	2	3	0	1	1	0	1	2	1	2	0	0	2	0	1	0	0	2	1	1	0	0	1	1	2	1	0	0	0	2	3	0	1	3	0	1	1	3	1	0	3	1					
		0.17%	0.0%	0.0%	0.45%	0.0%	0.59%	0.14%	0.0%	0.28%	0.38%	0.34%	0.0%	0.11%	0.18%	0.0%	0.17%	0.16%	0.0%	0.0%	0.32%	0.32%	0.0%	0.13%	0.13%	0.0%	0.14%	0.40%	0.23%	0.26%	0.0%	0.0%	0.47%	0.0%	0.24%	0.0%	0.0%	0.29%	0.17%	0.24%	0.0%	0.0%	0.19%	0.24%	0.38%	0.17%	0.0%	0.0%	0.0%	0.21%	0.81%	0.0%	0.10%	0.37%	0.0%	0.10%	0.16%	0.27%	0.10%	0.0%	0.45%	0.15%					
35	"18. ""ЛДПР"""	5069	72	61	84	59	70	117	86	100	65	125	74	89	81	53	69	85	56	79	85	131	86	103	78	164	139	94	45	91	25	51	62	73	57	86	55	68	66	62	58	38	68	60	99	88	39	89	110	180	47	36	108	56	106	129	90	268	153	37	93	71					
		14.26%	14.69%	14.95%	12.65%	12.85%	13.86%	16.47%	9.06%	14.22%	12.40%	14.17%	11.76%	10.49%	14.75%	12.04%	12.0%	13.6%	14.65%	16.77%	13.68%	14.33%	16.57%	14.28%	10.14%	17.01%	19.63%	18.91%	10.61%	11.91%	14.36%	15.31%	14.76%	17.05%	13.76%	12.77%	11.04%	9.86%	11.55%	15.30%	15.76%	15.01%	13.46%	14.63%	19.03%	15.30%	22.41%	16.69%	18.96%	19.45%	12.70%	14.57%	11.12%	6.97%	13.10%	13.66%	14.63%	24.70%	16.41%	12.13%	14.04%	11.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	320	2	5	5	6	6	6	4	8	9	8	5	7	9	5	4	3	2	6	3	0	6	5	2	9	5	2	1	9	0	3	5	2	0	3	8	3	1	3	5	5	4	8	5	7	0	4	8	9	3	2	11	9	10	13	4	23	5	4	3	8					
		0.90%	0.40%	1.22%	0.75%	1.30%	1.18%	0.84%	0.42%	1.13%	1.71%	0.90%	0.79%	0.82%	1.63%	1.13%	0.69%	0.48%	0.52%	1.27%	0.48%	0.0%	1.15%	0.69%	0.26%	0.93%	0.70%	0.40%	0.23%	1.17%	0.0%	0.90%	1.19%	0.46%	0.0%	0.44%	1.60%	0.43%	0.17%	0.74%	1.35%	1.97%	0.79%	1.95%	0.96%	1.21%	0.0%	0.75%	1.37%	0.97%	0.81%	0.80%	1.13%	1.12%	1.23%	1.37%	0.65%	2.11%	0.53%	1.31%	0.45%	1.25%					
37	"20. ""Политическая партия ""Единая Россия"""	16945	207	239	370	242	240	363	466	390	268	424	295	437	258	193	300	308	179	233	329	479	254	355	346	443	285	229	253	392	93	165	182	200	248	295	243	287	252	200	181	132	245	199	246	218	78	271	253	363	172	128	436	351	339	474	289	372	395	153	384	324					
		47.67%	42.24%	58.57%	55.72%	52.72%	47.52%	51.12%	49.10%	55.47%	51.14%	48.07%	46.89%	51.53%	46.99%	43.86%	52.17%	49.28%	46.85%	49.46%	52.97%	52.40%	48.94%	49.23%	44.99%	45.95%	40.25%	46.07%	59.66%	51.30%	53.44%	49.54%	43.33%	46.72%	59.90%	43.83%	48.79%	41.65%	44.13%	49.38%	49.18%	52.17%	48.51%	48.53%	47.30%	37.91%	44.82%	50.84%	43.62%	39.24%	46.48%	51.82%	44.90%	43.71%	41.90%	50.21%	46.99%	34.28%	42.38%	50.16%	58.00%	50.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	64	1	0	5	1	2	1	2	0	0	0	1	2	3	1	0	0	1	1	1	1	0	0	3	0	1	2	0	1	1	0	0	2	0	2	1	2	1	0	3	0	2	1	0	2	0	0	0	1	3	1	1	0	3	2	2	0	1	0	1	2					
		0.18%	0.20%	0.0%	0.75%	0.21%	0.39%	0.14%	0.21%	0.0%	0.0%	0.0%	0.15%	0.23%	0.54%	0.22%	0.0%	0.0%	0.26%	0.21%	0.16%	0.10%	0.0%	0.0%	0.39%	0.0%	0.14%	0.40%	0.0%	0.13%	0.57%	0.0%	0.0%	0.46%	0.0%	0.29%	0.20%	0.29%	0.17%	0.0%	0.81%	0.0%	0.39%	0.24%	0.0%	0.34%	0.0%	0.0%	0.0%	0.10%	0.81%	0.40%	0.10%	0.0%	0.37%	0.21%	0.32%	0.0%	0.10%	0.0%	0.15%	0.31%					
39	"22. ""Развитие предпринимательства"""	82	3	0	0	1	0	0	3	0	1	0	2	0	0	0	2	1	0	2	3	1	2	3	4	3	0	3	0	2	0	0	0	4	2	0	2	2	2	0	1	0	1	0	3	0	0	0	2	2	2	0	6	3	2	2	3	1	3	2	1	0					
		0.23%	0.61%	0.0%	0.0%	0.21%	0.0%	0.0%	0.31%	0.0%	0.19%	0.0%	0.31%	0.0%	0.0%	0.0%	0.34%	0.16%	0.0%	0.42%	0.48%	0.10%	0.38%	0.41%	0.52%	0.31%	0.0%	0.60%	0.0%	0.26%	0.0%	0.0%	0.0%	0.93%	0.48%	0.0%	0.40%	0.29%	0.35%	0.0%	0.27%	0.0%	0.19%	0.0%	0.57%	0.0%	0.0%	0.0%	0.34%	0.21%	0.54%	0.0%	0.61%	0.37%	0.24%	0.21%	0.48%	0.09%	0.32%	0.65%	0.15%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3015	44	36	33	51	45	67	124	50	54	76	66	83	38	42	23	50	25	35	39	70	41	43	86	69	45	27	24	42	12	35	36	24	31	81	53	84	59	27	35	19	32	34	42	75	9	48	51	107	31	32	97	80	78	61	56	89	67	17	34	51					
