Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
Наименование Избирательной комиссии:    ТИК города Сальска и Сальского района																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562					
		3.09%	3.00%	2.05%	2.26%	7.07%	2.73%	4.00%	5.63%	3.80%	3.06%	4.26%	3.86%	2.87%	7.76%	4.47%	5.49%	6.35%	4.17%	6.31%	3.37%	1.90%	4.77%	4.19%	0.85%	0.63%	2.42%	2.12%	2.87%	2.30%	1.39%	1.98%	1.73%	3.11%	1.58%	0.38%	1.26%	2.01%	2.24%	4.02%	3.81%	8.61%	0.82%	1.40%	0.0%	1.43%	2.49%	1.47%	3.11%	0.89%	1.97%	2.03%	0.39%	1.05%	2.58%	0.36%	0.0%	0.49%	1.78%	0.46%	2.45%	1.25%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	927	47	39	22	36	55	45	28	40	39	27	32	34	34	37	40	25	11	34	44	9	26	6	2	4	3	5	10	10	2	12	6	1	4	2	2	14	8	2	8	5	0	8	1	8	4	8	13	15	16	20	4	5	5	3	1	1	1	2	2	0					
		2.05%	3.71%	5.34%	1.71%	2.73%	4.17%	3.60%	2.97%	3.53%	3.06%	2.09%	3.25%	2.64%	3.38%	4.59%	3.72%	3.11%	1.39%	2.61%	3.53%	1.71%	2.25%	2.29%	0.21%	0.84%	0.45%	1.06%	1.24%	1.15%	0.46%	0.77%	1.15%	0.20%	1.05%	0.38%	0.19%	1.75%	1.38%	1.14%	0.78%	2.39%	0.0%	1.02%	0.33%	1.63%	0.99%	1.31%	1.30%	1.68%	1.50%	1.69%	0.79%	1.32%	2.15%	1.08%	1.09%	0.49%	0.59%	0.46%	0.61%	0.0%					
22	"5. ""За Русь Святую"""	116	7	4	5	3	1	8	3	3	4	0	2	5	3	1	2	0	0	4	0	1	5	0	2	0	0	1	2	2	1	1	0	0	2	0	3	1	1	0	1	1	5	1	0	6	1	1	6	4	2	3	0	0	1	1	0	1	3	2	0	0					
		0.25%	0.55%	0.54%	0.39%	0.22%	0.07%	0.64%	0.31%	0.26%	0.31%	0.0%	0.20%	0.38%	0.29%	0.12%	0.18%	0.0%	0.0%	0.30%	0.0%	0.19%	0.43%	0.0%	0.21%	0.0%	0.0%	0.21%	0.24%	0.23%	0.23%	0.06%	0.0%	0.0%	0.52%	0.0%	0.29%	0.12%	0.17%	0.0%	0.09%	0.47%	1.03%	0.12%	0.0%	1.22%	0.24%	0.16%	0.60%	0.44%	0.18%	0.25%	0.0%	0.0%	0.43%	0.36%	0.0%	0.49%	1.78%	0.46%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	104	2	2	2	3	6	3	1	4	2	1	4	6	1	2	3	3	3	8	2	1	4	2	2	2	4	0	2	0	1	3	1	2	2	2	4	0	0	0	2	0	0	1	1	1	0	1	0	0	2	2	0	1	0	0	0	0	0	1	1	1					
		0.23%	0.15%	0.27%	0.15%	0.22%	0.45%	0.24%	0.10%	0.35%	0.15%	0.07%	0.40%	0.46%	0.09%	0.24%	0.27%	0.37%	0.37%	0.61%	0.16%	0.19%	0.34%	0.76%	0.21%	0.42%	0.60%	0.0%	0.24%	0.0%	0.23%	0.19%	0.19%	0.41%	0.52%	0.38%	0.38%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.12%	0.33%	0.20%	0.0%	0.16%	0.0%	0.0%	0.18%	0.16%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.30%	0.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	289	9	5	10	11	6	4	6	6	4	12	6	8	8	9	5	12	15	8	17	5	20	1	6	1	3	0	2	2	1	10	0	2	3	1	8	1	2	2	6	3	2	4	0	0	1	4	10	4	7	6	0	0	1	0	0	0	1	2	4	3					
		0.64%	0.71%	0.68%	0.78%	0.83%	0.45%	0.32%	0.63%	0.53%	0.31%	0.92%	0.61%	0.62%	0.79%	1.11%	0.46%	1.49%	1.89%	0.61%	1.36%	0.95%	1.73%	0.38%	0.64%	0.21%	0.45%	0.0%	0.24%	0.23%	0.23%	0.64%	0.0%	0.41%	0.79%	0.19%	0.77%	0.12%	0.34%	1.14%	0.58%	1.43%	0.41%	0.51%	0.0%	0.0%	0.24%	0.65%	1.00%	0.44%	0.65%	0.50%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.59%	0.46%	1.22%	0.94%					
25	"8. ""Народно-республиканская партия России"""	62	2	1	0	0	1	1	1	0	1	0	0	2	0	5	1	1	0	4	1	0	1	1	1	3	1	0	2	4	3	4	1	0	0	1	0	2	1	0	1	0	2	1	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	1	0	4					
		0.13%	0.15%	0.13%	0.0%	0.0%	0.07%	0.08%	0.10%	0.0%	0.07%	0.0%	0.0%	0.15%	0.0%	0.62%	0.09%	0.12%	0.0%	0.30%	0.08%	0.0%	0.08%	0.38%	0.10%	0.63%	0.15%	0.0%	0.24%	0.46%	0.69%	0.25%	0.19%	0.0%	0.0%	0.19%	0.0%	0.25%	0.17%	0.0%	0.09%	0.0%	0.41%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.18%	0.16%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	1.25%					
26	"9. ""Российская экологическая партия ""Зеленые"""	68	2	1	3	3	1	6	0	5	0	5	1	2	3	2	2	1	1	1	0	0	0	0	0	2	2	1	2	0	1	2	1	0	0	0	0	2	1	0	5	0	0	3	0	1	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	1					
		0.15%	0.15%	0.13%	0.23%	0.22%	0.07%	0.48%	0.0%	0.44%	0.0%	0.38%	0.10%	0.15%	0.29%	0.24%	0.18%	0.12%	0.12%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.30%	0.21%	0.24%	0.0%	0.23%	0.12%	0.19%	0.0%	0.0%	0.0%	0.0%	0.25%	0.17%	0.0%	0.48%	0.0%	0.0%	0.38%	0.0%	0.20%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.39%	0.0%	0.0%	0.36%	0.0%	0.0%	0.59%	0.0%	0.0%	0.31%					
27	"10. ""Аграрная партия России"""	1356	22	18	18	14	23	28	16	19	17	23	21	38	20	14	11	15	13	20	35	11	12	11	68	15	59	27	56	50	26	77	26	43	16	19	44	49	21	12	31	0	11	22	10	35	10	41	12	32	20	18	11	9	18	15	5	5	5	8	7	4					
		3.01%	1.73%	2.46%	1.40%	1.06%	1.74%	2.24%	1.70%	1.67%	1.33%	1.78%	2.13%	2.95%	1.99%	1.73%	1.02%	1.86%	1.64%	1.53%	2.81%	2.09%	1.04%	4.19%	7.28%	3.15%	8.95%	5.74%	6.99%	5.76%	6.03%	4.94%	5.00%	8.93%	4.23%	3.63%	4.28%	6.15%	3.62%	6.89%	3.03%	0.0%	2.26%	2.81%	3.35%	7.15%	2.49%	6.72%	1.20%	3.59%	1.88%	1.52%	2.19%	2.38%	7.75%	5.43%	5.49%	2.45%	2.97%	1.86%	2.14%	1.25%					
28	"11. ""Истинные патриоты России"""	182	3	1	2	5	3	0	0	13	0	0	0	1	3	0	0	0	0	1	1	3	1	1	0	14	0	6	3	0	1	0	2	3	0	4	3	3	30	7	5	2	0	9	7	4	2	0	0	4	11	5	2	1	1	1	3	4	2	2	3	0					
		0.40%	0.23%	0.13%	0.15%	0.38%	0.22%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.07%	0.29%	0.0%	0.0%	0.0%	0.0%	0.07%	0.08%	0.57%	0.08%	0.38%	0.0%	2.94%	0.0%	1.27%	0.37%	0.0%	0.23%	0.0%	0.38%	0.62%	0.0%	0.76%	0.29%	0.37%	5.18%	4.02%	0.48%	0.95%	0.0%	1.15%	2.34%	0.81%	0.49%	0.0%	0.0%	0.44%	1.03%	0.42%	0.39%	0.26%	0.43%	0.36%	3.29%	1.96%	1.19%	0.46%	0.92%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	711	27	26	13	31	22	13	16	19	20	34	14	34	29	19	20	13	14	29	29	4	21	1	9	5	5	6	6	15	4	17	3	13	3	1	5	14	9	2	20	6	2	11	2	4	0	18	13	18	7	19	2	6	2	4	0	1	0	6	1	4					
		1.57%	2.13%	3.56%	1.01%	2.35%	1.66%	1.04%	1.70%	1.67%	1.56%	2.63%	1.42%	2.64%	2.88%	2.36%	1.86%	1.61%	1.76%	2.23%	2.32%	0.76%	1.82%	0.38%	0.96%	1.05%	0.75%	1.27%	0.74%	1.73%	0.92%	1.09%	0.57%	2.70%	0.79%	0.19%	0.48%	1.75%	1.55%	1.14%	1.95%	2.87%	0.41%	1.40%	0.67%	0.81%	0.0%	2.95%	1.30%	2.02%	0.65%	1.61%	0.39%	1.58%	0.86%	1.44%	0.0%	0.49%	0.0%	1.39%	0.30%	1.25%					
30	"13. ""Демократическая партия России"""	99	4	1	0	1	2	5	9	1	2	4	4	2	4	2	1	2	1	0	2	1	6	0	0	1	1	0	1	0	4	3	1	1	3	2	3	2	1	1	3	1	0	2	0	0	2	2	2	3	2	1	0	0	0	0	0	0	0	2	1	0					
		0.21%	0.31%	0.13%	0.0%	0.07%	0.15%	0.40%	0.95%	0.08%	0.15%	0.30%	0.40%	0.15%	0.39%	0.24%	0.09%	0.24%	0.12%	0.0%	0.16%	0.19%	0.52%	0.0%	0.0%	0.21%	0.15%	0.0%	0.12%	0.0%	0.92%	0.19%	0.19%	0.20%	0.79%	0.38%	0.29%	0.25%	0.17%	0.57%	0.29%	0.47%	0.0%	0.25%	0.0%	0.0%	0.49%	0.32%	0.20%	0.33%	0.18%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.30%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	78	0	1	3	1	2	1	1	1	2	0	1	0	0	0	1	2	0	0	3	1	0	2	1	4	4	0	2	1	4	5	1	5	2	0	0	1	0	0	1	0	0	4	2	1	2	0	1	5	4	1	0	0	0	0	0	3	1	1	0	0					
		0.17%	0.0%	0.13%	0.23%	0.07%	0.15%	0.08%	0.10%	0.08%	0.15%	0.0%	0.10%	0.0%	0.0%	0.0%	0.09%	0.24%	0.0%	0.0%	0.24%	0.19%	0.0%	0.76%	0.10%	0.84%	0.60%	0.0%	0.24%	0.11%	0.92%	0.32%	0.19%	1.03%	0.52%	0.0%	0.0%	0.12%	0.0%	0.0%	0.09%	0.0%	0.0%	0.51%	0.67%	0.20%	0.49%	0.0%	0.10%	0.56%	0.37%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.59%	0.23%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	48	0	2	1	3	2	4	2	0	3	1	1	1	0	2	1	0	0	2	1	3	0	0	0	2	1	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	1	1	0	0	0	1	1	0	3	0	0	0	0	1	0	2	0	0					
		0.10%	0.0%	0.27%	0.07%	0.22%	0.15%	0.32%	0.21%	0.0%	0.23%	0.07%	0.10%	0.07%	0.0%	0.24%	0.09%	0.0%	0.0%	0.15%	0.08%	0.57%	0.0%	0.0%	0.0%	0.42%	0.15%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.09%	0.25%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.33%	0.20%	0.0%	0.0%	0.0%	0.11%	0.09%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.46%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3455	111	53	131	95	168	152	84	92	154	144	97	131	128	80	107	81	67	140	124	49	143	16	38	25	27	20	36	62	15	80	26	13	17	28	41	26	32	10	91	20	11	44	16	48	21	40	56	37	56	64	25	20	9	12	5	8	1	16	4	8					
		7.67%	8.76%	7.27%	10.23%	7.22%	12.74%	12.16%	8.93%	8.13%	12.08%	11.15%	9.87%	10.18%	12.73%	9.93%	9.96%	10.08%	8.47%	10.77%	9.95%	9.35%	12.41%	6.10%	4.06%	5.25%	4.09%	4.25%	4.49%	7.15%	3.48%	5.13%	5.00%	2.70%	4.49%	5.35%	3.99%	3.26%	5.52%	5.74%	8.90%	9.56%	2.26%	5.63%	5.36%	9.81%	5.23%	6.55%	5.63%	4.15%	5.27%	5.43%	4.98%	5.29%	3.87%	4.34%	5.49%	3.92%	0.59%	3.72%	1.22%	2.50%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	139	0	2	1	3	4	1	2	1	1	1	2	1	1	0	3	0	0	0	2	2	7	2	4	3	1	3	4	3	4	9	1	2	0	0	5	7	5	1	1	0	1	1	4	2	4	2	0	4	1	3	3	4	1	3	0	1	1	5	3	7					
		0.30%	0.0%	0.27%	0.07%	0.22%	0.30%	0.08%	0.21%	0.08%	0.07%	0.07%	0.20%	0.07%	0.09%	0.0%	0.27%	0.0%	0.0%	0.0%	0.16%	0.38%	0.60%	0.76%	0.42%	0.63%	0.15%	0.63%	0.49%	0.34%	0.92%	0.57%	0.19%	0.41%	0.0%	0.0%	0.48%	0.87%	0.86%	0.57%	0.09%	0.0%	0.20%	0.12%	1.34%	0.40%	0.99%	0.32%	0.0%	0.44%	0.09%	0.25%	0.59%	1.05%	0.43%	1.08%	0.0%	0.49%	0.59%	1.16%	0.92%	2.19%					
35	"18. ""ЛДПР"""	7025	254	124	157	234	234	210	162	154	224	179	170	247	144	132	228	135	151	236	231	67	214	36	111	61	138	96	136	102	67	192	57	66	42	60	148	146	73	16	165	23	76	118	19	47	48	50	165	160	137	133	66	90	31	64	13	17	48	60	35	26					
		15.59%	20.06%	17.00%	12.26%	17.79%	17.75%	16.81%	17.23%	13.61%	17.58%	13.86%	17.31%	19.20%	14.32%	16.39%	21.22%	16.81%	19.08%	18.16%	18.55%	12.78%	18.57%	13.74%	11.88%	12.81%	20.94%	20.42%	16.97%	11.76%	15.54%	12.32%	10.98%	13.72%	11.11%	11.47%	14.42%	18.34%	12.60%	9.19%	16.14%	11.00%	15.67%	15.10%	6.37%	9.61%	11.97%	8.19%	16.59%	17.97%	12.91%	11.29%	13.14%	23.80%	13.36%	23.18%	14.28%	8.33%	28.57%	13.95%	10.73%	8.15%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	792	13	24	27	24	20	28	20	15	21	38	17	22	16	17	13	10	13	20	19	16	24	5	13	4	8	5	11	12	2	16	6	8	5	9	25	16	10	9	24	5	2	17	0	4	5	6	24	27	22	18	8	8	5	0	1	5	3	10	7	10					
		1.75%	1.02%	3.29%	2.10%	1.82%	1.51%	2.24%	2.12%	1.32%	1.64%	2.94%	1.73%	1.71%	1.59%	2.11%	1.21%	1.24%	1.64%	1.53%	1.52%	3.05%	2.08%	1.90%	1.39%	0.84%	1.21%	1.06%	1.37%	1.38%	0.46%	1.02%	1.15%	1.66%	1.32%	1.72%	2.43%	2.01%	1.72%	5.17%	2.34%	2.39%	0.41%	2.17%	0.0%	0.81%	1.24%	0.98%	2.41%	3.03%	2.07%	1.52%	1.59%	2.11%	2.15%	0.0%	1.09%	2.45%	1.78%	2.32%	2.14%	3.13%					
37	"20. ""Политическая партия ""Единая Россия"""	18768	453	277	643	479	485	406	368	465	461	466	374	472	335	256	339	279	284	410	439	233	430	93	462	271	281	175	354	415	201	688	307	227	222	310	579	354	237	73	360	73	303	343	169	251	232	345	338	350	435	541	269	149	81	126	39	116	61	224	195	165					
		41.67%	35.78%	37.99%	50.23%	36.42%	36.79%	32.50%	39.14%	41.11%	36.18%	36.09%	38.08%	36.70%	33.33%	31.80%	31.56%	34.74%	35.90%	31.56%	35.26%	44.46%	37.32%	35.49%	49.46%	56.93%	42.64%	37.23%	44.19%	47.86%	46.63%	44.15%	59.15%	47.19%	58.73%	59.27%	56.43%	44.47%	40.93%	41.95%	35.22%	34.92%	62.47%	43.91%	56.71%	51.32%	57.85%	56.55%	34.00%	39.32%	40.99%	45.92%	53.58%	39.41%	34.91%	45.65%	42.85%	56.86%	36.30%	52.09%	59.81%	51.72%					
38	"21. ""Российская Конституционно-демократическая партия"""	115	2	2	1	4	1	3	2	1	5	3	3	5	4	0	1	0	1	3	2	4	5	1	3	2	0	1	2	2	3	2	2	0	2	4	2	0	0	2	3	0	0	1	1	6	1	5	0	2	3	1	0	1	1	1	0	4	2	1	1	1					
		0.25%	0.15%	0.27%	0.07%	0.30%	0.07%	0.24%	0.21%	0.08%	0.39%	0.23%	0.30%	0.38%	0.39%	0.0%	0.09%	0.0%	0.12%	0.23%	0.16%	0.76%	0.43%	0.38%	0.32%	0.42%	0.0%	0.21%	0.24%	0.23%	0.69%	0.12%	0.38%	0.0%	0.52%	0.76%	0.19%	0.0%	0.0%	1.14%	0.29%	0.0%	0.0%	0.12%	0.33%	1.22%	0.24%	0.81%	0.0%	0.22%	0.28%	0.08%	0.0%	0.26%	0.43%	0.36%	0.0%	1.96%	1.19%	0.23%	0.30%	0.31%					
39	"22. ""Развитие предпринимательства"""	80	7	1	3	2	1	3	0	3	3	4	2	2	4	2	1	1	2	3	2	0	0	1	2	0	1	2	0	0	0	1	0	0	0	3	3	1	2	0	1	0	1	2	0	3	1	0	1	0	3	2	0	1	1	0	0	0	0	1	0	1					
		0.17%	0.55%	0.13%	0.23%	0.15%	0.07%	0.24%	0.0%	0.26%	0.23%	0.30%	0.20%	0.15%	0.39%	0.24%	0.09%	0.12%	0.25%	0.23%	0.16%	0.0%	0.0%	0.38%	0.21%	0.0%	0.15%	0.42%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.57%	0.29%	0.12%	0.34%	0.0%	0.09%	0.0%	0.20%	0.25%	0.0%	0.61%	0.24%	0.0%	0.10%	0.0%	0.28%	0.16%	0.0%	0.26%	0.43%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.31%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6108	184	76	129	139	187	192	107	177	208	186	127	170	127	144	159	116	124	199	169	76	106	34	158	29	36	84	71	114	53	278	45	43	29	48	90	88	90	17	155	34	27	115	30	29	37	61	232	162	237	246	68	28	44	34	11	20	17	44	26	42					
