Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
Наименование Избирательной комиссии:    Пермская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	380	7	1	1	11	5	13	9	1	0	2	5	0	3	11	13	5	7	11	3	1	1	5	11	4	1	4	3	4	4	18	0	5	1	10	11	0	6	10	3	6	3	18	1	8	0	16	3	13	9	10	16	1	5	14	10	2	6	6	5	8	8	2					
		0.96%	0.55%	0.49%	0.47%	0.88%	0.55%	1.10%	0.70%	0.22%	0.00%	0.77%	1.64%	0.00%	3.13%	1.80%	0.80%	0.85%	1.21%	1.70%	0.43%	0.33%	2.94%	0.48%	1.36%	1.63%	0.50%	1.20%	2.46%	3.03%	0.44%	0.99%	0.00%	0.87%	0.23%	0.99%	1.16%	0.00%	1.24%	0.92%	0.67%	1.79%	1.34%	1.74%	0.30%	1.46%	0.00%	1.40%	1.49%	1.59%	1.33%	1.58%	1.51%	0.20%	0.46%	1.05%	0.74%	0.30%	0.93%	0.79%	0.85%	1.28%	1.07%	0.48%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7244	203	33	31	263	138	177	278	99	59	53	63	13	5	122	132	63	89	131	160	37	13	233	188	49	43	68	22	26	184	299	13	108	49	212	237	7	57	261	40	102	28	214	56	99	41	221	34	160	128	114	244	71	125	275	261	116	103	169	108	129	129	59					
		18.23%	15.91%	16.18%	14.62%	21.11%	15.08%	14.97%	21.74%	21.57%	18.50%	20.31%	20.72%	13.54%	5.21%	19.93%	8.15%	10.75%	15.37%	20.28%	22.96%	12.13%	38.24%	22.51%	23.18%	20.00%	21.50%	20.48%	18.03%	19.70%	20.31%	16.37%	5.14%	18.88%	11.29%	21.12%	25.00%	12.07%	11.83%	24.01%	8.89%	30.45%	12.50%	20.68%	17.02%	18.03%	20.81%	19.37%	16.83%	19.58%	18.88%	18.01%	23.02%	14.12%	11.49%	20.65%	19.39%	17.52%	15.99%	22.30%	18.46%	20.64%	17.32%	14.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1285	19	6	10	74	20	38	36	9	9	11	16	4	2	35	45	12	12	19	10	4	2	52	45	6	11	20	3	1	11	50	1	10	8	41	51	7	7	23	5	22	4	43	6	13	6	15	6	93	78	39	31	8	27	23	31	15	12	18	15	13	19	3					
		3.23%	1.49%	2.94%	4.72%	5.94%	2.19%	3.21%	2.81%	1.96%	2.82%	4.21%	5.26%	4.17%	2.08%	5.72%	2.78%	2.05%	2.07%	2.94%	1.43%	1.31%	5.88%	5.02%	5.55%	2.45%	5.50%	6.02%	2.46%	0.76%	1.21%	2.74%	0.40%	1.75%	1.84%	4.08%	5.38%	12.07%	1.45%	2.12%	1.11%	6.57%	1.79%	4.15%	1.82%	2.37%	3.05%	1.31%	2.97%	11.38%	11.50%	6.16%	2.92%	1.59%	2.48%	1.73%	2.30%	2.27%	1.86%	2.37%	2.56%	2.08%	2.55%	0.73%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17044	559	89	90	423	420	498	466	171	115	106	125	54	51	249	1018	370	287	290	292	178	6	365	256	131	69	138	54	60	432	954	193	248	182	396	332	28	276	431	287	81	116	395	125	213	78	505	88	202	174	233	448	230	665	585	604	292	219	215	193	177	285	232					
		42.90%	43.81%	43.63%	42.45%	33.95%	45.90%	42.13%	36.43%	37.25%	36.05%	40.61%	41.12%	56.25%	53.13%	40.69%	62.84%	63.14%	49.57%	44.89%	41.89%	58.36%	17.65%	35.27%	31.57%	53.47%	34.50%	41.57%	44.26%	45.45%	47.68%	52.25%	76.28%	43.36%	41.94%	39.44%	35.02%	48.28%	57.26%	39.65%	63.78%	24.18%	51.79%	38.16%	37.99%	38.80%	39.59%	44.26%	43.56%	24.72%	25.66%	36.81%	42.26%	45.73%	61.12%	43.92%	44.87%	44.11%	34.01%	28.36%	32.99%	28.32%	38.26%	56.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	257	15	4	0	19	4	11	12	6	1	2	1	0	0	4	12	3	1	6	4	2	0	6	6	0	0	2	0	0	3	11	0	3	1	8	8	0	0	3	3	2	1	12	0	7	2	7	3	8	5	0	5	2	4	3	9	3	3	5	3	8	4	0					
		0.65%	1.18%	1.96%	0.00%	1.52%	0.44%	0.93%	0.94%	1.31%	0.31%	0.77%	0.33%	0.00%	0.00%	0.65%	0.74%	0.51%	0.17%	0.93%	0.57%	0.66%	0.00%	0.58%	0.74%	0.00%	0.00%	0.60%	0.00%	0.00%	0.33%	0.60%	0.00%	0.52%	0.23%	0.80%	0.84%	0.00%	0.00%	0.28%	0.67%	0.60%	0.45%	1.16%	0.00%	1.28%	1.02%	0.61%	1.49%	0.98%	0.74%	0.00%	0.47%	0.40%	0.37%	0.23%	0.67%	0.45%	0.47%	0.66%	0.51%	1.28%	0.54%	0.00%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
