Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																			
Дата голосования: 04.12.2011																																																																			
																																																																			
Наименование Избирательной комиссии:    Новокубанская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253	УИК №3254	УИК №3255	УИК №3256	УИК №3257	УИК №3258	УИК №3259	УИК №3260					
		8.55%	7.94%	4.25%	9.40%	8.55%	7.86%	6.01%	2.88%	9.68%	10.46%	6.21%	6.17%	9.05%	6.15%	5.28%	8.49%	6.25%	13.35%	11.93%	10.32%	12.80%	11.97%	9.65%	1.25%	9.44%	13.52%	7.69%	6.03%	9.47%	8.69%	10.12%	10.92%	10.17%	11.14%	12.38%	9.78%	1.75%	8.04%	13.61%	10.21%	5.39%	5.88%	5.80%	1.89%	5.56%	7.59%	7.59%	9.16%	5.51%	8.26%	3.89%	8.05%	11.79%	2.70%	7.52%	1.34%	4.05%	1.55%	7.73%	10.12%	8.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3845	14	28	86	50	210	24	14	53	7	0	40	32	64	20	1	8	149	122	136	137	124	31	10	95	63	27	124	110	200	147	207	4	180	11	41	16	12	122	167	124	3	6	0	2	10	63	80	25	8	30	27	138	38	4	6	34	12	92	163	94					
		7.73%	7.41%	10.81%	4.70%	3.29%	9.55%	6.56%	13.46%	5.77%	1.46%	0.00%	12.35%	7.06%	11.57%	7.04%	0.24%	4.55%	15.54%	11.83%	14.62%	15.66%	13.87%	1.76%	0.89%	7.67%	10.52%	3.64%	8.90%	10.02%	18.30%	12.61%	11.90%	0.56%	13.02%	1.75%	3.97%	5.61%	5.36%	11.61%	15.64%	8.06%	1.26%	1.66%	0.00%	0.79%	6.33%	9.03%	3.78%	6.89%	1.65%	3.43%	2.79%	15.95%	4.28%	0.46%	0.62%	4.59%	6.19%	7.99%	8.83%	11.84%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	413	5	4	13	11	13	1	1	10	0	0	4	2	5	2	2	0	15	6	17	17	13	13	0	2	6	5	16	17	20	12	11	7	9	7	9	0	0	13	7	12	2	5	0	3	1	8	25	0	3	1	5	13	2	0	13	0	0	7	14	4					
		0.83%	2.65%	1.54%	0.71%	0.72%	0.59%	0.27%	0.96%	1.09%	0.00%	0.00%	1.23%	0.44%	0.90%	0.70%	0.47%	0.00%	1.56%	0.58%	1.83%	1.94%	1.45%	0.74%	0.00%	0.16%	1.00%	0.67%	1.15%	1.55%	1.83%	1.03%	0.63%	0.97%	0.65%	1.11%	0.87%	0.00%	0.00%	1.24%	0.66%	0.78%	0.84%	1.38%	0.00%	1.19%	0.63%	1.15%	1.18%	0.00%	0.62%	0.11%	0.52%	1.50%	0.23%	0.00%	1.34%	0.00%	0.00%	0.61%	0.76%	0.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6966	10	20	112	268	310	28	0	84	12	20	41	40	73	13	9	25	253	265	221	203	199	480	225	195	103	123	216	206	282	248	297	117	230	115	54	32	10	212	161	209	18	25	5	18	3	33	168	5	34	34	64	197	81	100	104	30	6	93	158	69					
		13.99%	5.29%	7.72%	6.12%	17.63%	14.09%	7.65%	0.00%	9.14%	2.51%	11.30%	12.65%	8.83%	13.20%	4.58%	2.12%	14.20%	26.38%	25.70%	23.76%	23.20%	22.26%	27.26%	20.11%	15.74%	17.20%	16.60%	15.51%	18.76%	25.80%	21.27%	17.07%	16.30%	16.63%	18.25%	5.23%	11.23%	4.46%	20.17%	15.07%	13.58%	7.56%	6.91%	4.72%	7.14%	1.90%	4.73%	7.93%	1.38%	7.02%	3.89%	6.60%	22.77%	9.12%	11.57%	10.72%	4.05%	3.09%	8.08%	8.55%	8.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	616	6	2	21	6	15	6	0	11	4	0	1	4	6	5	1	2	30	52	19	19	23	29	0	4	4	10	17	18	18	23	28	17	19	6	7	1	0	19	17	22	1	0	0	3	0	10	34	0	3	14	0	10	8	0	8	0	2	11	19	1					
		1.24%	3.17%	0.77%	1.15%	0.39%	0.68%	1.64%	0.00%	1.20%	0.84%	0.00%	0.31%	0.88%	1.08%	1.76%	0.24%	1.14%	3.13%	5.04%	2.04%	2.17%	2.57%	1.65%	0.00%	0.32%	0.67%	1.35%	1.22%	1.64%	1.65%	1.97%	1.61%	2.37%	1.37%	0.95%	0.68%	0.35%	0.00%	1.81%	1.59%	1.43%	0.42%	0.00%	0.00%	1.19%	0.00%	1.43%	1.61%	0.00%	0.62%	1.60%	0.00%	1.16%	0.90%	0.00%	0.82%	0.00%	1.03%	0.96%	1.03%	0.13%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	32374	137	192	1407	1040	1442	278	84	651	397	139	209	321	284	207	350	108	363	443	428	362	410	1017	870	805	331	510	918	522	465	599	983	492	771	407	774	228	163	490	564	1046	190	298	99	209	130	517	1576	310	380	743	786	385	710	675	825	630	170	782	1205	547					
		65.06%	72.49%	74.13%	76.89%	68.42%	65.55%	75.96%	80.77%	70.84%	83.05%	78.53%	64.51%	70.86%	51.36%	72.89%	82.55%	61.36%	37.85%	42.97%	46.02%	41.37%	45.86%	57.75%	77.75%	64.97%	55.26%	68.83%	65.90%	47.54%	42.54%	51.37%	56.49%	68.52%	55.75%	64.60%	74.93%	80.00%	72.77%	46.62%	52.81%	67.97%	79.83%	82.32%	93.40%	82.94%	82.28%	74.07%	74.41%	85.40%	78.51%	85.01%	81.11%	44.51%	79.95%	78.13%	85.05%	85.02%	87.63%	67.94%	65.24%	68.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	204	0	0	9	9	6	3	0	6	3	0	3	3	1	1	0	3	6	1	3	5	9	5	0	7	3	1	4	2	4	8	9	4	4	2	9	0	0	13	6	5	0	0	0	0	1	4	8	0	2	1	3	7	4	0	1	0	0	12	1	3					
		0.41%	0.00%	0.00%	0.49%	0.59%	0.27%	0.82%	0.00%	0.65%	0.63%	0.00%	0.93%	0.66%	0.18%	0.35%	0.00%	1.70%	0.63%	0.10%	0.32%	0.57%	1.01%	0.28%	0.00%	0.56%	0.50%	0.13%	0.29%	0.18%	0.37%	0.69%	0.52%	0.56%	0.29%	0.32%	0.87%	0.00%	0.00%	1.24%	0.56%	0.32%	0.00%	0.00%	0.00%	0.00%	0.63%	0.57%	0.38%	0.00%	0.41%	0.11%	0.31%	0.81%	0.45%	0.00%	0.10%	0.00%	0.00%	1.04%	0.05%	0.38%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
