Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Венгеровская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №1110	УИК №1114	УИК №1129									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	301	27	17	21	7	3	5	18	5	3	3	7	5	5	8	5	3	3	7	8	3	5	8	7	3	8	8	3	5	5	3	3	5	3	3	8	5	5	10	3	10	10	3	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	201	27	16	18	1	3	0	18	5	0	0	4	0	3	4	0	3	2	3	8	3	5	8	7	1	7	6	0	0	0	0	3	5	0	1	8	1	2	3	0	8	9	0	5	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	134	5	1	12	0	1	3	1	3	3	3	3	3	2	3	2	3	1	2	3	4	4	5	2	2	1	1	3	2	2	3	1	2	4	3	3	4	13	3	2	3	6	2	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	100	0	1	3	6	0	5	0	0	3	3	3	5	2	4	5	0	1	4	0	0	0	0	0	2	1	2	3	5	5	3	0	0	3	2	0	4	3	7	3	2	1	3	5	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	4	12	4	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	8	9	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	77	7	3	5	1	0	0	1	1	0	0	2	2	2	0	0	0	0	0	2	0	1	0	4	0	2	4	1	0	3	0	0	0	2	1	2	7	1	1	0	8	9	2	3	0									
		1.11%	1.83%	0.66%	1.23%	0.46%	0.00%	0.00%	0.46%	0.76%	0.00%	0.00%	0.93%	1.26%	2.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.85%	0.00%	2.14%	0.00%	0.78%	1.71%	1.64%	0.00%	1.76%	0.00%	0.00%	0.00%	4.26%	1.82%	0.69%	7.29%	1.67%	0.55%	0.00%	2.58%	2.04%	3.23%	2.78%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	254	16	17	21	2	0	7	13	7	3	1	9	2	3	9	4	0	0	9	5	0	3	11	2	2	10	11	1	3	6	2	1	6	1	4	10	6	1	3	1	10	19	1	6	6									
		3.67%	4.18%	3.76%	5.16%	0.92%	0.00%	6.60%	6.02%	5.30%	4.76%	1.20%	4.19%	1.26%	3.66%	3.54%	3.96%	0.00%	0.00%	4.81%	2.19%	0.00%	2.54%	4.66%	1.07%	4.00%	3.91%	4.70%	1.64%	2.50%	3.53%	4.08%	4.00%	5.45%	2.13%	7.27%	3.44%	6.25%	1.67%	1.66%	2.38%	3.23%	4.31%	1.61%	5.56%	7.14%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	110	6	7	10	2	0	2	0	5	0	0	3	1	3	6	2	4	2	3	4	1	1	1	6	0	8	1	0	1	0	0	0	2	1	0	1	3	1	4	1	5	10	0	1	2									
		1.59%	1.57%	1.55%	2.46%	0.92%	0.00%	1.89%	0.00%	3.79%	0.00%	0.00%	1.40%	0.63%	3.66%	2.36%	1.98%	4.65%	4.17%	1.60%	1.75%	2.22%	0.85%	0.42%	3.21%	0.00%	3.13%	0.43%	0.00%	0.83%	0.00%	0.00%	0.00%	1.82%	2.13%	0.00%	0.34%	3.13%	1.67%	2.21%	2.38%	1.61%	2.27%	0.00%	0.93%	2.38%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2990	110	163	139	81	42	57	78	64	35	61	81	66	37	118	38	39	35	72	100	29	64	108	76	17	114	119	38	80	68	23	10	55	28	24	168	40	30	85	11	112	161	26	52	36									
		43.25%	28.72%	36.06%	34.15%	37.16%	75.00%	53.77%	36.11%	48.48%	55.56%	73.49%	37.67%	41.51%	45.12%	46.46%	37.62%	45.35%	72.92%	38.50%	43.86%	64.44%	54.24%	45.76%	40.64%	34.00%	44.53%	50.85%	62.30%	66.67%	40.00%	46.94%	40.00%	50.00%	59.57%	43.64%	57.73%	41.67%	50.00%	46.96%	26.19%	36.13%	36.51%	41.94%	48.15%	42.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	0	5	1	2	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	3	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0									
		0.35%	0.00%	1.11%	0.25%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.47%	0.63%	0.00%	0.00%	0.00%	0.00%	2.08%	0.00%	0.44%	0.00%	0.85%	0.00%	1.60%	0.00%	0.78%	0.43%	0.00%	0.00%	0.00%	2.04%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.23%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	2	0	0	0	1	0	2	0	1	0	1	0	0	0	2	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1									
		0.26%	0.52%	0.00%	0.00%	0.00%	1.79%	0.00%	0.93%	0.00%	1.59%	0.00%	0.47%	0.00%	0.00%	0.00%	1.98%	1.16%	0.00%	0.00%	0.44%	0.00%	0.00%	0.42%	0.53%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	2.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	1.19%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1584	102	112	100	60	9	23	38	33	10	14	29	38	25	70	37	28	7	60	78	11	27	52	37	12	62	43	12	21	33	12	7	21	10	8	35	11	8	38	9	81	96	16	31	18									
		22.91%	26.63%	24.78%	24.57%	27.52%	16.07%	21.70%	17.59%	25.00%	15.87%	16.87%	13.49%	23.90%	30.49%	27.56%	36.63%	32.56%	14.58%	32.09%	34.21%	24.44%	22.88%	22.03%	19.79%	24.00%	24.22%	18.38%	19.67%	17.50%	19.41%	24.49%	28.00%	19.09%	21.28%	14.55%	12.03%	11.46%	13.33%	20.99%	21.43%	26.13%	21.77%	25.81%	28.70%	21.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	4	7	2	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0									
		0.40%	1.04%	1.55%	0.49%	0.00%	0.00%	0.00%	0.46%	0.76%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.42%	1.60%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.32%	0.68%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	5	4	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	4	2	0	0	0									
		0.38%	1.31%	0.88%	0.74%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	1.22%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	1.82%	0.34%	0.00%	0.00%	0.55%	0.00%	1.29%	0.45%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0									
		0.19%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.46%	1.52%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	2.38%	0.00%	0.45%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	1	5	2	0	1	0	2	0	2	1	1	1	0	1	0	0	0	1	1	0	1	0	2	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	2	2	0									
		0.49%	0.26%	1.11%	0.49%	0.00%	1.79%	0.00%	0.93%	0.00%	3.17%	1.20%	0.47%	0.63%	0.00%	0.39%	0.00%	0.00%	0.00%	0.53%	0.44%	0.00%	0.85%	0.00%	1.07%	0.00%	0.39%	0.43%	0.00%	0.00%	0.00%	0.00%	4.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	3.23%	1.85%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1296	100	91	95	49	3	14	64	8	10	4	73	33	8	36	14	7	3	35	29	2	9	40	28	15	41	38	8	6	43	7	3	19	4	11	59	25	14	33	14	68	106	7	8	12									
		18.74%	26.11%	20.13%	23.34%	22.48%	5.36%	13.21%	29.63%	6.06%	15.87%	4.82%	33.95%	20.75%	9.76%	14.17%	13.86%	8.14%	6.25%	18.72%	12.72%	4.44%	7.63%	16.95%	14.97%	30.00%	16.02%	16.24%	13.11%	5.00%	25.29%	14.29%	12.00%	17.27%	8.51%	20.00%	20.27%	26.04%	23.33%	18.23%	33.33%	21.94%	24.04%	11.29%	7.41%	14.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	2	2	1	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	1	2	0	2	0	0	2	0	0	0									
		0.33%	0.52%	0.44%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.93%	0.63%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.53%	0.00%	0.00%	0.43%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	3.64%	0.34%	2.08%	0.00%	1.10%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	248	18	23	21	13	0	2	11	5	1	1	4	2	1	9	2	3	0	2	3	0	1	10	18	4	7	5	0	6	10	1	0	2	0	0	7	0	0	6	3	15	19	5	5	3									
		3.59%	4.70%	5.09%	5.16%	5.96%	0.00%	1.89%	5.09%	3.79%	1.59%	1.20%	1.86%	1.26%	1.22%	3.54%	1.98%	3.49%	0.00%	1.07%	1.32%	0.00%	0.85%	4.24%	9.63%	8.00%	2.73%	2.14%	0.00%	5.00%	5.88%	2.04%	0.00%	1.82%	0.00%	0.00%	2.41%	0.00%	0.00%	3.31%	7.14%	4.84%	4.31%	8.06%	4.63%	3.57%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
