Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Шумячская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	131	23	17	11	5	3	11	3	0	4	8	10	2	5	12	13	3	1					
		2.18%	2.19%	1.80%	3.05%	2.94%	2.27%	6.51%	1.34%	0.00%	2.44%	0.80%	2.40%	1.34%	1.65%	3.75%	12.38%	1.21%	0.59%					
19	2.Всероссийская политическая партия «Гражданская Сила»	26	8	5	0	0	0	0	0	1	2	1	3	0	0	1	0	3	2					
		0.43%	0.76%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	1.22%	0.10%	0.72%	0.00%	0.00%	0.31%	0.00%	1.21%	1.18%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	2	0	0	0	1	0	0	1	0	1	0	2	0	0	1					
		0.13%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.10%	0.00%	0.67%	0.00%	0.63%	0.00%	0.00%	0.59%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	682	152	142	39	16	4	10	22	10	15	139	30	5	23	24	6	28	17					
		11.36%	14.48%	15.04%	10.80%	9.41%	3.03%	5.92%	9.82%	11.76%	9.15%	13.98%	7.21%	3.36%	7.59%	7.50%	5.71%	11.34%	10.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	4	4	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0					
		0.20%	0.38%	0.42%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	10	1	1	1	0	1	1	0	0	0	1	0	0	0	2	0	0	2					
		0.17%	0.10%	0.11%	0.28%	0.00%	0.76%	0.59%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	1.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	651	133	139	29	12	11	16	29	8	15	130	44	11	25	11	14	13	11					
		10.84%	12.67%	14.72%	8.03%	7.06%	8.33%	9.47%	12.95%	9.41%	9.15%	13.08%	10.58%	7.38%	8.25%	3.44%	13.33%	5.26%	6.47%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	552	122	100	31	19	25	12	14	12	6	68	17	11	44	37	9	17	8					
		9.20%	11.62%	10.59%	8.59%	11.18%	18.94%	7.10%	6.25%	14.12%	3.66%	6.84%	4.09%	7.38%	14.52%	11.56%	8.57%	6.88%	4.71%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	43	6	5	3	0	0	2	1	2	2	8	1	0	3	4	1	1	4					
		0.72%	0.57%	0.53%	0.83%	0.00%	0.00%	1.18%	0.45%	2.35%	1.22%	0.80%	0.24%	0.00%	0.99%	1.25%	0.95%	0.40%	2.35%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3781	575	515	244	111	85	114	151	49	120	623	296	119	202	223	59	173	122					
		62.99%	54.76%	54.56%	67.59%	65.29%	64.39%	67.46%	67.41%	57.65%	73.17%	62.68%	71.15%	79.87%	66.67%	69.69%	56.19%	70.04%	71.76%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	4	2	0	1	0	0	0	0	0	7	5	0	0	2	0	0	0					
		0.35%	0.38%	0.21%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	1.20%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
