Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Сонковская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3010	421	626	294	224	274	92	61	164	110	113	187	266	84	94					
		60.54%	49.36%	54.34%	69.01%	67.27%	70.44%	71.88%	64.21%	61.19%	61.80%	64.94%	66.08%	66.50%	63.64%	58.39%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	2	10	1	2	1	1	0	0	3	0	0	0	0	1					
		0.42%	0.23%	0.87%	0.23%	0.60%	0.26%	0.78%	0.00%	0.00%	1.69%	0.00%	0.00%	0.00%	0.00%	0.62%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
