Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																		
Дата голосования: 04.12.2011																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Омск, Октябрьская"																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246					
14	Число погашенных неиспользованных открепительных удостоверений	628	3	1	3	4	2	24	3	0	11	12	21	1	4	0	0	7	2	0	11	16	6	15	9	21	1	15	18	4	16	0	3	3	33	1	8	7	10	0	0	15	11	18	0	10	10	1	11	0	11	13	4	15	0	23	18	0	11	6	4	14	12	10	23	9	2	20	0	10	11	12	0	2	11	10	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12199	260	196	213	156	204	147	176	20	148	139	188	262	162	323	257	250	239	164	145	136	134	216	223	225	251	183	229	248	168	200	229	228	176	191	193	120	118	157	24	192	193	173	42	148	143	177	147	174	131	106	149	90	150	84	67	30	18	41	73	129	209	228	165	217	175	181	188	143	104	116	190	179	144	108	97					
		17.39%	19.17%	18.13%	19.56%	19.02%	16.55%	16.90%	17.64%	11.43%	19.40%	17.84%	15.51%	18.04%	16.01%	20.71%	18.30%	20.39%	17.99%	19.41%	14.01%	16.44%	18.31%	21.39%	18.80%	18.94%	21.98%	15.86%	18.03%	18.40%	17.04%	19.16%	20.34%	20.61%	17.04%	18.37%	18.11%	21.02%	18.61%	19.19%	15.29%	18.20%	17.84%	16.27%	13.77%	18.76%	14.36%	17.91%	15.03%	16.57%	14.90%	14.27%	17.25%	14.88%	14.35%	11.88%	12.48%	10.00%	10.17%	10.65%	13.59%	16.65%	16.91%	18.84%	16.47%	17.51%	16.88%	19.38%	17.90%	15.89%	13.94%	16.43%	17.03%	15.55%	17.65%	14.67%	13.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10340	183	144	160	128	196	164	140	21	99	87	202	214	167	197	224	155	175	117	209	131	99	140	148	184	139	170	177	186	161	126	150	155	172	150	145	80	113	159	12	143	109	156	51	102	147	141	161	153	132	128	115	85	138	87	85	52	36	69	92	130	201	195	176	148	115	114	135	132	119	125	212	176	144	125	132					
		14.74%	13.50%	13.32%	14.69%	15.61%	15.90%	18.85%	14.03%	12.00%	12.98%	11.17%	16.67%	14.74%	16.50%	12.63%	15.95%	12.64%	13.18%	13.85%	20.19%	15.84%	13.52%	13.86%	12.48%	15.49%	12.17%	14.73%	13.94%	13.80%	16.33%	12.07%	13.32%	14.01%	16.65%	14.42%	13.60%	14.01%	17.82%	19.44%	7.64%	13.55%	10.07%	14.68%	16.72%	12.93%	14.76%	14.27%	16.46%	14.57%	15.02%	17.23%	13.31%	14.05%	13.21%	12.31%	15.83%	17.33%	20.34%	17.92%	17.13%	16.77%	16.26%	16.12%	17.56%	11.95%	11.09%	12.21%	12.86%	14.67%	15.95%	17.71%	18.99%	15.29%	17.65%	16.98%	18.36%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	804	13	13	17	16	18	12	18	0	10	10	20	31	20	22	15	15	17	8	20	11	5	10	11	13	6	13	8	15	8	6	5	11	10	7	14	6	4	9	1	11	21	9	3	10	12	15	16	21	6	7	12	7	6	4	3	5	2	4	7	10	16	12	10	13	10	14	15	4	4	5	11	13	9	5	4					
		1.15%	0.96%	1.20%	1.56%	1.95%	1.46%	1.38%	1.80%	0.00%	1.31%	1.28%	1.65%	2.13%	1.98%	1.41%	1.07%	1.22%	1.28%	0.95%	1.93%	1.33%	0.68%	0.99%	0.93%	1.09%	0.53%	1.13%	0.63%	1.11%	0.81%	0.57%	0.44%	0.99%	0.97%	0.67%	1.31%	1.05%	0.63%	1.10%	0.64%	1.04%	1.94%	0.85%	0.98%	1.27%	1.20%	1.52%	1.64%	2.00%	0.68%	0.94%	1.39%	1.16%	0.57%	0.57%	0.56%	1.67%	1.13%	1.04%	1.30%	1.29%	1.29%	0.99%	0.99%	1.05%	0.96%	1.50%	1.43%	0.44%	0.54%	0.71%	0.99%	1.13%	1.10%	0.68%	0.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	22114	444	348	359	240	390	268	281	79	242	289	350	472	352	502	407	365	396	230	294	240	227	311	399	370	355	363	434	416	311	332	322	324	342	307	329	180	173	215	75	246	310	262	92	234	350	348	274	343	305	226	283	201	349	237	183	72	39	97	188	240	412	379	323	428	373	347	382	288	265	207	349	383	282	245	239					
		31.53%	32.74%	32.19%	32.97%	29.27%	31.63%	30.80%	28.16%	45.14%	31.72%	37.10%	28.88%	32.51%	34.78%	32.18%	28.99%	29.77%	29.82%	27.22%	28.41%	29.02%	31.01%	30.79%	33.64%	31.14%	31.09%	31.46%	34.17%	30.86%	31.54%	31.80%	28.60%	29.29%	33.11%	29.52%	30.86%	31.52%	27.29%	26.28%	47.77%	23.32%	28.65%	24.65%	30.16%	29.66%	35.14%	35.22%	28.02%	32.67%	34.70%	30.42%	32.75%	33.22%	33.40%	33.52%	34.08%	24.00%	22.03%	25.19%	35.01%	30.97%	33.33%	31.32%	32.24%	34.54%	35.97%	37.15%	36.38%	32.00%	35.52%	29.32%	31.27%	33.28%	34.56%	33.29%	33.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3504	160	94	66	54	78	37	76	7	40	45	77	89	75	102	69	95	66	40	50	48	28	46	53	51	50	50	53	58	34	45	45	38	49	40	48	26	25	30	4	35	24	26	4	38	45	37	35	28	31	25	39	14	32	32	23	15	3	6	12	71	76	69	69	102	90	46	60	54	32	19	45	50	22	37	17					
		4.99%	11.80%	8.70%	6.06%	6.59%	6.33%	4.25%	7.62%	4.00%	5.24%	5.78%	6.35%	6.13%	7.41%	6.54%	4.91%	7.75%	4.97%	4.73%	4.83%	5.80%	3.83%	4.55%	4.47%	4.29%	4.38%	4.33%	4.17%	4.30%	3.45%	4.31%	3.99%	3.44%	4.74%	3.85%	4.50%	4.55%	3.94%	3.67%	2.55%	3.32%	2.22%	2.45%	1.31%	4.82%	4.52%	3.74%	3.58%	2.67%	3.53%	3.36%	4.51%	2.31%	3.06%	4.53%	4.28%	5.00%	1.69%	1.56%	2.23%	9.16%	6.15%	5.70%	6.89%	8.23%	8.68%	4.93%	5.71%	6.00%	4.29%	2.69%	4.03%	4.34%	2.70%	5.03%	2.36%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19150	264	258	243	200	308	216	267	37	198	195	340	350	206	380	402	305	385	260	291	227	217	269	325	318	303	339	338	390	274	305	336	310	261	319	307	140	184	225	38	395	379	394	99	227	278	244	324	302	248	227	227	191	352	240	164	120	76	157	151	173	292	302	220	289	245	214	244	249	200	212	284	311	189	190	211					
		27.30%	19.47%	23.87%	22.31%	24.39%	24.98%	24.83%	26.75%	21.14%	25.95%	25.03%	28.05%	24.10%	20.36%	24.36%	28.63%	24.88%	28.99%	30.77%	28.12%	27.45%	29.64%	26.63%	27.40%	26.77%	26.53%	29.38%	26.61%	28.93%	27.79%	29.21%	29.84%	28.03%	25.27%	30.67%	28.80%	24.52%	29.02%	27.51%	24.20%	37.44%	35.03%	37.06%	32.46%	28.77%	27.91%	24.70%	33.13%	28.76%	28.21%	30.55%	26.27%	31.57%	33.68%	33.95%	30.54%	40.00%	42.94%	40.78%	28.12%	22.32%	23.62%	24.96%	21.96%	23.33%	23.63%	22.91%	23.24%	27.67%	26.81%	30.03%	25.45%	27.02%	23.16%	25.82%	29.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	598	17	9	11	14	11	7	19	2	7	6	9	13	11	13	8	18	13	5	8	10	3	7	5	6	7	6	9	12	13	12	10	7	3	6	6	6	7	4	2	13	9	9	3	6	7	5	6	7	9	6	6	3	3	6	5	2	0	1	4	8	14	9	14	16	15	7	8	6	3	4	10	10	5	12	5					
		0.85%	1.25%	0.83%	1.01%	1.71%	0.89%	0.80%	1.90%	1.14%	0.92%	0.77%	0.74%	0.90%	1.09%	0.83%	0.57%	1.47%	0.98%	0.59%	0.77%	1.21%	0.41%	0.69%	0.42%	0.51%	0.61%	0.52%	0.71%	0.89%	1.32%	1.15%	0.89%	0.63%	0.29%	0.58%	0.56%	1.05%	1.10%	0.49%	1.27%	1.23%	0.83%	0.85%	0.98%	0.76%	0.70%	0.51%	0.61%	0.67%	1.02%	0.81%	0.69%	0.50%	0.29%	0.85%	0.93%	0.67%	0.00%	0.26%	0.74%	1.03%	1.13%	0.74%	1.40%	1.29%	1.45%	0.75%	0.76%	0.67%	0.40%	0.57%	0.90%	0.87%	0.61%	1.63%	0.70%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
