Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Михайловская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1180	72	94	55	139	54	98	71	22	21	47	13	28	4	8	11	17	21	9	32	2	10	65	23	7	27	22	18	44	44	40	9	53									
		20.40%	28.80%	22.07%	22.00%	22.75%	17.88%	21.73%	19.94%	16.67%	17.36%	27.01%	25.49%	22.76%	12.12%	19.51%	26.19%	9.77%	35.00%	22.50%	16.75%	8.33%	25.64%	24.44%	41.82%	13.73%	23.28%	9.17%	24.66%	15.55%	16.73%	36.70%	13.24%	14.40%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0									
		0.16%	0.40%	0.00%	0.00%	0.33%	0.00%	0.00%	0.56%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.56%	0.00%	0.00%	1.96%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	0	1	1	0	0	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.19%	0.00%	0.23%	0.40%	0.00%	0.00%	0.89%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	0	0	0	3	1	1	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3									
		0.28%	0.40%	0.00%	0.00%	0.00%	0.99%	0.22%	0.28%	0.00%	0.00%	0.00%	1.96%	0.81%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.38%	0.00%	0.00%	0.82%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	3	1	2	1	5	4	2	1	0	5	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1									
		0.55%	1.20%	0.23%	0.80%	0.16%	1.66%	0.89%	0.56%	0.76%	0.00%	2.87%	5.88%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.27%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1176	49	134	64	146	7	135	59	13	12	35	8	32	2	8	1	38	8	11	46	3	9	67	2	7	40	33	7	65	40	17	8	70									
		20.34%	19.60%	31.46%	25.60%	23.90%	2.32%	29.93%	16.57%	9.85%	9.92%	20.11%	15.69%	26.02%	6.06%	19.51%	2.38%	21.84%	13.33%	27.50%	24.08%	12.50%	23.08%	25.19%	3.64%	13.73%	34.48%	13.75%	9.59%	22.97%	15.21%	15.60%	11.76%	19.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	0	0	1	2	1	4	3	0	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	1									
		0.38%	0.00%	0.00%	0.40%	0.33%	0.33%	0.89%	0.84%	0.00%	1.65%	0.57%	0.00%	0.00%	3.03%	0.00%	0.00%	0.57%	0.00%	2.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	1.72%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	125	11	11	3	20	12	5	3	0	3	5	0	3	0	1	1	2	1	0	2	0	0	4	0	1	2	2	2	17	7	1	1	5									
		2.16%	4.40%	2.58%	1.20%	3.27%	3.97%	1.11%	0.84%	0.00%	2.48%	2.87%	0.00%	2.44%	0.00%	2.44%	2.38%	1.15%	1.67%	0.00%	1.05%	0.00%	0.00%	1.50%	0.00%	1.96%	1.72%	0.83%	2.74%	6.01%	2.66%	0.92%	1.47%	1.36%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
