Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Пинежская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726					
24	"7. ""Новый курс - Автомобильная Россия"""	79	0	2	0	0	0	2	0	3	1	1	3	0	1	8	0	3	0	0	2	7	7	0	5	0	1	0	1	2	1	9	0	0	4	2	0	1	0	0	1	0	1	1	6	4	0	0	0	0					
		0.52%	0.0%	0.38%	0.0%	0.0%	0.0%	0.60%	0.0%	0.51%	0.18%	0.69%	3.75%	0.0%	0.49%	1.50%	0.0%	0.89%	0.0%	0.0%	0.49%	0.84%	0.55%	0.0%	1.00%	0.0%	0.90%	0.0%	0.27%	0.29%	0.28%	1.11%	0.0%	0.0%	1.72%	1.78%	0.0%	0.92%	0.0%	0.0%	0.54%	0.0%	0.66%	0.46%	0.64%	0.70%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	36	1	3	4	0	1	1	0	0	1	0	0	0	0	0	2	2	0	2	0	0	5	1	0	0	0	1	2	0	0	1	1	2	1	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0					
		0.24%	0.30%	0.57%	1.61%	0.0%	0.54%	0.30%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.59%	0.0%	0.71%	0.0%	0.0%	0.39%	0.41%	0.0%	0.0%	0.0%	0.40%	0.54%	0.0%	0.0%	0.12%	0.44%	1.27%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.10%	0.17%	0.0%	0.0%	0.83%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	31	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	1	0	0	1	1	8	1	0	0	1	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	4	2	0	0	0	0					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.29%	0.0%	0.0%	0.24%	0.12%	0.63%	0.41%	0.0%	0.0%	0.90%	0.40%	0.0%	0.14%	0.57%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.43%	0.35%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	953	23	27	12	9	9	7	22	41	24	4	4	41	13	56	22	38	13	36	27	38	77	23	9	0	9	19	20	15	25	24	11	19	47	3	18	13	2	1	9	9	4	14	54	36	5	6	11	4					
		6.36%	6.99%	5.19%	4.85%	5.92%	4.91%	2.13%	9.05%	6.97%	4.34%	2.79%	5.0%	12.97%	6.43%	10.56%	8.83%	11.27%	13.13%	12.90%	6.63%	4.61%	6.07%	9.62%	1.81%	0.0%	8.10%	7.72%	5.44%	2.18%	7.18%	2.96%	4.93%	12.10%	20.25%	2.67%	19.35%	12.03%	2.38%	1.56%	4.89%	3.44%	2.64%	6.45%	5.82%	6.38%	4.95%	9.83%	9.16%	5.71%					
28	"11. ""Истинные патриоты России"""	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.08%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.24%	0.15%	0.0%	0.0%	0.0%	0.0%	1.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	223	2	8	0	3	0	4	1	4	6	0	2	2	1	6	3	6	3	4	10	16	20	8	6	2	2	6	9	8	8	13	2	3	3	4	2	1	1	0	2	5	1	8	15	8	2	0	3	0					
		1.48%	0.60%	1.53%	0.0%	1.97%	0.0%	1.21%	0.41%	0.68%	1.08%	0.0%	2.5%	0.63%	0.49%	1.13%	1.20%	1.78%	3.03%	1.43%	2.45%	1.94%	1.57%	3.34%	1.20%	3.27%	1.80%	2.43%	2.45%	1.16%	2.29%	1.60%	0.89%	1.91%	1.29%	3.57%	2.15%	0.92%	1.19%	0.0%	1.08%	1.91%	0.66%	3.68%	1.61%	1.41%	1.98%	0.0%	2.5%	0.0%					
30	"13. ""Демократическая партия России"""	61	2	1	6	1	0	2	0	0	2	0	0	2	2	2	0	1	0	0	0	6	3	2	2	0	1	2	0	3	1	6	2	2	2	3	0	1	0	0	1	2	0	0	1	0	0	0	0	0					
		0.40%	0.60%	0.19%	2.42%	0.65%	0.0%	0.60%	0.0%	0.0%	0.36%	0.0%	0.0%	0.63%	0.99%	0.37%	0.0%	0.29%	0.0%	0.0%	0.0%	0.72%	0.23%	0.83%	0.40%	0.0%	0.90%	0.81%	0.0%	0.43%	0.28%	0.74%	0.89%	1.27%	0.86%	2.67%	0.0%	0.92%	0.0%	0.0%	0.54%	0.76%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	44	2	3	1	1	4	2	1	1	2	0	0	2	0	2	1	0	0	0	3	1	0	0	0	0	1	0	7	0	2	2	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	1	0					
		0.29%	0.60%	0.57%	0.40%	0.65%	2.18%	0.60%	0.41%	0.17%	0.36%	0.0%	0.0%	0.63%	0.0%	0.37%	0.40%	0.0%	0.0%	0.0%	0.73%	0.12%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	1.90%	0.0%	0.57%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	1.56%	0.54%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.83%	0.0%					
32	"15. ""Партия СЛОН"""	26	0	0	1	0	0	0	0	1	1	0	0	0	1	2	0	3	0	0	0	1	2	0	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	1	1	1	3	0	1	0	0	1					
		0.17%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.17%	0.18%	0.0%	0.0%	0.0%	0.49%	0.37%	0.0%	0.89%	0.0%	0.0%	0.0%	0.12%	0.15%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.14%	0.28%	0.0%	0.89%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.38%	0.66%	0.46%	0.32%	0.0%	0.99%	0.0%	0.0%	1.42%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1478	37	55	16	18	8	23	16	33	68	16	11	31	22	84	13	21	14	17	39	107	117	20	55	6	5	22	31	75	38	102	23	14	20	14	16	21	10	4	23	16	9	19	97	57	1	5	5	4					
		9.87%	11.24%	10.57%	6.47%	11.84%	4.37%	7.01%	6.58%	5.61%	12.31%	11.18%	13.75%	9.81%	10.89%	15.84%	5.22%	6.23%	14.14%	6.09%	9.58%	12.98%	9.22%	8.36%	11.08%	9.83%	4.50%	8.94%	8.44%	10.90%	10.91%	12.60%	10.31%	8.91%	8.62%	12.49%	17.20%	19.44%	11.90%	6.25%	12.5%	6.13%	5.96%	8.75%	10.46%	10.10%	0.99%	8.19%	4.16%	5.71%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	51	1	2	0	1	1	0	2	1	3	0	0	0	2	2	2	3	1	1	3	2	6	0	1	0	0	1	0	1	1	2	1	1	0	2	0	0	0	0	0	1	0	1	4	2	0	0	0	0					
		0.34%	0.30%	0.38%	0.0%	0.65%	0.54%	0.0%	0.82%	0.17%	0.54%	0.0%	0.0%	0.0%	0.99%	0.37%	0.80%	0.89%	1.01%	0.35%	0.73%	0.24%	0.47%	0.0%	0.20%	0.0%	0.0%	0.40%	0.0%	0.14%	0.28%	0.24%	0.44%	0.63%	0.0%	1.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.46%	0.43%	0.35%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1814	33	50	18	17	14	19	21	70	78	17	10	34	28	73	34	49	9	30	35	102	131	29	72	15	16	18	36	116	40	120	35	21	12	15	8	5	7	10	33	30	23	18	120	81	26	9	20	7					
		12.11%	10.03%	9.61%	7.28%	11.18%	7.65%	5.79%	8.64%	11.90%	14.13%	11.88%	12.5%	10.75%	13.86%	13.77%	13.65%	14.54%	9.09%	10.75%	8.59%	12.37%	10.33%	12.13%	14.51%	24.59%	14.41%	7.31%	9.80%	16.86%	11.49%	14.83%	15.69%	13.37%	5.17%	13.39%	8.60%	4.62%	8.33%	15.62%	17.93%	11.49%	15.23%	8.29%	12.94%	14.36%	25.74%	14.75%	16.66%	9.99%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	433	3	20	11	5	9	7	7	26	27	5	2	6	16	12	7	7	5	11	10	25	32	4	16	1	3	6	11	17	7	14	7	7	6	2	1	0	0	1	5	5	6	6	29	16	1	1	5	3					
		2.89%	0.91%	3.84%	4.45%	3.28%	4.91%	2.13%	2.88%	4.42%	4.89%	3.49%	2.5%	1.89%	7.92%	2.26%	2.81%	2.07%	5.05%	3.94%	2.45%	3.03%	2.52%	1.67%	3.22%	1.63%	2.70%	2.43%	2.99%	2.47%	2.01%	1.73%	3.13%	4.45%	2.58%	1.78%	1.07%	0.0%	0.0%	1.56%	2.71%	1.91%	3.97%	2.76%	3.12%	2.83%	0.99%	1.63%	4.16%	4.28%					
37	"20. ""Политическая партия ""Единая Россия"""	5825	147	223	112	56	92	169	117	297	195	59	27	113	67	142	96	114	24	93	171	298	500	56	229	21	44	96	121	224	125	303	75	61	97	39	30	42	39	25	52	117	70	92	351	247	50	31	46	30					
		38.91%	44.68%	42.88%	45.34%	36.84%	50.27%	51.52%	48.14%	50.51%	35.32%	41.25%	33.75%	35.75%	33.16%	26.79%	38.55%	33.82%	24.24%	33.33%	42.01%	36.16%	39.43%	23.43%	46.16%	34.42%	39.63%	39.02%	32.97%	32.55%	35.91%	37.45%	33.63%	38.85%	41.81%	34.82%	32.25%	38.88%	46.42%	39.06%	28.26%	44.82%	46.35%	42.39%	37.86%	43.79%	49.50%	50.81%	38.33%	42.85%					
38	"21. ""Российская Конституционно-демократическая партия"""	41	0	0	1	5	1	1	0	2	0	1	0	2	0	4	2	2	0	0	1	0	4	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	1	3	1	1	2	0	0	1	0					
		0.27%	0.0%	0.0%	0.40%	3.28%	0.54%	0.30%	0.0%	0.34%	0.0%	0.69%	0.0%	0.63%	0.0%	0.75%	0.80%	0.59%	0.0%	0.0%	0.24%	0.0%	0.31%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.28%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.19%	0.0%	0.0%	0.38%	1.98%	0.46%	0.10%	0.35%	0.0%	0.0%	0.83%	0.0%					
39	"22. ""Развитие предпринимательства"""	27	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	4	2	1	0	0	1	0	0	1	0	6	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0					
		0.18%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.71%	0.0%	0.48%	0.15%	0.41%	0.0%	0.0%	0.90%	0.0%	0.0%	0.14%	0.0%	0.74%	0.44%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.17%	0.99%	0.0%	0.83%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1289	35	52	35	17	21	46	17	36	51	6	7	32	16	34	26	38	10	24	30	77	108	27	25	3	5	18	56	85	22	70	13	12	11	1	6	11	1	6	29	17	8	16	75	25	4	6	14	5					
		8.61%	10.63%	10.0%	14.17%	11.18%	11.47%	14.02%	6.99%	6.12%	9.23%	4.19%	8.75%	10.12%	7.92%	6.41%	10.44%	11.27%	10.10%	8.60%	7.37%	9.34%	8.51%	11.29%	5.04%	4.91%	4.50%	7.31%	15.25%	12.35%	6.32%	8.65%	5.82%	7.64%	4.74%	0.89%	6.45%	10.18%	1.19%	9.37%	15.76%	6.51%	5.29%	7.37%	8.09%	4.43%	3.96%	9.83%	11.66%	7.14%					
																																																							
41	Против всех	763	9	28	10	5	12	7	17	15	18	6	5	11	8	21	12	18	10	10	26	38	66	9	19	8	4	15	22	47	18	45	19	6	8	11	4	4	11	8	17	16	14	9	55	27	6	1	3	5					
		5.09%	2.73%	5.38%	4.04%	3.28%	6.55%	2.13%	6.99%	2.55%	3.26%	4.19%	6.25%	3.48%	3.96%	3.96%	4.81%	5.34%	10.10%	3.58%	6.38%	4.61%	5.20%	3.76%	3.83%	13.11%	3.60%	6.09%	5.99%	6.83%	5.17%	5.56%	8.52%	3.82%	3.44%	9.82%	4.30%	3.70%	13.09%	12.5%	9.23%	6.13%	9.27%	4.14%	5.93%	4.78%	5.94%	1.63%	2.5%	7.14%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
