Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Топкинская городская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	178	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	7	5	5	9	9	9	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	83	0	1	0	3	0	0	0	0	0	0	1	3	1	0	1	3	0	1	0	2	0	0	0	2	1	0	1	2	1	0	0	0	1	0	1	1	2	0	2	5	5	5	5	3	7	4	4	8	3	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	115	1	1	2	0	2	3	4	1	1	2	2	1	1	1	1	1	2	8	2	1	7	1	2	2	1	2	2	5	5	0	2	1	2	4	3	1	3	5	1	3	3	4	5	3	0	1	2	1	3	1	3					
14	Число погашенных открепительных удостоверений	95	2	1	2	0	2	2	2	2	2	2	1	0	1	2	1	0	2	1	2	0	2	2	2	0	1	2	1	0	1	2	2	2	1	5	4	4	3	5	3	0	0	0	0	2	0	1	1	1	6	7	8					
15	Число открепительных удостоверений выданных ТИК	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	2	3	4	5	1	4	1	1	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	317	0	7	4	12	1	4	0	0	1	2	6	12	1	6	11	4	0	8	0	16	1	7	0	5	0	11	0	4	7	1	8	6	4	10	8	6	6	16	12	15	13	14	3	8	11	6	9	7	10	6	8					
		1.34%	0.0%	2.62%	3.12%	2.04%	0.64%	0.96%	0.0%	0.0%	0.53%	1.88%	1.35%	1.40%	1.26%	3.06%	1.89%	0.72%	0.0%	2.12%	0.0%	1.98%	0.77%	1.12%	0.0%	2.02%	0.0%	3.19%	0.0%	0.50%	1.43%	0.63%	1.50%	3.24%	1.85%	1.49%	1.33%	1.00%	0.92%	2.61%	1.72%	2.02%	1.59%	1.64%	0.34%	1.28%	1.46%	0.67%	1.23%	0.91%	1.43%	0.95%	0.93%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	177	0	1	0	9	1	2	0	0	1	0	2	7	0	0	0	3	0	2	0	6	0	1	0	0	0	4	0	2	2	2	2	0	5	2	7	2	7	6	12	11	8	13	13	10	6	4	6	8	2	2	6					
		0.75%	0.0%	0.37%	0.0%	1.53%	0.64%	0.48%	0.0%	0.0%	0.53%	0.0%	0.45%	0.81%	0.0%	0.0%	0.0%	0.54%	0.0%	0.53%	0.0%	0.74%	0.0%	0.16%	0.0%	0.0%	0.0%	1.16%	0.0%	0.25%	0.41%	1.26%	0.37%	0.0%	2.31%	0.29%	1.16%	0.33%	1.08%	0.97%	1.72%	1.48%	0.98%	1.52%	1.51%	1.60%	0.80%	0.44%	0.82%	1.04%	0.28%	0.31%	0.70%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	309	2	0	3	10	1	6	2	0	0	1	7	6	0	1	0	0	3	11	1	10	3	12	0	3	5	8	3	1	2	3	4	1	2	13	3	12	6	7	12	12	10	12	10	11	9	13	11	23	18	6	10					
		1.31%	1.75%	0.0%	2.34%	1.70%	0.64%	1.44%	1.47%	0.0%	0.0%	0.94%	1.58%	0.70%	0.0%	0.51%	0.0%	0.0%	2.02%	2.92%	0.8%	1.24%	2.32%	1.93%	0.0%	1.21%	2.87%	2.32%	2.45%	0.12%	0.41%	1.89%	0.75%	0.54%	0.92%	1.93%	0.5%	2.01%	0.92%	1.14%	1.72%	1.61%	1.22%	1.40%	1.16%	1.76%	1.20%	1.45%	1.50%	3.00%	2.57%	0.95%	1.17%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	385	0	1	1	2	2	1	0	0	6	0	0	11	0	2	5	10	0	3	0	5	0	1	1	0	3	7	3	13	4	3	11	0	2	4	12	11	16	7	25	17	14	28	31	12	12	16	27	18	5	9	24					
		1.63%	0.0%	0.37%	0.78%	0.34%	1.28%	0.24%	0.0%	0.0%	3.19%	0.0%	0.0%	1.28%	0.0%	1.02%	0.86%	1.82%	0.0%	0.79%	0.0%	0.62%	0.0%	0.16%	0.85%	0.0%	1.72%	2.03%	2.45%	1.62%	0.82%	1.89%	2.07%	0.0%	0.92%	0.59%	2.0%	1.84%	2.47%	1.14%	3.59%	2.29%	1.71%	3.28%	3.61%	1.92%	1.60%	1.79%	3.69%	2.35%	0.71%	1.43%	2.81%					
22	"5. ""За Русь Святую"""	69	0	0	1	1	0	0	0	0	0	0	3	2	1	0	0	2	0	1	0	2	1	1	0	0	0	0	0	1	1	0	0	0	1	5	2	2	5	2	2	0	0	3	5	5	8	5	0	1	2	1	3					
		0.29%	0.0%	0.0%	0.78%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.23%	1.26%	0.0%	0.0%	0.36%	0.0%	0.26%	0.0%	0.24%	0.77%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.20%	0.0%	0.0%	0.0%	0.46%	0.74%	0.33%	0.33%	0.77%	0.32%	0.28%	0.0%	0.0%	0.35%	0.58%	0.80%	1.06%	0.56%	0.0%	0.13%	0.28%	0.15%	0.35%					
23	"6. ""Объединенная Российская партия ""Русь"""	63	0	2	1	5	0	3	0	0	0	1	2	1	1	0	0	1	0	2	0	0	0	2	0	0	1	1	1	2	2	1	0	0	0	0	1	1	0	3	3	1	0	3	2	1	5	6	2	3	1	1	1					
		0.26%	0.0%	0.74%	0.78%	0.85%	0.0%	0.72%	0.0%	0.0%	0.0%	0.94%	0.45%	0.11%	1.26%	0.0%	0.0%	0.18%	0.0%	0.53%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.57%	0.29%	0.81%	0.25%	0.41%	0.63%	0.0%	0.0%	0.0%	0.0%	0.16%	0.16%	0.0%	0.48%	0.43%	0.13%	0.0%	0.35%	0.23%	0.16%	0.66%	0.67%	0.27%	0.39%	0.14%	0.15%	0.11%					
24	"7. ""Новый курс - Автомобильная Россия"""	136	0	1	1	2	0	1	0	0	0	2	4	3	0	0	0	5	0	1	0	1	0	3	1	0	1	0	2	2	0	2	2	0	0	2	4	2	1	1	10	7	6	13	9	2	12	3	9	3	4	3	11					
		0.57%	0.0%	0.37%	0.78%	0.34%	0.0%	0.24%	0.0%	0.0%	0.0%	1.88%	0.90%	0.35%	0.0%	0.0%	0.0%	0.91%	0.0%	0.26%	0.0%	0.12%	0.0%	0.48%	0.85%	0.0%	0.57%	0.0%	1.63%	0.25%	0.0%	1.26%	0.37%	0.0%	0.0%	0.29%	0.66%	0.33%	0.15%	0.16%	1.43%	0.94%	0.73%	1.52%	1.04%	0.32%	1.60%	0.33%	1.23%	0.39%	0.57%	0.47%	1.28%					
25	"8. ""Народно-республиканская партия России"""	15	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.24%	0.77%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.11%	0.0%	0.13%	0.0%	0.13%	0.0%	0.14%	0.15%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	42	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	3	0	0	0	0	1	1	2	1	1	0	1	5	1	3	1	3	2	1	0	4	2	0	3					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.57%	0.0%	0.81%	0.37%	0.0%	0.0%	0.0%	0.0%	0.46%	0.14%	0.33%	0.16%	0.15%	0.0%	0.14%	0.67%	0.12%	0.35%	0.11%	0.48%	0.26%	0.11%	0.0%	0.52%	0.28%	0.0%	0.35%					
27	"10. ""Аграрная партия России"""	704	6	23	0	37	5	19	5	4	10	10	21	26	5	4	31	24	0	36	2	35	3	21	2	11	3	4	2	44	23	3	9	0	8	16	7	14	15	4	23	17	15	13	20	7	19	21	12	17	17	7	24					
		2.99%	5.26%	8.61%	0.0%	6.30%	3.20%	4.58%	3.67%	4.16%	5.31%	9.43%	4.75%	3.03%	6.32%	2.04%	5.33%	4.37%	0.0%	9.57%	1.6%	4.34%	2.32%	3.38%	1.70%	4.45%	1.72%	1.16%	1.63%	5.50%	4.72%	1.89%	1.69%	0.0%	3.70%	2.38%	1.16%	2.34%	2.31%	0.65%	3.30%	2.29%	1.83%	1.52%	2.33%	1.12%	2.53%	2.35%	1.64%	2.22%	2.43%	1.11%	2.81%					
28	"11. ""Истинные патриоты России"""	15	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0					
		0.06%	0.0%	0.0%	0.0%	0.34%	0.64%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.63%	0.0%	0.54%	0.46%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.13%	0.0%	0.14%	0.15%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	170	0	2	12	7	1	7	0	2	0	2	0	12	1	3	5	3	0	1	0	5	1	1	0	1	1	2	2	2	1	1	3	1	1	3	4	0	2	3	5	10	5	7	7	5	6	9	2	2	6	7	7					
		0.72%	0.0%	0.74%	9.37%	1.19%	0.64%	1.69%	0.0%	2.08%	0.0%	1.88%	0.0%	1.40%	1.26%	1.53%	0.86%	0.54%	0.0%	0.26%	0.0%	0.62%	0.77%	0.16%	0.0%	0.40%	0.57%	0.58%	1.63%	0.25%	0.20%	0.63%	0.56%	0.54%	0.46%	0.44%	0.66%	0.0%	0.30%	0.48%	0.71%	1.34%	0.61%	0.82%	0.81%	0.80%	0.80%	1.00%	0.27%	0.26%	0.85%	1.11%	0.82%					
30	"13. ""Демократическая партия России"""	47	0	1	0	3	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	1	2	1	2	1	2	2	0	2	3	0	1	4	3	1	1	1	3	2					
		0.19%	0.0%	0.37%	0.0%	0.51%	0.0%	0.24%	0.0%	1.04%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.37%	0.0%	0.16%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.29%	0.16%	0.33%	0.15%	0.32%	0.28%	0.0%	0.24%	0.35%	0.0%	0.16%	0.53%	0.33%	0.13%	0.13%	0.14%	0.47%	0.23%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	1	0	1	2	0	1	1	1	2	2					
		0.11%	0.0%	0.0%	0.78%	0.17%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.83%	0.0%	0.0%	0.14%	0.0%	0.0%	0.11%	0.0%	0.16%	0.26%	0.0%	0.13%	0.13%	0.14%	0.31%	0.23%					
32	"15. ""Партия СЛОН"""	28	0	2	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	3	0	3	2	3					
		0.11%	0.0%	0.74%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.53%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.16%	0.16%	0.15%	0.0%	0.14%	0.0%	0.12%	0.11%	0.11%	0.0%	0.13%	0.11%	0.41%	0.0%	0.42%	0.31%	0.35%					
33	"16. ""Родина"" (народно-патриотический союз)"""	775	2	6	1	14	2	21	2	1	2	3	9	35	0	2	0	19	2	14	1	12	2	14	1	8	4	5	2	15	9	7	16	1	4	18	14	16	11	22	35	38	41	40	42	30	35	38	42	34	35	24	24					
		3.29%	1.75%	2.24%	0.78%	2.38%	1.28%	5.07%	1.47%	1.04%	1.06%	2.83%	2.03%	4.08%	0.0%	1.02%	0.0%	3.46%	1.35%	3.72%	0.8%	1.49%	1.55%	2.25%	0.85%	3.23%	2.29%	1.45%	1.63%	1.87%	1.84%	4.43%	3.01%	0.54%	1.85%	2.68%	2.33%	2.68%	1.70%	3.58%	5.02%	5.12%	5.02%	4.69%	4.89%	4.80%	4.67%	4.26%	5.75%	4.44%	5.01%	3.82%	2.81%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	50	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	2	0	2	0	2	0	2	0	2	0	1	0	2	1	0	5	0	0	2	0	2	0	4	2	1	0	0	0	1	1	6	1	0	4	1	1					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.53%	0.94%	0.0%	0.0%	1.26%	0.0%	0.0%	0.36%	0.0%	0.53%	0.0%	0.24%	0.0%	0.32%	0.0%	0.80%	0.0%	0.29%	0.0%	0.25%	0.20%	0.0%	0.94%	0.0%	0.0%	0.29%	0.0%	0.33%	0.0%	0.65%	0.28%	0.13%	0.0%	0.0%	0.0%	0.16%	0.13%	0.67%	0.13%	0.0%	0.57%	0.15%	0.11%					
35	"18. ""ЛДПР"""	3221	7	32	11	62	13	18	8	2	21	12	50	109	13	19	49	66	10	57	20	87	15	77	5	22	11	36	9	76	38	13	16	8	21	126	118	108	117	125	101	110	115	149	117	125	109	159	113	140	124	99	153					
		13.70%	6.14%	11.98%	8.59%	10.56%	8.33%	4.34%	5.88%	2.08%	11.17%	11.32%	11.31%	12.71%	16.45%	9.69%	8.43%	12.02%	6.75%	15.15%	16.0%	10.80%	11.62%	12.39%	4.27%	8.90%	6.32%	10.46%	7.37%	9.51%	7.80%	8.22%	3.01%	4.32%	9.72%	18.77%	19.66%	18.09%	18.08%	20.39%	14.51%	14.84%	14.09%	17.48%	13.63%	20.03%	14.55%	17.82%	15.47%	18.30%	17.76%	15.76%	17.93%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	233	5	4	2	5	1	5	1	1	4	2	4	6	0	0	0	6	0	2	0	0	0	8	1	2	2	3	1	8	0	1	5	0	6	9	7	5	5	8	8	11	9	7	9	11	13	11	8	5	11	7	4					
		0.99%	4.38%	1.49%	1.56%	0.85%	0.64%	1.20%	0.73%	1.04%	2.12%	1.88%	0.90%	0.70%	0.0%	0.0%	0.0%	1.09%	0.0%	0.53%	0.0%	0.0%	0.0%	1.28%	0.85%	0.80%	1.14%	0.87%	0.81%	1.00%	0.0%	0.63%	0.94%	0.0%	2.77%	1.34%	1.16%	0.83%	0.77%	1.30%	1.14%	1.48%	1.10%	0.82%	1.04%	1.76%	1.73%	1.23%	1.09%	0.65%	1.57%	1.11%	0.46%					
37	"20. ""Политическая партия ""Единая Россия"""	13110	81	164	59	336	110	231	104	76	120	47	284	479	45	139	413	307	119	202	95	567	79	350	100	175	122	226	84	549	356	111	361	151	144	347	304	299	355	317	313	339	412	371	424	301	346	420	333	350	336	320	437					
		55.76%	71.05%	61.42%	46.09%	57.24%	70.51%	55.79%	76.47%	79.16%	63.82%	44.33%	64.25%	55.89%	56.96%	70.91%	71.08%	55.91%	80.40%	53.72%	76.0%	70.43%	61.24%	56.36%	85.47%	70.85%	70.11%	65.69%	68.85%	68.71%	73.10%	70.25%	67.98%	81.62%	66.66%	51.71%	50.66%	50.08%	54.86%	51.71%	44.97%	45.74%	50.49%	43.54%	49.41%	48.23%	46.19%	47.08%	45.61%	45.75%	48.13%	50.95%	51.23%					
38	"21. ""Российская Конституционно-демократическая партия"""	54	0	0	0	3	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	2	0	0	1	3	2	5	0	0	0	0	0	4	1	1	0	10	1	2	0	1	3	0	2	1	3	0	1	2	0					
		0.22%	0.0%	0.0%	0.0%	0.51%	0.0%	0.24%	0.0%	0.0%	0.0%	0.94%	0.0%	0.11%	0.0%	0.51%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.57%	0.87%	1.63%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.16%	0.16%	0.0%	1.63%	0.14%	0.26%	0.0%	0.11%	0.34%	0.0%	0.26%	0.11%	0.41%	0.0%	0.14%	0.31%	0.0%					
39	"22. ""Развитие предпринимательства"""	43	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	3	1	0	1	2	1	1	6	1	2	3	1	2	2	2	2					
		0.18%	0.0%	0.0%	0.0%	0.34%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.53%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.54%	0.0%	0.44%	0.0%	0.50%	0.15%	0.0%	0.14%	0.26%	0.12%	0.11%	0.69%	0.16%	0.26%	0.33%	0.13%	0.26%	0.28%	0.31%	0.23%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2137	11	15	11	40	11	72	10	4	18	16	30	119	1	17	22	56	12	24	5	30	14	65	5	12	5	8	8	38	22	9	15	11	3	61	55	70	68	43	79	100	93	78	96	56	91	99	99	89	68	73	80					
		9.08%	9.64%	5.61%	8.59%	6.81%	7.05%	17.39%	7.35%	4.16%	9.57%	15.09%	6.78%	13.88%	1.26%	8.67%	3.78%	10.20%	8.10%	6.38%	4.0%	3.72%	10.85%	10.46%	4.27%	4.85%	2.87%	2.32%	6.55%	4.75%	4.51%	5.69%	2.82%	5.94%	1.38%	9.09%	9.16%	11.72%	10.51%	7.01%	11.35%	13.49%	11.39%	9.15%	11.18%	8.97%	12.14%	11.09%	13.56%	11.63%	9.74%	11.62%	9.37%					
																																																										
41	Против всех	1089	0	5	18	29	5	13	0	4	2	3	19	24	4	1	18	27	2	7	1	14	8	49	1	5	5	15	0	20	13	0	19	2	8	36	33	23	23	24	38	39	64	89	58	29	49	57	33	47	37	38	31					
		4.63%	0.0%	1.87%	14.06%	4.94%	3.20%	3.14%	0.0%	4.16%	1.06%	2.83%	4.29%	2.80%	5.06%	0.51%	3.09%	4.91%	1.35%	1.86%	0.8%	1.73%	6.20%	7.89%	0.85%	2.02%	2.87%	4.36%	0.0%	2.50%	2.66%	0.0%	3.57%	1.08%	3.70%	5.36%	5.5%	3.85%	3.55%	3.91%	5.45%	5.26%	7.84%	10.44%	6.75%	4.64%	6.54%	6.39%	4.52%	6.14%	5.30%	6.05%	3.63%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
