Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Миякинская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2719	УИК №2720	УИК №2721	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2736	УИК №2737	УИК №2738									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	106	5	0	0	0	0	0	0	0	3	3	11	2	1	7	0	1	0	0	0	0	0	0	0	0	0	2	5	0	0	2	0	3	0	6	2	4	6	8	21	7	0	0	0	0	5	2	0									
		0.58%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	1.88%	3.19%	0.65%	0.31%	1.14%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	1.89%	0.00%	0.00%	0.56%	0.00%	0.43%	0.00%	0.95%	0.42%	0.67%	0.74%	1.34%	3.74%	1.42%	0.00%	0.00%	0.00%	0.00%	1.30%	0.45%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	654	22	17	0	16	7	0	22	0	9	5	28	20	3	25	0	12	25	0	0	10	1	0	87	0	0	0	20	21	30	0	9	0	11	9	40	14	31	27	20	42	0	9	0	19	28	15	0									
		3.59%	6.13%	6.39%	0.00%	8.47%	2.27%	0.00%	11.28%	0.00%	2.62%	3.13%	8.12%	6.54%	0.93%	4.08%	0.00%	3.13%	8.53%	0.00%	0.00%	6.13%	0.89%	0.00%	18.71%	0.00%	0.00%	0.00%	7.55%	4.25%	4.87%	0.00%	7.03%	0.00%	1.20%	1.42%	8.47%	2.35%	3.84%	4.53%	3.57%	8.50%	0.00%	1.47%	0.00%	3.94%	7.29%	3.37%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	246	8	6	0	0	10	0	0	16	3	1	6	14	1	14	0	0	0	0	0	5	2	0	0	0	4	0	9	7	10	2	5	4	18	8	7	10	3	14	30	16	0	0	0	0	9	4	0									
		1.35%	2.23%	2.26%	0.00%	0.00%	3.24%	0.00%	0.00%	3.98%	0.87%	0.63%	1.74%	4.58%	0.31%	2.29%	0.00%	0.00%	0.00%	0.00%	0.00%	3.07%	1.79%	0.00%	0.00%	0.00%	3.31%	0.00%	3.40%	1.42%	1.62%	0.56%	3.91%	0.57%	1.97%	1.27%	1.48%	1.68%	0.37%	2.35%	5.35%	3.24%	0.00%	0.00%	0.00%	0.00%	2.34%	0.90%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11468	193	210	243	135	202	280	123	296	205	111	218	163	305	352	141	309	218	204	198	103	95	90	277	255	75	349	149	309	264	252	69	335	529	251	258	441	443	320	264	267	160	435	139	381	202	333	317									
		62.98%	53.76%	78.95%	79.67%	71.43%	65.37%	65.57%	63.08%	73.63%	59.77%	69.38%	63.19%	53.27%	94.43%	57.52%	81.03%	80.68%	74.40%	72.08%	68.75%	63.19%	84.82%	75.63%	59.57%	80.95%	61.98%	71.08%	56.23%	62.55%	42.86%	70.00%	53.91%	47.79%	57.94%	39.72%	54.66%	73.87%	54.89%	53.69%	47.06%	54.05%	61.78%	70.96%	58.90%	79.05%	52.60%	74.83%	77.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	551	4	4	0	0	12	3	0	21	6	0	4	19	2	12	0	1	3	0	0	5	1	0	0	0	4	4	5	1	148	5	13	3	60	7	21	20	64	21	45	5	0	5	0	12	4	4	3									
		3.03%	1.11%	1.50%	0.00%	0.00%	3.88%	0.70%	0.00%	5.22%	1.75%	0.00%	1.16%	6.21%	0.62%	1.96%	0.00%	0.26%	1.02%	0.00%	0.00%	3.07%	0.89%	0.00%	0.00%	0.00%	3.31%	0.81%	1.89%	0.20%	24.03%	1.39%	10.16%	0.43%	6.57%	1.11%	4.45%	3.35%	7.93%	3.52%	8.02%	1.01%	0.00%	0.82%	0.00%	2.49%	1.04%	0.90%	0.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	50	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	4	7	0	0	2	2	1	2	0	2	0	4	14	1	0	0	0	0	0	2	0									
		0.27%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	1.88%	0.29%	0.00%	0.00%	0.00%	0.00%	0.26%	0.34%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.51%	1.42%	0.00%	0.00%	1.56%	0.29%	0.11%	0.32%	0.00%	0.34%	0.00%	0.67%	2.50%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	838	22	10	4	20	18	2	13	13	20	4	19	11	1	73	0	9	9	16	9	8	7	0	39	18	13	10	12	17	24	10	11	14	10	15	51	37	64	27	44	40	9	12	5	13	26	25	4									
		4.60%	6.13%	3.76%	1.31%	10.58%	5.83%	0.47%	6.67%	3.23%	5.83%	2.50%	5.51%	3.59%	0.31%	11.93%	0.00%	2.35%	3.07%	5.65%	3.13%	4.91%	6.25%	0.00%	8.39%	5.71%	10.74%	2.04%	4.53%	3.44%	3.90%	2.78%	8.59%	1.99%	1.10%	2.37%	10.81%	6.20%	7.93%	4.53%	7.84%	8.10%	3.47%	1.96%	2.12%	2.70%	6.77%	5.62%	0.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	7	1	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.38%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	1.25%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	2	0	3	0	0	1	1	18	3	0	0	0	0	0	1	0									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.75%	0.00%	0.00%	0.28%	0.00%	0.29%	0.00%	0.47%	0.00%	0.00%	0.12%	0.17%	3.21%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	1	0	0	1	0	0	0	0	0	2	0	0	4	0	0	2	0	12	4	2	2	2	5	3	0	0	0	0	1	0	0									
		0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.52%	0.34%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.65%	0.00%	0.00%	0.29%	0.00%	1.90%	0.85%	0.34%	0.25%	0.34%	0.89%	0.61%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3597	85	15	56	18	41	141	37	49	83	29	48	73	7	90	33	46	30	62	81	27	5	22	62	42	23	102	43	117	125	85	12	249	263	215	80	54	178	156	61	91	64	152	83	44	95	48	75									
		19.75%	23.68%	5.64%	18.36%	9.52%	13.27%	33.02%	18.97%	12.19%	24.20%	18.13%	13.91%	23.86%	2.17%	14.71%	18.97%	12.01%	10.24%	21.91%	28.13%	16.56%	4.46%	18.49%	13.33%	13.33%	19.01%	20.77%	16.23%	23.68%	20.29%	23.61%	9.38%	35.52%	28.81%	34.02%	16.95%	9.05%	22.06%	26.17%	10.87%	18.42%	24.71%	24.80%	35.17%	9.13%	24.74%	10.79%	18.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	0	0	0	0	4	0	0	0	1	1	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	11	2	0	0	2	8	2	0	0	0	0	1	0	0									
		0.23%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	0.29%	0.63%	0.00%	0.00%	0.93%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	1.74%	0.42%	0.00%	0.00%	0.34%	1.43%	0.40%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	390	13	0	2	0	8	1	0	4	9	2	8	4	0	12	0	1	3	0	0	2	1	7	0	0	0	20	11	3	4	1	2	85	2	69	7	12	14	14	18	7	26	0	9	0	1	2	6									
		2.14%	3.62%	0.00%	0.66%	0.00%	2.59%	0.23%	0.00%	0.99%	2.62%	1.25%	2.32%	1.31%	0.00%	1.96%	0.00%	0.26%	1.02%	0.00%	0.00%	1.23%	0.89%	5.88%	0.00%	0.00%	0.00%	4.07%	4.15%	0.61%	0.65%	0.28%	1.56%	12.13%	0.22%	10.92%	1.48%	2.01%	1.73%	2.35%	3.21%	1.42%	10.04%	0.00%	3.81%	0.00%	0.26%	0.45%	1.47%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
