Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
"Наименование Избирательной комиссии:    Астрахань, Трусовская"																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1300	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	0	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	26	26	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	536	2	8	7	21	5	7	11	12	9	11	5	6	7	4	13	9	15	11	6	24	5	6	4	5	9	8	0	19	24	19	19	6	6	6	12	4	3	4	5	24	15	14	14	9	20	9	7	9	19	11	11	1	5	10	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	438	2	9	6	6	4	8	7	6	1	5	9	3	4	7	5	6	8	4	6	2	17	6	1	9	7	10	80	10	9	14	13	5	10	12	8	5	2	6	14	5	1	6	4	3	9	8	3	11	6	5	9	3	8	5	5	1					
14	Число погашенных открепительных удостоверений	760	22	16	17	3	19	17	13	12	15	13	15	18	17	20	11	15	9	13	18	0	19	18	20	19	15	16	0	5	0	5	5	18	18	18	12	20	21	20	19	0	9	10	10	15	4	15	17	15	5	13	13	23	19	16	25	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	568	7	10	4	17	5	8	14	7	4	11	14	11	12	13	8	7	10	8	14	12	7	3	1	7	14	5	15	9	9	11	10	11	6	5	7	6	8	9	11	12	20	10	11	12	11	10	14	13	11	8	14	5	14	38	15	0					
		1.36%	1.46%	1.23%	0.47%	1.59%	1.06%	1.64%	2.02%	0.71%	0.57%	1.69%	1.90%	1.55%	1.43%	2.44%	1.17%	1.43%	0.90%	1.20%	1.67%	1.20%	1.02%	0.51%	0.28%	1.09%	1.63%	0.69%	4.10%	1.35%	0.85%	0.91%	0.90%	1.38%	1.16%	0.95%	1.01%	0.99%	1.43%	1.62%	1.65%	1.25%	2.04%	1.51%	1.42%	1.39%	1.18%	0.77%	1.25%	1.63%	1.25%	0.98%	1.92%	0.92%	2.06%	3.32%	3.05%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	913	4	17	8	24	5	1	17	32	15	6	16	14	16	5	16	13	28	19	25	25	15	20	5	16	17	12	9	14	29	36	27	22	6	12	20	17	28	21	23	18	26	18	11	13	20	34	24	10	22	18	12	7	7	15	2	1					
		2.19%	0.83%	2.09%	0.95%	2.25%	1.06%	0.20%	2.46%	3.27%	2.14%	0.92%	2.17%	1.97%	1.91%	0.93%	2.35%	2.65%	2.54%	2.87%	2.98%	2.50%	2.19%	3.45%	1.43%	2.49%	1.98%	1.67%	2.46%	2.10%	2.76%	2.98%	2.43%	2.76%	1.16%	2.29%	2.88%	2.81%	5.03%	3.79%	3.45%	1.88%	2.66%	2.73%	1.42%	1.50%	2.14%	2.64%	2.15%	1.26%	2.51%	2.20%	1.64%	1.28%	1.03%	1.31%	0.40%	1.33%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1088	7	19	24	33	12	5	26	32	20	16	23	23	10	16	15	15	35	24	14	16	14	4	16	15	23	18	17	14	35	20	19	11	17	16	16	17	13	14	21	21	24	11	24	31	29	48	27	16	23	31	8	13	20	33	19	5					
		2.61%	1.46%	2.34%	2.85%	3.10%	2.54%	1.02%	3.76%	3.27%	2.85%	2.46%	3.12%	3.24%	1.19%	3.00%	2.20%	3.06%	3.18%	3.62%	1.67%	1.60%	2.04%	0.69%	4.58%	2.33%	2.68%	2.51%	4.65%	2.10%	3.33%	1.65%	1.71%	1.38%	3.30%	3.05%	2.30%	2.81%	2.33%	2.53%	3.15%	2.19%	2.45%	1.67%	3.10%	3.59%	3.11%	3.73%	2.42%	2.01%	2.62%	3.80%	1.09%	2.39%	2.95%	2.88%	3.86%	6.66%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1002	13	18	25	31	9	9	9	26	16	16	14	14	27	18	13	7	30	14	10	34	15	18	6	19	9	19	10	14	23	51	23	23	8	11	36	15	12	15	30	24	13	22	21	15	29	33	20	15	16	23	13	8	18	16	6	0					
		2.41%	2.71%	2.22%	2.97%	2.91%	1.91%	1.85%	1.30%	2.66%	2.28%	2.46%	1.90%	1.97%	3.22%	3.38%	1.91%	1.43%	2.72%	2.11%	1.19%	3.41%	2.19%	3.10%	1.71%	2.95%	1.05%	2.65%	2.73%	2.10%	2.19%	4.23%	2.07%	2.88%	1.55%	2.10%	5.19%	2.48%	2.15%	2.71%	4.51%	2.50%	1.33%	3.34%	2.72%	1.74%	3.11%	2.56%	1.79%	1.89%	1.82%	2.82%	1.78%	1.47%	2.65%	1.40%	1.22%	0.0%					
22	"5. ""За Русь Святую"""	196	3	5	1	6	4	4	1	4	6	3	4	3	1	5	6	3	6	1	8	8	3	4	0	2	4	1	2	4	2	4	5	5	2	5	4	3	0	1	4	6	3	5	6	2	2	5	5	4	3	2	2	4	3	3	2	2					
		0.47%	0.62%	0.61%	0.11%	0.56%	0.84%	0.82%	0.14%	0.40%	0.85%	0.46%	0.54%	0.42%	0.11%	0.93%	0.88%	0.61%	0.54%	0.15%	0.95%	0.80%	0.43%	0.69%	0.0%	0.31%	0.46%	0.13%	0.54%	0.60%	0.19%	0.33%	0.45%	0.62%	0.38%	0.95%	0.57%	0.49%	0.0%	0.18%	0.60%	0.62%	0.30%	0.75%	0.77%	0.23%	0.21%	0.38%	0.44%	0.50%	0.34%	0.24%	0.27%	0.73%	0.44%	0.26%	0.40%	2.66%					
23	"6. ""Объединенная Российская партия ""Русь"""	94	3	1	2	1	0	2	0	2	0	1	0	1	1	0	2	1	3	4	1	2	1	2	1	2	4	3	0	2	0	4	3	1	0	2	0	2	0	0	2	4	1	2	3	6	5	1	2	2	2	3	1	0	1	5	0	0					
		0.22%	0.62%	0.12%	0.23%	0.09%	0.0%	0.41%	0.0%	0.20%	0.0%	0.15%	0.0%	0.14%	0.11%	0.0%	0.29%	0.20%	0.27%	0.60%	0.11%	0.20%	0.14%	0.34%	0.28%	0.31%	0.46%	0.41%	0.0%	0.30%	0.0%	0.33%	0.27%	0.12%	0.0%	0.38%	0.0%	0.33%	0.0%	0.0%	0.30%	0.41%	0.10%	0.30%	0.38%	0.69%	0.53%	0.07%	0.17%	0.25%	0.22%	0.36%	0.13%	0.0%	0.14%	0.43%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	354	5	6	4	13	5	1	2	0	5	5	5	4	6	3	3	2	7	5	6	7	7	5	5	2	9	4	3	4	15	7	12	7	6	5	7	7	9	5	8	9	20	9	12	6	7	10	7	4	8	9	9	4	4	9	6	0					
		0.85%	1.04%	0.74%	0.47%	1.22%	1.06%	0.20%	0.28%	0.0%	0.71%	0.77%	0.68%	0.56%	0.71%	0.56%	0.44%	0.40%	0.63%	0.75%	0.71%	0.70%	1.02%	0.86%	1.43%	0.31%	1.05%	0.55%	0.82%	0.60%	1.42%	0.58%	1.08%	0.87%	1.16%	0.95%	1.01%	1.15%	1.61%	0.90%	1.20%	0.94%	2.04%	1.36%	1.55%	0.69%	0.75%	0.77%	0.62%	0.50%	0.91%	1.10%	1.23%	0.73%	0.59%	0.78%	1.22%	0.0%					
25	"8. ""Народно-республиканская партия России"""	76	0	1	0	2	1	2	1	4	0	1	2	1	1	0	0	2	2	2	2	1	2	2	0	4	5	0	1	1	0	2	2	1	3	4	0	1	3	0	0	1	1	1	3	2	1	1	1	1	2	0	3	0	0	0	3	0					
		0.18%	0.0%	0.12%	0.0%	0.18%	0.21%	0.41%	0.14%	0.40%	0.0%	0.15%	0.27%	0.14%	0.11%	0.0%	0.0%	0.40%	0.18%	0.30%	0.23%	0.10%	0.29%	0.34%	0.0%	0.62%	0.58%	0.0%	0.27%	0.15%	0.0%	0.16%	0.18%	0.12%	0.58%	0.76%	0.0%	0.16%	0.53%	0.0%	0.0%	0.10%	0.10%	0.15%	0.38%	0.23%	0.10%	0.07%	0.08%	0.12%	0.22%	0.0%	0.41%	0.0%	0.0%	0.0%	0.61%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	138	0	4	2	4	1	0	0	6	4	0	4	2	3	0	1	4	5	1	5	5	0	2	1	2	3	3	0	1	3	6	3	2	1	3	0	3	3	1	4	1	4	5	3	4	0	3	5	4	6	1	5	1	0	4	0	0					
		0.33%	0.0%	0.49%	0.23%	0.37%	0.21%	0.0%	0.0%	0.61%	0.57%	0.0%	0.54%	0.28%	0.35%	0.0%	0.14%	0.81%	0.45%	0.15%	0.59%	0.50%	0.0%	0.34%	0.28%	0.31%	0.35%	0.41%	0.0%	0.15%	0.28%	0.49%	0.27%	0.25%	0.19%	0.57%	0.0%	0.49%	0.53%	0.18%	0.60%	0.10%	0.40%	0.75%	0.38%	0.46%	0.0%	0.23%	0.44%	0.50%	0.68%	0.12%	0.68%	0.18%	0.0%	0.35%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	754	9	15	10	8	13	9	14	17	14	12	11	11	16	9	14	6	18	17	12	12	10	15	8	12	22	16	16	9	19	19	11	12	11	6	18	11	15	11	13	16	15	15	16	15	13	27	15	30	16	13	9	7	10	19	15	2					
		1.81%	1.87%	1.85%	1.18%	0.75%	2.76%	1.85%	2.02%	1.74%	2.0%	1.84%	1.49%	1.55%	1.91%	1.69%	2.06%	1.22%	1.63%	2.56%	1.43%	1.20%	1.46%	2.59%	2.29%	1.86%	2.57%	2.23%	4.38%	1.35%	1.80%	1.57%	0.99%	1.50%	2.13%	1.14%	2.59%	1.82%	2.69%	1.98%	1.95%	1.67%	1.53%	2.27%	2.07%	1.74%	1.39%	2.09%	1.34%	3.78%	1.82%	1.59%	1.23%	1.28%	1.47%	1.66%	3.05%	2.66%					
28	"11. ""Истинные патриоты России"""	148	3	3	0	3	2	1	2	0	0	0	1	2	0	1	4	2	2	2	4	1	2	3	3	11	6	5	3	4	1	3	0	0	8	1	4	2	6	2	3	2	1	0	1	0	1	0	14	2	0	3	15	3	3	3	0	0					
		0.35%	0.62%	0.37%	0.0%	0.28%	0.42%	0.20%	0.28%	0.0%	0.0%	0.0%	0.13%	0.28%	0.0%	0.18%	0.58%	0.40%	0.18%	0.30%	0.47%	0.10%	0.29%	0.51%	0.85%	1.71%	0.70%	0.69%	0.82%	0.60%	0.09%	0.24%	0.0%	0.0%	1.55%	0.19%	0.57%	0.33%	1.07%	0.36%	0.45%	0.20%	0.10%	0.0%	0.12%	0.0%	0.10%	0.0%	1.25%	0.25%	0.0%	0.36%	2.06%	0.55%	0.44%	0.26%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	728	11	13	28	31	12	7	9	15	7	11	4	14	12	6	12	10	28	12	11	15	17	20	1	10	24	16	23	14	15	18	18	26	6	7	6	7	5	15	5	9	18	9	16	8	22	18	28	9	9	12	9	13	6	11	8	2					
		1.75%	2.29%	1.60%	3.32%	2.91%	2.54%	1.44%	1.30%	1.53%	1.0%	1.69%	0.54%	1.97%	1.43%	1.12%	1.76%	2.04%	2.54%	1.81%	1.31%	1.50%	2.48%	3.45%	0.28%	1.55%	2.80%	2.23%	6.30%	2.10%	1.42%	1.49%	1.62%	3.26%	1.16%	1.33%	0.86%	1.15%	0.89%	2.71%	0.75%	0.94%	1.84%	1.36%	2.07%	0.92%	2.36%	1.39%	2.51%	1.13%	1.02%	1.47%	1.23%	2.39%	0.88%	0.96%	1.62%	2.66%					
30	"13. ""Демократическая партия России"""	121	3	2	4	6	0	0	4	0	1	2	3	2	1	3	4	3	0	3	3	1	1	1	0	3	1	2	1	2	8	4	2	2	2	3	1	2	2	5	0	3	3	0	1	4	7	0	2	2	1	1	1	4	0	4	1	0					
		0.29%	0.62%	0.24%	0.47%	0.56%	0.0%	0.0%	0.57%	0.0%	0.14%	0.30%	0.40%	0.28%	0.11%	0.56%	0.58%	0.61%	0.0%	0.45%	0.35%	0.10%	0.14%	0.17%	0.0%	0.46%	0.11%	0.27%	0.27%	0.30%	0.76%	0.33%	0.18%	0.25%	0.38%	0.57%	0.14%	0.33%	0.35%	0.90%	0.0%	0.31%	0.30%	0.0%	0.12%	0.46%	0.75%	0.0%	0.17%	0.25%	0.11%	0.12%	0.13%	0.73%	0.0%	0.35%	0.20%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	335	2	3	5	8	8	4	6	8	10	6	10	4	7	13	8	2	8	4	12	14	4	1	0	5	3	1	8	1	4	3	10	6	5	3	4	1	15	3	9	7	3	5	6	4	3	9	10	2	6	4	5	7	15	12	9	0					
		0.80%	0.41%	0.37%	0.59%	0.75%	1.69%	0.82%	0.86%	0.81%	1.42%	0.92%	1.36%	0.56%	0.83%	2.44%	1.17%	0.40%	0.72%	0.60%	1.43%	1.40%	0.58%	0.17%	0.0%	0.77%	0.35%	0.13%	2.19%	0.15%	0.38%	0.24%	0.90%	0.75%	0.97%	0.57%	0.57%	0.16%	2.69%	0.54%	1.35%	0.73%	0.30%	0.75%	0.77%	0.46%	0.32%	0.69%	0.89%	0.25%	0.68%	0.49%	0.68%	1.28%	2.21%	1.05%	1.83%	0.0%					
32	"15. ""Партия СЛОН"""	99	1	1	0	3	1	0	1	2	0	2	4	1	1	2	1	1	3	1	3	3	1	1	0	0	6	2	1	3	3	0	6	2	2	3	10	1	0	0	1	3	6	0	0	3	1	0	1	3	0	2	4	1	0	1	1	0					
		0.23%	0.20%	0.12%	0.0%	0.28%	0.21%	0.0%	0.14%	0.20%	0.0%	0.30%	0.54%	0.14%	0.11%	0.37%	0.14%	0.20%	0.27%	0.15%	0.35%	0.30%	0.14%	0.17%	0.0%	0.0%	0.70%	0.27%	0.27%	0.45%	0.28%	0.0%	0.54%	0.25%	0.38%	0.57%	1.44%	0.16%	0.0%	0.0%	0.15%	0.31%	0.61%	0.0%	0.0%	0.34%	0.10%	0.0%	0.08%	0.37%	0.0%	0.24%	0.54%	0.18%	0.0%	0.08%	0.20%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5622	58	124	109	99	52	52	89	183	116	120	127	118	135	53	90	63	154	89	79	112	89	46	44	95	95	79	37	84	180	233	187	116	51	62	96	74	44	51	75	119	154	78	107	106	131	224	168	112	153	107	72	73	88	111	56	3					
		13.52%	12.10%	15.30%	12.96%	9.31%	11.04%	10.69%	12.89%	18.73%	16.57%	18.48%	17.27%	16.64%	16.12%	9.96%	13.25%	12.88%	14.0%	13.44%	9.43%	11.23%	13.03%	7.94%	12.60%	14.79%	11.09%	11.04%	10.13%	12.63%	17.14%	19.33%	16.87%	14.57%	9.90%	11.85%	13.85%	12.25%	7.91%	9.22%	11.27%	12.43%	15.76%	11.85%	13.86%	12.29%	14.07%	17.41%	15.08%	14.12%	17.48%	13.12%	9.89%	13.44%	12.99%	9.71%	11.40%	4.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	104	1	2	2	1	2	3	1	1	1	1	0	3	1	0	0	2	1	2	6	2	1	0	2	4	2	2	0	3	2	0	1	4	2	1	0	0	5	2	3	3	5	2	3	1	0	1	4	2	2	2	5	3	0	3	2	0					
		0.25%	0.20%	0.24%	0.23%	0.09%	0.42%	0.61%	0.14%	0.10%	0.14%	0.15%	0.0%	0.42%	0.11%	0.0%	0.0%	0.40%	0.09%	0.30%	0.71%	0.20%	0.14%	0.0%	0.57%	0.62%	0.23%	0.27%	0.0%	0.45%	0.19%	0.0%	0.09%	0.50%	0.38%	0.19%	0.0%	0.0%	0.89%	0.36%	0.45%	0.31%	0.51%	0.30%	0.38%	0.11%	0.0%	0.07%	0.35%	0.25%	0.22%	0.24%	0.68%	0.55%	0.0%	0.26%	0.40%	0.0%					
35	"18. ""ЛДПР"""	6368	71	120	127	166	98	91	123	120	89	70	97	114	118	96	95	90	177	110	139	197	113	95	52	111	139	138	48	126	150	174	224	151	80	96	93	84	56	71	91	162	132	111	117	128	132	183	184	97	99	130	115	89	104	136	43	6					
		15.32%	14.82%	14.81%	15.10%	15.61%	20.80%	18.72%	17.82%	12.28%	12.71%	10.78%	13.19%	16.07%	14.09%	18.04%	13.99%	18.40%	16.09%	16.61%	16.60%	19.75%	16.54%	16.40%	14.89%	17.28%	16.23%	19.30%	13.15%	18.94%	14.28%	14.43%	20.21%	18.96%	15.53%	18.35%	13.41%	13.90%	10.07%	12.83%	13.68%	16.92%	13.51%	16.86%	15.15%	14.84%	14.17%	14.23%	16.51%	12.23%	11.31%	15.95%	15.79%	16.39%	15.36%	11.90%	8.75%	8.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	725	10	9	18	12	6	10	11	22	7	8	11	12	9	7	10	10	12	7	11	10	4	9	7	5	20	9	8	5	23	9	12	19	11	17	18	11	4	13	16	19	17	9	18	30	29	30	27	19	14	24	8	9	9	17	13	1					
		1.74%	2.08%	1.11%	2.14%	1.12%	1.27%	2.05%	1.59%	2.25%	1.0%	1.23%	1.49%	1.69%	1.07%	1.31%	1.47%	2.04%	1.09%	1.05%	1.31%	1.00%	0.58%	1.55%	2.00%	0.77%	2.33%	1.25%	2.19%	0.75%	2.19%	0.74%	1.08%	2.38%	2.13%	3.25%	2.59%	1.82%	0.71%	2.35%	2.40%	1.98%	1.74%	1.36%	2.33%	3.48%	3.11%	2.33%	2.42%	2.39%	1.6%	2.94%	1.09%	1.65%	1.32%	1.48%	2.64%	1.33%					
37	"20. ""Политическая партия ""Единая Россия"""	12595	150	276	268	343	156	161	207	236	186	177	201	193	258	144	207	135	341	200	262	319	232	188	106	200	297	233	86	184	302	334	306	209	179	153	224	201	155	190	217	271	300	181	209	272	258	346	297	247	255	214	279	177	221	472	155	25					
		30.30%	31.31%	34.07%	31.86%	32.26%	33.12%	33.12%	30.0%	24.15%	26.57%	27.27%	27.34%	27.22%	30.82%	27.06%	30.48%	27.60%	31.0%	30.21%	31.30%	31.99%	33.96%	32.46%	30.37%	31.15%	34.69%	32.58%	23.56%	27.66%	28.76%	27.71%	27.61%	26.25%	34.75%	29.25%	32.32%	33.27%	27.87%	34.35%	32.63%	28.31%	30.70%	27.50%	27.07%	31.55%	27.71%	26.90%	26.66%	31.14%	29.14%	26.25%	38.32%	32.59%	32.64%	41.33%	31.56%	33.33%					
38	"21. ""Российская Конституционно-демократическая партия"""	87	1	0	2	1	0	0	0	2	2	3	1	0	2	1	4	1	2	0	4	3	0	2	0	0	2	2	0	0	5	3	0	0	1	1	4	1	1	2	1	2	0	2	3	4	2	4	0	0	1	1	0	2	6	2	3	1					
		0.20%	0.20%	0.0%	0.23%	0.09%	0.0%	0.0%	0.0%	0.20%	0.28%	0.46%	0.13%	0.0%	0.23%	0.18%	0.58%	0.20%	0.18%	0.0%	0.47%	0.30%	0.0%	0.34%	0.0%	0.0%	0.23%	0.27%	0.0%	0.0%	0.47%	0.24%	0.0%	0.0%	0.19%	0.19%	0.57%	0.16%	0.17%	0.36%	0.15%	0.20%	0.0%	0.30%	0.38%	0.46%	0.21%	0.31%	0.0%	0.0%	0.11%	0.12%	0.0%	0.36%	0.88%	0.17%	0.61%	1.33%					
39	"22. ""Развитие предпринимательства"""	114	1	1	2	3	3	2	1	3	1	4	1	2	6	1	4	0	0	3	3	1	4	1	3	0	1	2	1	3	2	2	1	8	2	0	0	3	0	3	2	9	2	0	2	1	1	2	3	3	2	1	1	0	1	2	3	1					
		0.27%	0.20%	0.12%	0.23%	0.28%	0.63%	0.41%	0.14%	0.30%	0.14%	0.61%	0.13%	0.28%	0.71%	0.18%	0.58%	0.0%	0.0%	0.45%	0.35%	0.10%	0.58%	0.17%	0.85%	0.0%	0.11%	0.27%	0.27%	0.45%	0.19%	0.16%	0.09%	1.00%	0.38%	0.0%	0.0%	0.49%	0.0%	0.54%	0.30%	0.94%	0.20%	0.0%	0.25%	0.11%	0.10%	0.15%	0.26%	0.37%	0.22%	0.12%	0.13%	0.0%	0.14%	0.17%	0.61%	1.33%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6437	73	123	141	180	50	68	101	185	139	128	127	109	139	102	126	71	162	93	100	115	105	80	55	70	110	86	49	115	152	189	138	108	70	62	95	94	140	90	97	161	133	116	134	149	139	226	169	146	161	154	82	82	110	138	79	21					
		15.48%	15.24%	15.18%	16.76%	16.93%	10.61%	13.99%	14.63%	18.93%	19.85%	19.72%	17.27%	15.37%	16.60%	19.17%	18.55%	14.51%	14.72%	14.04%	11.94%	11.53%	15.37%	13.81%	15.75%	10.90%	12.85%	12.02%	13.42%	17.29%	14.47%	15.68%	12.45%	13.56%	13.59%	11.85%	13.70%	15.56%	25.17%	16.27%	14.58%	16.82%	13.61%	17.62%	17.35%	17.28%	14.93%	17.57%	15.17%	18.41%	18.4%	18.89%	11.26%	15.10%	16.24%	12.08%	16.08%	28.0%					
																																																															
41	Против всех	2272	32	30	41	56	18	32	30	51	45	31	46	38	42	20	27	32	52	29	95	70	29	46	26	44	35	48	21	39	56	67	76	43	26	32	28	32	17	19	19	51	65	35	32	35	72	49	74	36	53	44	46	18	32	77	30	3					
		5.46%	6.68%	3.70%	4.87%	5.26%	3.82%	6.58%	4.34%	5.22%	6.42%	4.77%	6.25%	5.35%	5.01%	3.75%	3.97%	6.54%	4.72%	4.38%	11.35%	7.02%	4.24%	7.94%	7.44%	6.85%	4.08%	6.71%	5.75%	5.86%	5.33%	5.56%	6.85%	5.40%	5.04%	6.11%	4.04%	5.29%	3.05%	3.43%	2.85%	5.32%	6.65%	5.31%	4.14%	4.06%	7.73%	3.81%	6.64%	4.53%	6.05%	5.39%	6.31%	3.31%	4.72%	6.74%	6.10%	4.0%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
