Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Коркинская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986									
		2.52%	1.62%	2.30%	2.53%	2.41%	1.69%	2.34%	1.47%	2.61%	2.10%	2.54%	0.83%	2.53%	2.21%	2.82%	3.43%	4.07%	2.98%	3.69%	2.65%	3.36%	2.34%	2.96%	3.11%	2.65%	2.37%	2.14%	1.96%	6.33%	3.49%	2.49%	0.88%	2.75%	1.51%	1.85%	2.06%	2.86%	2.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	543	12	5	10	21	9	17	12	4	13	10	15	23	41	21	18	12	24	13	15	20	16	19	11	9	11	15	10	5	8	6	10	6	15	25	22	23	17									
		2.53%	1.94%	2.30%	2.11%	2.66%	3.04%	2.65%	2.53%	2.61%	2.10%	1.41%	2.08%	3.23%	4.77%	2.70%	2.94%	1.58%	2.86%	1.78%	1.98%	2.69%	2.20%	2.34%	2.85%	2.98%	2.90%	2.68%	1.78%	2.26%	2.33%	1.24%	4.41%	2.75%	2.51%	3.08%	3.03%	2.74%	2.19%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6827	182	66	150	260	95	199	209	40	181	224	195	197	276	273	190	230	262	179	201	225	227	269	138	112	136	168	215	79	119	192	92	94	181	232	226	273	240									
		31.79%	29.45%	30.41%	31.58%	32.95%	32.09%	31.05%	44.00%	26.14%	29.29%	31.64%	27.08%	27.71%	32.09%	35.04%	30.99%	30.22%	31.23%	24.45%	26.59%	30.24%	31.27%	33.17%	35.75%	37.09%	35.88%	30.00%	38.26%	35.75%	34.59%	39.83%	40.53%	43.12%	30.27%	28.57%	31.09%	32.50%	30.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	191	1	5	0	8	0	4	1	3	5	7	7	7	3	8	5	3	7	6	10	9	13	10	2	2	2	7	6	2	8	12	2	2	3	5	5	6	5									
		0.89%	0.16%	2.30%	0.00%	1.01%	0.00%	0.62%	0.21%	1.96%	0.81%	0.99%	0.97%	0.98%	0.35%	1.03%	0.82%	0.39%	0.83%	0.82%	1.32%	1.21%	1.79%	1.23%	0.52%	0.66%	0.53%	1.25%	1.07%	0.90%	2.33%	2.49%	0.88%	0.92%	0.50%	0.62%	0.69%	0.71%	0.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	0	0	1	2	1	0	0	0	2	2	0	0	2	3	0	1	3	0	2	0	1	2	0	1	0	1	1	0	1	0	0	0	1	0	0	2	1									
		0.14%	0.00%	0.00%	0.21%	0.25%	0.34%	0.00%	0.00%	0.00%	0.32%	0.28%	0.00%	0.00%	0.23%	0.39%	0.00%	0.13%	0.36%	0.00%	0.26%	0.00%	0.14%	0.25%	0.00%	0.33%	0.00%	0.18%	0.18%	0.00%	0.29%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.24%	0.13%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3343	69	47	47	119	36	62	68	30	117	100	111	107	129	147	109	128	99	108	108	124	97	99	59	48	90	119	106	36	79	88	36	41	100	116	110	130	124									
		15.56%	11.17%	21.66%	9.89%	15.08%	12.16%	9.67%	14.32%	19.61%	18.93%	14.12%	15.42%	15.05%	15.00%	18.87%	17.78%	16.82%	11.80%	14.75%	14.29%	16.67%	13.36%	12.21%	15.28%	15.89%	23.75%	21.25%	18.86%	16.29%	22.97%	18.26%	15.86%	18.81%	16.72%	14.29%	15.13%	15.48%	15.94%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	155	9	2	5	3	2	2	2	1	0	6	3	12	5	6	4	7	3	7	6	6	12	8	4	3	7	1	2	0	1	2	1	2	1	3	6	3	8									
		0.72%	1.46%	0.92%	1.05%	0.38%	0.68%	0.31%	0.42%	0.65%	0.00%	0.85%	0.42%	1.69%	0.58%	0.77%	0.65%	0.92%	0.36%	0.96%	0.79%	0.81%	1.65%	0.99%	1.04%	0.99%	1.85%	0.18%	0.36%	0.00%	0.29%	0.41%	0.44%	0.92%	0.17%	0.37%	0.83%	0.36%	1.03%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	154	2	5	5	2	2	1	6	0	8	4	5	2	3	6	8	7	5	5	6	4	5	5	3	5	6	3	5	3	6	1	2	1	4	3	5	7	4									
		0.72%	0.32%	2.30%	1.05%	0.25%	0.68%	0.16%	1.26%	0.00%	1.29%	0.56%	0.69%	0.28%	0.35%	0.77%	1.31%	0.92%	0.60%	0.68%	0.79%	0.54%	0.69%	0.62%	0.78%	1.66%	1.58%	0.54%	0.89%	1.36%	1.74%	0.21%	0.88%	0.46%	0.67%	0.37%	0.69%	0.83%	0.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	1	2	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	2	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1									
		0.08%	0.00%	0.00%	0.21%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.14%	0.00%	0.13%	0.00%	0.00%	0.12%	0.14%	0.00%	0.27%	0.14%	0.25%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	296	7	3	6	7	4	3	3	4	7	10	8	16	9	6	12	18	16	17	10	12	17	12	7	3	3	4	6	0	3	7	7	3	9	9	2	14	12									
		1.38%	1.13%	1.38%	1.26%	0.89%	1.35%	0.47%	0.63%	2.61%	1.13%	1.41%	1.11%	2.25%	1.05%	0.77%	1.96%	2.37%	1.91%	2.32%	1.32%	1.61%	2.34%	1.48%	1.81%	0.99%	0.79%	0.71%	1.07%	0.00%	0.87%	1.45%	3.08%	1.38%	1.51%	1.11%	0.28%	1.67%	1.54%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2901	82	28	59	107	44	69	52	27	95	87	112	127	120	79	99	109	141	142	105	88	109	155	58	45	47	106	65	40	48	47	35	20	50	66	58	98	82									
		13.51%	13.27%	12.90%	12.42%	13.56%	14.86%	10.76%	10.95%	17.65%	15.37%	12.29%	15.56%	17.86%	13.95%	10.14%	16.15%	14.32%	16.81%	19.40%	13.89%	11.83%	15.01%	19.11%	15.03%	14.90%	12.40%	18.93%	11.57%	18.10%	13.95%	9.75%	15.42%	9.17%	8.36%	8.13%	7.98%	11.67%	10.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	3	2	2	1	1	0	1	0	2	4	0	2	2	1	7	5	7	4	1	2	1	1	1	1	0	2	2	0	1	1	1	1	2	1	4	5	5									
		0.35%	0.49%	0.92%	0.42%	0.13%	0.34%	0.00%	0.21%	0.00%	0.32%	0.56%	0.00%	0.28%	0.23%	0.13%	1.14%	0.66%	0.83%	0.55%	0.13%	0.27%	0.14%	0.12%	0.26%	0.33%	0.00%	0.36%	0.36%	0.00%	0.29%	0.21%	0.44%	0.46%	0.33%	0.12%	0.55%	0.60%	0.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5319	218	40	150	191	80	246	94	32	129	201	222	164	205	166	116	176	210	191	225	182	174	167	80	59	53	97	103	29	44	81	31	40	179	288	233	202	221									
		24.76%	35.28%	18.43%	31.58%	24.21%	27.03%	38.38%	19.79%	20.92%	20.87%	28.39%	30.83%	23.07%	23.84%	21.31%	18.92%	23.13%	25.03%	26.09%	29.76%	24.46%	23.97%	20.59%	20.73%	19.54%	13.98%	17.32%	18.33%	13.12%	12.79%	16.80%	13.66%	18.35%	29.93%	35.47%	32.05%	24.05%	28.41%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
