Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Партизанская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1797	УИК №1798	УИК №1799									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	287	10	3	35	10	6	40	3	5	8	4	4	9	8	8	20	20	7	50	30	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	12	0	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	5	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	25	0	0	2	2	0	2	0	0	1	2	0	0	0	1	3	2	1	7	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	275	10	3	34	10	5	39	3	5	8	4	4	6	8	8	20	20	7	45	29	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	3	0	0	2	0	1	0	2	1	0	0	0	4	1	2	5	0	11	3	2									
		1.15%	2.14%	0.00%	0.00%	1.38%	0.00%	0.33%	0.00%	2.53%	1.03%	0.00%	0.00%	0.00%	3.15%	0.98%	0.95%	2.18%	0.00%	1.65%	1.13%	1.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	101	5	4	9	1	2	9	1	1	3	1	1	3	3	2	10	8	3	20	12	3									
		3.15%	3.57%	8.51%	4.17%	0.69%	2.94%	2.98%	3.13%	1.27%	3.09%	1.64%	3.45%	2.34%	2.36%	1.96%	4.76%	3.49%	3.49%	2.99%	4.51%	1.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	67	4	1	10	4	0	6	0	1	2	0	0	2	0	1	6	8	2	13	5	2									
		2.09%	2.86%	2.13%	4.63%	2.76%	0.00%	1.99%	0.00%	1.27%	2.06%	0.00%	0.00%	1.56%	0.00%	0.98%	2.86%	3.49%	2.33%	1.95%	1.88%	1.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1430	68	22	96	71	38	145	19	47	47	33	3	56	73	55	81	108	36	269	82	81									
		44.53%	48.57%	46.81%	44.44%	48.97%	55.88%	48.01%	59.38%	59.49%	48.45%	54.10%	10.34%	43.75%	57.48%	53.92%	38.57%	47.16%	41.86%	40.33%	30.83%	45.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	0	1	2	1	0	1	0	1	1	0	0	0	1	0	2	3	0	6	0	0									
		0.59%	0.00%	2.13%	0.93%	0.69%	0.00%	0.33%	0.00%	1.27%	1.03%	0.00%	0.00%	0.00%	0.79%	0.00%	0.95%	1.31%	0.00%	0.90%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1									
		0.22%	0.71%	2.13%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.44%	0.00%	0.15%	0.00%	0.56%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	733	35	11	39	39	14	57	10	12	18	14	6	40	24	10	51	49	17	161	85	41									
		22.83%	25.00%	23.40%	18.06%	26.90%	20.59%	18.87%	31.25%	15.19%	18.56%	22.95%	20.69%	31.25%	18.90%	9.80%	24.29%	21.40%	19.77%	24.14%	31.95%	22.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	1	0	0	1	2									
		0.31%	0.00%	0.00%	0.46%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	1.43%	0.44%	0.00%	0.00%	0.38%	1.11%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	1	1	6	2	1									
		0.53%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.79%	0.00%	0.95%	0.44%	1.16%	0.90%	0.75%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0									
		0.22%	0.71%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.48%	0.87%	1.16%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	2	0	1	2	0	3	0	0	0	0	0	0	0	1	2	2	0	10	1	2									
		0.81%	1.43%	0.00%	0.46%	1.38%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.95%	0.87%	0.00%	1.50%	0.38%	1.11%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	479	10	7	34	19	11	44	0	5	19	7	17	12	15	19	39	28	18	104	47	24									
		14.92%	7.14%	14.89%	15.74%	13.10%	16.18%	14.57%	0.00%	6.33%	19.59%	11.48%	58.62%	9.38%	11.81%	18.63%	18.57%	12.23%	20.93%	15.59%	17.67%	13.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	90	6	0	6	3	0	16	1	2	5	3	0	4	0	1	2	5	2	18	8	8									
		2.80%	4.29%	0.00%	2.78%	2.07%	0.00%	5.30%	3.13%	2.53%	5.15%	4.92%	0.00%	3.13%	0.00%	0.98%	0.95%	2.18%	2.33%	2.70%	3.01%	4.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	108	2	0	10	2	1	9	1	6	1	0	0	6	3	4	4	4	5	28	13	9									
		3.36%	1.43%	0.00%	4.63%	1.38%	1.47%	2.98%	3.13%	7.59%	1.03%	0.00%	0.00%	4.69%	2.36%	3.92%	1.90%	1.75%	5.81%	4.20%	4.89%	5.00%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
