Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Ельниковская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191									
		0.74%	0.00%	1.56%	1.34%	1.03%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	0	5	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.49%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.69%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	9	1	0	2	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.12%	0.69%	0.00%	0.27%	0.09%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	442	13	92	88	76	64	13	1	5	0	10	4	5	14	2	2	23	3	5	5	8	7	2									
		5.92%	8.97%	8.98%	11.80%	7.13%	6.10%	4.78%	0.49%	1.67%	0.00%	5.08%	3.36%	2.30%	3.05%	2.67%	1.43%	15.86%	3.66%	1.59%	2.86%	6.11%	2.83%	0.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	1	1	1	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0									
		0.15%	0.00%	0.10%	0.13%	0.09%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	67	0	14	14	20	10	0	1	0	1	0	0	1	2	0	0	0	1	1	0	1	1	0									
		0.90%	0.00%	1.37%	1.88%	1.88%	0.95%	0.00%	0.49%	0.00%	0.73%	0.00%	0.00%	0.46%	0.44%	0.00%	0.00%	0.00%	1.22%	0.32%	0.00%	0.76%	0.40%	0.00%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
