Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Пий-Хемская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	20	5	2	2	4	2	1	1	0	0	1	1	1	0									
		0.35%	1.02%	0.38%	0.27%	0.46%	0.85%	0.21%	0.34%	0.00%	0.00%	0.26%	0.23%	0.41%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	107	9	10	11	18	1	7	5	25	0	2	8	5	6									
		1.88%	1.84%	1.88%	1.46%	2.08%	0.42%	1.49%	1.72%	7.25%	0.00%	0.53%	1.86%	2.07%	2.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	82	10	11	11	16	5	3	0	18	0	2	1	4	1									
		1.44%	2.05%	2.07%	1.46%	1.85%	2.12%	0.64%	0.00%	5.22%	0.00%	0.53%	0.23%	1.66%	0.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4069	339	339	539	348	172	432	265	130	387	355	351	224	188									
		71.37%	69.47%	63.84%	71.77%	40.14%	72.88%	91.72%	91.38%	37.68%	83.59%	93.42%	81.63%	92.95%	90.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	2	11	0	4	3	1	0	0	2	1	1	0	1									
		0.46%	0.41%	2.07%	0.00%	0.46%	1.27%	0.21%	0.00%	0.00%	0.43%	0.26%	0.23%	0.00%	0.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	2	6	0	0	0	1	0	0	0	0	5	0	0									
		0.25%	0.41%	1.13%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	341	62	53	80	100	7	7	3	5	13	2	4	2	3									
		5.98%	12.70%	9.98%	10.65%	11.53%	2.97%	1.49%	1.03%	1.45%	2.81%	0.53%	0.93%	0.83%	1.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	3	6	1	2	0	0	0	3	0	0	2	1	0									
		0.32%	0.61%	1.13%	0.13%	0.23%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.47%	0.41%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	1	3	4	3	4	0	0	1	0	0	2	0	0									
		0.32%	0.20%	0.56%	0.53%	0.35%	1.69%	0.00%	0.00%	0.29%	0.00%	0.00%	0.47%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	1	2	1	0	1	1	2	0	1	0	0	0									
		0.18%	0.20%	0.19%	0.27%	0.12%	0.00%	0.21%	0.34%	0.58%	0.00%	0.26%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	2	2	8	9	1	1	1	16	0	0	4	1	0									
		0.79%	0.41%	0.38%	1.07%	1.04%	0.42%	0.21%	0.34%	4.64%	0.00%	0.00%	0.93%	0.41%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	356	37	40	57	100	9	10	9	48	21	5	14	2	4									
		6.24%	7.58%	7.53%	7.59%	11.53%	3.81%	2.12%	3.10%	13.91%	4.54%	1.32%	3.26%	0.83%	1.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	0	0	2	4	1	1	1	13	0	0	0	0	1									
		0.40%	0.00%	0.00%	0.27%	0.46%	0.42%	0.21%	0.34%	3.77%	0.00%	0.00%	0.00%	0.00%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	219	9	14	27	22	20	2	3	47	27	11	32	1	4									
		3.84%	1.84%	2.64%	3.60%	2.54%	8.47%	0.42%	1.03%	13.62%	5.83%	2.89%	7.44%	0.41%	1.92%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
