Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Тверской район																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №4006									
		10.40%	12.51%	9.83%	8.23%	6.95%	7.60%	8.04%	6.78%	8.56%	13.39%	9.44%	7.39%	8.06%	6.78%	7.70%	9.22%	8.72%	9.91%	11.28%	10.30%	25.60%	33.33%	18.18%	9.09%	11.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	800	25	29	24	50	59	42	56	30	33	37	57	40	46	23	41	25	34	36	27	78	0	0	1	7									
		4.10%	2.92%	3.56%	2.50%	4.76%	7.01%	3.71%	5.85%	3.25%	2.43%	4.60%	5.47%	4.19%	5.03%	2.60%	3.74%	3.76%	3.51%	4.89%	4.21%	4.96%	0.00%	0.00%	1.01%	3.98%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1031	40	40	49	74	58	63	53	62	53	44	78	51	54	61	65	29	48	33	27	44	0	0	0	5									
		5.29%	4.68%	4.91%	5.10%	7.05%	6.89%	5.57%	5.53%	6.72%	3.90%	5.47%	7.49%	5.34%	5.90%	6.91%	5.93%	4.36%	4.95%	4.48%	4.21%	2.80%	0.00%	0.00%	0.00%	2.84%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	48	1	1	4	1	1	3	2	3	2	0	0	5	4	2	3	2	3	3	2	6	0	0	0	0									
		0.25%	0.12%	0.12%	0.42%	0.10%	0.12%	0.27%	0.21%	0.33%	0.15%	0.00%	0.00%	0.52%	0.44%	0.23%	0.27%	0.30%	0.31%	0.41%	0.31%	0.38%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3109	126	146	184	199	171	204	217	187	125	149	230	234	146	174	164	87	140	96	73	45	0	1	2	9									
		15.95%	14.74%	17.94%	19.17%	18.95%	20.31%	18.02%	22.65%	20.26%	9.20%	18.51%	22.07%	24.50%	15.96%	19.71%	14.96%	13.08%	14.45%	13.04%	11.39%	2.86%	0.00%	3.03%	2.02%	5.11%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2761	106	91	173	205	111	227	143	119	135	113	131	111	158	145	181	152	145	103	97	66	1	6	11	31									
		14.16%	12.40%	11.18%	18.02%	19.52%	13.18%	20.05%	14.93%	12.89%	9.93%	14.04%	12.57%	11.62%	17.27%	16.42%	16.51%	22.86%	14.96%	13.99%	15.13%	4.19%	6.67%	18.18%	11.11%	17.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	112	6	1	6	9	2	6	8	5	4	5	5	8	4	4	9	4	4	3	2	16	0	0	1	0									
		0.57%	0.70%	0.12%	0.63%	0.86%	0.24%	0.53%	0.84%	0.54%	0.29%	0.62%	0.48%	0.84%	0.44%	0.45%	0.82%	0.60%	0.41%	0.41%	0.31%	1.02%	0.00%	0.00%	1.01%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	927	54	51	56	39	42	58	45	47	51	20	50	47	53	46	72	31	61	39	31	22	0	1	6	5									
		4.75%	6.32%	6.27%	5.83%	3.71%	4.99%	5.12%	4.70%	5.09%	3.75%	2.48%	4.80%	4.92%	5.79%	5.21%	6.57%	4.66%	6.30%	5.30%	4.84%	1.40%	0.00%	3.03%	6.06%	2.84%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
