Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Новокузнецк Заводская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	767	35	14	35	12	19	14	8	35	35	35	23	35	35	11	11	13	9	15	35	35	17	22	21	20	31	16	12	16	35	29	13	20	20	14	4	6	5	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	553	0	5	11	40	18	7	26	0	20	6	3	18	11	33	11	5	10	14	67	11	15	20	12	9	6	15	13	3	32	17	4	7	16	6	6	6	46	4									
14	Число погашенных неиспользованных открепительных удостоверений	559	0	21	0	23	16	21	27	0	0	0	12	0	0	24	23	22	26	20	0	0	18	12	14	15	4	19	23	19	0	6	22	15	15	21	31	29	30	31									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	3	2	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	90	7	5	2	1	1	5	3	2	2	4	1	2	2	2	1	2	1	1	1	3	1	1	2	2	2	1	0	2	1	3	2	5	2	7	2	2	6	1									
		0.16%	1.10%	0.22%	0.11%	0.10%	0.08%	0.49%	0.22%	0.23%	0.11%	0.29%	0.07%	0.11%	0.11%	0.12%	0.07%	0.14%	0.08%	0.06%	0.07%	0.15%	0.05%	0.06%	0.10%	0.13%	0.10%	0.07%	0.00%	0.12%	0.06%	0.14%	0.11%	0.27%	0.10%	0.62%	0.17%	0.15%	0.67%	0.10%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	787	13	14	17	9	13	14	18	60	16	6	13	16	17	14	13	12	12	111	12	35	18	16	17	14	19	14	6	15	16	19	18	20	16	11	100	12	12	9									
		1.36%	2.05%	0.61%	0.91%	0.93%	0.98%	1.37%	1.31%	6.87%	0.92%	0.43%	0.87%	0.91%	0.96%	0.83%	0.97%	0.84%	0.96%	6.32%	0.80%	1.75%	0.93%	0.94%	0.85%	0.91%	0.92%	0.91%	0.75%	0.93%	0.93%	0.90%	0.99%	1.07%	0.81%	0.98%	8.36%	0.90%	1.34%	0.90%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	206	9	11	2	1	1	20	28	2	2	17	1	2	1	1	1	15	1	1	1	3	1	1	2	2	2	2	1	1	0	3	2	35	2	16	1	2	12	1									
		0.36%	1.42%	0.48%	0.11%	0.10%	0.08%	1.95%	2.04%	0.23%	0.11%	1.21%	0.07%	0.11%	0.06%	0.06%	0.07%	1.05%	0.08%	0.06%	0.07%	0.15%	0.05%	0.06%	0.10%	0.13%	0.10%	0.13%	0.13%	0.06%	0.00%	0.14%	0.11%	1.87%	0.10%	1.42%	0.08%	0.15%	1.34%	0.10%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	41560	380	1910	1333	658	925	738	956	632	1226	1118	1115	1219	1235	1252	971	899	916	1152	1077	1442	1522	1207	1510	1053	1502	1202	578	1163	1228	1498	1280	1238	1483	742	856	925	737	682									
		72.02%	59.94%	82.54%	71.09%	67.91%	69.71%	72.00%	69.58%	72.39%	70.46%	79.86%	74.48%	68.99%	69.62%	74.26%	72.41%	63.13%	73.34%	65.64%	72.09%	72.28%	78.45%	71.04%	75.50%	68.64%	72.35%	78.26%	72.70%	72.28%	71.56%	71.30%	71.07%	66.17%	75.36%	65.90%	71.57%	69.71%	82.16%	68.20%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	108	23	5	1	1	1	3	9	2	2	8	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	7	3	1	2	7	2	1	5	1									
		0.19%	3.63%	0.22%	0.05%	0.10%	0.08%	0.29%	0.66%	0.23%	0.11%	0.57%	0.07%	0.06%	0.06%	0.12%	0.07%	0.07%	0.08%	0.11%	0.07%	0.10%	0.05%	0.06%	0.10%	0.07%	0.05%	0.07%	0.25%	0.06%	0.06%	0.33%	0.17%	0.05%	0.10%	0.62%	0.17%	0.08%	0.56%	0.10%									
24	"6. Политическая партия ""Гражданская Платформа"""	63	8	2	2	2	1	0	2	2	2	4	1	1	2	1	1	0	1	2	0	3	2	2	1	1	2	1	1	2	2	2	0	2	2	1	1	2	0	2									
		0.11%	1.26%	0.09%	0.11%	0.21%	0.08%	0.00%	0.15%	0.23%	0.11%	0.29%	0.07%	0.06%	0.11%	0.06%	0.07%	0.00%	0.08%	0.11%	0.00%	0.15%	0.10%	0.12%	0.05%	0.07%	0.10%	0.07%	0.13%	0.12%	0.12%	0.10%	0.00%	0.11%	0.10%	0.09%	0.08%	0.15%	0.00%	0.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5123	100	123	181	81	114	154	210	65	164	48	117	181	161	132	106	146	117	286	135	189	36	159	154	144	194	35	51	131	166	181	158	197	174	182	102	132	40	77									
		8.88%	15.77%	5.32%	9.65%	8.36%	8.59%	15.02%	15.28%	7.45%	9.43%	3.43%	7.82%	10.24%	9.08%	7.83%	7.90%	10.25%	9.37%	16.30%	9.04%	9.47%	1.86%	9.36%	7.70%	9.39%	9.34%	2.28%	6.42%	8.14%	9.67%	8.61%	8.77%	10.53%	8.84%	16.16%	8.53%	9.95%	4.46%	7.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	82	8	5	1	1	1	3	9	2	2	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	1	0	1	2	7	2	1	1	8	1	1	4	1									
		0.14%	1.26%	0.22%	0.05%	0.10%	0.08%	0.29%	0.66%	0.23%	0.11%	0.07%	0.07%	0.06%	0.06%	0.06%	0.07%	0.07%	0.08%	0.06%	0.07%	0.20%	0.05%	0.12%	0.05%	0.07%	0.05%	0.07%	0.00%	0.06%	0.12%	0.33%	0.11%	0.05%	0.05%	0.71%	0.08%	0.08%	0.45%	0.10%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	71	4	8	1	0	0	3	7	2	2	4	0	1	1	1	1	2	0	1	1	2	1	1	1	1	1	0	0	1	1	1	1	5	1	7	0	1	7	0									
		0.12%	0.63%	0.35%	0.05%	0.00%	0.00%	0.29%	0.51%	0.23%	0.11%	0.29%	0.00%	0.06%	0.06%	0.06%	0.07%	0.14%	0.00%	0.06%	0.07%	0.10%	0.05%	0.06%	0.05%	0.07%	0.05%	0.00%	0.00%	0.06%	0.06%	0.05%	0.06%	0.27%	0.05%	0.62%	0.00%	0.08%	0.78%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	1	0	1	1	1	1	8	4	2	1	1	1	1	1	0	0	1	2	1	3	2	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	0	1									
		0.09%	0.16%	0.00%	0.05%	0.10%	0.08%	0.10%	0.58%	0.46%	0.11%	0.07%	0.07%	0.06%	0.06%	0.06%	0.00%	0.00%	0.08%	0.11%	0.07%	0.15%	0.10%	0.06%	0.05%	0.07%	0.05%	0.07%	0.13%	0.06%	0.06%	0.14%	0.06%	0.11%	0.05%	0.18%	0.08%	0.08%	0.00%	0.10%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	553	6	7	23	12	18	4	13	14	22	9	17	21	22	20	18	1	1	1	20	0	27	22	24	19	27	18	10	21	2	13	22	20	23	8	15	16	4	13									
		0.96%	0.95%	0.30%	1.23%	1.24%	1.36%	0.39%	0.95%	1.60%	1.26%	0.64%	1.14%	1.19%	1.24%	1.19%	1.34%	0.07%	0.08%	0.06%	1.34%	0.00%	1.39%	1.29%	1.20%	1.24%	1.30%	1.17%	1.26%	1.31%	0.12%	0.62%	1.22%	1.07%	1.17%	0.71%	1.25%	1.21%	0.45%	1.30%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3778	43	68	126	80	115	39	50	10	135	75	108	148	153	121	112	117	86	16	107	128	122	134	117	121	124	121	68	117	138	176	149	160	106	52	11	109	37	79									
		6.55%	6.78%	2.94%	6.72%	8.26%	8.67%	3.80%	3.64%	1.15%	7.76%	5.36%	7.21%	8.38%	8.62%	7.18%	8.35%	8.22%	6.89%	0.91%	7.16%	6.42%	6.29%	7.89%	5.85%	7.89%	5.97%	7.88%	8.55%	7.27%	8.04%	8.38%	8.27%	8.55%	5.39%	4.62%	0.92%	8.21%	4.12%	7.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1188	7	18	36	18	25	11	25	20	35	41	26	34	34	30	25	129	25	36	21	40	38	33	36	30	40	30	19	31	34	37	35	36	34	40	21	26	13	19									
		2.06%	1.10%	0.78%	1.92%	1.86%	1.88%	1.07%	1.82%	2.29%	2.01%	2.93%	1.74%	1.92%	1.92%	1.78%	1.86%	9.06%	2.00%	2.05%	1.41%	2.01%	1.96%	1.94%	1.80%	1.96%	1.93%	1.95%	2.39%	1.93%	1.98%	1.76%	1.94%	1.92%	1.73%	3.55%	1.76%	1.96%	1.45%	1.90%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3516	18	21	128	64	93	22	24	55	118	46	95	119	124	108	90	99	86	123	104	141	133	119	127	107	141	106	55	111	124	146	123	132	121	32	83	93	20	65									
		6.09%	2.84%	0.91%	6.83%	6.60%	7.01%	2.15%	1.75%	6.30%	6.78%	3.29%	6.35%	6.73%	6.99%	6.41%	6.71%	6.95%	6.89%	7.01%	6.96%	7.07%	6.86%	7.00%	6.35%	6.98%	6.79%	6.90%	6.92%	6.90%	7.23%	6.95%	6.83%	7.06%	6.15%	2.84%	6.94%	7.01%	2.23%	6.50%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
