Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Яковлевская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК  1196	УИК  1197	УИК  1198	УИК  1199	УИК  1200	УИК  1201	УИК  1202	УИК  1203	УИК  1204	УИК  1205	УИК  1206	УИК  1207	УИК  1208	УИК  1209	УИК  1210	УИК  1211	УИК  1212	УИК  1213	УИК  1214	УИК  1215	УИК  1216	УИК  1217	УИК  1218	УИК  1219	УИК  1220	УИК  1221	УИК  1222					
		0.30%	0.08%	0.68%	0.25%	0.0%	1.61%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.26%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.26%	0.0%	0.25%	0.0%	0.0%	1.76%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	235	34	2	16	5	0	10	4	5	4	4	19	4	6	1	29	13	0	17	11	19	4	14	4	1	5	4	0					
		2.62%	2.77%	0.34%	4.11%	1.53%	0.0%	3.90%	1.68%	1.77%	4.30%	3.14%	7.03%	4.65%	7.59%	1.49%	4.17%	2.13%	0.0%	6.66%	5.82%	5.03%	1.96%	1.18%	2.27%	0.78%	0.73%	2.48%	0.0%					
28	"11. ""Истинные патриоты России"""	18	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	1	0	0					
		0.20%	0.0%	0.34%	0.25%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	0.0%	0.14%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	51	4	6	3	1	0	2	1	0	0	1	1	0	0	0	4	3	0	1	1	3	3	5	3	0	6	3	0					
		0.57%	0.32%	1.03%	0.77%	0.30%	0.0%	0.78%	0.42%	0.0%	0.0%	0.78%	0.37%	0.0%	0.0%	0.0%	0.57%	0.49%	0.0%	0.39%	0.52%	0.79%	1.47%	0.42%	1.70%	0.0%	0.88%	1.86%	0.0%					
30	"13. ""Демократическая партия России"""	22	7	1	2	1	0	1	0	0	0	0	1	0	0	0	3	0	0	0	2	1	0	2	0	0	1	0	0					
		0.24%	0.57%	0.17%	0.51%	0.30%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	1.05%	0.26%	0.0%	0.16%	0.0%	0.0%	0.14%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	1	3	0	0	2	1	5	0	0	1	0	0					
		0.21%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.16%	2.05%	0.0%	0.0%	0.53%	0.49%	0.42%	0.0%	0.0%	0.14%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	22	1	3	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	1	2	0	3	4	1	0	1	0	0					
		0.24%	0.08%	0.51%	0.25%	0.61%	0.0%	0.39%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.39%	1.05%	0.0%	1.47%	0.33%	0.56%	0.0%	0.14%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	364	61	22	14	21	0	7	3	8	1	6	10	1	2	1	21	23	2	2	10	13	21	90	6	5	10	4	0					
		4.07%	4.97%	3.78%	3.59%	6.46%	0.0%	2.73%	1.26%	2.83%	1.07%	4.72%	3.70%	1.16%	2.53%	1.49%	3.02%	3.78%	1.36%	0.78%	5.29%	3.44%	10.29%	7.60%	3.40%	3.93%	1.47%	2.48%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	3	3	2	1	0	1	3	0	0	1	0	1	0	0	1	1	0	0	2	0	4	2	0	1	1	0	0					
		0.30%	0.24%	0.51%	0.51%	0.30%	0.0%	0.39%	1.26%	0.0%	0.0%	0.78%	0.0%	1.16%	0.0%	0.0%	0.14%	0.16%	0.0%	0.0%	1.05%	0.0%	1.96%	0.16%	0.0%	0.78%	0.14%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1891	210	155	74	64	6	45	67	107	7	19	58	6	6	6	112	109	28	73	38	69	48	329	30	12	135	69	9					
		21.15%	17.12%	26.67%	19.02%	19.69%	9.67%	17.57%	28.15%	37.94%	7.52%	14.96%	21.48%	6.97%	7.59%	8.95%	16.11%	17.92%	19.17%	28.62%	20.10%	18.30%	23.52%	27.78%	17.04%	9.44%	19.88%	42.85%	16.36%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	163	31	10	13	5	0	4	5	1	2	2	0	1	0	1	10	14	4	6	5	18	4	13	5	0	7	2	0					
		1.82%	2.52%	1.72%	3.34%	1.53%	0.0%	1.56%	2.10%	0.35%	2.15%	1.57%	0.0%	1.16%	0.0%	1.49%	1.43%	2.30%	2.73%	2.35%	2.64%	4.77%	1.96%	1.09%	2.84%	0.0%	1.03%	1.24%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3379	452	210	137	117	36	71	61	91	33	33	123	46	34	37	219	288	74	87	53	118	67	423	65	74	353	47	30					
		37.80%	36.86%	36.14%	35.21%	36.0%	58.06%	27.73%	25.63%	32.26%	35.48%	25.98%	45.55%	53.48%	43.03%	55.22%	31.51%	47.36%	50.68%	34.11%	28.04%	31.29%	32.84%	35.72%	36.93%	58.26%	51.98%	29.19%	54.54%					
38	"21. ""Российская Конституционно-демократическая партия"""	32	2	2	1	0	1	1	1	1	1	0	1	1	1	0	0	3	0	3	0	2	4	6	0	1	0	0	0					
		0.35%	0.16%	0.34%	0.25%	0.0%	1.61%	0.39%	0.42%	0.35%	1.07%	0.0%	0.37%	1.16%	1.26%	0.0%	0.0%	0.49%	0.0%	1.17%	0.0%	0.53%	1.96%	0.50%	0.0%	0.78%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	29	6	7	1	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	1	1	0	2	0	0	6	0	0					
		0.32%	0.48%	1.20%	0.25%	0.0%	0.0%	0.0%	0.42%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.32%	0.0%	0.0%	0.52%	0.26%	0.0%	0.16%	0.0%	0.0%	0.88%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1346	222	41	60	47	11	63	56	18	29	49	30	18	19	11	202	69	18	39	37	69	23	101	44	24	32	13	1					
		15.06%	18.10%	7.05%	15.42%	14.46%	17.74%	24.60%	23.52%	6.38%	31.18%	38.58%	11.11%	20.93%	24.05%	16.41%	29.06%	11.34%	12.32%	15.29%	19.57%	18.30%	11.27%	8.53%	25.0%	18.89%	4.71%	8.07%	1.81%					
																																		
41	Против всех	390	41	41	13	15	0	16	6	17	6	6	3	1	1	4	24	24	3	6	9	36	5	53	5	3	34	7	11					
		4.36%	3.34%	7.05%	3.34%	4.61%	0.0%	6.25%	2.52%	6.02%	6.45%	4.72%	1.11%	1.16%	1.26%	5.97%	3.45%	3.94%	2.05%	2.35%	4.76%	9.54%	2.45%	4.47%	2.84%	2.36%	5.00%	4.34%	20.0%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
