Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Ачитская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №151	УИК №152	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	555	40	50	20	10	15	10	20	10	10	10	20	10	10	10	30	10	10	10	30	10	20	15	10	20	10	10	15	10	10	10	30	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	191	10	17	7	0	6	1	4	5	0	0	6	1	8	7	7	8	6	0	8	1	4	4	1	11	0	4	15	6	2	6	10	26									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	82	6	9	7	2	4	2	4	3	1	0	1	0	0	1	4	2	0	3	1	4	7	1	2	5	1	0	4	2	2	1	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	364	30	33	13	10	9	9	16	5	10	10	14	9	2	3	23	2	4	10	22	9	16	11	9	9	10	6	0	4	8	4	20	24									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	2	3	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	47	5	9	3	0	0	0	3	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	3	0	1	1	0	2	2	5	6									
		0.66%	0.44%	0.94%	1.03%	0.00%	0.00%	0.00%	0.72%	0.91%	1.00%	2.04%	0.00%	0.00%	1.05%	0.00%	0.31%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.00%	1.49%	0.00%	2.22%	0.78%	0.00%	3.17%	3.85%	1.17%	0.84%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	213	22	22	5	2	1	3	12	2	4	2	10	0	6	0	7	1	1	4	7	2	15	5	1	10	5	0	3	3	4	0	21	33									
		3.01%	1.96%	2.31%	1.71%	1.75%	0.70%	2.86%	2.88%	1.82%	4.00%	4.08%	4.55%	0.00%	6.32%	0.00%	2.19%	0.96%	2.17%	4.55%	2.22%	2.30%	6.82%	2.50%	2.00%	4.95%	7.25%	0.00%	2.34%	6.25%	6.35%	0.00%	4.93%	4.60%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	192	33	23	11	2	3	5	8	4	3	4	5	0	4	3	9	10	1	1	9	1	1	6	0	0	1	0	4	1	3	3	14	20									
		2.71%	2.93%	2.41%	3.77%	1.75%	2.11%	4.76%	1.92%	3.64%	3.00%	8.16%	2.27%	0.00%	4.21%	2.68%	2.82%	9.62%	2.17%	1.14%	2.85%	1.15%	0.45%	3.00%	0.00%	0.00%	1.45%	0.00%	3.13%	2.08%	4.76%	5.77%	3.29%	2.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3667	533	478	176	72	96	56	188	57	71	27	101	41	53	64	152	41	22	52	193	37	97	115	23	125	37	24	60	38	30	25	224	359									
		51.82%	47.38%	50.16%	60.27%	63.16%	67.61%	53.33%	45.08%	51.82%	71.00%	55.10%	45.91%	66.13%	55.79%	57.14%	47.65%	39.42%	47.83%	59.09%	61.08%	42.53%	44.09%	57.50%	46.00%	61.88%	53.62%	53.33%	46.88%	79.17%	47.62%	48.08%	52.58%	50.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	1	3	3	0	2	1	2	1	1	0	0	1	0	0	2	2	0	0	0	1	2	0	1	0	1	0	0	1	0	0	1	1									
		0.38%	0.09%	0.31%	1.03%	0.00%	1.41%	0.95%	0.48%	0.91%	1.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.63%	1.92%	0.00%	0.00%	0.00%	1.15%	0.91%	0.00%	2.00%	0.00%	1.45%	0.00%	0.00%	2.08%	0.00%	0.00%	0.23%	0.14%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	3	1	2	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	3	1	0	0	0	0	0	1	1									
		0.28%	0.27%	0.10%	0.68%	0.00%	0.00%	1.90%	0.24%	0.00%	0.00%	2.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	0.00%	0.91%	0.50%	0.00%	1.49%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1391	249	187	54	19	20	15	118	21	11	1	56	13	11	25	67	20	10	17	62	19	28	39	13	19	15	14	33	2	4	10	79	140									
		19.66%	22.13%	19.62%	18.49%	16.67%	14.08%	14.29%	28.30%	19.09%	11.00%	2.04%	25.45%	20.97%	11.58%	22.32%	21.00%	19.23%	21.74%	19.32%	19.62%	21.84%	12.73%	19.50%	26.00%	9.41%	21.74%	31.11%	25.78%	4.17%	6.35%	19.23%	18.54%	19.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	3	1	0	0	2	0	1	2	0	0	0	0	0	0	0	3	1	0	0	0	1	1	0	0	2	0	2	0	0	0	0	2									
		0.30%	0.27%	0.10%	0.00%	0.00%	1.41%	0.00%	0.24%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.88%	2.17%	0.00%	0.00%	0.00%	0.45%	0.50%	0.00%	0.00%	2.90%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	45	10	6	0	0	0	0	5	0	0	0	1	0	0	1	1	5	0	1	1	3	2	2	0	0	0	1	0	0	0	0	3	3									
		0.64%	0.89%	0.63%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.89%	0.31%	4.81%	0.00%	1.14%	0.32%	3.45%	0.91%	1.00%	0.00%	0.00%	0.00%	2.22%	0.00%	0.00%	0.00%	0.00%	0.70%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	2	1	0	1	4	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0									
		0.20%	0.00%	0.00%	0.68%	0.88%	0.00%	0.95%	0.96%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	9	12	1	0	0	0	2	0	0	0	2	1	0	1	8	2	1	0	3	0	5	1	0	2	1	0	0	0	0	0	3	4									
		0.82%	0.80%	1.26%	0.34%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.91%	1.61%	0.00%	0.89%	2.51%	1.92%	2.17%	0.00%	0.95%	0.00%	2.27%	0.50%	0.00%	0.99%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	673	99	91	18	6	6	6	41	8	6	8	18	1	12	10	42	4	4	4	18	14	46	14	10	20	5	2	12	3	16	6	44	79									
		9.51%	8.80%	9.55%	6.16%	5.26%	4.23%	5.71%	9.83%	7.27%	6.00%	16.33%	8.18%	1.61%	12.63%	8.93%	13.17%	3.85%	8.70%	4.55%	5.70%	16.09%	20.91%	7.00%	20.00%	9.90%	7.25%	4.44%	9.38%	6.25%	25.40%	11.54%	10.33%	11.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	3	4	3	0	0	1	2	0	0	0	0	0	0	1	3	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	2	4									
		0.38%	0.27%	0.42%	1.03%	0.00%	0.00%	0.95%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.94%	0.00%	0.00%	2.27%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.47%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	481	117	87	11	6	8	10	25	8	3	1	13	4	6	5	15	14	3	4	19	6	15	11	1	10	0	2	9	0	0	6	20	42									
		6.80%	10.40%	9.13%	3.77%	5.26%	5.63%	9.52%	5.99%	7.27%	3.00%	2.04%	5.91%	6.45%	6.32%	4.46%	4.70%	13.46%	6.52%	4.55%	6.01%	6.90%	6.82%	5.50%	2.00%	4.95%	0.00%	4.44%	7.03%	0.00%	0.00%	11.54%	4.69%	5.86%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
