7	Число избирательных бюллетеней в переносных ящиках для голосования	6116	31	49	35	32	58	14	70	33	35	107	46	55	37	67	46	85	41	45	24	32	180	29	44	47	65	65	36	41	91	182	27	89	47	34	83	70	35	45	44	75	72	131	104	51	48	55	46	81	77	41	51	66	87	70	50	37	70	54	50	24	30	53	27	76	70	63	76	37	32	68	56	72	68	44	80	37	51	46	42	55	76	39	43	43	42	42	40	47	76	39	37	32	254	103	29	26	134	32	38	28	195	0	41	61									
8	Число бюллетеней в стационарных ящиках для голосования	122506	1837	1049	1233	810	995	1158	792	933	992	1067	1175	1227	1106	1470	1160	1041	1322	803	1683	934	1084	1190	862	1157	996	875	1343	1336	992	563	1325	1159	805	915	1164	957	1409	1272	1028	958	1333	1324	1202	1245	987	1361	984	1108	1012	1063	1243	1219	1378	1271	1397	1356	1193	1335	1249	1404	1458	1447	1273	1028	1298	897	989	1954	1391	1266	1227	1205	1169	1208	1305	1126	1218	1191	1324	1192	1275	1131	1081	982	1568	1183	1331	1387	1297	1464	1429	1762	1290	1075	1658	1329	1530	1573	1333	1603	118	313	137	650									
9	Число недействительных избирательных бюллетеней	1544	47	14	20	16	10	22	15	19	13	21	13	20	15	21	16	13	16	15	10	10	6	23	11	9	22	12	7	8	8	5	20	13	7	16	21	16	16	12	7	10	19	17	21	10	13	25	12	8	13	14	9	13	11	11	0	13	15	14	10	13	23	15	20	23	13	11	18	12	18	14	19	17	21	17	4	18	9	29	15	14	19	12	17	11	15	19	18	13	15	17	23	12	17	7	20	21	24	23	12	15	3	9	3	13									
10	Число действительных избирательных бюллетеней	127078	1821	1084	1248	826	1043	1150	847	947	1014	1153	1208	1262	1128	1516	1190	1113	1347	833	1697	956	1258	1196	895	1195	1039	928	1372	1369	1075	740	1332	1235	845	933	1226	1011	1428	1305	1065	1023	1386	1438	1285	1286	1022	1391	1018	1181	1076	1090	1285	1272	1454	1330	1447	1380	1248	1375	1289	1415	1465	1485	1280	1081	1355	949	1047	1979	1405	1320	1264	1260	1216	1235	1381	1145	1260	1208	1351	1233	1332	1158	1107	1014	1595	1206	1353	1421	1358	1486	1443	1782	1527	1171	1667	1334	1640	1582	1359	1616	310	304	175	698									
11	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																			
13	Бабурин Сергей Николаевич	916	9	7	9	4	7	2	6	2	9	11	13	8	8	15	12	5	5	6	8	4	7	8	6	11	5	9	5	15	5	6	9	4	5	15	13	11	8	4	11	7	10	19	10	12	9	10	5	10	10	6	12	6	12	13	18	11	4	12	8	4	10	10	11	3	6	6	5	26	7	10	7	12	10	14	9	7	7	9	5	7	10	8	8	8	9	12	8	5	10	12	10	13	20	5	13	6	11	13	12	11	4	2	1	9									
		0.71%	0.48%	0.64%	0.71%	0.48%	0.66%	0.17%	0.70%	0.21%	0.88%	0.94%	1.06%	0.62%	0.70%	0.98%	0.99%	0.44%	0.37%	0.71%	0.47%	0.41%	0.55%	0.66%	0.66%	0.91%	0.47%	0.96%	0.36%	1.09%	0.46%	0.81%	0.67%	0.32%	0.59%	1.58%	1.04%	1.07%	0.55%	0.30%	1.03%	0.68%	0.71%	1.31%	0.77%	0.93%	0.87%	0.71%	0.49%	0.84%	0.92%	0.54%	0.93%	0.47%	0.82%	0.97%	1.24%	0.79%	0.32%	0.86%	0.62%	0.28%	0.67%	0.67%	0.85%	0.27%	0.44%	0.63%	0.47%	1.31%	0.49%	0.75%	0.55%	0.94%	0.81%	1.12%	0.65%	0.60%	0.55%	0.73%	0.37%	0.56%	0.74%	0.68%	0.71%	0.78%	0.56%	0.98%	0.58%	0.35%	0.73%	0.80%	0.68%	0.72%	1.30%	0.42%	0.77%	0.44%	0.66%	0.81%	0.88%	0.67%	1.28%	0.64%	0.56%	1.27%									
14	Грудинин Павел Николаевич	14070	203	101	132	76	101	133	98	93	113	102	111	167	142	178	149	118	155	88	188	94	121	122	87	130	131	84	167	153	88	74	152	134	93	92	147	121	171	152	97	113	150	137	151	130	111	141	150	110	76	129	152	154	197	133	137	140	137	164	126	192	165	170	117	98	145	100	123	265	158	97	124	142	144	113	151	131	109	119	177	133	144	124	130	111	198	132	162	179	140	178	160	217	167	146	207	153	209	201	167	219	23	46	30	58									
		10.94%	10.87%	9.20%	10.41%	9.03%	9.59%	11.35%	11.37%	9.63%	11.00%	8.69%	9.09%	13.03%	12.42%	11.58%	12.35%	10.48%	11.37%	10.38%	11.01%	9.73%	9.57%	10.01%	9.60%	10.80%	12.35%	8.94%	12.11%	11.11%	8.13%	9.93%	11.24%	10.74%	10.92%	9.69%	11.79%	11.78%	11.84%	11.54%	9.05%	10.94%	10.68%	9.42%	11.56%	10.03%	10.72%	9.96%	14.56%	9.25%	6.98%	11.68%	11.75%	11.98%	13.45%	9.92%	9.47%	10.05%	10.85%	11.81%	9.70%	13.45%	11.09%	11.33%	9.00%	8.88%	10.60%	10.42%	11.55%	13.31%	11.10%	7.27%	9.66%	11.12%	11.64%	9.03%	10.90%	11.26%	8.59%	9.62%	12.96%	10.67%	10.66%	10.60%	11.57%	10.83%	12.30%	10.78%	11.82%	12.48%	10.20%	11.84%	10.91%	12.10%	10.82%	12.39%	12.27%	11.29%	12.56%	12.52%	12.18%	13.43%	7.35%	14.70%	16.85%	8.16%									
15	Жириновский Владимир Вольфович	6728	160	81	85	64	61	95	48	56	75	82	82	79	74	79	79	73	78	53	79	68	80	63	57	69	55	58	72	76	65	48	69	62	54	46	77	52	55	67	72	60	61	70	87	61	56	70	44	65	44	64	68	63	65	64	58	51	64	73	66	52	65	73	63	63	71	54	55	86	65	67	71	63	67	61	62	58	58	65	75	54	70	64	63	44	88	50	74	61	54	79	56	69	83	49	91	60	66	53	54	69	15	14	9	43									
		5.23%	8.57%	7.38%	6.70%	7.60%	5.79%	8.11%	5.57%	5.80%	7.30%	6.98%	6.72%	6.16%	6.47%	5.14%	6.55%	6.48%	5.72%	6.25%	4.63%	7.04%	6.33%	5.17%	6.29%	5.73%	5.18%	6.17%	5.22%	5.52%	6.00%	6.44%	5.10%	4.97%	6.34%	4.85%	6.17%	5.06%	3.81%	5.09%	6.72%	5.81%	4.34%	4.81%	6.66%	4.71%	5.41%	4.94%	4.27%	5.47%	4.04%	5.80%	5.26%	4.90%	4.44%	4.77%	4.01%	3.66%	5.07%	5.26%	5.08%	3.64%	4.37%	4.87%	4.85%	5.71%	5.19%	5.63%	5.16%	4.32%	4.57%	5.02%	5.53%	4.93%	5.42%	4.87%	4.48%	4.99%	4.57%	5.25%	5.49%	4.33%	5.18%	5.47%	5.60%	4.29%	5.47%	4.08%	5.40%	4.25%	3.93%	5.26%	3.82%	3.85%	5.38%	4.16%	5.39%	4.43%	3.97%	3.30%	3.94%	4.23%	4.79%	4.47%	5.06%	6.05%									
16	Путин Владимир Владимирович	97481	1377	864	980	651	831	882	652	754	771	897	930	934	823	1153	876	851	1025	637	1304	751	990	941	699	919	793	740	1048	1048	862	566	1019	958	632	714	900	753	1085	1006	829	778	1085	1121	960	1016	792	1065	762	929	895	824	960	946	1069	1038	1149	1089	951	1047	1012	1094	1117	1126	984	858	1043	712	814	1469	1085	1049	978	965	929	971	1075	882	1005	945	996	993	1044	879	834	788	1204	929	1016	1066	1070	1118	1124	1297	1163	889	1237	1034	1200	1164	1045	1188	244	232	127	566									
		75.79%	73.72%	78.69%	77.29%	77.32%	78.92%	75.26%	75.64%	78.05%	75.07%	76.41%	76.17%	72.85%	72.00%	75.02%	72.64%	75.58%	75.20%	75.12%	76.39%	77.74%	78.32%	77.19%	77.15%	76.33%	74.74%	78.72%	75.99%	76.11%	79.59%	75.97%	75.37%	76.76%	74.18%	75.24%	72.17%	73.32%	75.14%	76.39%	77.33%	75.31%	77.22%	77.04%	73.51%	78.40%	76.52%	75.21%	73.98%	78.13%	82.19%	74.64%	74.19%	73.62%	72.97%	77.40%	79.41%	78.18%	75.30%	75.38%	77.91%	76.61%	75.07%	75.07%	75.69%	77.72%	76.24%	74.17%	76.43%	73.78%	76.25%	78.64%	76.23%	75.57%	75.10%	77.56%	77.62%	75.84%	79.20%	76.39%	72.91%	79.63%	77.28%	75.13%	74.20%	76.88%	74.78%	75.84%	74.11%	74.34%	77.93%	74.38%	76.67%	72.30%	75.32%	75.47%	73.33%	76.31%	72.12%	72.52%	76.22%	72.84%	77.96%	74.12%	71.35%	79.61%									
17	Собчак Ксения Анатольевна	3633	43	19	19	12	22	14	23	19	24	25	31	38	33	38	36	28	47	20	68	20	30	26	20	29	23	19	39	32	30	28	45	35	18	30	44	32	46	29	21	37	42	44	35	16	20	46	21	33	28	34	47	46	50	33	34	29	33	40	35	27	48	47	53	25	36	33	18	67	39	42	39	33	33	34	38	26	42	32	50	22	23	36	30	26	49	33	44	52	42	48	37	88	56	46	58	36	74	85	37	67	13	2	2	7									
		2.82%	2.30%	1.73%	1.50%	1.43%	2.09%	1.19%	2.67%	1.97%	2.34%	2.13%	2.54%	2.96%	2.89%	2.47%	2.99%	2.49%	3.45%	2.36%	3.98%	2.07%	2.37%	2.13%	2.21%	2.41%	2.17%	2.02%	2.83%	2.32%	2.77%	3.76%	3.33%	2.80%	2.11%	3.16%	3.53%	3.12%	3.19%	2.20%	1.96%	3.58%	2.99%	3.02%	2.68%	1.23%	1.93%	3.25%	2.04%	2.78%	2.57%	3.08%	3.63%	3.58%	3.41%	2.46%	2.35%	2.08%	2.61%	2.88%	2.69%	1.89%	3.23%	3.13%	4.08%	2.26%	2.63%	3.44%	1.69%	3.37%	2.74%	3.15%	3.04%	2.58%	2.67%	2.72%	2.74%	2.24%	3.31%	2.59%	3.66%	1.76%	1.70%	3.08%	2.67%	2.54%	3.04%	2.69%	3.21%	3.63%	3.06%	3.19%	2.52%	4.91%	3.63%	3.90%	3.44%	2.66%	4.45%	5.30%	2.70%	4.11%	4.15%	0.64%	1.12%	0.98%									
18	Сурайкин Максим Александрович	894	8	5	8	6	3	8	3	8	7	8	9	7	7	8	10	16	8	5	5	1	9	13	6	7	9	5	14	14	6	6	12	8	9	8	16	9	9	8	10	5	6	12	6	10	6	11	7	10	5	10	10	17	10	4	6	7	8	8	4	8	17	12	4	9	13	9	7	20	17	15	5	10	5	13	6	5	8	9	10	3	9	12	8	12	12	12	6	13	7	14	11	11	7	9	12	9	8	6	5	11	6	3	1	5									
		0.70%	0.43%	0.46%	0.63%	0.71%	0.28%	0.68%	0.35%	0.83%	0.68%	0.68%	0.74%	0.55%	0.61%	0.52%	0.83%	1.42%	0.59%	0.59%	0.29%	0.10%	0.71%	1.07%	0.66%	0.58%	0.85%	0.53%	1.02%	1.02%	0.55%	0.81%	0.89%	0.64%	1.06%	0.84%	1.28%	0.88%	0.62%	0.61%	0.93%	0.48%	0.43%	0.82%	0.46%	0.77%	0.58%	0.78%	0.68%	0.84%	0.46%	0.91%	0.77%	1.32%	0.68%	0.30%	0.41%	0.50%	0.63%	0.58%	0.31%	0.56%	1.14%	0.80%	0.31%	0.82%	0.95%	0.94%	0.66%	1.00%	1.19%	1.12%	0.39%	0.78%	0.40%	1.04%	0.43%	0.43%	0.63%	0.73%	0.73%	0.24%	0.67%	1.03%	0.71%	1.17%	0.75%	0.98%	0.44%	0.91%	0.51%	0.93%	0.75%	0.61%	0.45%	0.76%	0.71%	0.66%	0.48%	0.37%	0.36%	0.67%	1.92%	0.96%	0.56%	0.70%									
19	Титов Борис Юрьевич	1171	9	5	7	6	9	11	5	5	3	12	9	12	14	10	8	6	13	10	24	8	8	6	5	12	8	7	8	10	6	2	12	11	11	9	15	15	14	15	9	9	13	15	12	13	17	19	12	8	9	7	12	14	13	11	6	16	15	15	17	14	10	12	13	5	11	9	8	19	10	7	13	13	13	8	18	13	5	9	13	2	10	12	13	10	13	12	15	20	9	11	9	29	13	10	17	16	31	26	10	28	3	2	2	3									
		0.91%	0.48%	0.46%	0.55%	0.71%	0.85%	0.94%	0.58%	0.52%	0.29%	1.02%	0.74%	0.94%	1.22%	0.65%	0.66%	0.53%	0.95%	1.18%	1.41%	0.83%	0.63%	0.49%	0.55%	0.99%	0.75%	0.74%	0.58%	0.73%	0.55%	0.27%	0.89%	0.88%	1.29%	0.95%	1.20%	1.46%	0.97%	1.14%	0.84%	0.87%	0.93%	1.03%	0.92%	1.00%	1.64%	1.34%	1.17%	0.67%	0.83%	0.63%	0.93%	1.09%	0.89%	0.82%	0.41%	1.15%	1.19%	1.08%	1.31%	0.98%	0.67%	0.80%	1.00%	0.45%	0.80%	0.94%	0.75%	0.95%	0.70%	0.52%	1.01%	1.02%	1.05%	0.64%	1.30%	1.12%	0.39%	0.73%	0.95%	0.16%	0.74%	1.03%	1.16%	0.98%	0.81%	0.98%	1.09%	1.39%	0.66%	0.73%	0.61%	1.62%	0.84%	0.85%	1.01%	1.18%	1.86%	1.62%	0.73%	1.72%	0.96%	0.64%	1.12%	0.42%									
20	Явлинский Григорий Алексеевич	2185	12	2	8	7	9	5	12	10	12	16	23	17	27	35	20	16	16	14	21	10	13	17	15	18	15	6	19	21	13	10	14	23	23	19	14	18	40	24	16	14	19	20	24	28	11	29	17	16	9	16	24	26	38	34	39	37	36	16	21	24	33	35	35	20	30	26	17	27	24	33	27	22	15	21	22	23	26	20	25	19	22	23	21	15	22	26	28	25	26	26	36	58	18	17	32	20	41	34	29	23	2	3	3	7									
		1.70%	0.64%	0.18%	0.63%	0.83%	0.85%	0.43%	1.39%	1.04%	1.17%	1.36%	1.88%	1.33%	2.36%	2.28%	1.66%	1.42%	1.17%	1.65%	1.23%	1.04%	1.03%	1.39%	1.66%	1.50%	1.41%	0.64%	1.38%	1.53%	1.20%	1.34%	1.04%	1.84%	2.70%	2.00%	1.12%	1.75%	2.77%	1.82%	1.49%	1.36%	1.35%	1.37%	1.84%	2.16%	1.06%	2.05%	1.65%	1.35%	0.83%	1.45%	1.85%	2.02%	2.59%	2.54%	2.70%	2.66%	2.85%	1.15%	1.62%	1.68%	2.22%	2.33%	2.69%	1.81%	2.19%	2.71%	1.60%	1.36%	1.69%	2.47%	2.10%	1.72%	1.21%	1.68%	1.59%	1.98%	2.05%	1.62%	1.83%	1.52%	1.63%	1.97%	1.87%	1.46%	1.37%	2.12%	2.04%	1.74%	1.89%	1.73%	2.46%	3.23%	1.17%	1.44%	1.90%	1.48%	2.46%	2.12%	2.12%	1.41%	0.64%	0.96%	1.69%	0.98%									
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
