Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Александровская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179					
11	Число полученных открепительных  удостоверений	498	50	50	10	5	0	15	5	5	5	15	5	10	15	0	10	10	10	10	14	5	0	5	35	0	0	12	4	5	8	10	5	5	15	10	8	2	5	15	5	15	15	10	10	10	5	5	10	5	10	5					
12	Число выданных открепительных удостоверений	269	26	46	2	0	0	6	2	2	1	15	0	7	2	0	0	0	4	7	14	0	0	3	35	0	0	12	4	0	7	2	2	1	15	9	7	0	0	7	0	5	7	0	0	0	0	2	10	3	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	9	11	0	1	1	2	0	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	4	0	1	3	4	3	1	0	1	1	0	0	1	1	3	3	1	1	1	0	1	1	0	2	1					
14	Число неиспользованных открепительных удостоверений	229	24	4	8	5	0	9	3	3	4	0	5	3	13	0	10	10	6	3	0	5	0	2	0	0	0	0	0	5	1	8	3	4	0	1	1	2	5	8	5	10	8	10	10	10	5	3	0	2	6	5					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	414	66	65	14	4	0	3	1	1	0	28	5	8	17	0	11	16	0	5	11	0	0	5	21	5	3	18	0	2	6	8	4	1	7	11	12	2	1	6	0	14	6	4	1	2	1	1	8	5	3	2					
		3.81%	5.72%	6.27%	4.50%	3.70%	0.00%	1.52%	1.16%	1.12%	0.00%	8.00%	6.41%	4.88%	2.62%	0.00%	8.87%	6.64%	0.00%	3.16%	5.24%	0.00%	0.00%	2.54%	4.54%	3.21%	3.30%	6.00%	0.00%	3.17%	2.68%	4.17%	2.22%	1.20%	2.45%	6.43%	3.75%	1.49%	1.18%	1.45%	0.00%	3.91%	1.79%	5.63%	0.83%	3.70%	2.13%	1.03%	3.90%	4.90%	0.80%	1.79%					
19	. Малышкин Олег Александрович	386	48	44	13	6	1	6	2	3	1	5	3	7	32	4	7	18	4	7	7	0	0	5	11	11	0	5	2	5	10	7	3	1	10	16	9	4	5	10	3	17	11	5	8	3	1	2	2	1	1	0					
		3.55%	4.16%	4.24%	4.18%	5.56%	2.04%	3.05%	2.33%	3.37%	2.70%	1.43%	3.85%	4.27%	4.93%	8.16%	5.65%	7.47%	1.84%	4.43%	3.33%	0.00%	0.00%	2.54%	2.38%	7.05%	0.00%	1.67%	3.92%	7.94%	4.46%	3.65%	1.67%	1.20%	3.50%	9.36%	2.81%	2.99%	5.88%	2.42%	2.91%	4.75%	3.27%	7.04%	6.67%	5.56%	2.13%	2.06%	0.98%	0.98%	0.27%	0.00%					
20	. Миронов Сергей Михайлович	79	10	11	1	0	0	5	0	1	0	2	0	2	6	1	1	0	2	1	0	1	0	1	3	1	6	2	1	1	2	1	0	1	2	2	3	0	0	2	0	0	3	0	0	1	0	0	0	0	3	0					
		0.73%	0.87%	1.06%	0.32%	0.00%	0.00%	2.54%	0.00%	1.12%	0.00%	0.57%	0.00%	1.22%	0.92%	2.04%	0.81%	0.00%	0.92%	0.63%	0.00%	0.83%	0.00%	0.51%	0.65%	0.64%	6.59%	0.67%	1.96%	1.59%	0.89%	0.52%	0.00%	1.20%	0.70%	1.17%	0.94%	0.00%	0.00%	0.48%	0.00%	0.00%	0.89%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%					
21	. Путин Владимир Владимирович	5501	573	521	164	22	24	96	52	44	20	107	36	67	466	41	84	167	94	105	128	73	26	89	163	44	19	108	31	33	94	90	141	53	180	100	181	87	28	190	51	183	254	35	66	14	39	47	85	51	104	31					
		50.64%	49.70%	50.24%	52.73%	20.37%	48.98%	48.73%	60.47%	49.44%	54.05%	30.57%	46.15%	40.85%	71.80%	83.67%	67.74%	69.29%	43.32%	66.46%	60.95%	60.83%	54.17%	45.18%	35.21%	28.21%	20.88%	36.00%	60.78%	52.38%	41.96%	46.88%	78.33%	63.86%	62.94%	58.48%	56.56%	64.93%	32.94%	45.89%	49.51%	51.12%	75.60%	49.30%	55.00%	25.93%	82.98%	48.45%	41.46%	50.00%	27.81%	27.68%					
22	. Хакамада Ирина Муцуовна	225	20	30	8	1	1	5	1	1	1	13	3	3	10	0	2	3	3	1	2	6	2	3	6	8	7	3	0	2	6	6	6	1	5	0	3	2	0	21	4	4	8	0	2	0	1	4	4	1	1	1					
		2.07%	1.73%	2.89%	2.57%	0.93%	2.04%	2.54%	1.16%	1.12%	2.70%	3.71%	3.85%	1.83%	1.54%	0.00%	1.61%	1.24%	1.38%	0.63%	0.95%	5.00%	4.17%	1.52%	1.30%	5.13%	7.69%	1.00%	0.00%	3.17%	2.68%	3.12%	3.33%	1.20%	1.75%	0.00%	0.94%	1.49%	0.00%	5.07%	3.88%	1.12%	2.38%	0.00%	1.67%	0.00%	2.13%	4.12%	1.95%	0.98%	0.27%	0.89%					
23	. Харитонов Николай Михайлович	3926	386	330	106	74	20	79	29	37	15	174	31	62	95	3	19	33	109	33	58	38	20	85	241	81	56	155	13	18	96	77	23	21	76	33	103	38	48	171	42	133	46	27	39	34	3	42	104	44	252	74					
		36.14%	33.48%	31.82%	34.08%	68.52%	40.82%	40.10%	33.72%	41.57%	40.54%	49.71%	39.74%	37.80%	14.64%	6.12%	15.32%	13.69%	50.23%	20.89%	27.62%	31.67%	41.67%	43.15%	52.05%	51.92%	61.54%	51.67%	25.49%	28.57%	42.86%	40.10%	12.78%	25.30%	26.57%	19.30%	32.19%	28.36%	56.47%	41.30%	40.78%	37.15%	13.69%	38.03%	32.50%	62.96%	6.38%	43.30%	50.73%	43.14%	67.38%	66.07%					
																																																									
24	Против всех	247	50	30	2	0	3	2	0	0	0	18	0	9	16	0	0	2	3	1	2	1	0	7	11	6	0	6	4	2	6	3	0	4	5	9	4	1	2	9	2	6	7	0	4	0	2	0	0	0	4	4					
		2.27%	4.34%	2.89%	0.64%	0.00%	6.12%	1.02%	0.00%	0.00%	0.00%	5.14%	0.00%	5.49%	2.47%	0.00%	0.00%	0.83%	1.38%	0.63%	0.95%	0.83%	0.00%	3.55%	2.38%	3.85%	0.00%	2.00%	7.84%	3.17%	2.68%	1.56%	0.00%	4.82%	1.75%	5.26%	1.25%	0.75%	2.35%	2.17%	1.94%	1.68%	2.08%	0.00%	3.33%	0.00%	4.26%	0.00%	0.00%	0.00%	1.07%	3.57%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
