Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																																	
																																																																																	
"Наименование Избирательной комиссии:    Калининград, Балтийская"																																																																																	
																																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																	
																																																																																	
		Сумма	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №701	УИК №702	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №725	УИК №730	УИК №731	УИК №733	УИК №735	УИК №737	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №750	УИК №751	УИК №752	УИК №754	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	520	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0	20	20	20	20	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	120	4	8	3	0	3	3	1	7	6	8	4	1	4	6	0	7	3	3	2	0	8	4	4	7	16	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	96	4	8	3	2	2	3	1	2	5	2	1	0	2	4	1	3	1	1	3	6	6	3	4	3	9	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	400	16	12	17	20	17	17	19	13	14	12	16	19	16	14	0	13	17	17	18	20	12	16	16	13	4	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	4	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																	
18	"1. ""ЕДИНЕНИЕ"""	221	14	11	6	4	5	4	9	8	8	6	6	7	10	3	8	9	5	17	6	4	11	4	3	15	7	9	9	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.92%	1.49%	0.96%	0.84%	0.84%	0.47%	0.52%	1.49%	0.78%	0.78%	0.64%	0.76%	0.78%	1.01%	0.34%	2.13%	1.35%	0.51%	1.66%	0.70%	0.96%	1.10%	0.42%	0.37%	1.40%	0.69%	1.04%	2.32%	0.0%	2.38%	3.03%	0.0%	1.33%	2.81%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	12.5%	0.0%	0.0%	0.0%	4.22%	0.0%	0.0%	2.43%	0.0%	5.55%	0.0%	0.0%	0.0%	0.0%	5.88%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1144	46	52	40	19	54	30	22	34	60	50	31	63	54	51	13	34	57	26	34	14	49	72	38	51	42	47	17	3	0	2	3	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	2	1	0	1	6	0	8	0	3	0	0	2	0	3	0	0	0	0	1					
		4.76%	4.91%	4.55%	5.61%	4.0%	5.11%	3.91%	3.64%	3.35%	5.85%	5.39%	3.94%	7.05%	5.45%	5.78%	3.46%	5.12%	5.90%	2.55%	3.98%	3.38%	4.92%	7.64%	4.72%	4.76%	4.15%	5.46%	4.39%	4.83%	0.0%	3.03%	3.94%	2.66%	1.40%	1.75%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.09%	0.0%	0.0%	9.09%	0.0%	0.0%	0.0%	12.5%	0.0%	1.88%	0.0%	1.40%	0.0%	4.76%	2.43%	0.0%	5.55%	11.32%	0.0%	6.10%	0.0%	17.64%	0.0%	NaN%	2.98%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	2.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	769	30	28	29	16	34	22	17	33	28	33	32	22	36	43	15	18	37	38	34	14	34	24	26	30	19	26	8	3	1	1	1	4	3	2	0	0	0	1	0	0	2	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	4	0	0	0	0	0	1	0	0	0	3	2	6					
		3.20%	3.20%	2.45%	4.07%	3.36%	3.21%	2.86%	2.81%	3.25%	2.73%	3.55%	4.07%	2.46%	3.63%	4.87%	4.0%	2.71%	3.83%	3.73%	3.98%	3.38%	3.41%	2.54%	3.23%	2.80%	1.87%	3.02%	2.06%	4.83%	2.38%	1.51%	1.31%	5.33%	4.22%	3.50%	NaN%	0.0%	0.0%	9.09%	0.0%	0.0%	18.18%	0.0%	45.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.88%	4.0%	0.0%	0.0%	0.0%	4.87%	0.0%	0.0%	0.0%	0.0%	3.05%	0.0%	0.0%	0.0%	NaN%	0.0%	7.14%	0.0%	0.0%	0.0%	11.53%	8.0%	15.78%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1444	56	68	27	27	83	49	47	36	61	72	46	59	70	39	10	34	50	50	43	32	63	83	54	72	48	61	15	10	7	1	10	1	3	5	0	0	3	1	0	0	1	0	0	2	0	1	0	0	0	1	0	2	1	3	4	4	2	0	1	3	0	7	1	2	1	0	5	1	1	0	0	2	0	3					
		6.01%	5.98%	5.95%	3.79%	5.68%	7.85%	6.38%	7.79%	3.55%	5.95%	7.76%	5.85%	6.60%	7.07%	4.42%	2.66%	5.12%	5.17%	4.91%	5.03%	7.72%	6.33%	8.81%	6.71%	6.72%	4.74%	7.09%	3.87%	16.12%	16.66%	1.51%	13.15%	1.33%	4.22%	8.77%	NaN%	0.0%	25.0%	9.09%	0.0%	0.0%	9.09%	0.0%	0.0%	18.18%	0.0%	9.09%	0.0%	0.0%	0.0%	12.5%	0.0%	3.77%	4.0%	4.22%	10.0%	9.52%	4.87%	0.0%	5.55%	5.66%	0.0%	5.34%	6.66%	11.76%	14.28%	NaN%	7.46%	7.14%	1.66%	0.0%	0.0%	7.69%	0.0%	7.89%					
22	"5. ""За Русь Святую"""	97	3	4	10	0	3	2	4	5	2	3	3	4	3	3	3	0	4	2	6	1	1	2	3	3	5	8	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.40%	0.32%	0.35%	1.40%	0.0%	0.28%	0.26%	0.66%	0.49%	0.19%	0.32%	0.38%	0.44%	0.30%	0.34%	0.8%	0.0%	0.41%	0.19%	0.70%	0.24%	0.10%	0.21%	0.37%	0.28%	0.49%	0.93%	0.77%	1.61%	2.38%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0%	0.0%	0.0%	2.38%	2.43%	0.0%	0.0%	1.88%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.63%					
23	"6. ""Объединенная Российская партия ""Русь"""	54	0	3	1	2	1	0	2	1	0	0	4	1	1	2	1	5	3	3	0	3	1	1	2	1	5	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.22%	0.0%	0.26%	0.14%	0.42%	0.09%	0.0%	0.33%	0.09%	0.0%	0.0%	0.50%	0.11%	0.10%	0.22%	0.26%	0.75%	0.31%	0.29%	0.0%	0.72%	0.10%	0.10%	0.24%	0.09%	0.49%	0.0%	1.55%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.43%	9.09%	5.55%	0.0%	5.26%	0.0%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	373	13	16	12	8	13	9	12	11	9	8	21	9	15	10	4	10	18	12	12	2	7	11	11	23	25	8	9	0	1	2	1	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	1	3	0	0	0	3	0	4	3	3	0	0	4	2	1	1	1	5	0	4					
		1.55%	1.39%	1.40%	1.68%	1.68%	1.23%	1.17%	1.99%	1.08%	0.87%	0.86%	2.67%	1.00%	1.51%	1.13%	1.06%	1.50%	1.86%	1.17%	1.40%	0.48%	0.70%	1.16%	1.36%	2.14%	2.47%	0.93%	2.32%	0.0%	2.38%	3.03%	1.31%	1.33%	2.81%	7.01%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.43%	0.0%	5.63%	2.5%	7.14%	0.0%	0.0%	0.0%	5.66%	0.0%	3.05%	20.0%	17.64%	0.0%	NaN%	5.97%	14.28%	1.66%	9.09%	10.0%	19.23%	0.0%	10.52%					
25	"8. ""Народно-республиканская партия России"""	24	1	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	3	0	2	1	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1					
		0.1%	0.10%	0.08%	0.0%	0.21%	0.0%	0.13%	0.0%	0.0%	0.09%	0.10%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.10%	0.29%	0.0%	0.48%	0.10%	0.0%	0.0%	0.09%	0.09%	0.46%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	1.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.63%					
26	"9. ""Российская экологическая партия ""Зеленые"""	128	1	2	0	0	5	8	4	4	6	7	2	10	5	5	1	3	7	2	3	1	3	4	7	3	6	4	3	1	0	1	0	3	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	6					
		0.53%	0.10%	0.17%	0.0%	0.0%	0.47%	1.04%	0.66%	0.39%	0.58%	0.75%	0.25%	1.11%	0.50%	0.56%	0.26%	0.45%	0.72%	0.19%	0.35%	0.24%	0.30%	0.42%	0.87%	0.28%	0.59%	0.46%	0.77%	1.61%	0.0%	1.51%	0.0%	4.0%	1.40%	1.75%	NaN%	0.0%	0.0%	9.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	2.43%	0.0%	0.0%	1.88%	0.0%	1.52%	0.0%	0.0%	0.0%	NaN%	1.49%	0.0%	1.66%	0.0%	0.0%	0.0%	0.0%	15.78%					
27	"10. ""Аграрная партия России"""	426	19	15	6	4	24	18	8	35	12	11	16	9	10	8	1	8	15	18	4	5	12	17	16	18	18	7	7	1	2	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	17	0	9	1	1	1	0	0	3	0	0	2	0	1	1	0	0	0	0	1	1	0	0	0	0	2					
		1.77%	2.03%	1.31%	0.84%	0.84%	2.27%	2.34%	1.32%	3.45%	1.17%	1.18%	2.03%	1.00%	1.01%	0.90%	0.26%	1.20%	1.55%	1.76%	0.46%	1.20%	1.20%	1.80%	1.99%	1.68%	1.78%	0.81%	1.80%	1.61%	4.76%	0.0%	0.0%	2.66%	4.22%	1.75%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	94.11%	100.0%	99.99%	0.0%	100.0%	1.88%	4.0%	1.40%	0.0%	0.0%	7.31%	0.0%	0.0%	3.77%	0.0%	0.76%	6.66%	0.0%	0.0%	NaN%	0.0%	7.14%	1.66%	0.0%	0.0%	0.0%	0.0%	5.26%					
28	"11. ""Истинные патриоты России"""	27	2	0	0	1	0	1	0	0	0	1	1	2	0	1	1	0	1	1	0	2	0	0	0	0	5	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.21%	0.0%	0.0%	0.21%	0.0%	0.13%	0.0%	0.0%	0.0%	0.10%	0.12%	0.22%	0.0%	0.11%	0.26%	0.0%	0.10%	0.09%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.49%	0.46%	0.25%	0.0%	0.0%	0.0%	1.31%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%	1.88%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	231	12	15	6	4	8	2	7	11	11	13	3	10	5	12	3	4	9	8	15	7	9	11	9	14	5	7	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0					
		0.96%	1.28%	1.31%	0.84%	0.84%	0.75%	0.26%	1.16%	1.08%	1.07%	1.40%	0.38%	1.11%	0.50%	1.36%	0.8%	0.60%	0.93%	0.78%	1.75%	1.69%	0.90%	1.16%	1.11%	1.30%	0.49%	0.81%	1.03%	0.0%	0.0%	1.51%	0.0%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.77%	4.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	1.49%	0.0%	3.33%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	421	17	23	12	12	16	14	4	16	16	12	18	17	16	18	6	10	17	22	11	8	23	22	13	16	14	9	5	1	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	4	0	1	0	2	1	0	0	0	1	0	1	0	0	0	0	1					
		1.75%	1.81%	2.01%	1.68%	2.52%	1.51%	1.82%	0.66%	1.57%	1.56%	1.29%	2.29%	1.90%	1.61%	2.04%	1.6%	1.50%	1.75%	2.16%	1.28%	1.93%	2.31%	2.33%	1.61%	1.49%	1.38%	1.04%	1.29%	1.61%	0.0%	21.21%	6.57%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.88%	0.0%	0.0%	2.5%	0.0%	2.43%	36.36%	0.0%	1.88%	0.0%	1.52%	6.66%	0.0%	0.0%	NaN%	1.49%	0.0%	1.66%	0.0%	0.0%	0.0%	0.0%	2.63%					
31	"14. ""Великая Россия - Евразийский Союз"""	42	4	0	1	0	3	4	1	1	0	1	1	3	0	0	1	1	2	3	2	2	3	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0					
		0.17%	0.42%	0.0%	0.14%	0.0%	0.28%	0.52%	0.16%	0.09%	0.0%	0.10%	0.12%	0.33%	0.0%	0.0%	0.26%	0.15%	0.20%	0.29%	0.23%	0.48%	0.30%	0.21%	0.24%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	1.49%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0%	0.0%					
32	"15. ""Партия СЛОН"""	44	3	5	2	1	1	1	0	4	3	2	1	1	4	1	0	3	1	1	1	0	0	0	0	2	1	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.18%	0.32%	0.43%	0.28%	0.21%	0.09%	0.13%	0.0%	0.39%	0.29%	0.21%	0.12%	0.11%	0.40%	0.11%	0.0%	0.45%	0.10%	0.09%	0.11%	0.0%	0.0%	0.0%	0.0%	0.18%	0.09%	0.11%	0.51%	0.0%	0.0%	0.0%	2.63%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2707	98	123	54	63	129	90	54	91	154	129	81	108	132	108	24	56	111	114	92	46	164	138	126	129	131	86	22	2	1	0	0	2	3	3	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	4	0	0	1	4	5	8	1	0	5	0	0	0	4	0	0	1	2	1					
		11.27%	10.48%	10.77%	7.58%	13.26%	12.21%	11.73%	8.95%	8.97%	15.03%	13.91%	10.30%	12.09%	13.33%	12.24%	6.4%	8.43%	11.49%	11.19%	10.77%	11.11%	16.48%	14.64%	15.67%	12.05%	12.95%	10.0%	5.68%	3.22%	2.38%	0.0%	0.0%	2.66%	4.22%	5.26%	NaN%	0.0%	0.0%	27.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.09%	0.0%	0.0%	0.0%	0.0%	0.0%	5.66%	0.0%	0.0%	0.0%	9.52%	0.0%	0.0%	5.55%	7.54%	26.31%	6.10%	6.66%	0.0%	71.42%	NaN%	0.0%	0.0%	6.66%	0.0%	0.0%	3.84%	8.0%	2.63%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	37	3	0	1	1	4	1	2	2	1	1	0	2	3	2	0	0	0	1	2	3	3	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.15%	0.32%	0.0%	0.14%	0.21%	0.37%	0.13%	0.33%	0.19%	0.09%	0.10%	0.0%	0.22%	0.30%	0.22%	0.0%	0.0%	0.0%	0.09%	0.23%	0.72%	0.30%	0.10%	0.0%	0.0%	0.0%	0.34%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	NaN%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3546	140	183	117	77	161	125	97	152	170	102	129	124	105	150	57	100	170	145	133	69	105	126	89	147	179	139	85	7	6	8	7	8	8	6	0	0	3	0	1	0	0	0	1	0	0	1	0	0	0	0	0	12	5	3	0	7	10	0	2	7	2	25	0	5	0	0	5	3	20	0	0	2	4	2					
