Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Лабинская городская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	787	17	20	20	20	15	20	15	15	15	15	15	15	15	11	15	15	20	20	15	20	20	15	15	15	20	15	15	10	15	15	15	15	11	20	10	15	11	10	11	20	15	10	15	10	11	10	10	15	11	11	11	11	11	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	118	1	7	1	0	15	3	5	2	1	1	2	2	1	4	2	6	1	6	2	5	6	0	4	1	5	1	5	0	0	0	1	0	0	2	1	1	0	1	0	6	3	0	0	2	1	0	1	5	1	0	0	2	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	144	6	5	6	0	5	1	0	2	0	1	1	17	2	0	4	1	2	0	0	3	1	3	0	0	56	4	3	0	0	1	0	0	0	0	0	2	0	2	2	2	2	0	1	0	4	0	0	1	1	0	0	2	0	1					
14	Число погашенных открепительных удостоверений	669	16	13	19	20	0	17	10	13	14	14	13	13	14	7	13	9	19	14	13	15	14	15	11	14	15	14	10	10	15	15	14	15	11	18	9	14	11	9	11	14	12	10	15	8	10	10	9	10	10	11	11	9	11	8					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	390	10	16	7	6	8	9	5	5	4	8	6	3	4	5	4	8	9	13	6	9	14	8	4	10	8	4	9	1	10	5	14	5	3	19	7	8	7	5	4	12	9	7	10	7	2	7	4	18	9	4	3	3	3	2					
		0.97%	0.88%	1.51%	0.56%	0.67%	0.92%	0.91%	0.51%	0.58%	0.46%	0.82%	0.95%	0.35%	0.52%	1.16%	0.70%	0.89%	0.70%	1.08%	0.74%	0.74%	1.33%	1.04%	0.57%	0.95%	0.62%	0.53%	0.99%	0.35%	1.71%	0.83%	1.57%	0.83%	0.86%	1.41%	2.35%	1.47%	1.54%	2.0%	1.33%	1.02%	0.77%	2.89%	1.09%	1.56%	0.45%	2.52%	1.38%	2.19%	1.67%	0.73%	0.80%	0.56%	0.77%	0.60%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	587	19	24	18	17	14	13	12	28	13	25	13	15	12	11	9	26	14	20	10	24	33	18	7	14	31	6	4	3	9	5	19	5	4	9	4	5	3	1	0	14	11	2	13	0	6	0	1	12	1	2	3	2	2	1					
		1.47%	1.67%	2.27%	1.44%	1.91%	1.61%	1.32%	1.24%	3.27%	1.51%	2.57%	2.07%	1.76%	1.57%	2.55%	1.58%	2.89%	1.10%	1.66%	1.23%	1.99%	3.13%	2.34%	1.00%	1.34%	2.41%	0.80%	0.44%	1.05%	1.54%	0.83%	2.13%	0.83%	1.14%	0.66%	1.34%	0.92%	0.66%	0.4%	0.0%	1.19%	0.94%	0.82%	1.41%	0.0%	1.35%	0.0%	0.34%	1.46%	0.18%	0.36%	0.80%	0.37%	0.51%	0.30%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	814	37	24	20	12	29	17	24	24	17	28	11	23	27	10	10	22	18	20	15	33	14	14	15	29	20	11	22	6	6	7	12	12	2	33	4	6	9	6	2	24	29	3	19	12	12	0	7	16	9	3	8	10	6	5					
		2.04%	3.27%	2.27%	1.60%	1.35%	3.34%	1.72%	2.48%	2.80%	1.98%	2.88%	1.75%	2.70%	3.53%	2.32%	1.76%	2.44%	1.41%	1.66%	1.85%	2.73%	1.33%	1.82%	2.16%	2.78%	1.55%	1.48%	2.43%	2.10%	1.03%	1.16%	1.35%	2.01%	0.57%	2.45%	1.34%	1.10%	1.98%	2.4%	0.66%	2.05%	2.5%	1.23%	2.07%	2.68%	2.70%	0.0%	2.43%	1.95%	1.67%	0.55%	2.15%	1.89%	1.54%	1.50%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	826	35	28	28	36	19	20	36	32	26	29	21	22	19	14	18	26	30	33	8	29	37	25	25	23	26	18	2	5	9	11	8	1	1	25	2	11	2	1	3	18	5	1	9	9	5	0	2	13	4	0	1	6	3	6					
		2.07%	3.09%	2.65%	2.24%	4.06%	2.18%	2.03%	3.72%	3.74%	3.03%	2.99%	3.34%	2.58%	2.48%	3.24%	3.16%	2.89%	2.36%	2.74%	0.98%	2.40%	3.51%	3.25%	3.60%	2.20%	2.02%	2.42%	0.22%	1.75%	1.54%	1.82%	0.90%	0.16%	0.28%	1.85%	0.67%	2.03%	0.44%	0.4%	1.0%	1.53%	0.43%	0.41%	0.98%	2.01%	1.12%	0.0%	0.69%	1.58%	0.74%	0.0%	0.26%	1.13%	0.77%	1.80%					
22	"5. ""За Русь Святую"""	251	6	11	8	4	6	2	5	5	3	7	12	4	8	3	6	9	12	7	5	6	7	4	7	7	6	9	2	1	5	4	7	6	4	7	2	1	2	1	0	9	5	1	6	7	1	0	2	2	2	4	0	1	0	0					
		0.62%	0.53%	1.04%	0.64%	0.45%	0.69%	0.20%	0.51%	0.58%	0.35%	0.72%	1.91%	0.47%	1.04%	0.69%	1.05%	1.00%	0.94%	0.58%	0.61%	0.49%	0.66%	0.52%	1.00%	0.67%	0.46%	1.21%	0.22%	0.35%	0.85%	0.66%	0.78%	1.00%	1.14%	0.52%	0.67%	0.18%	0.44%	0.4%	0.0%	0.76%	0.43%	0.41%	0.65%	1.56%	0.22%	0.0%	0.69%	0.24%	0.37%	0.73%	0.0%	0.18%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	118	1	3	3	2	3	2	4	1	0	1	2	1	0	1	0	2	4	4	1	4	9	1	3	4	8	2	2	0	1	1	2	1	2	5	0	0	2	0	3	4	6	1	1	0	2	0	2	6	8	0	2	0	1	0					
		0.29%	0.08%	0.28%	0.24%	0.22%	0.34%	0.20%	0.41%	0.11%	0.0%	0.10%	0.31%	0.11%	0.0%	0.23%	0.0%	0.22%	0.31%	0.33%	0.12%	0.33%	0.85%	0.13%	0.43%	0.38%	0.62%	0.26%	0.22%	0.0%	0.17%	0.16%	0.22%	0.16%	0.57%	0.37%	0.0%	0.0%	0.44%	0.0%	1.0%	0.34%	0.51%	0.41%	0.10%	0.0%	0.45%	0.0%	0.69%	0.73%	1.49%	0.0%	0.53%	0.0%	0.25%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	289	8	24	9	10	6	11	8	9	7	8	8	4	4	3	3	2	17	13	6	11	4	5	6	12	10	0	7	2	1	6	3	3	0	8	1	0	0	2	1	12	5	2	3	0	2	0	2	6	4	3	3	0	5	0					
		0.72%	0.70%	2.27%	0.72%	1.12%	0.69%	1.11%	0.82%	1.05%	0.81%	0.82%	1.27%	0.47%	0.52%	0.69%	0.52%	0.22%	1.34%	1.08%	0.74%	0.91%	0.38%	0.65%	0.86%	1.15%	0.77%	0.0%	0.77%	0.70%	0.17%	0.99%	0.33%	0.50%	0.0%	0.59%	0.33%	0.0%	0.0%	0.8%	0.33%	1.02%	0.43%	0.82%	0.32%	0.0%	0.45%	0.0%	0.69%	0.73%	0.74%	0.55%	0.80%	0.0%	1.28%	0.0%					
25	"8. ""Народно-республиканская партия России"""	88	1	3	1	0	2	0	1	3	2	0	0	3	0	3	0	3	2	3	0	0	1	2	0	2	0	2	2	4	3	3	5	3	3	2	3	4	3	1	0	3	2	0	0	0	2	0	1	5	1	0	1	1	2	0					
		0.22%	0.08%	0.28%	0.08%	0.0%	0.23%	0.0%	0.10%	0.35%	0.23%	0.0%	0.0%	0.35%	0.0%	0.69%	0.0%	0.33%	0.15%	0.24%	0.0%	0.0%	0.09%	0.26%	0.0%	0.19%	0.0%	0.26%	0.22%	1.40%	0.51%	0.49%	0.56%	0.50%	0.86%	0.14%	1.01%	0.73%	0.66%	0.4%	0.0%	0.25%	0.17%	0.0%	0.0%	0.0%	0.45%	0.0%	0.34%	0.61%	0.18%	0.0%	0.26%	0.18%	0.51%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	76	0	8	2	0	2	2	0	2	2	0	4	2	3	0	1	1	6	2	0	1	3	0	1	0	8	4	0	0	1	0	1	0	0	1	2	0	1	0	1	1	3	0	2	0	1	0	1	1	0	5	0	1	0	0					
		0.19%	0.0%	0.75%	0.16%	0.0%	0.23%	0.20%	0.0%	0.23%	0.23%	0.0%	0.63%	0.23%	0.39%	0.0%	0.17%	0.11%	0.47%	0.16%	0.0%	0.08%	0.28%	0.0%	0.14%	0.0%	0.62%	0.53%	0.0%	0.0%	0.17%	0.0%	0.11%	0.0%	0.0%	0.07%	0.67%	0.0%	0.22%	0.0%	0.33%	0.08%	0.25%	0.0%	0.21%	0.0%	0.22%	0.0%	0.34%	0.12%	0.0%	0.91%	0.0%	0.18%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1360	22	16	17	19	10	17	23	15	14	15	18	26	15	10	19	22	29	28	14	36	15	23	12	35	38	30	27	22	59	53	56	24	18	45	14	23	25	9	9	35	54	9	33	17	35	20	10	73	22	22	34	32	27	15					
		3.41%	1.94%	1.51%	1.36%	2.14%	1.15%	1.72%	2.37%	1.75%	1.63%	1.54%	2.86%	3.05%	1.96%	2.32%	3.34%	2.44%	2.28%	2.33%	1.73%	2.98%	1.42%	2.99%	1.72%	3.35%	2.96%	4.04%	2.98%	7.71%	10.13%	8.80%	6.30%	4.02%	5.17%	3.34%	4.71%	4.25%	5.51%	3.6%	3.0%	2.99%	4.65%	3.71%	3.59%	3.80%	7.88%	7.22%	3.47%	8.91%	4.10%	4.04%	9.13%	6.06%	6.94%	4.50%					
28	"11. ""Истинные патриоты России"""	35	1	0	1	2	2	2	0	2	0	0	1	0	0	0	2	0	0	0	0	1	1	1	1	1	2	1	1	0	0	0	0	0	0	3	0	0	1	1	0	0	2	1	0	0	1	2	0	1	0	0	0	0	0	1					
		0.08%	0.08%	0.0%	0.08%	0.22%	0.23%	0.20%	0.0%	0.23%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.08%	0.09%	0.13%	0.14%	0.09%	0.15%	0.13%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.22%	0.4%	0.0%	0.0%	0.17%	0.41%	0.0%	0.0%	0.22%	0.72%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	494	14	19	18	8	6	12	20	9	15	20	15	11	5	9	13	16	15	17	13	14	9	8	7	9	22	12	3	4	2	3	11	8	4	13	2	1	10	2	0	15	8	5	12	7	2	2	1	15	2	3	4	11	4	4					
		1.23%	1.23%	1.80%	1.44%	0.90%	0.69%	1.22%	2.06%	1.05%	1.75%	2.06%	2.38%	1.29%	0.65%	2.08%	2.28%	1.78%	1.18%	1.41%	1.60%	1.16%	0.85%	1.04%	1.00%	0.86%	1.71%	1.61%	0.33%	1.40%	0.34%	0.49%	1.23%	1.34%	1.14%	0.96%	0.67%	0.18%	2.20%	0.8%	0.0%	1.28%	0.68%	2.06%	1.30%	1.56%	0.45%	0.72%	0.34%	1.83%	0.37%	0.55%	1.07%	2.08%	1.02%	1.20%					
30	"13. ""Демократическая партия России"""	41	0	2	0	2	3	1	0	4	0	1	0	0	0	1	2	0	1	0	0	1	1	1	0	4	0	0	1	2	0	0	0	0	0	6	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	2					
		0.10%	0.0%	0.18%	0.0%	0.22%	0.34%	0.10%	0.0%	0.46%	0.0%	0.10%	0.0%	0.0%	0.0%	0.23%	0.35%	0.0%	0.07%	0.0%	0.0%	0.08%	0.09%	0.13%	0.0%	0.38%	0.0%	0.0%	0.11%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.33%	0.17%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.60%					
31	"14. ""Великая Россия - Евразийский Союз"""	48	1	2	0	0	0	2	1	1	1	0	0	2	0	1	0	1	0	2	0	0	1	0	0	3	0	1	2	0	1	1	4	1	0	2	0	2	2	3	0	0	1	0	4	0	0	0	0	4	0	2	0	0	0	0					
		0.12%	0.08%	0.18%	0.0%	0.0%	0.0%	0.20%	0.10%	0.11%	0.11%	0.0%	0.0%	0.23%	0.0%	0.23%	0.0%	0.11%	0.0%	0.16%	0.0%	0.0%	0.09%	0.0%	0.0%	0.28%	0.0%	0.13%	0.22%	0.0%	0.17%	0.16%	0.45%	0.16%	0.0%	0.14%	0.0%	0.36%	0.44%	1.2%	0.0%	0.0%	0.08%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	35	1	4	0	0	1	1	0	0	3	1	1	0	1	0	0	0	3	2	1	1	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	4	0	2	0	0	0	0	0	0	0	0	0					
		0.08%	0.08%	0.37%	0.0%	0.0%	0.11%	0.10%	0.0%	0.0%	0.35%	0.10%	0.15%	0.0%	0.13%	0.0%	0.0%	0.0%	0.23%	0.16%	0.12%	0.08%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.43%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3817	130	107	169	111	101	131	123	80	128	119	53	114	94	42	59	84	156	180	95	138	177	88	78	114	167	75	25	9	36	37	80	41	22	117	14	50	33	17	19	51	37	10	56	20	26	11	22	49	21	42	10	25	12	12					
		9.57%	11.49%	10.16%	13.54%	12.52%	11.63%	13.32%	12.71%	9.35%	14.95%	12.28%	8.43%	13.41%	12.30%	9.74%	10.38%	9.35%	12.30%	14.98%	11.74%	11.44%	16.82%	11.45%	11.23%	10.94%	13.01%	10.10%	2.76%	3.15%	6.18%	6.14%	9.00%	6.87%	6.32%	8.69%	4.71%	9.24%	7.28%	6.8%	6.33%	4.36%	3.18%	4.13%	6.10%	4.47%	5.85%	3.97%	7.63%	5.98%	3.91%	7.72%	2.68%	4.73%	3.08%	3.60%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	128	6	7	4	1	1	2	0	0	0	3	0	0	5	0	1	3	3	3	1	1	4	0	0	2	2	3	4	2	1	2	2	5	0	3	26	0	0	0	1	1	5	1	1	2	0	0	2	6	3	0	5	0	1	3					
		0.32%	0.53%	0.66%	0.32%	0.11%	0.11%	0.20%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.65%	0.0%	0.17%	0.33%	0.23%	0.24%	0.12%	0.08%	0.38%	0.0%	0.0%	0.19%	0.15%	0.40%	0.44%	0.70%	0.17%	0.33%	0.22%	0.83%	0.0%	0.22%	8.75%	0.0%	0.0%	0.0%	0.33%	0.08%	0.43%	0.41%	0.10%	0.44%	0.0%	0.0%	0.69%	0.73%	0.55%	0.0%	1.34%	0.0%	0.25%	0.90%					
35	"18. ""ЛДПР"""	4634	140	177	137	108	90	130	88	73	106	109	69	73	91	48	51	96	150	127	110	149	129	101	68	135	153	109	106	29	66	106	88	55	53	145	0	55	46	51	18	174	88	27	109	39	43	31	44	110	53	46	53	83	56	43					
		11.62%	12.37%	16.80%	10.97%	12.18%	10.36%	13.22%	9.10%	8.53%	12.38%	11.24%	10.98%	8.58%	11.91%	11.13%	8.97%	10.69%	11.82%	10.57%	13.59%	12.35%	12.26%	13.15%	9.79%	12.95%	11.92%	14.69%	11.72%	10.17%	11.34%	17.60%	9.90%	9.22%	15.22%	10.77%	0.0%	10.16%	10.15%	20.4%	6.0%	14.88%	7.58%	11.15%	11.88%	8.72%	9.68%	11.19%	15.27%	13.43%	9.88%	8.45%	14.24%	15.71%	14.39%	12.91%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	645	21	4	10	14	12	14	13	2	12	12	3	6	1	5	10	10	25	16	8	12	8	4	6	12	14	10	6	4	4	3	4	21	4	18	181	14	7	8	3	25	5	8	8	7	12	3	2	10	3	2	4	4	6	5					
		1.61%	1.85%	0.37%	0.80%	1.58%	1.38%	1.42%	1.34%	0.23%	1.40%	1.23%	0.47%	0.70%	0.13%	1.16%	1.76%	1.11%	1.97%	1.33%	0.98%	0.99%	0.76%	0.52%	0.86%	1.15%	1.09%	1.34%	0.66%	1.40%	0.68%	0.49%	0.45%	3.52%	1.14%	1.33%	60.94%	2.58%	1.54%	3.2%	1.0%	2.13%	0.43%	3.30%	0.87%	1.56%	2.70%	1.08%	0.69%	1.22%	0.55%	0.36%	1.07%	0.75%	1.54%	1.50%					
37	"20. ""Политическая партия ""Единая Россия"""	14734	410	376	471	308	304	329	343	305	288	330	191	315	272	159	195	336	407	402	280	437	361	269	247	366	427	261	482	77	210	215	365	264	140	512	0	241	147	70	114	498	501	111	438	213	190	133	120	264	226	222	120	188	151	133					
		36.94%	36.25%	35.70%	37.74%	34.76%	35.02%	33.46%	35.47%	35.67%	33.64%	34.05%	30.41%	37.05%	35.60%	36.89%	34.33%	37.41%	32.09%	33.47%	34.61%	36.23%	34.31%	35.02%	35.59%	35.12%	33.28%	35.17%	53.31%	27.01%	36.08%	35.71%	41.10%	44.29%	40.22%	38.03%	0.0%	44.54%	32.45%	28.0%	38.0%	42.60%	43.18%	45.86%	47.76%	47.65%	42.79%	48.01%	41.66%	32.23%	42.16%	40.80%	32.25%	35.60%	38.81%	39.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	58	2	4	1	0	0	1	3	2	1	3	1	3	0	1	0	2	1	0	1	0	0	0	1	1	1	2	3	1	3	2	1	1	1	3	0	0	0	0	2	3	0	1	0	2	2	1	0	1	0	0	0	0	0	0					
		0.14%	0.17%	0.37%	0.08%	0.0%	0.0%	0.10%	0.31%	0.23%	0.11%	0.30%	0.15%	0.35%	0.0%	0.23%	0.0%	0.22%	0.07%	0.0%	0.12%	0.0%	0.0%	0.0%	0.14%	0.09%	0.07%	0.26%	0.33%	0.35%	0.51%	0.33%	0.11%	0.16%	0.28%	0.22%	0.0%	0.0%	0.0%	0.0%	0.66%	0.25%	0.0%	0.41%	0.0%	0.44%	0.45%	0.36%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	89	0	3	3	4	3	1	2	6	2	5	2	2	0	0	1	1	1	4	0	3	1	0	2	3	3	0	4	0	2	1	2	1	0	1	0	0	3	3	3	6	2	0	0	0	0	0	1	4	0	0	1	0	2	1					
		0.22%	0.0%	0.28%	0.24%	0.45%	0.34%	0.10%	0.20%	0.70%	0.23%	0.51%	0.31%	0.23%	0.0%	0.0%	0.17%	0.11%	0.07%	0.33%	0.0%	0.24%	0.09%	0.0%	0.28%	0.28%	0.23%	0.0%	0.44%	0.0%	0.34%	0.16%	0.22%	0.16%	0.0%	0.07%	0.0%	0.0%	0.66%	1.2%	1.0%	0.51%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.48%	0.0%	0.0%	0.26%	0.0%	0.51%	0.30%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	8272	206	116	245	172	196	210	217	205	176	206	154	195	157	83	118	186	306	240	195	247	160	158	175	198	277	125	138	98	98	116	160	116	80	300	29	105	121	48	111	197	331	47	141	89	64	55	52	149	136	146	106	137	100	79					
		20.74%	18.21%	11.01%	19.63%	19.41%	22.58%	21.36%	22.44%	23.97%	20.56%	21.25%	24.52%	22.94%	20.54%	19.25%	20.77%	20.71%	24.13%	19.98%	24.10%	20.48%	15.20%	20.57%	25.21%	19.00%	21.59%	16.84%	15.26%	34.38%	16.83%	19.26%	18.01%	19.46%	22.98%	22.28%	9.76%	19.40%	26.71%	19.2%	37.0%	16.85%	28.53%	19.42%	15.37%	19.91%	14.41%	19.85%	18.05%	18.19%	25.37%	26.83%	28.49%	25.94%	25.70%	23.72%					
																																																													
41	Против всех	1555	50	63	60	41	41	40	31	32	31	36	33	19	38	16	35	35	52	50	35	43	48	27	27	47	46	44	23	11	16	13	33	9	6	50	6	13	26	13	3	40	39	5	25	13	33	9	11	43	20	30	10	16	3	16					
		3.89%	4.42%	5.98%	4.80%	4.62%	4.72%	4.06%	3.20%	3.74%	3.62%	3.71%	5.25%	2.23%	4.97%	3.71%	6.16%	3.89%	4.10%	4.16%	4.32%	3.56%	4.56%	3.51%	3.89%	4.51%	3.58%	5.92%	2.54%	3.85%	2.74%	2.15%	3.71%	1.51%	1.72%	3.71%	2.02%	2.40%	5.73%	5.2%	1.0%	3.42%	3.36%	2.06%	2.72%	2.90%	7.43%	3.24%	3.81%	5.25%	3.73%	5.51%	2.68%	3.03%	0.77%	4.80%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
