Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Одоевская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716									
		55.94%	46.16%	50.32%	57.54%	42.01%	54.55%	69.75%	53.87%	57.89%	63.35%	62.80%	67.89%	60.87%	76.02%	57.81%	62.11%	60.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	11	4	3	4	2	0	1	1	1	2	1	0	1	0	4	4									
		0.74%	1.51%	0.85%	0.56%	0.82%	0.76%	0.00%	0.31%	0.44%	0.45%	0.97%	0.46%	0.00%	0.58%	0.00%	1.40%	0.79%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	1	0	1	0	3	0	0	0	3	0	1	0	1	0	0	0									
		0.19%	0.14%	0.00%	0.19%	0.00%	1.14%	0.00%	0.00%	0.00%	1.36%	0.00%	0.46%	0.00%	0.58%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	844	128	100	68	91	29	10	49	43	38	39	31	22	18	51	37	90									
		15.99%	17.53%	21.14%	12.66%	18.65%	10.98%	8.40%	15.17%	18.86%	17.19%	18.84%	14.22%	11.96%	10.53%	15.94%	12.98%	17.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	7	4	4	2	2	2	1	1	1	0	0	0	0	1	1	1									
		0.51%	0.96%	0.85%	0.74%	0.41%	0.76%	1.68%	0.31%	0.44%	0.45%	0.00%	0.00%	0.00%	0.00%	0.31%	0.35%	0.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	6	1	9	10	3	0	2	0	1	0	0	0	0	2	0	4									
		0.72%	0.82%	0.21%	1.68%	2.05%	1.14%	0.00%	0.62%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.79%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	1	2	1	0	1	0	0	0	0	0	0	0	0	2	2									
		0.19%	0.14%	0.21%	0.37%	0.20%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.39%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	17	20	8	3	1	0	7	3	1	0	1	1	3	1	2	0									
		1.29%	2.33%	4.23%	1.49%	0.61%	0.38%	0.00%	2.17%	1.32%	0.45%	0.00%	0.46%	0.54%	1.75%	0.31%	0.70%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	701	114	40	86	90	44	14	58	18	10	21	18	40	8	41	36	63									
		13.28%	15.62%	8.46%	16.01%	18.44%	16.67%	11.76%	17.96%	7.89%	4.52%	10.14%	8.26%	21.74%	4.68%	12.81%	12.63%	12.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	3	2	3	0	2	0	0	0	2	1	0	0	0	1	0	0									
		0.27%	0.41%	0.42%	0.56%	0.00%	0.76%	0.00%	0.00%	0.00%	0.90%	0.48%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	106	16	14	8	21	9	1	3	4	4	1	4	4	1	2	5	9									
		2.01%	2.19%	2.96%	1.49%	4.30%	3.41%	0.84%	0.93%	1.75%	1.81%	0.48%	1.83%	2.17%	0.58%	0.63%	1.75%	1.77%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
