Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Бурейская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	205	7	14	35	22	3	9	22	22	1	2	15	5	1	2	7	3	1	1	4	3	5	2	1	8	5	5									
		2.82%	2.04%	3.75%	4.47%	2.68%	2.44%	3.53%	3.21%	3.43%	0.71%	1.30%	3.82%	1.93%	0.33%	6.45%	2.37%	3.90%	0.62%	2.33%	2.21%	1.88%	2.49%	1.35%	0.90%	4.02%	2.56%	2.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2282	87	99	219	192	24	65	180	190	35	39	101	64	91	17	101	25	84	26	71	73	86	59	66	112	109	67									
		31.35%	25.36%	26.54%	27.97%	23.41%	19.51%	25.49%	26.28%	29.60%	24.82%	25.32%	25.70%	24.71%	29.74%	54.84%	34.24%	32.47%	51.85%	60.47%	39.23%	45.63%	42.79%	39.86%	59.46%	56.28%	55.90%	33.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	4	2	2	0	0	1	5	9	2	1	2	1	1	0	3	1	0	0	2	2	0	0	1	0	2	0									
		0.56%	1.17%	0.54%	0.26%	0.00%	0.00%	0.39%	0.73%	1.40%	1.42%	0.65%	0.51%	0.39%	0.33%	0.00%	1.02%	1.30%	0.00%	0.00%	1.10%	1.25%	0.00%	0.00%	0.90%	0.00%	1.03%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	1	1	0	2	2	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1									
		0.19%	0.29%	0.27%	0.00%	0.24%	1.63%	0.00%	0.15%	0.16%	0.71%	0.00%	0.25%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.90%	0.00%	0.00%	0.50%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2466	127	157	261	304	70	105	204	181	62	59	157	102	126	6	96	19	29	13	57	43	59	41	23	43	45	77									
		33.88%	37.03%	42.09%	33.33%	37.07%	56.91%	41.18%	29.78%	28.19%	43.97%	38.31%	39.95%	39.38%	41.18%	19.35%	32.54%	24.68%	17.90%	30.23%	31.49%	26.88%	29.35%	27.70%	20.72%	21.61%	23.08%	38.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	2	5	0	8	0	1	0	9	0	0	1	0	2	0	2	2	0	0	1	0	0	0	1	0	0	0									
		0.47%	0.58%	1.34%	0.00%	0.98%	0.00%	0.39%	0.00%	1.40%	0.00%	0.00%	0.25%	0.00%	0.65%	0.00%	0.68%	2.60%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	2	7	3	5	0	3	4	9	0	0	2	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0									
		0.55%	0.58%	1.88%	0.38%	0.61%	0.00%	1.18%	0.58%	1.40%	0.00%	0.00%	0.51%	0.00%	0.33%	3.23%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	2	0	1	3	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.26%	0.00%	0.81%	1.18%	0.15%	0.16%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.34%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	2	1	2	4	0	1	6	3	0	6	4	2	0	0	2	2	1	0	3	0	1	0	0	0	1	3									
		0.60%	0.58%	0.27%	0.26%	0.49%	0.00%	0.39%	0.88%	0.47%	0.00%	3.90%	1.02%	0.77%	0.00%	0.00%	0.68%	2.60%	0.62%	0.00%	1.66%	0.00%	0.50%	0.00%	0.00%	0.00%	0.51%	1.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1498	82	63	193	209	17	49	190	157	24	30	74	55	71	2	55	18	26	0	24	24	23	33	11	26	19	23									
		20.58%	23.91%	16.89%	24.65%	25.49%	13.82%	19.22%	27.74%	24.45%	17.02%	19.48%	18.83%	21.24%	23.20%	6.45%	18.64%	23.38%	16.05%	0.00%	13.26%	15.00%	11.44%	22.30%	9.91%	13.07%	9.74%	11.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	1	2	3	4	2	0	5	7	0	3	1	0	0	0	2	0	1	0	1	1	0	0	1	0	0	1									
		0.48%	0.29%	0.54%	0.38%	0.49%	1.63%	0.00%	0.73%	1.09%	0.00%	1.95%	0.25%	0.00%	0.00%	0.00%	0.68%	0.00%	0.62%	0.00%	0.55%	0.63%	0.00%	0.00%	0.90%	0.00%	0.00%	0.50%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	166	9	6	12	25	0	4	25	30	3	2	5	5	2	1	6	3	5	2	5	0	4	1	0	2	2	7									
		2.28%	2.62%	1.61%	1.53%	3.05%	0.00%	1.57%	3.65%	4.67%	2.13%	1.30%	1.27%	1.93%	0.65%	3.23%	2.03%	3.90%	3.09%	4.65%	2.76%	0.00%	1.99%	0.68%	0.00%	1.01%	1.03%	3.52%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
