Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    ЗАТО город Фокино																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	63	0	2	6	8	9	5	3	9	1	0	7	3	10					
		0.57%	0.0%	0.23%	0.76%	0.81%	0.87%	0.42%	0.54%	0.78%	0.25%	0.0%	0.70%	0.67%	0.79%					
30	"13. ""Демократическая партия России"""	24	3	2	1	4	0	3	1	2	2	1	1	1	3					
		0.21%	0.29%	0.23%	0.12%	0.40%	0.0%	0.25%	0.18%	0.17%	0.50%	0.23%	0.10%	0.22%	0.23%					
31	"14. ""Великая Россия - Евразийский Союз"""	21	1	4	0	2	0	3	3	2	5	0	0	0	1					
		0.19%	0.09%	0.46%	0.0%	0.20%	0.0%	0.25%	0.54%	0.17%	1.25%	0.0%	0.0%	0.0%	0.07%					
32	"15. ""Партия СЛОН"""	24	3	1	2	3	1	6	1	2	3	0	1	0	1					
		0.21%	0.29%	0.11%	0.25%	0.30%	0.09%	0.51%	0.18%	0.17%	0.75%	0.0%	0.10%	0.0%	0.07%					
33	"16. ""Родина"" (народно-патриотический союз)"""	691	50	32	61	90	61	108	7	59	3	16	92	17	95					
		6.27%	4.98%	3.73%	7.76%	9.22%	5.95%	9.26%	1.26%	5.17%	0.75%	3.75%	9.29%	3.83%	7.57%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	42	2	0	2	4	0	2	3	7	8	1	8	0	5					
		0.38%	0.19%	0.0%	0.25%	0.40%	0.0%	0.17%	0.54%	0.61%	2.01%	0.23%	0.80%	0.0%	0.39%					
35	"18. ""ЛДПР"""	2824	280	250	188	205	280	294	159	335	139	130	205	105	254					
		25.63%	27.88%	29.20%	23.91%	21.00%	27.34%	25.21%	28.80%	29.36%	34.92%	30.51%	20.70%	23.70%	20.25%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	156	15	17	8	12	21	13	8	14	1	4	16	9	18					
		1.41%	1.49%	1.98%	1.01%	1.22%	2.05%	1.11%	1.44%	1.22%	0.25%	0.93%	1.61%	2.03%	1.43%					
37	"20. ""Политическая партия ""Единая Россия"""	3491	311	260	246	292	330	344	213	291	77	125	358	167	477					
		31.69%	30.97%	30.37%	31.29%	29.91%	32.22%	29.50%	38.58%	25.50%	19.34%	29.34%	36.16%	37.69%	38.03%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	1	0	0	0	1	3	1	5	2	0	0	0	7					
		0.18%	0.09%	0.0%	0.0%	0.0%	0.09%	0.25%	0.18%	0.43%	0.50%	0.0%	0.0%	0.0%	0.55%					
39	"22. ""Развитие предпринимательства"""	38	3	2	1	4	3	4	4	4	4	2	2	1	4					
		0.34%	0.29%	0.23%	0.12%	0.40%	0.29%	0.34%	0.72%	0.35%	1.00%	0.46%	0.20%	0.22%	0.31%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	838	101	92	55	88	87	90	12	60	20	60	66	26	81					
		7.60%	10.05%	10.74%	6.99%	9.01%	8.49%	7.71%	2.17%	5.25%	5.02%	14.08%	6.66%	5.86%	6.45%					
																				
41	Против всех	810	49	41	58	62	68	78	47	110	54	30	86	36	91					
		7.35%	4.88%	4.78%	7.37%	6.35%	6.64%	6.68%	8.51%	9.64%	13.56%	7.04%	8.68%	8.12%	7.25%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
