Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Красносельский район																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
		0.08%	0.07%	0.17%	0.0%	0.07%	0.0%	0.12%	0.28%	0.0%	0.09%	0.0%	0.07%	0.07%	0.21%	0.0%					
35	"18. ""ЛДПР"""	842	103	78	35	57	55	39	68	52	72	68	59	52	60	44					
		5.55%	7.21%	6.77%	2.30%	4.51%	5.36%	4.91%	6.52%	6.41%	6.71%	8.67%	4.19%	4.00%	6.55%	6.85%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	116	5	6	16	11	7	7	4	9	6	6	7	12	10	10					
		0.76%	0.35%	0.52%	1.05%	0.87%	0.68%	0.88%	0.38%	1.10%	0.55%	0.76%	0.49%	0.92%	1.09%	1.55%					
37	"20. ""Политическая партия ""Единая Россия"""	4237	350	323	362	339	277	199	315	210	347	219	400	358	330	208					
		27.96%	24.50%	28.03%	23.81%	26.84%	26.99%	25.09%	30.23%	25.89%	32.36%	27.93%	28.40%	27.60%	36.06%	32.39%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	2	1	0	0	0	1	1	0	5	0	0	1	2	0					
		0.08%	0.14%	0.08%	0.0%	0.0%	0.0%	0.12%	0.09%	0.0%	0.46%	0.0%	0.0%	0.07%	0.21%	0.0%					
39	"22. ""Развитие предпринимательства"""	37	3	3	6	4	1	5	5	0	2	2	3	1	2	0					
		0.24%	0.21%	0.26%	0.39%	0.31%	0.09%	0.63%	0.47%	0.0%	0.18%	0.25%	0.21%	0.07%	0.21%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1354	109	89	134	141	112	95	87	81	57	74	146	121	50	58					
		8.93%	7.63%	7.72%	8.81%	11.16%	10.91%	11.97%	8.34%	9.98%	5.31%	9.43%	10.36%	9.32%	5.46%	9.03%					
																					
41	Против всех	855	94	52	57	67	62	54	47	44	63	46	88	84	65	32					
		5.64%	6.58%	4.51%	3.74%	5.30%	6.04%	6.80%	4.51%	5.42%	5.87%	5.86%	6.25%	6.47%	7.10%	4.98%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
