Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
"Наименование Избирательной комиссии:    Смоленск, Ленинская"																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1445	20	20	20	30	30	40	35	40	20	30	35	40	30	40	40	40	40	30	30	40	40	40	40	20	35	25	30	40	35	40	40	30	40	30	35	30	40	40	30	20	40	40	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	919	8	5	7	23	19	31	24	15	7	29	15	28	17	31	24	23	32	14	21	35	24	22	16	6	22	14	16	17	28	28	24	27	25	14	27	15	36	29	18	14	34	28	27									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	797	17	27	17	98	12	11	13	27	16	11	7	11	3	13	53	27	12	16	30	19	8	9	8	6	11	13	18	18	3	9	10	23	38	38	10	18	12	8	22	4	49	16	6									
14	Число погашенных неиспользованных открепительных удостоверений	526	12	15	13	7	11	9	11	25	13	1	20	12	13	9	16	17	8	16	9	5	16	18	24	14	13	11	14	23	7	12	16	3	15	16	8	15	4	11	12	6	6	12	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	124	0	0	0	4	1	6	1	1	1	2	5	4	4	3	4	2	0	3	1	4	8	1	2	0	24	0	1	2	4	4	0	3	4	1	10	3	3	3	1	1	1	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	678	7	5	11	13	22	23	21	10	11	22	14	21	10	20	19	15	23	4	9	27	9	25	11	13	23	2	17	9	16	24	18	13	21	16	21	25	24	10	17	3	13	23	18									
		2.06%	1.92%	1.57%	2.56%	1.78%	3.09%	2.07%	2.65%	1.04%	2.61%	1.73%	1.88%	2.19%	1.56%	2.24%	1.73%	1.80%	2.94%	1.20%	1.35%	2.78%	1.22%	2.72%	1.62%	3.59%	2.04%	0.49%	2.38%	1.18%	2.41%	2.95%	1.64%	1.42%	2.54%	2.12%	3.18%	3.41%	2.40%	1.18%	2.49%	0.43%	1.57%	2.67%	2.18%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	646	6	4	8	19	10	16	28	24	7	18	21	21	8	16	5	20	17	6	13	18	19	25	18	2	22	2	12	12	22	13	23	9	15	17	13	23	26	26	8	6	21	13	14									
		1.96%	1.65%	1.25%	1.86%	2.60%	1.40%	1.44%	3.53%	2.49%	1.66%	1.42%	2.83%	2.19%	1.24%	1.79%	0.45%	2.40%	2.18%	1.81%	1.95%	1.86%	2.58%	2.72%	2.64%	0.55%	1.95%	0.49%	1.68%	1.57%	3.31%	1.60%	2.09%	0.98%	1.82%	2.25%	1.97%	3.13%	2.61%	3.08%	1.17%	0.86%	2.54%	1.51%	1.69%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	908	10	6	12	19	31	45	28	43	8	28	24	29	24	28	17	23	27	9	13	28	25	39	23	11	18	2	22	10	15	22	35	21	23	16	13	19	23	31	20	8	9	22	29									
		2.76%	2.75%	1.88%	2.80%	2.60%	4.35%	4.04%	3.53%	4.46%	1.90%	2.20%	3.23%	3.03%	3.73%	3.14%	1.55%	2.76%	3.46%	2.71%	1.95%	2.89%	3.40%	4.24%	3.38%	3.04%	1.59%	0.49%	3.08%	1.31%	2.26%	2.70%	3.19%	2.30%	2.78%	2.12%	1.97%	2.59%	2.30%	3.67%	2.93%	1.15%	1.09%	2.55%	3.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13522	134	166	124	298	241	364	254	398	194	492	273	357	246	355	642	332	275	129	263	365	250	302	273	136	621	340	264	379	246	303	391	428	367	342	252	315	376	323	215	534	378	300	285									
		41.03%	36.81%	52.04%	28.90%	40.82%	33.80%	32.70%	32.03%	41.24%	45.97%	38.68%	36.74%	37.27%	38.26%	39.75%	58.36%	39.86%	35.21%	38.86%	39.43%	37.63%	33.97%	32.86%	40.09%	37.57%	54.96%	83.13%	36.97%	49.67%	37.05%	37.22%	35.61%	46.78%	44.43%	45.24%	38.18%	42.92%	37.68%	38.22%	31.48%	76.72%	45.76%	34.80%	34.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	412	7	2	11	6	14	28	5	13	5	11	7	13	6	6	8	11	5	6	11	10	6	12	11	3	7	1	16	13	10	9	17	9	3	16	9	3	22	15	10	4	3	15	13									
		1.25%	1.92%	0.63%	2.56%	0.82%	1.96%	2.52%	0.63%	1.35%	1.18%	0.86%	0.94%	1.36%	0.93%	0.67%	0.73%	1.32%	0.64%	1.81%	1.65%	1.03%	0.82%	1.31%	1.62%	0.83%	0.62%	0.24%	2.24%	1.70%	1.51%	1.11%	1.55%	0.98%	0.36%	2.12%	1.36%	0.41%	2.20%	1.78%	1.46%	0.57%	0.36%	1.74%	1.57%									
24	"6. Политическая партия ""Гражданская Платформа"""	103	1	0	3	1	2	6	2	3	1	1	1	5	0	4	0	5	6	1	2	1	0	3	1	2	0	0	1	1	2	1	1	0	1	0	1	2	2	31	1	3	0	3	2									
		0.31%	0.27%	0.00%	0.70%	0.14%	0.28%	0.54%	0.25%	0.31%	0.24%	0.08%	0.13%	0.52%	0.00%	0.45%	0.00%	0.60%	0.77%	0.30%	0.30%	0.10%	0.00%	0.33%	0.15%	0.55%	0.00%	0.00%	0.14%	0.13%	0.30%	0.12%	0.09%	0.00%	0.12%	0.00%	0.15%	0.27%	0.20%	3.67%	0.15%	0.43%	0.00%	0.35%	0.24%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5432	44	31	61	128	108	142	120	142	51	309	156	208	135	153	114	118	143	72	108	149	146	180	131	51	139	25	125	144	153	153	200	155	157	110	124	98	179	119	90	55	113	132	161									
		16.48%	12.09%	9.72%	14.22%	17.53%	15.15%	12.76%	15.13%	14.72%	12.09%	24.29%	20.99%	21.71%	20.99%	17.13%	10.36%	14.17%	18.31%	21.69%	16.19%	15.36%	19.84%	19.59%	19.24%	14.09%	12.30%	6.11%	17.51%	18.87%	23.04%	18.80%	18.21%	16.94%	19.01%	14.55%	18.79%	13.35%	17.94%	14.08%	13.18%	7.90%	13.68%	15.31%	19.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	393	6	9	12	12	20	10	12	6	4	15	4	7	8	12	9	15	10	1	16	11	11	6	6	2	6	3	14	7	6	9	18	12	16	8	5	1	9	10	9	0	12	11	13									
		1.19%	1.65%	2.82%	2.80%	1.64%	2.81%	0.90%	1.51%	0.62%	0.95%	1.18%	0.54%	0.73%	1.24%	1.34%	0.82%	1.80%	1.28%	0.30%	2.40%	1.13%	1.49%	0.65%	0.88%	0.55%	0.53%	0.73%	1.96%	0.92%	0.90%	1.11%	1.64%	1.31%	1.94%	1.06%	0.76%	0.14%	0.90%	1.18%	1.32%	0.00%	1.45%	1.28%	1.57%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	579	9	3	10	9	12	31	27	21	5	14	9	18	18	22	4	14	12	10	13	15	15	13	8	3	8	2	9	7	13	20	22	6	16	4	14	18	16	22	23	6	13	22	23									
		1.76%	2.47%	0.94%	2.33%	1.23%	1.68%	2.79%	3.40%	2.18%	1.18%	1.10%	1.21%	1.88%	2.80%	2.46%	0.36%	1.68%	1.54%	3.01%	1.95%	1.55%	2.04%	1.41%	1.17%	0.83%	0.71%	0.49%	1.26%	0.92%	1.96%	2.46%	2.00%	0.66%	1.94%	0.53%	2.12%	2.45%	1.60%	2.60%	3.37%	0.86%	1.57%	2.55%	2.78%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	46	1	0	2	1	1	4	3	0	0	1	1	0	1	1	1	3	1	1	1	2	1	0	0	0	1	0	0	0	1	0	3	0	0	0	0	4	1	1	0	2	2	4	1									
		0.14%	0.27%	0.00%	0.47%	0.14%	0.14%	0.36%	0.38%	0.00%	0.00%	0.08%	0.13%	0.00%	0.16%	0.11%	0.09%	0.36%	0.13%	0.30%	0.15%	0.21%	0.14%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.15%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.54%	0.10%	0.12%	0.00%	0.29%	0.24%	0.46%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1012	24	17	24	26	53	61	29	31	24	38	14	19	14	19	18	30	24	11	28	25	19	28	19	9	14	1	15	7	23	48	33	8	4	21	19	21	31	25	31	5	25	44	33									
		3.07%	6.59%	5.33%	5.59%	3.56%	7.43%	5.48%	3.66%	3.21%	5.69%	2.99%	1.88%	1.98%	2.18%	2.13%	1.64%	3.60%	3.07%	3.31%	4.20%	2.58%	2.58%	3.05%	2.79%	2.49%	1.24%	0.24%	2.10%	0.92%	3.46%	5.90%	3.01%	0.87%	0.48%	2.78%	2.88%	2.86%	3.11%	2.96%	4.54%	0.72%	3.03%	5.10%	3.99%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6097	80	48	117	121	132	278	172	186	69	189	146	189	118	192	172	108	148	57	127	201	154	186	101	84	208	19	167	117	105	136	202	163	140	151	122	130	200	145	165	42	175	167	168									
		18.50%	21.98%	15.05%	27.27%	16.58%	18.51%	24.98%	21.69%	19.27%	16.35%	14.86%	19.65%	19.73%	18.35%	21.50%	15.64%	12.97%	18.95%	17.17%	19.04%	20.72%	20.92%	20.24%	14.83%	23.20%	18.41%	4.65%	23.39%	15.33%	15.81%	16.71%	18.40%	17.81%	16.95%	19.97%	18.48%	17.71%	20.04%	17.16%	24.16%	6.03%	21.19%	19.37%	20.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	298	7	4	6	5	11	11	5	3	8	12	9	8	1	7	5	9	6	3	10	9	5	6	7	3	12	1	3	4	7	8	15	9	6	1	7	10	10	2	10	5	6	15	7									
		0.90%	1.92%	1.25%	1.40%	0.68%	1.54%	0.99%	0.63%	0.31%	1.90%	0.94%	1.21%	0.84%	0.16%	0.78%	0.45%	1.08%	0.77%	0.90%	1.50%	0.93%	0.68%	0.65%	1.03%	0.83%	1.06%	0.24%	0.42%	0.52%	1.05%	0.98%	1.37%	0.98%	0.73%	0.13%	1.06%	1.36%	1.00%	0.24%	1.46%	0.72%	0.73%	1.74%	0.85%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2154	23	20	21	51	45	78	73	69	28	68	51	46	37	47	76	46	71	12	44	67	60	78	59	24	36	8	42	33	39	61	104	72	34	42	44	37	68	71	68	19	55	75	52									
		6.54%	6.32%	6.27%	4.90%	6.99%	6.31%	7.01%	9.21%	7.15%	6.64%	5.35%	6.86%	4.80%	5.75%	5.26%	6.91%	5.52%	9.09%	3.61%	6.60%	6.91%	8.15%	8.49%	8.66%	6.63%	3.19%	1.96%	5.88%	4.33%	5.87%	7.49%	9.47%	7.87%	4.12%	5.56%	6.67%	5.04%	6.81%	8.40%	9.96%	2.73%	6.66%	8.70%	6.30%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
