Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Нижнеломовская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852									
		0.69%	0.71%	0.70%	0.00%	1.66%	2.05%	0.82%	0.36%	1.33%	0.48%	0.71%	0.90%	1.12%	0.00%	0.00%	0.00%	0.36%	0.30%	0.45%	0.00%	0.00%	2.56%	0.61%	0.00%	0.52%	0.00%	0.50%	0.00%	0.00%	0.45%	1.22%	2.61%	0.42%	0.55%	1.00%	0.43%	1.16%	0.69%	0.43%	1.24%	0.85%	0.63%	1.22%	0.00%	0.00%	0.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	23286	300	366	200	361	177	496	476	510	530	866	567	152	277	276	182	235	291	195	858	235	130	844	158	320	479	294	231	85	373	351	575	1141	1030	806	568	798	808	806	971	767	524	914	1007	991	765									
		81.88%	71.26%	85.51%	85.11%	85.55%	72.54%	80.91%	84.70%	84.86%	85.21%	87.39%	85.14%	85.39%	85.23%	84.15%	83.49%	84.23%	87.92%	87.84%	83.79%	72.31%	83.33%	86.03%	85.87%	82.90%	82.87%	73.68%	87.17%	78.70%	84.39%	85.40%	65.34%	80.07%	81.29%	80.76%	80.68%	77.33%	80.16%	87.23%	80.25%	81.77%	81.88%	79.55%	88.72%	79.09%	82.08%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	62	4	1	0	0	1	0	1	3	0	2	3	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	2	0	1	0	7	8	0	1	2	5	1	0	2	0	3	1	0	0	10									
		0.22%	0.95%	0.23%	0.00%	0.00%	0.41%	0.00%	0.18%	0.50%	0.00%	0.20%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.64%	0.10%	0.00%	0.26%	0.00%	0.00%	0.75%	0.00%	0.23%	0.00%	0.80%	0.56%	0.00%	0.10%	0.28%	0.48%	0.10%	0.00%	0.17%	0.00%	0.47%	0.09%	0.00%	0.00%	1.07%									
24	"6. Политическая партия ""Гражданская Платформа"""	63	0	0	0	36	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	12	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0									
		0.22%	0.00%	0.00%	0.00%	8.53%	0.41%	0.00%	0.00%	0.00%	0.64%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	7.69%	0.31%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1493	35	17	8	0	26	48	49	25	19	61	37	10	2	8	7	12	9	14	89	35	0	47	11	26	18	19	10	10	26	13	107	46	38	43	52	38	65	27	75	71	17	41	35	117	30									
		5.25%	8.31%	3.97%	3.40%	0.00%	10.66%	7.83%	8.72%	4.16%	3.05%	6.16%	5.56%	5.62%	0.62%	2.44%	3.21%	4.30%	2.72%	6.31%	8.69%	10.77%	0.00%	4.79%	5.98%	6.74%	3.11%	4.76%	3.77%	9.26%	5.88%	3.16%	12.16%	3.23%	2.99%	4.31%	7.39%	3.68%	6.45%	2.92%	6.20%	7.57%	2.66%	3.57%	3.08%	9.34%	3.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	46	0	0	0	0	1	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	1	3	2	8	1	2	3	4	2	4	0	0	1									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.41%	0.16%	0.18%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.24%	0.45%	0.07%	0.08%	0.30%	0.28%	0.78%	0.10%	0.22%	0.25%	0.43%	0.31%	0.35%	0.00%	0.00%	0.11%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	1	2	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	9	0	0	5	1	2	0	0	5	2	2	3	0	0	2									
		0.15%	0.24%	0.47%	0.00%	0.00%	0.41%	0.16%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.36%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.50%	0.14%	0.19%	0.00%	0.00%	0.41%	0.21%	0.31%	0.26%	0.00%	0.00%	0.21%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	2	0	0	0	2	0	1	3	4	2	0	1	0	0	0	1	0	0	1	1	0	2	0	1	0	0	0	0	0	0	2	2	0	1	1	6	3	2	7	2	3	3	0	0	4									
		0.20%	0.48%	0.00%	0.00%	0.00%	0.82%	0.00%	0.18%	0.50%	0.64%	0.20%	0.00%	0.56%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.10%	0.31%	0.00%	0.20%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.14%	0.00%	0.10%	0.14%	0.58%	0.30%	0.22%	0.58%	0.21%	0.47%	0.26%	0.00%	0.00%	0.43%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2228	59	26	25	17	18	49	22	30	43	30	25	12	45	44	19	18	19	8	50	19	8	44	10	18	69	23	20	4	25	29	97	186	162	88	51	68	97	69	87	48	63	96	67	139	82									
		7.83%	14.01%	6.07%	10.64%	4.03%	7.38%	7.99%	3.91%	4.99%	6.91%	3.03%	3.75%	6.74%	13.85%	13.41%	8.72%	6.45%	5.74%	3.60%	4.88%	5.85%	5.13%	4.49%	5.43%	4.66%	11.94%	5.76%	7.55%	3.70%	5.66%	7.06%	11.02%	13.05%	12.79%	8.82%	7.24%	6.59%	9.62%	7.47%	7.19%	5.12%	9.84%	8.36%	5.90%	11.09%	8.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	4	1	1	0	2	0	4	2	0	0	0	0	1									
		0.07%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.11%	0.07%	0.32%	0.10%	0.14%	0.00%	0.20%	0.00%	0.33%	0.21%	0.00%	0.00%	0.00%	0.00%	0.11%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	293	2	3	0	0	2	11	3	6	6	4	10	0	0	0	0	2	3	0	11	4	0	13	1	1	0	6	2	3	5	2	11	12	19	16	5	20	12	9	15	8	9	19	23	0	15									
		1.03%	0.48%	0.70%	0.00%	0.00%	0.82%	1.79%	0.53%	0.99%	0.96%	0.40%	1.50%	0.00%	0.00%	0.00%	0.00%	0.72%	0.91%	0.00%	1.07%	1.23%	0.00%	1.33%	0.54%	0.26%	0.00%	1.50%	0.75%	2.78%	1.13%	0.49%	1.25%	0.84%	1.50%	1.60%	0.71%	1.94%	1.19%	0.97%	1.24%	0.85%	1.41%	1.65%	2.03%	0.00%	1.61%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
