Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
"Наименование Избирательной комиссии:    Челябинск, Центральная"																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815					
17	Число не учтенных при получении бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	326	5	8	7	6	8	10	14	5	4	8	5	10	3	4	15	10	9	21	2	2	3	8	11	7	8	8	3	6	5	9	8	8	13	12	3	6	2	10	12	9	4	15					
		0.78%	0.39%	0.57%	0.45%	1.15%	1.32%	1.14%	1.20%	0.35%	0.26%	0.71%	0.67%	1.09%	0.28%	0.36%	1.63%	1.20%	1.28%	2.41%	0.19%	0.18%	0.38%	0.91%	1.27%	0.71%	0.62%	0.59%	0.24%	0.43%	0.41%	0.97%	1.22%	0.61%	1.06%	1.19%	0.37%	0.67%	0.29%	1.44%	1.25%	1.15%	0.93%	2.05%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3699	81	158	92	34	68	69	105	149	174	123	65	58	103	115	92	68	29	88	78	119	88	64	85	80	130	134	108	127	128	96	57	145	103	50	50	74	78	67	97	27	20	23					
		8.89%	6.40%	11.29%	5.98%	6.56%	11.29%	7.91%	9.05%	10.59%	11.64%	11.01%	8.76%	6.33%	9.65%	10.57%	9.99%	8.20%	4.14%	10.10%	7.68%	11.04%	11.28%	7.28%	9.88%	8.20%	10.16%	9.99%	8.85%	9.30%	10.59%	10.35%	8.75%	11.10%	8.40%	4.99%	6.18%	8.34%	11.40%	9.68%	10.14%	3.46%	4.66%	3.14%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	3369	120	121	146	56	39	72	80	95	75	91	73	81	127	100	34	23	40	20	54	56	59	68	93	93	110	78	99	118	60	64	17	115	117	93	81	110	60	102	83	89	52	105					
		8.10%	9.49%	8.64%	9.50%	10.81%	6.47%	8.25%	6.89%	6.75%	5.02%	8.14%	9.83%	8.84%	11.90%	9.19%	3.69%	2.77%	5.71%	2.29%	5.32%	5.19%	7.56%	7.73%	10.81%	9.53%	8.60%	5.81%	8.11%	8.64%	4.96%	6.90%	2.61%	8.80%	9.54%	9.29%	10.02%	12.40%	8.77%	14.73%	8.68%	11.42%	12.12%	14.36%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4047	113	132	156	49	61	91	140	161	181	144	68	73	108	107	92	66	35	63	74	143	94	96	76	93	111	139	130	174	92	106	47	163	125	73	75	69	68	66	106	40	24	23					
		9.73%	8.93%	9.43%	10.15%	9.45%	10.13%	10.43%	12.06%	11.45%	12.11%	12.89%	9.16%	7.96%	10.12%	9.84%	9.99%	7.96%	5.0%	7.23%	7.29%	13.27%	12.05%	10.92%	8.83%	9.53%	8.67%	10.36%	10.65%	12.74%	7.61%	11.43%	7.21%	12.48%	10.19%	7.29%	9.28%	7.77%	9.94%	9.53%	11.08%	5.13%	5.59%	3.14%					
22	"5. ""За Русь Святую"""	137	5	0	1	1	5	2	3	6	7	3	1	4	5	2	4	1	2	2	2	0	2	1	2	8	4	2	4	6	0	6	0	8	6	3	3	5	3	2	3	3	2	8					
		0.32%	0.39%	0.0%	0.06%	0.19%	0.83%	0.22%	0.25%	0.42%	0.46%	0.26%	0.13%	0.43%	0.46%	0.18%	0.43%	0.12%	0.28%	0.22%	0.19%	0.0%	0.25%	0.11%	0.23%	0.82%	0.31%	0.14%	0.32%	0.43%	0.0%	0.64%	0.0%	0.61%	0.48%	0.29%	0.37%	0.56%	0.43%	0.28%	0.31%	0.38%	0.46%	1.09%					
23	"6. ""Объединенная Российская партия ""Русь"""	72	1	2	1	0	1	1	2	5	3	1	1	4	5	1	0	3	3	2	3	3	1	2	1	3	0	1	1	2	4	0	2	2	0	2	0	0	3	0	3	0	1	2					
		0.17%	0.07%	0.14%	0.06%	0.0%	0.16%	0.11%	0.17%	0.35%	0.20%	0.08%	0.13%	0.43%	0.46%	0.09%	0.0%	0.36%	0.42%	0.22%	0.29%	0.27%	0.12%	0.22%	0.11%	0.30%	0.0%	0.07%	0.08%	0.14%	0.33%	0.0%	0.30%	0.15%	0.0%	0.19%	0.0%	0.0%	0.43%	0.0%	0.31%	0.0%	0.23%	0.27%					
24	"7. ""Новый курс - Автомобильная Россия"""	369	15	10	16	9	4	4	14	8	18	6	8	4	13	6	10	9	11	3	10	7	3	7	13	4	12	14	10	13	13	7	9	15	7	11	5	6	3	3	12	9	3	5					
		0.88%	1.18%	0.71%	1.04%	1.73%	0.66%	0.45%	1.20%	0.56%	1.20%	0.53%	1.07%	0.43%	1.21%	0.55%	1.08%	1.08%	1.57%	0.34%	0.98%	0.64%	0.38%	0.79%	1.51%	0.41%	0.93%	1.04%	0.81%	0.95%	1.07%	0.75%	1.38%	1.14%	0.57%	1.09%	0.61%	0.67%	0.43%	0.43%	1.25%	1.15%	0.69%	0.68%					
25	"8. ""Народно-республиканская партия России"""	25	0	0	0	0	0	3	3	0	0	1	1	1	2	0	0	0	0	0	0	1	0	0	2	2	1	1	2	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.25%	0.0%	0.0%	0.08%	0.13%	0.10%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.23%	0.20%	0.07%	0.07%	0.16%	0.07%	0.08%	0.0%	0.15%	0.0%	0.0%	0.0%	0.12%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	362	7	10	11	1	7	7	11	10	12	9	11	10	15	5	10	17	5	13	8	3	5	7	8	9	12	13	10	18	16	10	15	7	7	8	3	3	6	2	8	5	3	5					
		0.87%	0.55%	0.71%	0.71%	0.19%	1.16%	0.80%	0.94%	0.71%	0.80%	0.80%	1.48%	1.09%	1.40%	0.45%	1.08%	2.05%	0.71%	1.49%	0.78%	0.27%	0.64%	0.79%	0.93%	0.92%	0.93%	0.96%	0.81%	1.31%	1.32%	1.07%	2.30%	0.53%	0.57%	0.79%	0.37%	0.33%	0.87%	0.28%	0.83%	0.64%	0.69%	0.68%					
27	"10. ""Аграрная партия России"""	735	30	29	30	6	13	11	21	15	21	17	14	22	17	19	16	10	10	11	10	14	16	14	14	10	25	20	26	21	41	20	6	13	23	10	15	22	12	9	14	27	9	32					
		1.76%	2.37%	2.07%	1.95%	1.15%	2.15%	1.26%	1.81%	1.06%	1.40%	1.52%	1.88%	2.40%	1.59%	1.74%	1.73%	1.20%	1.42%	1.26%	0.98%	1.29%	2.05%	1.59%	1.62%	1.02%	1.95%	1.49%	2.13%	1.53%	3.39%	2.15%	0.92%	0.99%	1.87%	0.99%	1.85%	2.48%	1.75%	1.30%	1.46%	3.46%	2.09%	4.37%					
28	"11. ""Истинные патриоты России"""	39	1	2	1	2	0	0	2	0	0	0	1	0	2	2	0	0	0	0	0	0	0	2	0	2	2	2	4	2	1	0	0	0	3	0	0	0	1	3	1	0	0	3					
		0.09%	0.07%	0.14%	0.06%	0.38%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.13%	0.0%	0.18%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.20%	0.15%	0.14%	0.32%	0.14%	0.08%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.14%	0.43%	0.10%	0.0%	0.0%	0.41%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	890	42	32	35	15	19	23	35	32	17	13	13	22	16	23	27	12	37	13	16	11	9	30	14	25	26	26	27	33	11	26	8	26	22	28	12	16	8	19	25	26	12	8					
		2.14%	3.32%	2.28%	2.27%	2.89%	3.15%	2.63%	3.01%	2.27%	1.13%	1.16%	1.75%	2.40%	1.49%	2.11%	2.93%	1.44%	5.28%	1.49%	1.57%	1.02%	1.15%	3.41%	1.62%	2.56%	2.03%	1.93%	2.21%	2.41%	0.91%	2.80%	1.22%	1.99%	1.79%	2.79%	1.48%	1.80%	1.16%	2.74%	2.61%	3.33%	2.79%	1.09%					
30	"13. ""Демократическая партия России"""	59	2	2	2	1	0	2	0	1	2	1	0	1	1	0	2	2	0	0	0	2	1	1	0	2	1	0	4	4	4	0	0	3	3	6	0	2	0	3	0	1	1	2					
		0.14%	0.15%	0.14%	0.13%	0.19%	0.0%	0.22%	0.0%	0.07%	0.13%	0.08%	0.0%	0.10%	0.09%	0.0%	0.21%	0.24%	0.0%	0.0%	0.0%	0.18%	0.12%	0.11%	0.0%	0.20%	0.07%	0.0%	0.32%	0.29%	0.33%	0.0%	0.0%	0.22%	0.24%	0.59%	0.0%	0.22%	0.0%	0.43%	0.0%	0.12%	0.23%	0.27%					
31	"14. ""Великая Россия - Евразийский Союз"""	77	6	0	0	0	1	0	4	0	1	5	4	1	1	1	1	2	1	0	1	0	0	3	3	2	3	1	2	1	8	1	1	0	2	4	1	3	3	0	5	1	0	4					
		0.18%	0.47%	0.0%	0.0%	0.0%	0.16%	0.0%	0.34%	0.0%	0.06%	0.44%	0.53%	0.10%	0.09%	0.09%	0.10%	0.24%	0.14%	0.0%	0.09%	0.0%	0.0%	0.34%	0.34%	0.20%	0.23%	0.07%	0.16%	0.07%	0.66%	0.10%	0.15%	0.0%	0.16%	0.39%	0.12%	0.33%	0.43%	0.0%	0.52%	0.12%	0.0%	0.54%					
32	"15. ""Партия СЛОН"""	142	2	3	10	1	3	2	4	2	9	8	2	5	2	3	6	7	3	3	1	3	2	2	8	2	3	4	4	2	6	2	5	3	3	4	3	0	1	4	2	1	0	2					
		0.34%	0.15%	0.21%	0.65%	0.19%	0.49%	0.22%	0.34%	0.14%	0.60%	0.71%	0.26%	0.54%	0.18%	0.27%	0.65%	0.84%	0.42%	0.34%	0.09%	0.27%	0.25%	0.22%	0.93%	0.20%	0.23%	0.29%	0.32%	0.14%	0.49%	0.21%	0.76%	0.22%	0.24%	0.39%	0.37%	0.0%	0.14%	0.57%	0.20%	0.12%	0.0%	0.27%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4262	101	141	151	45	51	104	97	150	213	137	89	94	117	108	108	21	157	48	115	132	112	73	89	99	141	115	108	135	132	145	25	150	137	73	89	82	65	79	81	88	20	45					
		10.25%	7.99%	10.07%	9.83%	8.68%	8.47%	11.92%	8.36%	10.66%	14.25%	12.26%	11.99%	10.26%	10.96%	9.93%	11.73%	2.53%	22.42%	5.51%	11.33%	12.25%	14.35%	8.30%	10.34%	10.15%	11.02%	8.57%	8.85%	9.89%	10.92%	15.64%	3.84%	11.48%	11.17%	7.29%	11.01%	9.24%	9.50%	11.41%	8.47%	11.29%	4.66%	6.15%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	38	2	6	2	0	0	1	0	0	0	0	0	1	0	2	2	3	1	2	0	0	0	2	0	3	0	0	0	1	1	0	0	1	0	2	0	2	0	0	3	1	0	0					
		0.09%	0.15%	0.42%	0.13%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.18%	0.21%	0.36%	0.14%	0.22%	0.0%	0.0%	0.0%	0.22%	0.0%	0.30%	0.0%	0.0%	0.0%	0.07%	0.08%	0.0%	0.0%	0.07%	0.0%	0.19%	0.0%	0.22%	0.0%	0.0%	0.31%	0.12%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3337	115	141	131	61	49	79	112	83	66	61	57	84	59	76	44	64	74	67	89	64	55	76	65	106	105	103	101	88	93	43	62	77	105	109	69	86	61	42	84	125	37	69					
		8.02%	9.09%	10.07%	8.52%	11.77%	8.13%	9.05%	9.65%	5.90%	4.41%	5.46%	7.68%	9.17%	5.52%	6.99%	4.78%	7.72%	10.57%	7.69%	8.76%	5.94%	7.05%	8.64%	7.55%	10.87%	8.20%	7.68%	8.27%	6.44%	7.69%	4.63%	9.52%	5.89%	8.56%	10.88%	8.53%	9.69%	8.91%	6.06%	8.78%	16.04%	8.62%	9.43%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	427	11	6	10	7	9	7	14	14	15	11	7	8	23	9	7	11	12	12	11	9	6	9	10	9	10	14	13	10	16	7	9	10	10	10	9	17	8	1	16	9	5	6					
		1.02%	0.87%	0.42%	0.65%	1.35%	1.49%	0.80%	1.20%	0.99%	1.00%	0.98%	0.94%	0.87%	2.15%	0.82%	0.76%	1.32%	1.71%	1.37%	1.08%	0.83%	0.76%	1.02%	1.16%	0.92%	0.78%	1.04%	1.06%	0.73%	1.32%	0.75%	1.38%	0.76%	0.81%	0.99%	1.11%	1.91%	1.16%	0.14%	1.67%	1.15%	1.16%	0.82%					
37	"20. ""Политическая партия ""Единая Россия"""	11281	345	338	383	109	156	224	296	403	387	292	172	267	277	324	260	376	139	355	346	243	159	228	212	259	322	411	332	340	384	240	288	290	293	321	221	195	183	163	259	191	120	178					
		27.13%	27.29%	24.16%	24.93%	21.04%	25.91%	25.68%	25.51%	28.66%	25.90%	26.14%	23.18%	29.14%	25.96%	29.80%	28.26%	45.35%	19.85%	40.75%	34.08%	22.56%	20.38%	25.93%	24.65%	26.56%	25.17%	30.64%	27.21%	24.90%	31.78%	25.88%	44.23%	22.20%	23.89%	32.06%	27.35%	21.98%	26.75%	23.55%	27.09%	24.51%	27.97%	24.35%					
38	"21. ""Российская Конституционно-демократическая партия"""	37	1	1	0	2	0	1	1	1	1	1	0	0	0	0	1	1	0	3	3	0	1	0	1	1	2	0	0	2	0	1	2	1	1	1	0	2	2	1	1	0	0	1					
		0.08%	0.07%	0.07%	0.0%	0.38%	0.0%	0.11%	0.08%	0.07%	0.06%	0.08%	0.0%	0.0%	0.0%	0.0%	0.10%	0.12%	0.0%	0.34%	0.29%	0.0%	0.12%	0.0%	0.11%	0.10%	0.15%	0.0%	0.0%	0.14%	0.0%	0.10%	0.30%	0.07%	0.08%	0.09%	0.0%	0.22%	0.29%	0.14%	0.10%	0.0%	0.0%	0.13%					
39	"22. ""Развитие предпринимательства"""	153	2	6	10	2	0	6	3	9	2	3	1	2	4	4	7	3	4	6	3	0	4	3	7	2	4	6	7	5	7	2	5	4	1	1	1	4	3	3	2	2	3	0					
		0.36%	0.15%	0.42%	0.65%	0.38%	0.0%	0.68%	0.25%	0.64%	0.13%	0.26%	0.13%	0.21%	0.37%	0.36%	0.76%	0.36%	0.57%	0.68%	0.29%	0.0%	0.51%	0.34%	0.81%	0.20%	0.31%	0.44%	0.57%	0.36%	0.57%	0.21%	0.76%	0.30%	0.08%	0.09%	0.12%	0.45%	0.43%	0.43%	0.20%	0.25%	0.69%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4600	172	156	151	66	68	109	128	177	196	115	96	100	96	121	128	29	61	52	98	189	109	116	86	94	152	170	131	153	118	94	19	131	170	95	112	109	59	80	68	40	52	134					
		11.06%	13.60%	11.15%	9.83%	12.74%	11.29%	12.49%	11.03%	12.58%	13.11%	10.29%	12.93%	10.91%	8.99%	11.13%	13.91%	3.49%	8.71%	5.97%	9.65%	17.54%	13.97%	13.19%	10.0%	9.64%	11.88%	12.67%	10.73%	11.20%	9.76%	10.14%	2.91%	10.03%	13.86%	9.49%	13.86%	12.28%	8.62%	11.56%	7.11%	5.13%	12.12%	18.33%					
																																																	
41	Против всех	2625	68	79	114	37	33	33	64	69	79	58	43	51	64	49	53	87	47	84	83	71	47	53	49	54	83	69	86	94	61	42	61	109	71	73	45	64	42	28	54	70	57	47					
		6.31%	5.37%	5.64%	7.42%	7.14%	5.48%	3.78%	5.51%	4.90%	5.28%	5.19%	5.79%	5.56%	5.99%	4.50%	5.76%	10.49%	6.71%	9.64%	8.17%	6.59%	6.02%	6.02%	5.69%	5.53%	6.48%	5.14%	7.04%	6.88%	5.04%	4.53%	9.37%	8.34%	5.79%	7.29%	5.56%	7.21%	6.14%	4.04%	5.64%	8.98%	13.28%	6.42%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
