Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Кетовская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №501	УИК №559									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	557	14	23	13	18	15	5	10	10	10	5	5	12	5	10	5	12	10	6	25	10	10	20	10	8	10	10	3	10	3	15	15	3	5	15	10	5	12	5	15	10	15	20	10	5	10	17	10	10	5	25	3	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	530	14	23	13	18	15	5	6	10	10	4	3	12	5	10	5	11	10	5	25	10	10	20	10	8	10	10	3	7	3	15	15	3	5	15	10	5	12	5	6	10	15	20	10	5	10	17	10	10	5	25	3	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	329	20	4	19	14	36	3	21	11	7	35	10	10	7	5	5	1	3	1	7	5	3	3	3	3	2	7	2	5	1	4	7	2	2	2	5	1	2	1	2	3	6	6	1	1	3	2	5	6	1	4	2	8									
14	Число погашенных неиспользованных открепительных удостоверений	27	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	73	12	7	17	11	11	0	1	2	0	0	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	268	17	4	12	12	8	5	8	10	7	4	8	3	0	5	2	3	2	1	9	7	1	4	5	8	4	9	0	6	6	10	15	0	3	11	4	0	4	0	5	1	11	4	4	1	0	3	2	3	1	10	0	6									
		1.56%	2.65%	0.89%	2.08%	2.48%	1.28%	2.19%	1.78%	1.69%	1.83%	1.44%	2.37%	0.96%	0.00%	1.15%	1.05%	1.20%	1.05%	0.62%	2.41%	4.55%	0.32%	0.82%	3.57%	5.71%	4.71%	2.65%	0.00%	1.06%	4.62%	1.47%	2.58%	0.00%	1.81%	1.96%	0.68%	0.00%	1.55%	0.00%	0.92%	1.32%	1.97%	0.91%	0.95%	1.04%	0.00%	1.29%	0.82%	0.84%	0.63%	1.24%	0.00%	2.14%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	498	16	7	9	13	20	4	13	10	17	8	12	12	2	14	14	6	9	6	11	3	10	8	2	3	1	13	1	10	6	28	20	1	2	11	17	6	13	1	13	1	24	8	18	2	4	5	10	9	6	32	0	7									
		2.89%	2.49%	1.56%	1.56%	2.69%	3.20%	1.75%	2.89%	1.69%	4.45%	2.89%	3.56%	3.85%	1.08%	3.23%	7.33%	2.41%	4.71%	3.73%	2.94%	1.95%	3.23%	1.65%	1.43%	2.14%	1.18%	3.83%	0.88%	1.77%	4.62%	4.11%	3.44%	1.79%	1.20%	1.96%	2.88%	3.16%	5.04%	1.37%	2.39%	1.32%	4.30%	1.81%	4.26%	2.08%	2.15%	2.16%	4.12%	2.52%	3.80%	3.98%	0.00%	2.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	341	13	10	8	8	17	7	5	10	8	7	13	1	5	5	3	9	2	3	11	2	6	12	2	2	2	8	1	11	5	11	7	0	4	9	11	3	3	1	14	0	19	5	12	1	2	3	2	6	3	23	1	5									
		1.98%	2.02%	2.23%	1.39%	1.66%	2.72%	3.07%	1.11%	1.69%	2.09%	2.53%	3.86%	0.32%	2.70%	1.15%	1.57%	3.61%	1.05%	1.86%	2.94%	1.30%	1.94%	2.47%	1.43%	1.43%	2.35%	2.36%	0.88%	1.95%	3.85%	1.62%	1.20%	0.00%	2.41%	1.60%	1.86%	1.58%	1.16%	1.37%	2.57%	0.00%	3.41%	1.13%	2.84%	1.04%	1.08%	1.29%	0.82%	1.68%	1.90%	2.86%	2.13%	1.78%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7205	304	152	211	148	229	84	177	232	147	109	138	150	88	182	86	94	76	95	178	43	152	257	67	65	34	129	79	241	35	243	216	21	111	225	250	88	135	30	229	49	229	173	165	45	89	104	111	158	74	357	12	109									
		41.88%	47.35%	33.93%	36.57%	30.64%	36.64%	36.84%	39.33%	39.26%	38.48%	39.35%	40.95%	48.08%	47.57%	41.94%	45.03%	37.75%	39.79%	59.01%	47.59%	27.92%	49.03%	52.99%	47.86%	46.43%	40.00%	38.05%	69.30%	42.73%	26.92%	35.68%	37.18%	37.50%	66.87%	40.04%	42.30%	46.32%	52.33%	41.10%	42.10%	64.47%	41.04%	39.23%	39.01%	46.88%	47.85%	44.83%	45.68%	44.26%	46.84%	44.35%	25.53%	38.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	98	6	3	4	1	2	1	6	4	1	3	2	2	1	0	1	2	1	0	2	0	1	1	0	2	2	3	0	2	0	2	4	0	0	6	2	0	0	1	6	0	2	5	1	3	0	0	3	1	2	5	0	2									
		0.57%	0.93%	0.67%	0.69%	0.21%	0.32%	0.44%	1.33%	0.68%	0.26%	1.08%	0.59%	0.64%	0.54%	0.00%	0.52%	0.80%	0.52%	0.00%	0.53%	0.00%	0.32%	0.21%	0.00%	1.43%	2.35%	0.88%	0.00%	0.35%	0.00%	0.29%	0.69%	0.00%	0.00%	1.07%	0.34%	0.00%	0.00%	1.37%	1.10%	0.00%	0.36%	1.13%	0.24%	3.13%	0.00%	0.00%	1.23%	0.28%	1.27%	0.62%	0.00%	0.71%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	1	0	0	1	2	0	2	0	2	0	2	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	1	0	0	0									
		0.16%	0.16%	0.00%	0.00%	0.21%	0.32%	0.00%	0.44%	0.00%	0.52%	0.00%	0.59%	0.32%	0.00%	0.23%	0.52%	0.40%	0.00%	0.00%	0.00%	0.65%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.88%	0.18%	0.00%	0.15%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.36%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3647	89	112	131	111	102	42	92	103	86	72	60	56	42	90	46	63	40	33	87	48	80	97	32	21	20	80	19	123	45	144	124	22	25	132	128	34	42	15	124	20	125	96	99	19	30	66	66	71	29	143	17	54									
		21.20%	13.86%	25.00%	22.70%	22.98%	16.32%	18.42%	20.44%	17.43%	22.51%	25.99%	17.80%	17.95%	22.70%	20.74%	24.08%	25.30%	20.94%	20.50%	23.26%	31.17%	25.81%	20.00%	22.86%	15.00%	23.53%	23.60%	16.67%	21.81%	34.62%	21.15%	21.34%	39.29%	15.06%	23.49%	21.66%	17.89%	16.28%	20.55%	22.79%	26.32%	22.40%	21.77%	23.40%	19.79%	16.13%	28.45%	27.16%	19.89%	18.35%	17.76%	36.17%	19.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	79	3	1	3	10	5	0	3	4	4	5	2	1	1	3	0	0	0	0	0	5	0	1	0	2	0	0	0	1	0	1	2	0	0	2	1	1	1	0	2	0	0	2	0	0	0	1	1	3	1	1	0	6									
		0.46%	0.47%	0.22%	0.52%	2.07%	0.80%	0.00%	0.67%	0.68%	1.05%	1.81%	0.59%	0.32%	0.54%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	3.25%	0.00%	0.21%	0.00%	1.43%	0.00%	0.00%	0.00%	0.18%	0.00%	0.15%	0.34%	0.00%	0.00%	0.36%	0.17%	0.53%	0.39%	0.00%	0.37%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.43%	0.41%	0.84%	0.63%	0.12%	0.00%	2.14%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	127	8	8	14	8	5	5	0	5	3	1	3	2	1	0	0	3	0	0	0	2	2	1	0	0	0	2	0	1	2	4	9	0	0	4	1	2	0	1	5	0	1	4	2	0	1	0	0	0	0	7	0	10									
		0.74%	1.25%	1.79%	2.43%	1.66%	0.80%	2.19%	0.00%	0.85%	0.79%	0.36%	0.89%	0.64%	0.54%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	1.30%	0.65%	0.21%	0.00%	0.00%	0.00%	0.59%	0.00%	0.18%	1.54%	0.59%	1.55%	0.00%	0.00%	0.71%	0.17%	1.05%	0.00%	1.37%	0.92%	0.00%	0.18%	0.91%	0.47%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	3.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	1	1	0	0	1	0	0	1	0	0	0	2	0	0	1	2	0	0	0	1	1	0	0	0	1	0	1	0	2	1	0	0	2	1	0	0	0	0	0	2	0	1	0	0	0	1	0	1	1	0	1									
		0.15%	0.00%	0.22%	0.17%	0.00%	0.00%	0.44%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.40%	1.05%	0.00%	0.00%	0.00%	0.32%	0.21%	0.00%	0.00%	0.00%	0.29%	0.00%	0.18%	0.00%	0.29%	0.17%	0.00%	0.00%	0.36%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.24%	0.00%	0.00%	0.00%	0.41%	0.00%	0.63%	0.12%	0.00%	0.36%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	145	7	5	15	11	13	2	5	10	5	1	1	3	2	5	0	0	2	0	1	1	2	0	1	0	1	4	1	2	4	6	2	1	2	3	1	1	2	0	3	0	4	3	1	0	0	1	2	3	1	4	0	1									
		0.84%	1.09%	1.12%	2.60%	2.28%	2.08%	0.88%	1.11%	1.69%	1.31%	0.36%	0.30%	0.96%	1.08%	1.15%	0.00%	0.00%	1.05%	0.00%	0.27%	0.65%	0.65%	0.00%	0.71%	0.00%	1.18%	1.18%	0.88%	0.35%	3.08%	0.88%	0.34%	1.79%	1.20%	0.53%	0.17%	0.53%	0.78%	0.00%	0.55%	0.00%	0.72%	0.68%	0.24%	0.00%	0.00%	0.43%	0.82%	0.84%	0.63%	0.50%	0.00%	0.36%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2218	74	55	75	66	83	26	56	96	45	42	50	42	21	62	23	25	41	11	45	31	14	55	18	8	14	50	3	91	13	123	70	7	5	57	100	21	21	12	50	1	43	63	77	18	45	17	29	37	16	116	10	45									
		12.89%	11.53%	12.28%	12.99%	13.66%	13.28%	11.40%	12.44%	16.24%	11.78%	15.16%	14.84%	13.46%	11.35%	14.29%	12.04%	10.04%	21.47%	6.83%	12.03%	20.13%	4.52%	11.34%	12.86%	5.71%	16.47%	14.75%	2.63%	16.13%	10.00%	18.06%	12.05%	12.50%	3.01%	10.14%	16.92%	11.05%	8.14%	16.44%	9.19%	1.32%	7.71%	14.29%	18.20%	18.75%	24.19%	7.33%	11.93%	10.36%	10.13%	14.41%	21.28%	16.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	4	2	5	0	3	1	4	0	2	1	3	2	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	5	3	0	3	2	0	0	0	0	1	0	1	5	1	0	0	2	0	1	1	4	1	1									
		0.37%	0.62%	0.45%	0.87%	0.00%	0.48%	0.44%	0.89%	0.00%	0.52%	0.36%	0.89%	0.64%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.21%	0.00%	0.00%	0.00%	0.29%	0.00%	0.18%	0.00%	0.73%	0.52%	0.00%	1.81%	0.36%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.18%	1.13%	0.24%	0.00%	0.00%	0.86%	0.00%	0.28%	0.63%	0.50%	2.13%	0.36%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2185	92	81	83	85	116	42	74	98	41	22	32	34	18	59	13	32	12	10	27	9	38	32	13	28	6	37	7	62	12	90	103	4	5	88	60	30	36	12	85	2	85	65	40	7	12	22	15	59	19	93	6	32									
		12.70%	14.33%	18.08%	14.38%	17.60%	18.56%	18.42%	16.44%	16.58%	10.73%	7.94%	9.50%	10.90%	9.73%	13.59%	6.81%	12.85%	6.28%	6.21%	7.22%	5.84%	12.26%	6.60%	9.29%	20.00%	7.06%	10.91%	6.14%	10.99%	9.23%	13.22%	17.73%	7.14%	3.01%	15.66%	10.15%	15.79%	13.95%	16.44%	15.63%	2.63%	15.23%	14.74%	9.46%	7.29%	6.45%	9.48%	6.17%	16.53%	12.03%	11.55%	12.77%	11.39%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
