Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Борзинская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК  382	УИК  383	УИК  384	УИК  385	УИК  386	УИК  387	УИК  388	УИК  389	УИК  390	УИК  391	УИК  392	УИК  393	УИК  394	УИК  395	УИК  396	УИК  397	УИК  398	УИК  399	УИК  400	УИК  401	УИК  402	УИК  403	УИК  404	УИК  405	УИК  406	УИК  407	УИК  408	УИК  409	УИК  410	УИК  411	УИК  412	УИК  413	УИК  414	УИК  415	УИК  416	УИК  417	УИК  418	УИК  419	УИК  420					
15	Число открепительных удостоверений выданных ТИК	15	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	5	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	260	1	2	9	6	3	6	3	3	11	3	6	2	8	4	2	13	4	12	14	15	6	8	3	27	0	2	6	9	3	4	4	7	6	10	6	6	7	13	6					
		1.39%	0.4%	0.86%	2.51%	3.17%	3.06%	3.07%	1.41%	0.95%	4.08%	0.81%	3.0%	0.73%	1.82%	1.20%	1.16%	4.16%	1.36%	1.18%	1.29%	1.50%	1.5%	1.02%	1.67%	2.35%	0.0%	0.63%	1.05%	2.14%	0.60%	1.12%	1.25%	1.65%	1.17%	1.72%	0.95%	0.65%	1.03%	0.70%	2.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	118	0	0	1	0	0	1	0	0	5	10	0	1	6	1	3	0	3	6	7	3	2	4	0	7	1	4	10	7	5	2	0	2	5	4	1	10	4	2	1					
		0.63%	0.0%	0.0%	0.27%	0.0%	0.0%	0.51%	0.0%	0.0%	1.85%	2.71%	0.0%	0.36%	1.36%	0.30%	1.74%	0.0%	1.02%	0.59%	0.64%	0.30%	0.5%	0.51%	0.0%	0.61%	0.35%	1.26%	1.75%	1.67%	1.01%	0.56%	0.0%	0.47%	0.98%	0.68%	0.15%	1.09%	0.59%	0.10%	0.48%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	492	9	8	12	4	3	7	3	9	8	10	6	5	16	6	6	8	20	34	26	43	8	16	3	24	13	8	21	9	13	12	10	14	11	20	12	44	0	5	6					
		2.64%	3.6%	3.44%	3.35%	2.11%	3.06%	3.58%	1.41%	2.86%	2.97%	2.71%	3.0%	1.83%	3.65%	1.80%	3.48%	2.56%	6.82%	3.36%	2.40%	4.30%	2.0%	2.05%	1.67%	2.09%	4.60%	2.53%	3.68%	2.14%	2.62%	3.38%	3.14%	3.30%	2.16%	3.44%	1.91%	4.80%	0.0%	0.27%	2.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	216	2	3	0	1	0	2	5	5	1	6	3	3	10	2	3	2	1	14	14	17	8	14	0	13	2	3	7	5	8	1	9	2	12	7	5	17	5	2	2					
		1.16%	0.8%	1.29%	0.0%	0.52%	0.0%	1.02%	2.35%	1.59%	0.37%	1.62%	1.5%	1.09%	2.28%	0.60%	1.74%	0.64%	0.34%	1.38%	1.29%	1.70%	2.0%	1.79%	0.0%	1.13%	0.70%	0.95%	1.22%	1.19%	1.61%	0.28%	2.83%	0.47%	2.35%	1.20%	0.79%	1.85%	0.74%	0.10%	0.97%					
22	"5. ""За Русь Святую"""	61	1	0	3	0	1	0	0	0	1	3	1	0	1	0	0	0	0	6	5	2	1	0	0	5	3	3	4	1	1	3	1	2	2	2	4	1	1	2	1					
		0.32%	0.4%	0.0%	0.83%	0.0%	1.02%	0.0%	0.0%	0.0%	0.37%	0.81%	0.5%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.59%	0.46%	0.20%	0.25%	0.0%	0.0%	0.43%	1.06%	0.95%	0.70%	0.23%	0.20%	0.84%	0.31%	0.47%	0.39%	0.34%	0.63%	0.10%	0.14%	0.10%	0.48%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	3	0	1	0	0	2	0	0	1	1	0	2	1	0	0	0	1	3	0	2	2	0	1	1	0	2	0	0	2	0	0	2	1	3	3	0	1	2	0					
		0.19%	1.2%	0.0%	0.27%	0.0%	0.0%	1.02%	0.0%	0.0%	0.37%	0.27%	0.0%	0.73%	0.22%	0.0%	0.0%	0.0%	0.34%	0.29%	0.0%	0.20%	0.5%	0.0%	0.55%	0.08%	0.0%	0.63%	0.0%	0.0%	0.40%	0.0%	0.0%	0.47%	0.19%	0.51%	0.47%	0.0%	0.14%	0.10%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	113	3	1	0	2	0	0	1	1	4	5	1	3	3	1	1	1	4	5	9	13	2	6	0	7	0	3	5	3	3	4	2	1	0	3	1	0	4	7	4					
		0.60%	1.2%	0.43%	0.0%	1.05%	0.0%	0.0%	0.47%	0.31%	1.48%	1.35%	0.5%	1.09%	0.68%	0.30%	0.58%	0.32%	1.36%	0.49%	0.83%	1.30%	0.5%	0.76%	0.0%	0.61%	0.0%	0.95%	0.87%	0.71%	0.60%	1.12%	0.62%	0.23%	0.0%	0.51%	0.15%	0.0%	0.59%	0.38%	1.95%					
25	"8. ""Народно-республиканская партия России"""	24	2	3	3	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	1	0	1	2	0	1	0	0	0	0	1	0	1	1	1	0	0	0					
		0.12%	0.8%	1.29%	0.83%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.30%	0.0%	0.12%	0.0%	0.08%	0.70%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.17%	0.15%	0.10%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1	0	0	0	0	0	0	1	0	1	2	0	1	1	2	0	1	1					
		0.10%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.27%	0.20%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.31%	0.47%	0.0%	0.17%	0.15%	0.21%	0.0%	0.05%	0.48%					
27	"10. ""Аграрная партия России"""	1003	15	36	73	24	7	29	25	67	11	23	65	34	101	48	47	13	9	39	30	36	14	20	3	43	10	11	9	17	26	11	5	22	6	16	15	31	7	3	2					
		5.38%	6.0%	15.51%	20.39%	12.69%	7.14%	14.87%	11.79%	21.33%	4.08%	6.23%	32.5%	12.45%	23.05%	14.45%	27.32%	4.16%	3.07%	3.86%	2.78%	3.60%	3.5%	2.56%	1.67%	3.75%	3.54%	3.49%	1.57%	4.05%	5.25%	3.10%	1.57%	5.20%	1.17%	2.75%	2.39%	3.38%	1.03%	0.16%	0.97%					
28	"11. ""Истинные патриоты России"""	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0					
		0.06%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.09%	0.09%	0.10%	0.25%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.14%	0.05%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	228	2	3	0	2	2	2	1	3	4	5	4	3	5	1	1	2	13	19	35	10	11	14	3	6	1	6	9	3	12	6	6	7	6	3	6	3	3	5	1					
		1.22%	0.8%	1.29%	0.0%	1.05%	2.04%	1.02%	0.47%	0.95%	1.48%	1.35%	2.0%	1.09%	1.14%	0.30%	0.58%	0.64%	4.43%	1.88%	3.24%	1.00%	2.75%	1.79%	1.67%	0.52%	0.35%	1.90%	1.57%	0.71%	2.42%	1.69%	1.88%	1.65%	1.17%	0.51%	0.95%	0.32%	0.44%	0.27%	0.48%					
30	"13. ""Демократическая партия России"""	51	0	0	0	1	0	0	1	1	2	0	1	0	0	0	0	0	3	6	4	3	2	3	0	3	0	0	4	2	0	0	0	2	1	2	1	2	2	4	1					
		0.27%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.47%	0.31%	0.74%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	1.02%	0.59%	0.37%	0.30%	0.5%	0.38%	0.0%	0.26%	0.0%	0.0%	0.70%	0.47%	0.0%	0.0%	0.0%	0.47%	0.19%	0.34%	0.15%	0.21%	0.29%	0.21%	0.48%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	0	0	0	2	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0					
		0.09%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.74%	0.27%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.34%	0.09%	0.0%	0.20%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.17%	0.23%	0.0%	0.0%	0.0%	0.23%	0.19%	0.17%	0.0%	0.10%	0.14%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	19	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	2	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	2	1	0					
		0.10%	0.4%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.64%	0.0%	0.0%	0.18%	0.20%	0.25%	0.12%	0.0%	0.0%	0.0%	0.0%	0.17%	0.23%	0.20%	0.0%	0.0%	0.23%	0.0%	0.0%	0.15%	0.0%	0.29%	0.05%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	836	6	13	23	5	6	5	8	5	3	18	6	11	18	9	4	20	12	66	77	54	24	44	6	49	21	15	36	27	29	28	26	20	31	20	19	38	15	8	11					
		4.49%	2.4%	5.60%	6.42%	2.64%	6.12%	2.56%	3.77%	1.59%	1.11%	4.87%	3.0%	4.02%	4.10%	2.71%	2.32%	6.41%	4.09%	6.54%	7.13%	5.41%	6.0%	5.64%	3.35%	4.27%	7.44%	4.76%	6.31%	6.44%	5.85%	7.90%	8.17%	4.72%	6.09%	3.44%	3.03%	4.14%	2.22%	0.43%	5.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	0	0	2	0	0	2	1	0	2	3	1	1	1	3	0	0	2	2	2	2	5	0	1	3	0	2	2	0	0	2	1	3	1	2	0	4	2	5	1					
		0.31%	0.0%	0.0%	0.55%	0.0%	0.0%	1.02%	0.47%	0.0%	0.74%	0.81%	0.5%	0.36%	0.22%	0.90%	0.0%	0.0%	0.68%	0.19%	0.18%	0.20%	1.25%	0.0%	0.55%	0.26%	0.0%	0.63%	0.35%	0.0%	0.0%	0.56%	0.31%	0.70%	0.19%	0.34%	0.0%	0.43%	0.29%	0.27%	0.48%					
35	"18. ""ЛДПР"""	3817	64	41	82	36	17	35	66	65	29	41	23	66	68	47	37	56	89	292	350	247	107	161	50	264	69	61	107	87	88	63	61	107	129	132	162	237	109	30	42					
		20.50%	25.6%	17.67%	22.90%	19.04%	17.34%	17.94%	31.13%	20.70%	10.78%	11.11%	11.5%	24.17%	15.52%	14.15%	21.51%	17.94%	30.37%	28.93%	32.43%	24.74%	26.75%	20.64%	27.93%	23.05%	24.46%	19.36%	18.77%	20.76%	17.77%	17.79%	19.18%	25.29%	25.34%	22.75%	25.87%	25.87%	16.17%	1.63%	20.48%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	331	4	3	5	0	1	6	0	10	7	8	3	8	9	4	0	1	6	23	23	33	12	22	3	23	5	7	6	6	5	3	4	7	11	9	20	10	6	15	3					
		1.77%	1.6%	1.29%	1.39%	0.0%	1.02%	3.07%	0.0%	3.18%	2.60%	2.16%	1.5%	2.93%	2.05%	1.20%	0.0%	0.32%	2.04%	2.27%	2.13%	3.30%	3.0%	2.82%	1.67%	2.00%	1.77%	2.22%	1.05%	1.43%	1.01%	0.84%	1.25%	1.65%	2.16%	1.55%	3.19%	1.09%	0.89%	0.81%	1.46%					
37	"20. ""Политическая партия ""Единая Россия"""	7922	84	90	71	77	48	76	86	64	157	189	48	98	128	166	31	139	71	292	316	305	121	247	92	456	85	122	226	169	226	153	133	149	212	278	270	406	459	1488	94					
		42.55%	33.6%	38.79%	19.83%	40.74%	48.97%	38.97%	40.56%	20.38%	58.36%	51.21%	24.0%	35.89%	29.22%	49.99%	18.02%	44.55%	24.23%	28.93%	29.28%	30.56%	30.25%	31.66%	51.39%	39.82%	30.14%	38.73%	39.64%	40.33%	45.65%	43.22%	41.82%	35.22%	41.65%	47.93%	43.13%	44.32%	68.10%	81.22%	45.85%					
38	"21. ""Российская Конституционно-демократическая партия"""	42	1	0	0	1	0	0	4	0	1	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	1	3	0	0	0	0	1	2	1	1	6	1	9	1					
		0.22%	0.4%	0.0%	0.0%	0.52%	0.0%	0.0%	1.88%	0.0%	0.37%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.29%	0.0%	0.0%	0.25%	0.38%	0.0%	0.0%	0.0%	0.31%	0.52%	0.0%	0.0%	0.0%	0.0%	0.23%	0.39%	0.17%	0.15%	0.65%	0.14%	0.49%	0.48%					
39	"22. ""Развитие предпринимательства"""	36	3	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	3	1	0	1	0	1	1	2	3	2	1	1	1	3	1	0	1	1	1	3	1					
		0.19%	1.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.27%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.10%	0.0%	0.12%	0.0%	0.08%	0.35%	0.63%	0.52%	0.47%	0.20%	0.28%	0.31%	0.70%	0.19%	0.0%	0.15%	0.10%	0.14%	0.16%	0.48%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1946	33	15	40	19	8	19	5	66	14	15	13	27	48	29	25	38	43	149	104	161	61	181	8	127	55	48	85	53	47	48	35	38	51	41	81	70	16	20	10					
		10.45%	13.2%	6.46%	11.17%	10.05%	8.16%	9.74%	2.35%	21.01%	5.20%	4.06%	6.5%	9.89%	10.95%	8.73%	14.53%	12.17%	14.67%	14.76%	9.63%	16.13%	15.25%	23.20%	4.46%	11.09%	19.50%	15.23%	14.91%	12.64%	9.49%	13.55%	11.00%	8.98%	10.01%	7.06%	12.93%	7.64%	2.37%	1.09%	4.87%					
																																														
41	Против всех	507	8	6	16	2	2	2	2	11	2	15	8	3	7	1	3	8	3	21	32	23	9	24	6	31	8	11	17	14	16	8	10	14	19	20	15	21	19	62	8					
		2.72%	3.2%	2.58%	4.46%	1.05%	2.04%	1.02%	0.94%	3.50%	0.74%	4.06%	4.0%	1.09%	1.59%	0.30%	1.74%	2.56%	1.02%	2.08%	2.96%	2.30%	2.25%	3.07%	3.35%	2.70%	2.83%	3.49%	2.98%	3.34%	3.23%	2.25%	3.14%	3.30%	3.73%	3.44%	2.39%	2.29%	2.81%	3.38%	3.90%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
