Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Шпаковская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	135	3	5	0	8	2	7	0	0	1	1	0	4	2	6	1	3	1	1	4	8	0	0	4	1	0	3	10	1	3	1	0	2	0	0	5	9	6	0	3	4	2	5	0	7	3	0	0	1	3	1	4	0					
		0.33%	0.28%	0.40%	0.00%	0.88%	0.18%	0.78%	0.00%	0.00%	0.10%	0.10%	0.00%	0.36%	0.18%	0.45%	0.08%	0.38%	0.13%	0.10%	0.35%	0.60%	0.00%	0.00%	0.29%	0.10%	0.00%	1.38%	0.89%	0.53%	0.46%	1.20%	0.00%	0.22%	0.00%	0.00%	0.47%	1.06%	0.51%	0.00%	0.24%	0.56%	0.35%	0.39%	0.00%	0.51%	0.35%	0.00%	0.00%	0.51%	0.35%	1.54%	0.60%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
