7	Число избирательных бюллетеней в переносных ящиках для голосования	2440	58	0	325	85	15	6	20	20	10	8	12	4	21	12	16	22	9	15	22	26	10	22	9	9	14	11	7	40	27	50	28	14	6	7	29	24	19	19	24	24	16	14	29	18	16	21	22	15	10	16	19	25	22	23	23	34	7	17	21	20	9	8	15	21	18	26	30	10	10	20	25	15	13	14	19	12	17	21	30	22	31	11	19	35	15	11	20	39	27	45	10	28	26	11	27	24	108	58	13	11	14	0	14	1									
8	Число бюллетеней в стационарных ящиках для голосования	118975	15	686	75	277	739	948	907	1062	1474	681	869	609	1266	728	445	794	748	987	917	995	791	1157	1170	806	917	1399	1654	1428	1246	1536	1445	1096	851	720	1332	983	1275	1138	1242	1043	1454	1516	1166	945	1037	1206	1263	1313	1520	1239	1243	1180	1323	1261	1532	1320	1324	1379	1342	1317	1138	1967	1299	1378	1379	1527	1537	1294	1047	1726	1353	1486	1379	994	1475	1416	1643	1429	1122	1325	1620	1433	1065	1495	1284	1142	1162	1446	1780	1253	786	1139	917	865	1167	713	175	1407	1171	1251	1459	100	1481	419									
9	Число недействительных избирательных бюллетеней	1499	0	11	3	2	11	14	2	10	23	6	10	8	11	5	8	7	11	15	8	20	9	11	14	10	11	19	22	16	18	18	10	11	9	10	28	15	11	10	10	17	12	18	17	3	14	24	15	21	14	9	36	26	18	15	34	22	15	9	30	16	12	11	9	15	14	19	15	22	14	19	25	18	14	12	15	14	18	28	6	10	20	18	14	13	8	11	22	20	31	11	8	20	9	8	18	8	11	20	10	29	21	0	23	4									
10	Число действительных избирательных бюллетеней	119916	73	675	397	360	743	940	925	1072	1461	683	871	605	1276	735	453	809	746	987	931	1001	792	1168	1165	805	920	1391	1639	1452	1255	1568	1463	1099	848	717	1333	992	1283	1147	1256	1050	1458	1512	1178	960	1039	1203	1270	1307	1516	1246	1226	1179	1327	1269	1521	1332	1316	1387	1333	1321	1135	1964	1305	1384	1383	1534	1552	1282	1043	1727	1353	1483	1378	996	1479	1414	1642	1422	1146	1337	1631	1426	1070	1517	1291	1142	1160	1465	1776	1287	788	1147	934	868	1176	729	272	1445	1174	1233	1452	100	1472	416									
11	Число полученных открепительных  удостоверений	4978	0	10	0	0	50	40	30	60	55	40	30	30	60	30	20	30	50	40	30	30	50	50	70	40	40	50	90	65	50	52	60	50	30	30	50	30	70	65	70	50	50	60	60	50	40	60	50	50	70	60	50	40	50	60	70	60	50	70	60	70	30	70	60	40	60	50	50	50	56	40	60	70	50	50	64	50	50	60	70	70	90	50	50	60	55	40	60	60	50	40	50	40	30	30	50	40	1	30	50	40	60	0	60	15									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	4031	0	7	0	0	38	29	25	54	49	33	23	23	41	29	16	25	32	38	20	28	40	42	55	36	30	42	84	57	42	50	42	48	24	21	44	16	62	57	52	34	47	59	51	36	31	40	43	47	57	44	46	38	38	53	56	48	39	52	50	43	28	54	47	40	51	45	42	36	40	35	47	47	43	32	55	43	36	41	60	53	65	45	42	41	45	32	53	49	43	37	37	33	24	26	33	30	0	27	47	30	46	0	55	10									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3085	8	33	88	85	10	19	23	29	39	18	13	21	10	22	17	14	36	39	11	17	14	17	33	18	23	37	19	25	23	15	37	21	19	7	34	17	28	19	29	37	29	22	15	24	13	16	30	13	42	50	39	18	46	35	25	22	26	27	24	35	9	28	35	33	28	31	20	27	22	33	17	25	35	27	24	54	20	38	33	20	36	31	23	27	41	32	27	19	279	34	38	29	85	35	24	42	5	33	16	22	21	0	33	19									
14	Число неиспользованных открепительных удостоверений	947	0	3	0	0	12	11	5	6	6	7	7	7	19	1	4	5	18	2	10	2	10	8	15	4	10	8	6	8	8	2	18	2	6	9	6	14	8	8	18	16	3	1	9	14	9	20	7	3	13	16	4	2	12	7	14	12	11	18	10	27	2	16	13	0	9	5	8	14	16	5	13	23	7	18	9	7	14	19	10	17	25	5	8	19	10	8	7	11	7	3	13	7	6	4	17	10	1	3	3	10	14	0	5	5									
15	Число открепительных удостоверений, выданных избирателям ТИК	110	0	0	0	0	1	0	1	1	2	0	0	0	1	1	0	1	0	2	1	1	1	2	1	1	3	0	2	1	0	2	2	0	2	0	2	3	1	3	0	3	1	1	1	0	1	1	0	5	2	3	3	1	0	1	2	0	1	2	0	1	0	3	1	1	0	1	0	0	2	1	1	3	0	0	2	0	0	0	1	0	2	0	0	1	1	3	1	0	1	1	1	1	1	1	0	0	0	1	1	5	2	0	3	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																			
19	Жириновский Владимир Вольфович	5688	6	44	20	27	34	50	48	52	62	39	45	29	60	31	15	48	48	45	37	49	39	51	59	32	31	41	59	53	46	74	63	52	47	40	80	64	71	60	60	42	76	68	42	43	34	54	59	50	75	56	46	49	62	64	71	70	73	71	74	79	47	157	64	60	62	77	73	61	47	63	63	75	56	57	71	60	70	53	50	54	70	68	59	71	57	56	58	72	141	61	48	61	38	32	36	31	15	72	46	49	58	8	82	10									
		4.68%	8.22%	6.41%	5.00%	7.46%	4.51%	5.24%	5.18%	4.81%	4.18%	5.66%	5.11%	4.73%	4.66%	4.19%	3.25%	5.88%	6.34%	4.49%	3.94%	4.80%	4.87%	4.33%	5.00%	3.93%	3.33%	2.91%	3.55%	3.61%	3.61%	4.67%	4.28%	4.68%	5.48%	5.50%	5.88%	6.36%	5.49%	5.19%	4.74%	3.94%	5.17%	4.44%	3.51%	4.47%	3.23%	4.40%	4.59%	3.77%	4.90%	4.46%	3.65%	4.07%	4.61%	4.98%	4.57%	5.17%	5.48%	5.09%	5.43%	5.91%	4.10%	7.95%	4.87%	4.29%	4.44%	4.96%	4.66%	4.68%	4.45%	3.61%	4.57%	4.99%	4.02%	5.65%	4.75%	4.20%	4.22%	3.66%	4.34%	4.01%	4.24%	4.71%	5.44%	4.64%	4.39%	4.86%	4.91%	4.85%	7.80%	4.70%	6.03%	5.23%	4.03%	3.65%	3.02%	4.21%	5.30%	4.91%	3.89%	3.88%	3.94%	8.00%	5.48%	2.38%									
20	Зюганов Геннадий Андреевич	16005	8	57	37	36	120	134	131	149	186	95	111	89	155	85	58	105	85	141	109	110	110	153	165	102	130	178	221	218	210	208	215	166	88	84	168	139	169	150	150	114	179	202	168	128	132	155	185	184	200	179	154	142	150	162	206	191	174	164	178	177	148	216	156	181	233	194	206	183	138	253	180	209	177	137	197	187	226	220	178	183	236	188	157	238	168	163	174	188	192	173	104	169	124	124	152	86	8	213	154	150	187	10	256	40									
		13.18%	10.96%	8.31%	9.25%	9.94%	15.92%	14.05%	14.13%	13.77%	12.53%	13.79%	12.60%	14.52%	12.04%	11.49%	12.58%	12.87%	11.23%	14.07%	11.61%	10.77%	13.73%	12.98%	13.99%	12.52%	13.96%	12.62%	13.31%	14.85%	16.50%	13.11%	14.60%	14.95%	10.27%	11.55%	12.34%	13.80%	13.06%	12.96%	11.85%	10.68%	12.18%	13.20%	14.06%	13.29%	12.54%	12.63%	14.40%	13.86%	13.07%	14.26%	12.20%	11.78%	11.15%	12.62%	13.25%	14.11%	13.07%	11.75%	13.06%	13.24%	12.90%	10.94%	11.87%	12.94%	16.68%	12.49%	13.15%	14.03%	13.06%	14.49%	13.06%	13.92%	12.72%	13.59%	13.19%	13.10%	13.61%	15.17%	15.45%	13.59%	14.29%	13.02%	14.48%	15.56%	12.93%	14.14%	14.72%	12.66%	10.63%	13.33%	13.07%	14.48%	13.15%	14.16%	12.73%	11.67%	2.83%	14.54%	13.01%	11.89%	12.70%	10.00%	17.12%	9.52%									
21	Миронов Сергей Михайлович	6957	6	39	23	18	31	58	47	60	89	33	55	36	68	38	38	46	34	51	47	62	41	55	63	34	49	63	94	113	77	81	91	67	39	29	52	44	74	66	74	54	75	104	62	61	57	71	78	70	99	81	88	68	107	84	80	87	78	84	90	74	65	86	62	80	99	98	142	68	66	108	97	87	83	50	76	89	98	84	67	77	107	91	64	77	77	76	68	85	86	76	41	61	52	50	76	44	7	44	61	78	94	9	99	15									
		5.73%	8.22%	5.69%	5.75%	4.97%	4.11%	6.08%	5.07%	5.55%	5.99%	4.79%	6.24%	5.87%	5.28%	5.14%	8.24%	5.64%	4.49%	5.09%	5.01%	6.07%	5.12%	4.66%	5.34%	4.17%	5.26%	4.47%	5.66%	7.70%	6.05%	5.11%	6.18%	6.04%	4.55%	3.99%	3.82%	4.37%	5.72%	5.70%	5.85%	5.06%	5.10%	6.80%	5.19%	6.33%	5.41%	5.79%	6.07%	5.27%	6.47%	6.45%	6.97%	5.64%	7.96%	6.54%	5.14%	6.43%	5.86%	6.02%	6.60%	5.53%	5.67%	4.35%	4.72%	5.72%	7.09%	6.31%	9.06%	5.21%	6.24%	6.19%	7.04%	5.80%	5.96%	4.96%	5.09%	6.23%	5.90%	5.79%	5.82%	5.72%	6.48%	6.30%	5.90%	5.03%	5.93%	6.59%	5.75%	5.72%	4.76%	5.86%	5.15%	5.23%	5.51%	5.71%	6.37%	5.97%	2.47%	3.00%	5.15%	6.18%	6.38%	9.00%	6.62%	3.57%									
22	Прохоров Михаил Дмитриевич	20020	4	159	39	53	93	101	139	199	284	86	110	108	245	171	99	129	114	181	225	160	151	243	210	140	153	395	359	232	213	238	262	184	153	135	223	115	227	186	200	169	279	254	167	153	184	180	184	220	240	219	175	187	206	189	247	197	188	187	192	162	148	278	195	249	205	245	221	196	164	275	227	246	229	114	277	291	371	329	179	308	325	281	219	217	224	174	146	187	203	168	143	168	161	172	233	158	6	148	196	263	268	11	204	101									
		16.49%	5.48%	23.18%	9.75%	14.64%	12.33%	10.59%	14.99%	18.39%	19.14%	12.48%	12.49%	17.62%	19.04%	23.11%	21.48%	15.81%	15.06%	18.06%	23.96%	15.67%	18.85%	20.61%	17.81%	17.18%	16.43%	28.01%	21.61%	15.80%	16.73%	15.01%	17.79%	16.58%	17.85%	18.57%	16.39%	11.42%	17.54%	16.08%	15.80%	15.84%	18.98%	16.60%	13.97%	15.89%	17.47%	14.67%	14.32%	16.57%	15.69%	17.45%	13.87%	15.52%	15.32%	14.72%	15.88%	14.55%	14.12%	13.40%	14.09%	12.12%	12.90%	14.08%	14.84%	17.80%	14.67%	15.78%	14.10%	15.03%	15.52%	15.75%	16.47%	16.39%	16.45%	11.31%	18.54%	20.38%	22.35%	22.69%	15.54%	22.87%	19.69%	19.46%	20.20%	14.18%	17.24%	15.09%	12.35%	12.59%	11.23%	12.94%	17.96%	14.40%	17.07%	19.63%	19.51%	21.44%	2.12%	10.10%	16.55%	20.84%	18.19%	11.00%	13.65%	24.05%									
23	Путин Владимир Владимирович	71246	49	376	278	226	465	597	560	612	840	430	550	343	748	410	243	481	465	569	513	620	451	666	668	497	557	714	906	836	709	967	832	630	521	429	810	630	742	685	772	671	849	884	739	575	632	743	764	783	902	711	763	733	802	770	917	787	803	881	799	829	727	1227	828	814	784	920	910	774	628	1028	786	866	833	638	858	787	877	736	672	715	893	798	571	914	765	673	714	933	1154	809	452	688	559	490	679	410	236	968	717	693	845	62	831	250									
		58.68%	67.12%	54.81%	69.50%	62.43%	61.67%	62.58%	60.41%	56.56%	56.60%	62.41%	62.43%	55.95%	58.12%	55.41%	52.71%	58.95%	61.43%	56.79%	54.63%	60.72%	56.30%	56.49%	56.66%	60.98%	59.83%	50.64%	54.55%	56.95%	55.70%	60.97%	56.48%	56.76%	60.79%	59.01%	59.52%	62.56%	57.34%	59.20%	60.98%	62.89%	57.76%	57.78%	61.84%	59.71%	60.02%	60.55%	59.46%	58.96%	58.95%	56.65%	60.46%	60.83%	59.63%	59.97%	58.97%	58.12%	60.33%	63.11%	58.62%	62.00%	63.38%	62.13%	63.01%	58.18%	56.12%	59.24%	58.07%	59.36%	59.41%	58.88%	57.04%	57.69%	59.84%	63.29%	57.43%	55.11%	52.83%	50.76%	58.33%	53.08%	54.09%	55.26%	52.68%	59.74%	58.89%	58.37%	60.41%	62.83%	63.86%	62.33%	56.78%	58.95%	59.28%	55.94%	56.87%	55.63%	83.39%	66.08%	60.56%	54.91%	57.37%	62.00%	55.59%	59.52%									
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
