Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Горно-Алтайская городская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	244	19	9	22	5	7	6	13	13	10	13	9	12	8	8	13	7	11	11	12	10	8	10	8					
		1.03%	1.74%	0.89%	2.20%	0.46%	0.64%	0.61%	1.11%	1.02%	1.03%	0.90%	0.89%	1.01%	0.75%	0.67%	0.94%	1.14%	1.02%	1.30%	1.14%	0.99%	0.72%	1.50%	1.63%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6101	286	280	240	273	282	243	331	370	267	409	267	315	302	285	349	117	248	204	253	222	285	155	118					
		25.64%	26.26%	27.83%	23.95%	25.25%	25.64%	24.80%	28.29%	29.04%	27.47%	28.46%	26.51%	26.43%	28.41%	23.93%	25.33%	19.06%	22.98%	24.09%	24.05%	22.18%	25.82%	23.24%	24.08%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	707	42	37	33	29	17	23	40	40	20	31	52	30	49	29	43	17	29	26	48	26	23	17	6					
		2.97%	3.86%	3.68%	3.29%	2.68%	1.55%	2.35%	3.42%	3.14%	2.06%	2.16%	5.16%	2.52%	4.61%	2.43%	3.12%	2.77%	2.69%	3.07%	4.56%	2.60%	2.08%	2.55%	1.22%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9828	376	386	393	454	528	422	451	488	417	668	359	470	456	521	622	265	443	367	388	410	403	320	221					
		41.30%	34.53%	38.37%	39.22%	41.99%	48.00%	43.06%	38.55%	38.30%	42.90%	46.49%	35.65%	39.43%	42.90%	43.74%	45.14%	43.16%	41.06%	43.33%	36.88%	40.96%	36.50%	47.98%	45.10%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	165	5	4	5	7	6	2	13	8	7	7	9	9	11	11	15	3	6	9	7	9	3	7	2					
		0.69%	0.46%	0.40%	0.50%	0.65%	0.55%	0.20%	1.11%	0.63%	0.72%	0.49%	0.89%	0.76%	1.03%	0.92%	1.09%	0.49%	0.56%	1.06%	0.67%	0.90%	0.27%	1.05%	0.41%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
